NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.795	114.123	1.283	68.915	1.288	0.605	80000.0
2	2.799	108.512	1.238	67.41	1.097	0.673	40000.0
3	2.694	109.297	1.336	68.196	1.084	0.646	0.0
4	2.706	112.098	1.289	68.643	1.047	0.654	40000.0
5	2.507	107.589	1.191	67.067	1.038	0.658	60000.0
6	2.674	110.602	1.259	67.273	1.085	0.639	0.0
7	2.647	108.204	1.273	66.969	1.037	0.669	60000.0
8	2.849	119.569	1.328	72.881	1.159	0.611	40000.0
9	2.556	103.742	1.238	64.832	0.981	0.683	60000.0
10	2.538	106.084	1.21	66.065	1.08	0.684	0.0
11	2.61	107.042	1.251	65.582	1.068	0.656	40000.0
12	2.621	106.354	1.247	66.89	1.053	0.673	60000.0
13	2.657	103.395	1.285	65.567	0.959	0.687	80000.0
14	2.487	104.546	1.188	64.984	0.967	0.688	40000.0
15	2.363	99.261	1.148	60.988	0.949	0.694	0.0
16	2.364	108.251	1.161	66.721	1.065	0.669	0.0
17	2.66	110.926	1.297	69.891	1.072	0.637	80000.0
18	2.663	106.656	1.269	67.674	1.015	0.669	60000.0
19	2.348	104.934	1.225	66.292	0.976	0.68	40000.0
20	2.526	106.984	1.192	67.329	1.0	0.664	40000.0
21	2.829	113.31	1.354	69.883	1.049	0.645	60000.0
22	2.677	113.288	1.276	70.363	1.071	0.646	80000.0
23	2.712	110.79	1.314	67.821	1.122	0.647	40000.0
24	2.275	101.1	1.087	62.691	1.04	0.686	80000.0
25	2.637	108.728	1.303	68.132	0.96	0.676	40000.0
26	2.221	97.305	1.05	60.954	1.024	0.688	40000.0
27	2.534	112.438	1.199	69.111	1.157	0.623	0.0
28	2.613	112.129	1.234	69.38	1.062	0.639	40000.0
29	2.439	107.088	1.223	66.767	1.027	0.664	60000.0
30	2.894	110.294	1.29	68.231	1.01	0.672	60000.0
31	2.855	109.443	1.291	68.211	1.144	0.631	60000.0
32	2.755	122.58	1.307	72.788	1.286	0.581	40000.0
33	2.641	111.768	1.25	69.195	1.031	0.669	60000.0
34	2.429	105.699	1.193	66.37	1.002	0.676	60000.0
35	3.326	116.33	1.527	70.25	1.124	0.648	40000.0
36	2.508	110.071	1.248	67.915	1.026	0.665	80000.0
37	2.516	106.674	1.198	66.951	1.045	0.661	80000.0
38	2.779	114.03	1.324	69.548	1.107	0.637	80000.0
39	3.049	118.653	1.41	72.733	1.109	0.63	60000.0
40	3.027	124.864	1.491	75.47	1.246	0.587	80000.0
41	2.098	97.471	1.059	61.841	0.881	0.71	40000.0
42	2.786	119.01	1.266	70.704	1.266	0.6	60000.0
43	2.808	114.966	1.268	69.629	1.112	0.626	40000.0
44	2.987	103.454	1.37	65.748	1.001	0.671	40000.0
45	2.618	103.985	1.306	64.924	0.975	0.698	80000.0
46	3.031	112.454	1.403	70.673	1.072	0.634	40000.0
47	2.627	106.886	1.304	66.713	1.051	0.655	40000.0
48	2.795	105.713	1.335	66.47	1.048	0.665	0.0
49	2.438	106.402	1.198	65.356	1.108	0.646	40000.0
50	2.445	102.143	1.135	61.781	1.06	0.678	40000.0
51	2.799	105.158	1.289	65.115	1.087	0.661	40000.0
52	2.48	105.021	1.212	65.647	1.03	0.672	40000.0
53	2.96	112.293	1.41	70.465	1.166	0.618	40000.0
54	2.533	110.547	1.268	69.979	1.057	0.641	80000.0
55	2.446	101.391	1.188	64.242	0.904	0.708	60000.0
56	2.61	109.617	1.254	69.892	1.098	0.627	60000.0
57	2.699	101.555	1.264	63.142	0.905	0.715	60000.0
58	3.007	119.005	1.473	74.194	1.086	0.617	60000.0
59	2.292	101.842	1.15	62.023	0.952	0.704	60000.0
60	2.256	94.415	1.118	57.859	0.956	0.713	60000.0
61	2.59	110.64	1.223	67.839	1.152	0.631	60000.0
62	2.766	116.663	1.332	71.379	1.2	0.606	40000.0
63	2.501	107.896	1.228	67.294	1.113	0.636	40000.0
64	2.794	112.194	1.366	69.152	1.145	0.631	40000.0
