MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
2:Del:R:5	4.912669205051401e-05	0.004769306726631725	0.0003851144699136055	0.003894318871122664	0.0015364192752582006	0.0006069704369478046
3:Del:R:0	0.009672506278087738	0.0012007144255889556	0.012304641771842685	0.004906467003861721	0.006655601443065109	0.018708454420504096
3:Del:R:1	0.008944693540302496	0.05341006071201107	0.006448256301057995	0.04666519741640032	0.03414112703267222	0.008277687088385405
3:Del:R:2	0.0011435231503190348	0.002735042742365259	0.0009248586909548529	0.011799853208526728	0.004702352361075471	0.013750230258095826
3:Del:R:3	0.0007527333945665494	0.0010725000135685025	0.0011171553930454314	0.004628634805348106	0.008202916262888067	0.00519409162872833
3:Del:R:4	0.00012737364034156595	0.0012499721046984292	0.000605914084899588	0.001938324215913312	0.00203685160260207	0.0004953196512042269
3:Del:R:5	0.0017999579827623435	0.0004890200217410268	0.0008044553740177563	0.001078551511202761	0.0006940860549449468	0.0005180653923548917
4:Del:R:0	0.011559181538594815	0.004261023669963286	0.0022869458453292956	0.003225156034790615	0.005795420263635442	0.0012733732755734995
4:Del:R:1	0.010129643149945196	0.004312814436572197	0.004297620078117751	0.009365346977825055	0.015267729757299247	0.01573744349913653
4:Del:R:2	0.0006069966201656118	0.0031923679707551856	0.0008504620261430306	0.01258825481466216	0.0031691976303527625	0.0028989313356594516
4:Del:R:3	0.0019697639660806133	0.00016280536316783058	0.0007591064296802541	0.0007760513625090292	0.0013022724389504603	0.0029547450045131997
4:Del:R:4	8.423165507576158e-07	2.5052863153973702e-06	1.5053360909877965e-06	3.2700113860073544e-06	4.25721319835759e-06	5.166368449636138e-06
4:Del:R:5	8.423165507576158e-07	2.5052863153973702e-06	1.5053360909877965e-06	3.2700113860073544e-06	4.25721319835759e-06	5.166368449636138e-06
5:Del:R:0	0.06197682010505133	0.01427554041974453	0.015014920914890127	0.015173405657957204	0.013783982009416391	0.009228710062091352
5:Del:R:1	0.00592445414712607	0.002477007058219094	0.0075017954157386765	0.021206286855594385	0.00754693864881995	0.01870340334932649
