NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.652	135.147	1.598	79.288	1.585	0.506	40000.0
2	3.606	128.823	1.483	76.104	1.471	0.554	60000.0
3	3.395	125.224	1.536	73.81	1.415	0.568	40000.0
4	5.459	130.701	2.003	77.248	1.345	0.569	40000.0
5	3.215	127.097	1.413	75.634	1.494	0.551	60000.0
6	3.406	131.926	1.548	77.371	1.501	0.531	40000.0
7	3.32	132.335	1.485	77.9	1.442	0.551	40000.0
8	3.689	135.761	1.553	78.739	1.489	0.543	80000.0
9	3.845	136.021	1.706	79.979	1.589	0.525	40000.0
10	3.116	126.045	1.417	74.195	1.474	0.574	40000.0
11	3.899	132.321	1.643	77.858	1.425	0.551	80000.0
12	3.434	127.656	1.476	75.735	1.397	0.577	40000.0
13	3.776	129.971	1.693	77.436	1.306	0.596	40000.0
14	3.076	121.633	1.335	71.098	1.287	0.615	80000.0
15	2.987	120.984	1.342	71.223	1.32	0.594	80000.0
16	3.208	123.322	1.413	73.297	1.347	0.597	40000.0
17	3.977	136.181	1.688	79.611	1.604	0.526	40000.0
18	3.31	131.86	1.458	77.897	1.454	0.547	40000.0
19	3.673	132.888	1.632	78.015	1.398	0.549	40000.0
20	3.736	133.978	1.542	78.797	1.389	0.553	40000.0
21	3.784	135.732	1.658	79.354	1.487	0.542	40000.0
22	3.849	131.801	1.543	76.843	1.543	0.547	60000.0
23	3.337	134.774	1.522	78.225	1.571	0.528	40000.0
24	3.377	122.656	1.419	72.191	1.37	0.599	60000.0
25	3.47	128.865	1.54	77.145	1.382	0.562	40000.0
26	3.222	122.165	1.426	73.562	1.345	0.609	80000.0
27	3.19	125.212	1.411	74.605	1.512	0.558	80000.0
28	3.371	132.333	1.492	77.967	1.418	0.552	80000.0
29	3.718	128.509	1.574	76.216	1.496	0.539	60000.0
30	3.637	136.027	1.525	78.903	1.5	0.535	0.0
31	4.595	129.174	1.767	78.066	1.407	0.56	0.0
32	3.78	140.126	1.557	79.948	1.69	0.488	60000.0
33	3.43	135.165	1.486	79.174	1.499	0.532	80000.0
34	3.467	132.054	1.528	77.636	1.396	0.563	40000.0
35	3.408	130.178	1.509	75.428	1.476	0.559	40000.0
36	3.991	140.571	1.706	81.251	1.636	0.5	40000.0
37	3.388	126.329	1.487	75.312	1.327	0.581	40000.0
38	4.112	139.069	1.711	80.327	1.506	0.534	60000.0
39	3.914	134.553	1.629	78.558	1.495	0.542	40000.0
40	3.702	137.74	1.699	80.28	1.601	0.515	80000.0
41	3.45	128.675	1.5	76.721	1.426	0.552	60000.0
42	3.833	128.668	1.573	75.541	1.387	0.576	40000.0
43	3.648	134.967	1.528	78.875	1.514	0.53	80000.0
44	3.699	133.854	1.592	78.444	1.46	0.55	60000.0
45	3.271	121.329	1.488	72.066	1.365	0.604	40000.0
46	3.823	132.437	1.616	77.895	1.449	0.542	40000.0
47	3.946	131.609	1.684	78.521	1.415	0.556	80000.0
48	4.144	135.993	1.803	80.07	1.451	0.534	40000.0
49	3.093	124.855	1.416	74.067	1.495	0.554	60000.0
50	3.186	128.313	1.447	76.124	1.463	0.561	40000.0
51	3.476	130.716	1.515	77.978	1.415	0.558	40000.0
52	3.368	125.495	1.501	75.03	1.331	0.578	0.0
53	4.331	125.974	1.707	74.538	1.439	0.556	40000.0
54	3.281	127.352	1.462	75.561	1.379	0.572	60000.0
55	3.258	129.323	1.467	76.422	1.367	0.571	40000.0
56	3.902	134.158	1.685	78.523	1.49	0.54	60000.0
57	3.051	123.098	1.379	72.075	1.356	0.586	60000.0
58	3.965	136.155	1.683	80.578	1.526	0.5	80000.0
59	2.948	123.179	1.369	73.258	1.411	0.586	40000.0
60	3.089	123.737	1.509	74.019	1.337	0.593	40000.0
61	4.486	135.963	1.733	79.885	1.476	0.537	40000.0
62	3.63	135.955	1.591	79.188	1.61	0.509	40000.0
63	3.19	125.355	1.427	75.04	1.387	0.581	40000.0
64	3.163	121.406	1.429	71.624	1.433	0.577	80000.0
65	3.38	129.925	1.445	76.054	1.467	0.573	40000.0
66	3.506	131.783	1.532	77.564	1.516	0.545	40000.0
67	3.353	131.235	1.489	76.853	1.41	0.567	40000.0
68	3.317	127.207	1.46	74.564	1.382	0.575	40000.0
69	3.158	125.876	1.399	74.777	1.451	0.583	60000.0
70	3.538	132.588	1.505	78.007	1.445	0.551	80000.0
71	3.719	134.623	1.6	78.242	1.448	0.561	80000.0
