MutationType	ID83A	ID83B	ID83C
1:Del:C:0	0.08190771898254752	0.02608434677796538	0.0646609484963119
1:Del:C:1	0.0453923674300313	0.034860423339996484	0.010296513422696022
1:Del:C:2	0.00513100666233667	0.025347609492928313	0.0025407604774763826
1:Del:C:3	0.005526003884000232	0.0033503430618534937	0.002129354437188189
1:Del:C:4	0.0031667606282739813	0.003532335945274759	0.007342358644104791
1:Del:C:5	0.0003342126001027701	0.00904952777612209	0.00823505722145221
1:Del:T:0	0.10822907786816359	0.02277596755831013	0.011013935499630947
1:Del:T:1	0.06491684855893254	0.010233591278566507	0.0035759998379388948
1:Del:T:2	0.03449284988339059	0.015461217220276921	0.00885897841791099
1:Del:T:3	0.0033955789033814645	0.017746274869089973	0.032994228234420005
1:Del:T:4	0.0012772885802640088	0.026213827668785824	0.014913688472121862
1:Del:T:5	0.0001662440694548073	0.12287958304863424	0.013188898298453182
1:Ins:C:0	0.0050098246885318075	0.02999113105611741	0.04458868381595494
1:Ins:C:1	0.008847152813016094	0.010759595228206536	0.006934355367925793
1:Ins:C:2	0.002775683696644933	0.0035180776811443515	0.003920749767328218
1:Ins:C:3	0.0002000138004572427	0.01165093461534525	0.0006989662938263663
1:Ins:C:4	0.0013244146473612118	0.002870556832901947	0.0037547353053891362
1:Ins:C:5	0.0031949476775512743	0.013554221550969033	0.0037197586878394873
1:Ins:T:0	0.009822327232738494	0.005425183941321148	0.10971464486872946
1:Ins:T:1	0.049822851456701754	0.006442805435577981	0.030537705900081848
1:Ins:T:2	0.013849337165311226	0.004418812066470715	0.010249944862381143
1:Ins:T:3	0.00834683944349564	0.016339216768502317	0.006136848216990547
1:Ins:T:4	8.814812440872011e-05	0.0064403481614097305	0.002847449022877626
1:Ins:T:5	0.02632512340322137	0.1636325066909194	0.019502556834817143
2:Del:R:0	0.022020686157047747	0.01640636133511805	0.02652991934596919
2:Del:R:1	0.016186325919261436	0.044726963732427974	0.06788370424700332
2:Del:R:2	0.0016776818138592997	0.017390485674523573	0.009790654703726314
2:Del:R:3	0.005500299228488075	0.0015311061198708664	0.0032458218381504534
2:Del:R:4	0.0010032618490008716	0.00111727518596334	0.0007869294013372042
2:Del:R:5	7.869190567051377e-06	0.003996573998788406	0.0014291286542965054
3:Del:R:0	0.011501522018224932	0.0020322329586554134	0.013525708721689398
3:Del:R:1	0.005475392833068327	0.04963305369474085	0.020665493138090057
3:Del:R:2	7.992477236652195e-05	0.0033264412603339366	0.013744672235865778
3:Del:R:3	0.0002099393424603857	0.0021192334104011153	0.007282095706605105
3:Del:R:4	0.0001411235817040657	0.0018247964925866712	0.0008791363922074424
3:Del:R:5	0.0015263956348116636	0.0005753783315004313	0.0006316748798353089
4:Del:R:0	0.008298351280177982	0.004142726656736966	0.0014181494640389447
4:Del:R:1	0.005698299765438346	0.004397118467086542	0.018403588510284976
4:Del:R:2	2.7897402385041984e-05	0.004021894614581498	0.007353058251408981
4:Del:R:3	0.0015798410504981853	0.00030347193424724584	0.0020592318227005
4:Del:R:4	8.639988095637819e-07	2.87469814168162e-06	4.512739189408421e-06
4:Del:R:5	8.639988095637819e-07	2.87469814168162e-06	4.512739189408421e-06
5:Del:R:0	0.04768376996973529	0.010882088556381574	0.01031952064152378
5:Del:R:1	0.006490645778813757	0.004182453463498206	0.0214403175560426
5:Del:R:2	0.002435592716524653	0.0006380697339261521	0.0033531037453332145
5:Del:R:3	0.002032701392097458	0.00038611595565187786	0.002380060230036065
5:Del:R:4	0.0003981171271444239	0.00014470721459321822	0.00045178800934110087
5:Del:R:5	8.639988095637819e-07	2.87469814168162e-06	4.512739189408421e-06
2:Ins:R:0	0.0021768586175151938	0.013193451663769905	0.046193450930678635
2:Ins:R:1	0.007118968919446149	0.0076212359528834385	0.01749448622020168
2:Ins:R:2	0.007609142715819246	0.0019961388926913503	0.0010884370766360797
2:Ins:R:3	0.004052727072410634	0.001898115565681362	0.0035955670388599257
2:Ins:R:4	0.0010545547781861985	0.0020586280999139108	0.002693311098976494
2:Ins:R:5	0.006826898711681224	0.003703986468840945	0.0018854973372804196
3:Ins:R:0	0.0037617479792323395	0.0033912904168185067	0.007879160318705053
3:Ins:R:1	0.0074585575115634125	0.0015729805947886177	0.0014267483199800423
3:Ins:R:2	0.0003000196735125948	0.004471883783326049	0.0004977432904548085
3:Ins:R:3	8.639988095637819e-07	2.87469814168162e-06	4.512739189408421e-06
3:Ins:R:4	0.001547841258067706	8.241310479274233e-05	0.0001735088228959114
3:Ins:R:5	0.000475799767919779	0.002113855139313632	0.0011845748696396187
4:Ins:R:0	0.004556267390159023	0.0037417496527138282	0.009211207955121238
4:Ins:R:1	0.006750318804148278	0.00814224056160878	0.003184911020866732
4:Ins:R:2	0.0007023157941157799	0.0008108743329210455	0.0002501108317782297
4:Ins:R:3	0.0010352052339333406	0.0017535365427185567	0.0008776729176330277
4:Ins:R:4	0.0041103104086052155	0.001146532886103273	0.0009176045884877481
4:Ins:R:5	0.006892841970645804	0.0029386222277219785	0.00956994183962983
5:Ins:R:0	0.0378798811417073	0.0016333559063929303	0.005655989076904149
5:Ins:R:1	0.01032868400394321	0.015552557851290772	0.020893280090118153
5:Ins:R:2	0.0030871984341657565	0.0002541164822566433	0.0032842615668496576
5:Ins:R:3	0.00042442800612393585	0.0016018761868894238	0.002922894150095132
5:Ins:R:4	0.006178844693290842	0.0013113599940347065	0.0006375219006999178
5:Ins:R:5	0.002606984941099384	0.0005686590140878068	0.0024975414101118254
2:Del:M:1	0.009597349828322877	0.03033355119806039	0.09665824353694916
3:Del:M:1	0.014543654765512599	0.005916681109761299	0.0013788796097929713
3:Del:M:2	0.006069250388469136	0.020635962268963793	0.01973585126918124
4:Del:M:1	0.007293203493780016	0.010144693517488576	0.004729563778951444
4:Del:M:2	0.0016823452947478735	0.0029685441911499488	0.013978100622685759
4:Del:M:3	0.005158282872590547	0.01457745797762044	0.015083738988766684
5:Del:M:1	0.06469268098473549	0.02904032648175189	0.006310284520267828
5:Del:M:2	0.06839525258444155	0.017874570202527026	0.0018655242866850586
5:Del:M:3	0.03447372611816718	0.003949753304171537	0.005131733667525182
5:Del:M:4	0.01315834371082019	0.007113716352722341	0.011060392938709071
