Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.865	288.79	50.754%	39.05	50.3%	0.20614	0.659
C002	730	0.837	354.381	48.545%	53.733	55.38%	0.18318	0.557
C003	261	0.833	143.68	55.05%	20.218	55.501%	0.28668	0.593
C004	21	0.489	31.21	148.619%	4.698	87.24%	1.47678	0.31
C005	1064	0.875	427.19	40.149%	71.994	48.387%	0.13426	0.706
C006	279	0.838	172.609	61.867%	24.039	54.847%	0.31735	0.706
C007	525	0.878	269.376	51.31%	38.983	48.476%	0.21797	0.783
C008	12	0.505	19.454	162.117%	3.497	87.425%	1.80742	0.474
C009	816	0.908	310.273	38.024%	43.598	42.475%	0.11713	0.717
C010	35	0.559	47.513	135.751%	7.303	83.225%	1.23725	0.434
C010r	63	0.636	64.588	102.521%	9.296	77.199%	0.92255	0.408
C011	54	0.67	56.799	105.183%	8.021	74.473%	0.91329	0.512
C013	86	0.697	75.065	87.285%	10.877	71.721%	0.656	0.476
C014	132	0.823	89.093	67.495%	11.679	56.852%	0.39975	0.663
F001	139	0.792	93.375	67.176%	13.204	61.101%	0.39997	0.586
F002	66	0.622	65.497	99.238%	9.048	78.753%	0.81383	0.298
F002r	541	0.894	224.439	41.486%	31.828	45.061%	0.15069	0.703
F004	67	0.688	61.761	92.181%	8.855	72.543%	0.72447	0.484
F005	115	0.745	95.241	82.818%	13.562	66.896%	0.5695	0.582
F006	8	0.304	14.315	178.938%	2.698	95.389%	2.41015	0.119
F007	2059	0.849	741.027	35.99%	144.959	53.366%	0.13339	0.585
F008	172	0.727	132.901	77.268%	19.924	68.663%	0.5077	0.506
F010	124	0.792	88.206	71.134%	11.832	61.019%	0.44046	0.593
F011	100	0.719	91.18	91.18%	13.908	70.246%	0.67709	0.61
F012	106	0.787	88.333	83.333%	11.365	62.187%	0.55183	0.659
F013	23	0.545	31.62	137.478%	4.825	83.992%	1.36928	0.406
F014	198	0.801	133.582	67.466%	19.304	60.033%	0.42475	0.645
F015	507	0.875	237.514	46.847%	34.947	48.402%	0.17867	0.721
F016	239	0.849	131.792	55.143%	19.492	53.149%	0.28807	0.713
F017	586	0.849	256.152	43.712%	42.064	53.139%	0.18727	0.606
F018	58	0.5	72.224	124.524%	13.375	86.697%	1.21398	0.353
F019	8	0.279	14.492	181.15%	3.039	96.102%	2.45664	0.119
F020	384	0.849	206.527	53.783%	29.195	52.864%	0.25361	0.661
F021	8	0.286	14.525	181.562%	3.031	95.849%	2.48564	0.132
F022	306	0.838	165.565	54.106%	24.495	54.501%	0.25912	0.652
F023	32	0.6	40.181	125.566%	5.898	80.262%	1.21943	0.464
F024	4	0.219	7.57	189.25%	1.952	97.6%	3.05774	0.091
F026	1396	0.818	645.741	46.257%	105.002	59.37%	0.20259	0.45
F027	31	0.476	43.164	139.239%	6.052	88.277%	1.33299	0.187
F029	328	0.842	183.258	55.871%	26.312	53.98%	0.28642	0.671
F031	650	0.914	271.657	41.793%	38.167	40.919%	0.14437	0.828
F034	129	0.82	81.752	63.374%	11.495	57.261%	0.38234	0.656
F036	736	0.832	362.249	49.219%	55.505	56.0%	0.18803	0.557
F037	9	0.32	15.771	175.233%	3.142	94.735%	2.38064	0.168
F038	176	0.829	116.456	66.168%	15.894	56.335%	0.39002	0.699
F039	150	0.765	106.987	71.325%	15.044	64.382%	0.44627	0.526
F041	703	0.863	354.852	50.477%	50.231	50.604%	0.19608	0.681
F042	349	0.868	183.504	52.58%	24.427	49.665%	0.22163	0.694
F043	260	0.853	131.986	50.764%	18.431	52.468%	0.22895	0.617
F044	67	0.653	70.338	104.982%	9.305	75.723%	0.84607	0.413
F045	306	0.863	151.824	49.616%	22.095	50.477%	0.21027	0.694
F046	28	0.527	37.155	132.696%	4.969	85.218%	1.24391	0.246
F048	28	0.393	42.491	151.754%	6.024	92.952%	1.60561	0.052
F050	7	0.187	13.153	187.9%	2.625	99.216%	3.02579	-0.072
F052	44	0.63	47.857	108.766%	6.769	77.646%	0.97605	0.424
F053	125	0.738	95.25	76.2%	12.638	68.041%	0.55139	0.412
F054	41	0.621	49.017	119.554%	7.077	78.633%	1.08072	0.477
F055	1155	0.708	748.013	64.763%	133.514	70.731%	0.33287	0.435
F056	78	0.747	63.196	81.021%	8.513	66.475%	0.61278	0.529
F057	411	0.902	189.308	46.06%	25.489	43.414%	0.17819	0.792
F058	896	0.943	279.629	31.209%	38.985	33.407%	0.08919	0.843
F059	217	0.719	170.61	78.622%	29.444	70.006%	0.54159	0.597
F059r	319	0.746	215.15	67.445%	38.118	66.833%	0.3905	0.596
SJ01	2763	0.746	1799.386	65.124%	383.972	68.172%	0.30844	0.686
SJ02	304	0.869	157.069	51.667%	20.96	49.513%	0.25847	0.686
SJ03	470	0.87	238.821	50.813%	35.711	49.752%	0.22182	0.761
SJ04	19	0.188	34.9	183.684%	6.092	100.152%	2.77595	-0.148
SJ08	296	0.863	166.403	56.217%	22.229	50.678%	0.25729	0.721
SJ09	133	0.761	97.554	73.349%	14.245	64.952%	0.48997	0.564
SJ10	594	0.837	275.882	46.445%	42.877	55.935%	0.20254	0.525
SJ12	276	0.887	137.173	49.7%	18.002	46.266%	0.24161	0.743
SJ13	126	0.705	105.317	83.585%	14.471	71.121%	0.5853	0.417
SJ14	123	0.743	89.427	72.705%	12.487	67.228%	0.46595	0.443
SJ17	335	0.824	183.538	54.787%	26.099	57.185%	0.2561	0.545
SJ18	156	0.791	98.466	63.119%	13.955	61.315%	0.39157	0.528
SJ19	304	0.886	151.911	49.971%	20.569	46.58%	0.26214	0.764
SJ20	1600	0.917	532.455	33.278%	80.839	40.504%	0.0848	0.739
SJ25	204	0.725	141.961	69.589%	21.197	69.583%	0.45407	0.385
SJ28	1067	0.912	382.847	35.881%	55.139	41.654%	0.11559	0.722
SJ31	124	0.656	121.883	98.293%	17.308	75.466%	0.76138	0.426
SJ32	1063	0.912	359.532	33.822%	54.927	41.567%	0.08895	0.724
SJ33	155	0.804	110.884	71.538%	15.123	59.732%	0.46601	0.656
T135	4916	0.827	2492.911	50.71%	421.964	56.264%	0.19355	0.656
