NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
115	3.241	123.781	1.463	75.193	1.314	0.557	60000.0
116	2.922	112.89	1.285	67.222	1.172	0.653	60000.0
117	3.277	110.45	1.46	68.416	1.134	0.626	40000.0
118	2.833	114.434	1.341	70.345	1.103	0.648	40000.0
119	2.839	116.805	1.365	71.74	1.164	0.62	40000.0
120	2.686	112.715	1.222	66.71	1.184	0.64	80000.0
121	3.177	123.843	1.466	73.879	1.333	0.571	60000.0
122	2.664	108.782	1.211	67.467	1.161	0.646	80000.0
123	3.017	125.048	1.376	73.942	1.316	0.581	40000.0
124	2.976	122.056	1.427	74.505	1.23	0.586	60000.0
125	3.039	116.847	1.404	70.584	1.172	0.632	60000.0
126	2.921	112.437	1.41	69.129	1.079	0.662	60000.0
127	2.84	112.692	1.293	68.232	1.161	0.642	40000.0
128	2.829	107.669	1.293	66.94	1.033	0.673	40000.0
129	2.78	117.197	1.275	70.399	1.219	0.619	40000.0
130	2.597	112.656	1.198	67.903	1.099	0.646	60000.0
131	3.308	122.155	1.475	76.832	1.243	0.561	40000.0
132	3.087	117.942	1.348	71.81	1.186	0.614	40000.0
133	2.739	114.994	1.289	70.059	1.131	0.63	0.0
134	2.888	109.746	1.293	66.547	1.09	0.656	40000.0
135	2.831	106.736	1.216	66.166	1.111	0.655	40000.0
136	2.904	116.092	1.356	70.167	1.192	0.642	80000.0
137	2.889	112.868	1.348	69.784	1.143	0.643	40000.0
138	3.163	126.074	1.447	75.076	1.446	0.55	40000.0
139	3.078	118.055	1.434	73.215	1.287	0.58	40000.0
140	3.374	125.157	1.553	76.465	1.261	0.582	60000.0
141	2.629	108.119	1.244	68.22	1.055	0.653	80000.0
142	2.72	109.053	1.226	68.295	1.079	0.655	60000.0
143	2.982	123.694	1.379	73.7	1.314	0.597	40000.0
144	2.756	116.271	1.303	70.643	1.072	0.652	40000.0
145	3.107	123.667	1.496	74.821	1.178	0.606	60000.0
146	2.848	112.578	1.356	69.644	1.11	0.649	80000.0
147	2.785	111.793	1.256	67.388	1.113	0.645	60000.0
148	2.821	118.763	1.34	72.659	1.166	0.619	60000.0
149	2.96	122.582	1.408	73.129	1.206	0.596	60000.0
150	2.869	115.627	1.362	70.802	1.27	0.609	0.0
151	2.739	113.524	1.33	69.735	1.156	0.619	40000.0
152	3.185	111.261	1.384	67.609	1.084	0.665	80000.0
153	2.856	116.24	1.361	70.773	1.177	0.636	40000.0
154	2.45	104.198	1.136	63.172	1.003	0.684	60000.0
155	2.881	123.512	1.403	73.699	1.255	0.593	80000.0
156	2.838	120.692	1.329	72.568	1.218	0.607	0.0
157	2.759	111.246	1.271	68.737	1.148	0.638	40000.0
158	3.054	118.574	1.463	72.132	1.148	0.622	40000.0
159	3.12	127.305	1.453	75.356	1.281	0.583	40000.0
160	2.61	107.166	1.263	66.763	1.06	0.673	60000.0
161	3.029	118.652	1.384	72.091	1.131	0.633	0.0
162	2.615	104.418	1.23	63.559	1.14	0.669	40000.0
163	2.67	113.692	1.302	70.827	1.067	0.632	40000.0
164	2.927	118.773	1.369	71.571	1.175	0.612	40000.0
165	3.015	117.196	1.311	70.792	1.256	0.606	60000.0
166	2.534	107.189	1.146	66.904	1.051	0.676	0.0
167	3.252	117.581	1.474	72.339	1.2	0.617	60000.0
168	3.029	118.196	1.359	71.232	1.216	0.613	40000.0
169	2.715	108.532	1.298	67.436	1.079	0.652	60000.0
170	2.676	110.754	1.278	67.963	1.161	0.631	40000.0
171	2.781	111.24	1.265	67.849	1.047	0.664	40000.0
172	2.816	108.853	1.321	67.004	1.107	0.67	80000.0
173	2.806	112.803	1.288	68.155	1.191	0.642	40000.0
174	2.942	117.386	1.408	72.133	1.089	0.633	40000.0
175	2.879	121.857	1.405	73.405	1.22	0.603	80000.0
176	3.142	122.194	1.441	72.521	1.296	0.581	60000.0
177	2.612	115.409	1.282	70.308	1.146	0.614	80000.0
178	3.165	124.566	1.382	74.794	1.258	0.59	40000.0
179	2.548	105.671	1.185	64.959	1.028	0.675	60000.0
180	2.902	116.391	1.314	70.917	1.246	0.623	40000.0
181	2.938	126.429	1.379	75.875	1.356	0.558	60000.0
182	2.847	110.79	1.347	68.592	1.071	0.648	40000.0
183	2.841	116.5	1.35	72.695	1.144	0.622	40000.0
184	2.993	119.594	1.421	70.387	1.232	0.613	60000.0
185	3.687	125.901	1.674	75.995	1.246	0.578	60000.0
186	2.856	105.686	1.295	64.98	1.162	0.648	40000.0
187	2.668	102.634	1.267	64.563	1.028	0.671	60000.0
188	2.927	116.0	1.366	71.677	1.162	0.619	60000.0
189	2.782	117.523	1.262	70.549	1.157	0.634	40000.0
190	3.508	131.644	1.504	77.148	1.387	0.564	60000.0
191	2.688	105.002	1.212	67.008	1.019	0.67	40000.0
192	2.907	117.575	1.402	70.522	1.145	0.641	40000.0
193	3.496	119.593	1.568	71.526	1.264	0.62	40000.0
194	3.61	125.657	1.58	76.02	1.302	0.576	40000.0
195	2.811	120.188	1.362	72.955	1.301	0.578	40000.0
196	3.217	123.729	1.463	73.714	1.252	0.595	80000.0
197	3.052	124.477	1.366	75.09	1.256	0.588	40000.0
198	2.451	108.127	1.155	65.743	1.084	0.651	60000.0
199	2.726	112.7	1.288	68.89	1.104	0.623	80000.0
200	2.644	111.22	1.268	69.809	1.08	0.636	60000.0
