MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
5:Ins:R:0	0.03724993353055098	0.017111119101083146	0.0009219731214801641	0.0029174485897625856	0.008972431977245492	0.011336381179322359	0.027136353804479967
5:Ins:R:1	0.01184125416117638	0.01121571799896202	0.019468298536470315	0.006934211203427196	0.011362253830728477	0.028605026414436595	0.023166915012345156
5:Ins:R:2	0.004025300973369852	0.0007993706297953385	0.00022901747464029398	0.001013937430961942	0.0012186638131401217	0.00483650297483635	0.003094060214139063
5:Ins:R:3	0.0005588346590479621	0.0004942100665098526	0.0012983760826679408	0.0011156007907313992	0.002814724055668165	0.002988273826997059	0.004142232695422195
5:Ins:R:4	0.009348733162269767	0.0010357592504549552	0.0012520120268558798	0.001291654385160963	0.0018415506449520613	0.0002813753936496255	0.0028414483237580866
5:Ins:R:5	0.004055517520339924	0.0006511945458629854	0.0008302268215547492	0.0009705337699423034	0.0008564885699158964	0.0032668166350612892	0.002422168745591726
2:Del:M:1	0.010992140614544042	0.011418626047741895	0.021652086386748124	0.09923918857704848	0.034339336636536474	0.09651470470110098	0.05003219574117224
3:Del:M:1	0.018166337845994463	0.00703576850367929	0.00975337236516836	0.002952250052936982	0.004023692613978618	0.001194708880223163	0.00693528113578834
3:Del:M:2	0.008286440007731813	0.00266236429514187	0.02476726504353209	0.012360679163519564	0.025470844181525648	0.00874520667782761	0.04071400378746759
4:Del:M:1	0.006426552021696707	0.01011036804974907	0.005714526991222328	0.004987072065970466	0.012686406367914174	0.0033348315856731856	0.011700249610147963
4:Del:M:2	0.002281015267499993	0.002122524048390986	0.0027210305940382896	0.01706739445896602	0.003073722650074444	0.010594268360105304	0.005653565775886839
4:Del:M:3	0.006164006807608473	0.0017761109647460316	0.00560043522379658	0.020564336595843002	0.026232660207959987	0.007447375811630241	0.023009272371629662
5:Del:M:1	0.08231448521897619	0.031551557808113556	0.02578422379553672	0.02501228171499804	0.03269532261703912	0.002153172718281553	0.01648453284900185
5:Del:M:2	0.07527683301296065	0.043605767755966696	0.03647249224992408	0.011900134429632097	0.007058772454866116	0.00047776762663367836	0.007440626231839218
5:Del:M:3	0.03815714982286181	0.021125327872728618	0.003165692778380915	0.015610856468325272	0.004813166864400316	0.0018486001700438591	0.007939801816328012
5:Del:M:4	0.016234508698551052	0.004742594874765302	0.012472271546888151	0.013674728286922289	0.0048820100199701245	0.0057904310863633145	0.015607292780819897
5:Del:M:5	0.023207563407468684	0.02396959333160112	0.007705513169625391	0.007940480522217328	0.01096064131899638	0.04202429346555931	0.017836210945473708
