NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.122	156.84	1.956	87.424	2.26	0.381	40000.0
2	4.77	157.294	1.745	86.815	2.138	0.398	60000.0
3	6.277	148.817	2.372	84.055	1.932	0.449	80000.0
4	6.416	160.609	2.265	88.609	2.112	0.38	40000.0
5	5.403	161.0	1.971	88.318	2.198	0.38	60000.0
6	6.417	154.179	2.311	86.714	2.006	0.426	40000.0
7	4.895	159.127	1.936	88.388	2.194	0.37	40000.0
8	6.06	156.9	2.039	86.981	2.057	0.416	40000.0
9	5.275	161.548	2.014	88.86	2.246	0.355	60000.0
10	5.329	153.906	2.03	85.314	1.986	0.458	0.0
11	5.449	161.608	2.056	87.81	2.169	0.407	60000.0
12	5.802	152.484	2.022	86.426	2.13	0.401	40000.0
13	5.425	155.781	2.039	86.203	2.031	0.427	40000.0
14	5.189	151.155	1.893	83.897	1.971	0.455	40000.0
15	4.955	151.963	1.913	84.08	2.006	0.464	40000.0
16	5.686	145.755	2.079	83.18	1.9	0.48	40000.0
17	5.272	159.413	2.004	88.747	2.257	0.367	60000.0
18	5.302	153.945	1.904	86.349	2.092	0.408	40000.0
19	5.058	153.75	1.955	86.739	2.102	0.398	60000.0
20	5.332	155.362	1.876	86.542	2.188	0.397	60000.0
21	5.542	162.802	2.089	88.691	2.167	0.366	40000.0
22	5.148	154.543	1.853	85.678	2.142	0.415	40000.0
23	6.138	155.938	2.175	86.19	2.155	0.407	40000.0
24	4.918	154.403	1.795	85.233	2.157	0.428	40000.0
25	5.747	159.599	2.114	88.116	2.31	0.368	40000.0
26	6.117	150.65	2.209	85.434	2.078	0.44	40000.0
27	5.373	156.174	2.049	88.266	2.175	0.373	40000.0
28	5.457	155.979	1.986	86.687	2.211	0.386	40000.0
29	5.426	160.959	2.072	88.616	2.213	0.378	60000.0
30	5.316	150.953	1.932	85.145	2.057	0.429	60000.0
31	6.142	155.747	2.16	86.718	2.115	0.414	40000.0
32	5.565	162.134	2.001	89.138	2.363	0.335	40000.0
33	5.538	159.824	1.896	87.833	2.195	0.386	40000.0
34	5.073	155.418	1.918	86.341	2.15	0.415	40000.0
35	5.567	156.633	2.109	87.068	2.11	0.402	60000.0
36	5.89	167.752	2.089	90.617	2.381	0.324	80000.0
37	5.5	148.616	1.99	85.125	1.976	0.43	40000.0
38	6.062	161.766	2.24	90.79	2.249	0.342	40000.0
39	6.033	161.267	2.084	88.533	2.185	0.379	40000.0
40	6.514	158.067	2.26	88.189	2.082	0.39	40000.0
41	5.034	150.563	1.881	84.825	2.042	0.424	60000.0
42	5.004	157.401	1.841	86.467	2.145	0.404	40000.0
43	6.741	158.589	2.273	88.34	2.095	0.397	60000.0
44	5.222	163.856	2.002	89.173	2.351	0.349	40000.0
45	5.718	154.218	2.082	86.29	2.011	0.419	60000.0
46	5.724	162.227	2.103	88.967	2.172	0.37	0.0
47	6.17	152.624	2.212	86.34	1.954	0.43	40000.0
48	5.658	160.853	2.154	88.489	2.121	0.388	60000.0
49	6.223	152.546	2.317	85.333	2.047	0.441	60000.0
50	5.925	155.697	2.089	87.668	2.117	0.386	40000.0
51	5.698	158.64	2.173	88.289	2.16	0.385	80000.0
52	5.962	151.313	2.085	85.697	2.034	0.426	40000.0
53	6.651	157.872	2.516	88.251	2.054	0.413	40000.0
54	5.325	149.166	1.956	84.385	2.013	0.448	40000.0
55	5.483	150.499	1.972	84.772	2.07	0.444	40000.0
56	5.729	150.583	2.075	84.767	1.98	0.431	40000.0
57	4.962	150.475	1.887	83.514	1.99	0.451	40000.0
58	6.636	158.733	2.313	88.364	1.999	0.396	40000.0
59	5.061	155.963	1.964	86.563	2.19	0.402	80000.0
60	6.9	152.508	2.483	86.446	1.87	0.441	60000.0
61	5.638	154.682	2.007	85.903	1.988	0.434	40000.0
62	5.069	157.038	1.891	86.165	2.283	0.376	80000.0
63	5.942	147.317	2.057	83.084	1.937	0.463	80000.0
64	4.772	156.045	1.908	85.905	2.234	0.396	40000.0
65	5.776	151.387	2.027	84.889	1.933	0.46	60000.0
66	5.36	154.319	1.952	86.64	2.16	0.405	80000.0
67	5.996	153.862	2.157	86.328	2.009	0.426	60000.0
68	5.337	158.047	2.0	88.292	2.172	0.373	60000.0
69	5.984	149.365	2.238	85.359	1.989	0.431	80000.0
70	6.113	157.987	2.101	87.181	2.023	0.396	40000.0
71	5.217	155.509	1.946	86.565	2.047	0.424	40000.0
72	6.03	160.463	2.159	87.846	2.145	0.414	40000.0
73	5.059	157.623	1.846	87.087	2.175	0.399	40000.0
74	5.333	157.717	2.087	88.489	2.262	0.364	60000.0
75	6.439	150.168	2.305	84.483	2.07	0.449	40000.0
76	5.003	160.021	1.937	88.063	2.297	0.359	40000.0
77	5.523	158.394	1.976	87.554	2.048	0.403	60000.0
78	6.104	155.165	2.112	86.951	2.041	0.41	60000.0
79	5.56	159.547	2.006	88.276	2.169	0.372	40000.0
80	5.929	156.32	2.121	87.161	2.112	0.397	60000.0
81	5.371	159.827	2.088	87.698	2.137	0.39	60000.0
82	4.917	158.17	1.861	87.25	2.185	0.387	60000.0
83	5.741	161.103	2.025	88.6	2.231	0.37	60000.0
84	4.861	158.645	1.881	87.695	2.184	0.382	40000.0
85	4.914	156.18	1.811	85.812	2.213	0.402	80000.0
86	5.131	155.066	1.883	85.69	2.22	0.388	40000.0
87	5.042	154.678	1.847	86.334	2.168	0.409	60000.0
88	4.805	152.986	1.849	85.336	2.14	0.418	80000.0
89	5.953	147.77	2.133	83.138	1.989	0.448	80000.0
90	5.059	148.143	1.844	83.88	2.074	0.446	60000.0
91	6.414	152.506	2.071	86.228	1.982	0.435	60000.0
92	5.215	161.53	1.989	88.586	2.188	0.373	40000.0
93	5.059	157.882	1.961	86.889	2.214	0.386	40000.0
94	5.202	163.876	2.055	89.832	2.318	0.341	60000.0
95	5.835	156.316	2.211	86.313	2.109	0.422	40000.0
96	5.306	158.279	1.942	87.412	2.188	0.391	80000.0
97	5.76	153.573	2.091	86.45	2.031	0.42	40000.0
98	6.683	147.804	2.415	84.405	1.836	0.459	60000.0
99	5.446	159.289	2.149	88.002	2.188	0.38	40000.0
100	5.363	155.008	2.055	85.533	2.02	0.451	40000.0
101	5.589	160.024	2.029	87.881	2.249	0.391	40000.0
102	5.905	144.703	2.254	82.852	1.887	0.464	40000.0
103	5.268	157.21	2.029	86.566	2.138	0.414	40000.0
104	5.488	158.618	2.132	87.893	2.156	0.386	80000.0
105	5.56	154.413	2.004	86.329	2.113	0.403	40000.0
106	5.429	161.619	2.025	88.696	2.148	0.376	80000.0
107	5.568	159.03	2.172	88.254	2.145	0.382	40000.0
108	5.195	159.007	1.975	87.995	2.253	0.372	80000.0
109	6.302	154.691	2.209	87.221	2.011	0.41	40000.0
110	6.818	157.751	2.34	87.988	2.103	0.393	40000.0
111	4.775	154.008	1.852	86.12	2.133	0.414	60000.0
112	5.006	154.535	1.882	86.156	2.16	0.413	60000.0
113	5.651	161.277	2.075	88.286	2.212	0.385	40000.0
114	4.948	151.864	1.86	85.174	2.115	0.427	60000.0
115	5.307	161.861	1.953	87.896	2.18	0.392	40000.0
116	6.34	158.255	2.309	87.708	1.966	0.42	40000.0
117	5.381	160.396	1.993	88.388	2.295	0.363	40000.0
118	5.635	159.396	2.136	88.034	2.078	0.4	80000.0
119	5.312	160.473	1.938	87.713	2.213	0.388	60000.0
120	5.868	152.464	2.214	85.375	1.963	0.454	40000.0
121	6.348	159.879	2.272	87.843	2.165	0.39	80000.0
122	5.03	158.545	1.864	87.306	2.286	0.374	40000.0
123	5.56	165.04	2.041	90.159	2.27	0.341	40000.0
124	5.142	156.888	1.934	86.864	2.27	0.397	40000.0
125	5.446	160.575	2.075	89.083	2.328	0.364	60000.0
126	5.388	162.243	2.06	89.327	2.273	0.361	80000.0
127	5.712	159.954	2.053	87.991	2.202	0.394	60000.0
128	5.223	150.632	1.974	85.181	2.078	0.416	40000.0
129	5.64	156.09	1.977	86.277	2.194	0.402	40000.0
130	6.086	154.796	2.132	86.519	2.077	0.411	60000.0
131	6.181	155.616	2.212	87.475	1.933	0.426	40000.0
132	5.217	157.721	1.894	86.753	2.243	0.39	60000.0
133	5.532	157.463	2.047	87.761	2.172	0.382	40000.0
134	5.178	156.859	1.91	87.321	2.158	0.399	80000.0
135	5.193	158.714	1.83	87.44	2.216	0.396	40000.0
136	5.625	160.448	2.042	87.412	2.19	0.403	60000.0
137	5.712	159.512	2.211	88.974	2.238	0.367	80000.0
138	6.227	165.191	2.165	90.459	2.32	0.331	80000.0
139	5.339	156.1	1.991	86.816	2.175	0.387	40000.0
140	5.643	162.366	2.029	89.559	2.293	0.353	60000.0
141	5.44	158.146	2.057	87.816	2.036	0.403	80000.0
142	5.336	155.044	1.95	87.518	2.183	0.382	40000.0
143	5.435	157.948	2.01	87.85	2.151	0.388	40000.0
144	6.37	154.696	2.25	86.867	2.027	0.413	40000.0
145	6.05	163.987	2.194	89.309	2.231	0.364	40000.0
146	5.47	154.353	2.06	86.085	2.067	0.427	60000.0
147	5.189	150.664	1.904	85.383	2.129	0.397	40000.0
148	7.042	162.113	2.393	89.381	2.069	0.383	40000.0
149	5.533	161.896	2.09	88.662	2.238	0.369	40000.0
150	5.604	160.478	2.11	88.975	2.241	0.358	40000.0
151	5.801	161.869	2.159	89.745	2.24	0.349	40000.0
152	5.768	154.096	2.096	86.08	2.074	0.417	80000.0
153	5.513	159.924	2.038	88.723	2.253	0.373	80000.0
154	5.038	151.557	1.907	85.87	2.042	0.406	40000.0
155	5.214	159.326	2.013	87.96	2.286	0.371	40000.0
156	5.339	157.484	2.024	87.322	2.17	0.394	40000.0
157	5.098	148.065	1.835	83.81	1.974	0.452	40000.0
158	6.646	157.167	2.339	87.673	2.102	0.397	40000.0
159	6.949	154.313	2.453	86.774	2.071	0.422	60000.0
160	4.983	150.932	1.916	84.074	2.117	0.455	60000.0
161	6.584	153.835	2.321	86.95	2.12	0.401	60000.0
162	5.273	150.451	1.942	83.409	2.176	0.419	40000.0
163	5.72	158.84	2.113	87.935	2.122	0.387	40000.0
164	5.618	161.614	2.054	88.819	2.218	0.363	60000.0
165	5.649	160.546	1.965	88.275	2.221	0.375	80000.0
166	5.995	145.897	2.061	83.944	1.825	0.472	60000.0
167	5.831	155.599	2.004	86.951	2.014	0.403	60000.0
168	5.894	153.164	2.065	85.721	2.153	0.405	40000.0
169	4.972	148.715	1.865	82.955	2.088	0.429	40000.0
170	5.169	154.167	1.966	86.777	2.12	0.399	60000.0
171	6.333	156.421	2.266	86.765	1.998	0.41	60000.0
172	4.989	159.053	1.913	87.616	2.292	0.384	40000.0
173	4.957	154.274	1.897	86.116	2.136	0.404	80000.0
174	5.113	154.458	1.98	86.675	2.065	0.409	80000.0
175	5.558	159.877	2.121	88.377	2.193	0.372	60000.0
176	5.6	160.103	2.083	88.098	2.197	0.383	60000.0
177	6.533	152.013	2.299	85.905	1.981	0.428	40000.0
178	4.922	158.771	1.838	88.01	2.245	0.371	60000.0
179	6.367	149.732	2.282	84.489	1.858	0.461	40000.0
180	5.218	153.759	1.925	85.976	2.201	0.4	40000.0
181	6.427	150.523	2.234	85.42	2.109	0.418	40000.0
