Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.942	197.666	34.739%	25.998	33.488%	0.10926	0.864
C002	730	0.929	249.455	34.172%	35.808	36.906%	0.08445	0.818
C003	261	0.899	111.352	42.664%	15.989	43.892%	0.19367	0.766
C004	21	0.554	28.964	137.924%	4.488	83.34%	1.39188	0.423
C005	1064	0.97	249.158	23.417%	36.346	24.428%	0.04405	0.938
C006	279	0.939	102.727	36.82%	15.111	34.477%	0.13986	0.891
C007	525	0.976	119.004	22.667%	17.7	22.01%	0.06672	0.956
C008	12	0.663	16.548	137.9%	3.1	77.5%	1.43215	0.644
C009	816	0.971	179.724	22.025%	24.881	24.24%	0.04847	0.913
C010	35	0.603	45.604	130.297%	7.016	79.955%	1.18994	0.49
C010r	63	0.661	63.892	101.416%	9.038	75.057%	0.86166	0.462
C011	54	0.772	50.178	92.922%	6.867	63.758%	0.76707	0.676
C013	86	0.792	66.539	77.371%	9.262	61.072%	0.57855	0.664
C014	132	0.873	76.462	57.926%	10.061	48.976%	0.33064	0.766
F001	139	0.85	84.53	60.813%	11.385	52.683%	0.3308	0.716
F002	66	0.721	55.689	84.377%	7.965	69.326%	0.64696	0.517
F002r	541	0.929	200.511	37.063%	26.285	37.214%	0.12226	0.809
F004	67	0.836	47.228	70.49%	6.702	54.905%	0.56182	0.749
F005	115	0.865	68.009	59.138%	10.164	50.135%	0.37963	0.789
F006	8	0.395	13.784	172.3%	2.602	91.995%	2.10919	0.289
F007	2059	0.983	361.006	17.533%	51.251	18.868%	0.02714	0.963
F008	172	0.817	112.371	65.332%	16.841	58.038%	0.39945	0.698
F010	124	0.834	81.594	65.802%	10.695	55.155%	0.37583	0.687
F011	100	0.866	62.762	62.762%	9.958	50.295%	0.37518	0.813
F012	106	0.839	72.813	68.692%	9.988	54.652%	0.4284	0.74
F013	23	0.564	31.255	135.891%	4.763	82.913%	1.32708	0.442
F014	198	0.924	91.121	46.021%	12.33	38.344%	0.24364	0.871
F015	507	0.948	162.385	32.029%	23.184	32.11%	0.10674	0.89
F016	239	0.916	106.504	44.562%	14.719	40.134%	0.20299	0.844
F017	586	0.933	204.568	34.909%	28.594	36.123%	0.1042	0.837
F018	58	0.716	60.21	103.81%	11.062	71.704%	0.89884	0.678
F019	8	0.315	14.315	178.938%	3.001	94.9%	2.33917	0.187
F020	384	0.919	162.034	42.196%	21.816	39.503%	0.16629	0.832
F021	8	0.331	14.137	176.712%	2.984	94.362%	2.31903	0.215
F022	306	0.912	136.089	44.474%	18.486	41.131%	0.1768	0.823
F023	32	0.729	31.877	99.616%	5.039	68.572%	0.97397	0.647
F024	4	0.289	7.361	184.025%	1.915	95.75%	2.79166	0.209
F026	1396	0.982	250.678	17.957%	33.76	19.088%	0.02823	0.949
F027	31	0.56	38.042	122.716%	5.772	84.193%	1.24831	0.385
F029	328	0.885	165.588	50.484%	22.684	46.537%	0.24302	0.77
F031	650	0.951	207.94	31.991%	29.015	31.107%	0.12674	0.902
F034	129	0.866	75.192	58.288%	10.058	50.102%	0.33384	0.749
F036	736	0.939	225.249	30.604%	34.245	34.55%	0.09412	0.852
F037	9	0.36	15.518	172.422%	3.096	93.348%	2.25619	0.244
F038	176	0.868	100.772	57.257%	14.09	49.941%	0.31024	0.767
F039	150	0.841	93.046	62.031%	12.635	54.073%	0.36073	0.699
F041	703	0.951	205.982	29.3%	30.672	30.9%	0.08362	0.897
F042	349	0.937	129.305	37.05%	17.127	34.823%	0.15908	0.863
F043	260	0.898	121.939	46.9%	15.441	43.956%	0.18406	0.742
F044	67	0.747	60.495	90.291%	8.18	66.568%	0.66735	0.6
F045	306	0.886	138.484	45.256%	20.3	46.377%	0.18378	0.752
F046	28	0.549	37.234	132.979%	4.875	83.606%	1.21135	0.287
F048	28	0.435	41.169	147.032%	5.86	90.422%	1.50185	0.123
F050	7	0.203	13.07	186.714%	2.611	98.687%	3.0755	-0.037
F052	44	0.682	43.905	99.784%	6.379	73.172%	0.85368	0.523
F053	125	0.781	85.956	68.765%	11.707	63.028%	0.47159	0.531
F054	41	0.68	44.03	107.39%	6.64	73.778%	0.93041	0.57
F055	1155	0.986	200.749	17.381%	31.388	16.628%	0.02867	0.978
F056	78	0.786	57.927	74.265%	7.925	61.884%	0.53095	0.613
F057	411	0.959	120.448	29.306%	16.724	28.485%	0.10077	0.915
F058	896	0.976	194.004	21.652%	25.206	21.6%	0.05121	0.938
F059	217	0.943	93.775	43.214%	14.51	34.499%	0.19029	0.925
F059r	319	0.931	126.051	39.514%	21.08	36.96%	0.15049	0.898
SJ01	2763	0.985	529.554	19.166%	106.082	18.834%	0.02793	0.982
SJ02	304	0.898	143.123	47.08%	18.715	44.21%	0.21809	0.765
SJ03	470	0.954	148.877	31.676%	21.628	30.132%	0.11204	0.915
SJ04	19	0.293	33.111	174.268%	5.852	96.206%	2.28917	0.067
SJ08	296	0.95	101.793	34.39%	13.663	31.149%	0.1523	0.904
SJ09	133	0.841	78.223	58.814%	11.864	54.095%	0.36236	0.726
SJ10	594	0.95	183.289	30.857%	23.975	31.276%	0.08501	0.86
SJ12	276	0.92	117.146	42.444%	15.276	39.26%	0.19808	0.822
SJ13	126	0.789	95.295	75.631%	12.516	61.513%	0.51418	0.613
SJ14	123	0.821	78.165	63.549%	10.648	57.327%	0.37929	0.636
SJ17	335	0.903	133.415	39.825%	19.565	42.868%	0.16472	0.763
SJ18	156	0.834	88.852	56.956%	12.657	55.612%	0.32732	0.648
SJ19	304	0.927	124.748	41.036%	16.559	37.499%	0.18525	0.852
SJ20	1600	0.959	388.734	24.296%	56.766	28.442%	0.04837	0.87
SJ25	204	0.879	111.012	54.418%	14.584	47.874%	0.29322	0.759
SJ28	1067	0.952	275.429	25.813%	40.572	30.649%	0.07091	0.849
SJ31	124	0.715	114.754	92.544%	16.062	70.034%	0.67751	0.547
SJ32	1063	0.97	239.895	22.568%	33.203	25.127%	0.04548	0.914
SJ33	155	0.856	95.068	61.334%	13.204	52.153%	0.39373	0.756
T135	4916	0.991	635.366	12.924%	104.929	13.991%	0.01256	0.984
