NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	159.548	82.939	23.879	60.604	0.759	0.616	100000.0
2	158.869	81.597	24.076	60.105	0.716	0.628	40000.0
3	160.882	82.861	24.427	60.846	0.747	0.616	40000.0
4	156.402	81.546	23.116	59.832	0.733	0.623	60000.0
5	160.406	82.966	24.447	61.149	0.733	0.617	80000.0
6	160.296	82.335	24.133	60.484	0.74	0.621	40000.0
7	154.832	82.001	23.587	60.255	0.739	0.624	40000.0
8	157.314	82.031	23.654	60.247	0.741	0.624	80000.0
9	160.924	82.661	23.951	60.294	0.729	0.624	80000.0
10	158.735	82.08	24.099	60.414	0.742	0.615	100000.0
11	160.774	81.263	24.055	60.141	0.718	0.63	60000.0
12	160.12	82.541	24.285	60.989	0.724	0.618	60000.0
13	159.453	82.963	23.953	60.854	0.73	0.619	80000.0
14	158.072	82.088	24.234	60.535	0.736	0.624	100000.0
15	157.698	80.689	23.986	59.798	0.715	0.635	60000.0
16	160.504	82.463	24.422	60.597	0.74	0.623	100000.0
17	159.143	82.887	23.887	60.392	0.746	0.622	40000.0
18	161.907	82.547	24.407	60.29	0.735	0.625	80000.0
19	158.702	81.924	23.935	60.243	0.738	0.622	80000.0
20	160.788	82.787	24.515	60.774	0.72	0.623	140000.0
21	158.678	82.42	23.869	59.938	0.737	0.63	40000.0
22	161.926	83.57	24.202	61.002	0.745	0.616	60000.0
23	161.34	82.958	24.55	60.577	0.745	0.621	100000.0
24	163.367	82.496	24.679	61.114	0.724	0.615	80000.0
25	160.785	81.598	24.535	60.424	0.726	0.624	40000.0
26	159.368	82.102	23.951	60.383	0.737	0.62	60000.0
27	159.499	82.131	23.785	60.03	0.728	0.63	60000.0
28	160.178	82.423	24.299	60.499	0.722	0.627	40000.0
29	158.713	82.417	23.86	60.14	0.736	0.627	80000.0
30	160.321	82.767	24.08	60.734	0.743	0.611	100000.0
31	162.343	83.415	24.692	61.045	0.753	0.613	40000.0
32	163.979	80.888	25.208	60.024	0.712	0.635	40000.0
33	158.886	81.85	24.202	60.437	0.733	0.625	100000.0
34	161.397	83.269	24.404	61.048	0.744	0.615	60000.0
35	161.683	82.783	24.592	60.403	0.742	0.627	40000.0
36	160.9	81.896	24.185	60.588	0.72	0.619	60000.0
37	161.945	82.863	24.25	61.053	0.742	0.609	40000.0
38	157.254	82.534	23.808	60.096	0.742	0.627	60000.0
39	158.882	81.94	24.207	60.473	0.737	0.621	40000.0
40	165.816	82.45	24.984	60.85	0.735	0.617	60000.0
41	161.788	82.77	24.521	60.488	0.739	0.625	140000.0
42	157.932	82.524	23.715	60.296	0.728	0.625	60000.0
43	161.276	82.855	23.986	60.527	0.749	0.618	40000.0
44	158.589	81.972	23.7	60.353	0.727	0.625	40000.0
45	159.28	83.612	24.097	61.179	0.753	0.611	60000.0
46	160.308	82.757	23.887	60.31	0.736	0.624	80000.0
