NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	169.173	84.51	25.621	62.001	0.781	0.598	40000.0
2	168.1	83.774	25.963	61.953	0.74	0.606	40000.0
3	171.033	84.367	26.218	62.036	0.765	0.601	40000.0
4	166.528	83.114	24.935	61.246	0.749	0.606	60000.0
5	169.513	84.649	26.147	62.485	0.76	0.597	80000.0
6	168.98	84.421	25.932	62.089	0.77	0.604	100000.0
7	166.539	83.586	25.527	61.709	0.757	0.606	80000.0
8	166.799	83.911	25.551	61.725	0.769	0.607	40000.0
9	170.992	84.056	25.707	61.575	0.744	0.61	40000.0
10	168.862	83.48	26.043	61.814	0.754	0.601	40000.0
11	169.015	82.936	25.659	61.383	0.739	0.617	60000.0
12	169.858	84.146	25.859	62.048	0.754	0.602	40000.0
13	168.745	84.051	25.738	62.003	0.747	0.605	40000.0
14	170.016	83.492	26.047	61.915	0.75	0.608	60000.0
15	169.097	83.321	26.131	61.843	0.745	0.61	40000.0
16	170.523	84.333	25.969	62.035	0.764	0.603	40000.0
17	169.832	84.448	25.663	61.813	0.766	0.603	60000.0
18	171.398	83.984	26.283	61.754	0.757	0.607	40000.0
19	169.072	83.799	25.88	61.802	0.772	0.598	60000.0
20	170.088	84.486	26.293	62.306	0.737	0.604	60000.0
21	169.826	84.188	25.914	61.353	0.766	0.612	60000.0
22	172.747	84.995	25.931	62.293	0.759	0.602	60000.0
23	170.57	84.543	26.285	62.077	0.772	0.603	40000.0
24	174.113	84.188	26.619	62.359	0.749	0.6	80000.0
25	170.714	84.167	26.255	62.442	0.755	0.597	40000.0
26	168.801	83.649	25.727	61.619	0.756	0.605	80000.0
27	170.223	83.677	25.666	61.548	0.744	0.612	60000.0
28	170.992	84.075	25.965	61.813	0.742	0.609	40000.0
29	169.06	84.948	25.693	62.161	0.763	0.605	40000.0
30	169.726	84.653	26.042	62.498	0.768	0.587	60000.0
31	172.583	85.098	26.572	62.594	0.775	0.594	60000.0
32	169.418	82.869	26.084	61.442	0.74	0.611	60000.0
33	169.745	83.407	26.116	61.843	0.752	0.606	40000.0
34	170.854	84.507	26.24	62.128	0.764	0.601	40000.0
35	170.845	85.369	26.274	62.567	0.774	0.6	60000.0
36	171.135	83.772	25.971	61.969	0.746	0.601	100000.0
37	171.791	84.166	26.075	62.222	0.758	0.594	60000.0
38	168.553	84.363	25.753	61.589	0.765	0.608	40000.0
39	167.055	83.702	25.976	61.932	0.756	0.603	40000.0
40	170.751	83.974	25.833	62.112	0.76	0.597	60000.0
41	171.288	84.378	26.337	62.011	0.756	0.606	40000.0
42	167.747	84.318	25.51	61.945	0.752	0.606	60000.0
43	170.883	84.316	25.632	61.794	0.774	0.6	80000.0
44	168.588	83.413	25.403	61.438	0.753	0.611	60000.0
45	169.478	85.453	25.902	62.796	0.77	0.591	40000.0
46	170.955	84.744	25.82	61.834	0.763	0.606	40000.0
47	169.533	84.118	25.834	61.886	0.768	0.6	40000.0
48	168.204	83.985	25.972	62.14	0.766	0.598	80000.0
49	170.743	84.352	26.228	62.113	0.767	0.596	60000.0
50	170.438	83.714	25.807	61.988	0.749	0.596	40000.0
51	169.181	83.385	25.809	61.392	0.77	0.607	40000.0
52	166.175	83.016	25.135	61.132	0.731	0.615	80000.0
53	168.76	84.229	25.96	61.939	0.767	0.606	100000.0
54	168.152	83.447	26.069	62.477	0.741	0.591	60000.0
55	171.318	84.929	26.174	62.693	0.771	0.59	80000.0
56	171.285	84.791	26.117	62.418	0.769	0.59	80000.0
57	170.707	83.807	25.832	61.684	0.753	0.611	40000.0
58	169.415	84.513	25.905	62.086	0.755	0.603	40000.0
59	170.977	84.117	26.41	62.578	0.754	0.597	80000.0
60	169.212	84.088	26.155	62.4	0.764	0.6	40000.0
61	170.458	84.522	26.048	62.413	0.761	0.591	80000.0
62	171.257	84.277	25.882	62.194	0.77	0.594	80000.0
63	169.204	83.89	26.139	61.459	0.757	0.614	80000.0
64	169.683	84.982	26.122	62.369	0.76	0.6	40000.0
65	170.252	83.742	25.8	61.496	0.746	0.607	60000.0
66	169.844	84.68	26.008	62.138	0.769	0.603	60000.0
67	169.448	83.957	26.33	61.744	0.754	0.605	100000.0
68	172.1	83.899	26.404	61.838	0.746	0.611	40000.0
69	169.918	83.807	25.886	61.685	0.752	0.61	40000.0
70	168.451	83.704	25.851	61.844	0.766	0.605	40000.0
71	172.214	85.473	26.384	62.84	0.783	0.592	60000.0
72	170.441	84.295	25.911	61.751	0.766	0.612	40000.0
73	168.196	83.953	25.705	61.998	0.753	0.604	80000.0
74	170.539	84.969	26.315	62.529	0.758	0.6	40000.0
75	171.263	83.929	25.985	61.811	0.75	0.607	80000.0
76	172.645	85.01	26.178	62.376	0.774	0.598	40000.0
77	169.111	83.522	26.152	61.969	0.749	0.605	40000.0
78	167.899	84.203	25.444	62.277	0.772	0.588	60000.0
79	169.363	84.121	25.789	62.088	0.766	0.596	40000.0
80	170.434	84.808	26.045	62.088	0.766	0.6	40000.0
81	170.667	83.5	26.094	61.585	0.75	0.613	40000.0
82	170.778	84.537	26.069	62.505	0.783	0.592	40000.0
83	171.797	83.678	26.398	61.865	0.739	0.611	60000.0
84	174.12	83.86	26.516	62.116	0.751	0.599	60000.0
85	171.799	84.466	26.294	62.769	0.759	0.597	80000.0
86	171.124	85.138	26.167	62.377	0.772	0.597	60000.0
87	168.909	84.063	25.932	62.328	0.75	0.601	60000.0
88	168.458	83.029	25.574	61.685	0.728	0.608	60000.0
89	170.306	85.155	25.995	62.791	0.756	0.595	40000.0
90	167.839	84.503	25.853	62.42	0.767	0.599	60000.0
91	167.921	83.068	25.646	61.705	0.74	0.609	40000.0
92	168.313	84.55	25.824	62.257	0.755	0.597	80000.0
93	170.346	84.69	25.778	62.268	0.757	0.604	80000.0
94	168.911	84.414	25.761	62.465	0.777	0.593	120000.0
95	171.541	84.893	25.884	62.254	0.757	0.606	40000.0
96	167.78	83.544	25.481	61.253	0.766	0.606	40000.0
97	169.602	84.615	25.951	62.25	0.786	0.592	40000.0
98	169.301	84.606	25.899	62.2	0.766	0.598	60000.0
99	165.116	83.409	25.246	61.707	0.758	0.604	60000.0
100	169.98	83.867	26.622	62.133	0.754	0.601	60000.0
101	169.634	84.449	25.737	62.099	0.749	0.604	60000.0
102	170.141	83.79	26.382	61.725	0.758	0.608	40000.0
103	166.392	83.877	25.581	61.789	0.758	0.601	100000.0
104	168.993	83.996	25.847	61.753	0.776	0.601	60000.0
105	170.066	84.034	26.295	61.958	0.758	0.609	60000.0
106	168.931	83.534	25.423	61.088	0.748	0.616	40000.0
107	171.015	84.453	25.789	61.883	0.756	0.603	100000.0
108	171.362	84.014	26.241	61.899	0.764	0.606	40000.0
109	172.958	85.279	26.536	62.92	0.765	0.588	40000.0
110	166.85	82.748	25.729	61.343	0.734	0.616	80000.0
111	168.469	83.271	25.595	61.595	0.762	0.604	40000.0
112	170.76	85.234	26.622	62.808	0.772	0.59	40000.0
113	170.674	84.831	25.972	62.205	0.773	0.6	60000.0
114	169.43	84.594	25.701	62.006	0.772	0.6	40000.0
115	172.478	84.406	26.021	61.945	0.754	0.608	40000.0
116	169.043	83.995	25.692	61.913	0.76	0.601	60000.0
117	168.616	84.508	25.685	62.194	0.768	0.593	60000.0
118	171.772	84.87	26.385	62.117	0.778	0.602	60000.0
119	171.206	84.222	25.942	62.003	0.749	0.61	40000.0
120	167.723	83.996	25.942	62.064	0.77	0.601	40000.0
121	174.483	84.982	26.165	62.3	0.77	0.595	40000.0
122	169.138	84.348	25.396	61.571	0.755	0.609	80000.0
123	172.843	84.701	26.021	62.6	0.76	0.593	100000.0
124	170.434	83.505	26.097	61.546	0.736	0.617	40000.0
125	167.379	83.887	25.736	61.701	0.752	0.608	80000.0
126	168.865	83.229	25.764	61.157	0.743	0.614	60000.0
127	168.606	84.306	26.04	62.553	0.758	0.594	40000.0
128	169.998	84.703	26.304	62.768	0.759	0.593	80000.0
129	170.642	84.113	26.295	62.163	0.772	0.594	60000.0
130	167.098	83.833	25.642	61.905	0.759	0.599	40000.0
131	172.27	84.839	26.444	62.363	0.759	0.603	40000.0
132	170.068	84.279	26.044	62.133	0.761	0.601	40000.0
133	168.53	83.399	25.692	61.322	0.745	0.609	40000.0
134	172.56	85.191	26.287	62.281	0.77	0.604	40000.0
135	169.42	84.261	25.742	62.098	0.76	0.601	80000.0
136	166.008	83.283	25.505	61.257	0.754	0.613	40000.0
