NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	33.424	125.377	7.048	79.103	1.33	0.513	40000.0
2	32.857	125.606	7.111	78.351	1.325	0.535	60000.0
3	32.287	122.419	6.756	76.343	1.31	0.565	40000.0
4	32.334	123.17	6.838	77.153	1.268	0.552	80000.0
5	32.063	122.027	6.829	77.304	1.28	0.543	40000.0
6	32.721	126.105	6.912	78.558	1.354	0.525	60000.0
7	32.94	124.666	7.072	78.383	1.347	0.537	40000.0
8	32.655	120.383	6.926	76.436	1.233	0.562	60000.0
9	32.665	125.222	6.954	78.995	1.33	0.521	40000.0
10	33.232	125.136	7.041	78.304	1.299	0.533	40000.0
11	32.702	122.65	6.953	76.984	1.294	0.554	40000.0
12	32.855	124.969	7.074	77.496	1.309	0.553	0.0
13	32.42	122.714	6.911	77.64	1.273	0.543	60000.0
14	33.432	123.384	7.088	78.065	1.277	0.545	80000.0
15	32.336	122.645	6.84	77.106	1.317	0.542	80000.0
16	33.514	124.834	7.1	77.795	1.32	0.544	60000.0
17	32.22	121.26	6.788	76.489	1.279	0.562	0.0
18	32.589	123.298	6.958	77.308	1.289	0.548	80000.0
19	33.261	122.996	7.159	77.987	1.264	0.542	40000.0
20	33.588	124.296	7.088	78.666	1.297	0.532	40000.0
21	32.59	125.887	6.874	78.686	1.334	0.526	60000.0
22	33.37	124.18	7.138	77.982	1.298	0.544	40000.0
23	32.723	123.635	6.999	77.239	1.311	0.555	80000.0
24	32.227	125.281	6.829	77.848	1.308	0.537	0.0
25	32.321	122.732	6.946	76.282	1.268	0.57	40000.0
26	33.002	124.82	7.095	77.704	1.304	0.547	60000.0
27	31.717	122.38	6.67	76.62	1.251	0.562	40000.0
28	33.106	123.233	7.171	78.193	1.306	0.533	40000.0
29	32.065	122.695	6.806	77.767	1.285	0.543	40000.0
30	33.054	127.071	6.923	79.097	1.314	0.523	40000.0
31	32.793	122.049	6.849	77.365	1.282	0.547	40000.0
32	32.146	120.244	6.764	76.05	1.265	0.566	40000.0
33	33.533	123.064	6.957	77.451	1.272	0.55	80000.0
34	33.561	126.605	7.116	79.871	1.366	0.504	0.0
35	32.679	122.383	6.756	77.09	1.276	0.552	60000.0
36	32.884	122.757	7.014	77.744	1.286	0.547	60000.0
37	33.097	123.875	6.998	77.826	1.318	0.54	0.0
38	32.809	122.844	6.871	77.947	1.299	0.533	40000.0
39	33.209	124.238	7.193	78.126	1.318	0.543	0.0
40	33.039	123.129	6.91	77.905	1.309	0.537	60000.0
41	32.714	121.361	6.823	77.066	1.241	0.555	60000.0
42	32.738	121.904	7.107	77.178	1.269	0.558	40000.0
43	32.68	120.934	6.884	76.622	1.233	0.568	80000.0
44	32.912	124.697	6.913	77.594	1.303	0.546	60000.0
45	32.686	124.085	6.966	77.407	1.293	0.552	80000.0
46	33.17	123.347	7.049	77.914	1.262	0.553	40000.0
47	33.338	124.847	6.875	77.37	1.291	0.549	0.0
48	32.657	124.7	6.812	78.032	1.305	0.538	40000.0
49	32.025	124.833	6.616	77.763	1.329	0.531	60000.0
50	32.961	124.394	6.892	77.983	1.31	0.536	40000.0
51	32.686	126.295	7.041	78.965	1.337	0.525	40000.0
52	32.248	123.003	6.798	77.73	1.285	0.541	60000.0
53	33.343	124.317	7.114	77.72	1.307	0.539	80000.0
54	33.086	124.891	6.917	78.461	1.335	0.531	80000.0
55	32.456	121.055	6.81	75.895	1.261	0.576	40000.0
56	33.668	125.496	7.174	78.996	1.335	0.519	80000.0
57	32.668	124.911	6.93	78.037	1.324	0.536	60000.0
58	33.055	124.594	7.041	78.569	1.316	0.527	60000.0
59	32.879	123.569	7.031	78.265	1.313	0.533	0.0
60	32.537	125.056	6.932	78.499	1.342	0.531	40000.0
61	33.32	122.414	7.077	77.195	1.26	0.558	80000.0
62	33.997	125.091	7.19	78.884	1.293	0.528	40000.0
63	32.888	123.368	7.016	78.543	1.309	0.529	60000.0
64	32.619	121.16	6.983	76.651	1.269	0.562	40000.0
65	33.465	125.493	7.016	78.328	1.334	0.526	40000.0
66	32.326	122.853	6.882	77.304	1.301	0.546	40000.0
67	33.369	123.204	7.074	77.372	1.288	0.557	40000.0
68	33.053	123.529	7.091	77.833	1.273	0.548	60000.0
69	33.495	122.533	7.06	77.074	1.269	0.569	60000.0
70	32.712	123.399	6.883	77.977	1.284	0.545	40000.0
71	33.075	122.179	7.064	77.487	1.278	0.547	40000.0
72	32.944	124.492	6.99	77.357	1.288	0.547	80000.0
73	31.946	124.773	6.891	77.875	1.304	0.542	40000.0
74	33.37	125.444	7.251	78.769	1.338	0.526	40000.0
75	32.912	124.538	7.077	79.387	1.327	0.515	40000.0
76	33.042	124.242	6.974	77.446	1.292	0.547	40000.0
77	32.892	125.256	7.105	78.444	1.351	0.53	40000.0
78	32.371	121.866	6.876	76.976	1.254	0.558	40000.0
79	32.505	123.112	6.867	77.614	1.306	0.545	40000.0
80	32.777	125.352	6.983	79.156	1.328	0.519	60000.0
81	32.903	122.594	6.891	77.113	1.282	0.554	80000.0
82	34.713	125.212	7.387	79.919	1.302	0.516	60000.0
83	32.447	125.872	6.874	78.653	1.346	0.524	0.0
84	32.842	121.052	7.145	77.294	1.249	0.554	60000.0
85	33.488	124.296	7.106	78.198	1.295	0.534	60000.0
86	33.088	121.673	7.252	77.459	1.279	0.555	40000.0
87	32.373	122.218	6.937	77.395	1.286	0.544	40000.0
88	32.981	123.944	7.054	78.017	1.345	0.534	40000.0
89	32.939	124.385	6.943	78.127	1.287	0.537	60000.0
90	32.67	124.891	6.836	77.006	1.316	0.55	40000.0
91	32.522	120.584	6.924	75.951	1.257	0.577	60000.0
92	33.279	123.714	7.106	77.166	1.286	0.56	80000.0
93	32.765	123.751	7.009	77.594	1.294	0.549	40000.0
94	32.582	122.407	7.04	77.452	1.285	0.543	60000.0
95	32.72	126.473	6.969	79.185	1.351	0.511	40000.0
96	32.122	126.892	6.727	78.772	1.356	0.52	80000.0
97	32.505	123.619	7.018	78.306	1.338	0.537	40000.0
98	32.775	124.843	6.826	78.339	1.301	0.526	40000.0
99	32.127	122.371	6.743	77.567	1.292	0.535	40000.0
100	34.012	126.806	7.211	79.023	1.324	0.525	60000.0
101	32.584	124.959	6.958	78.462	1.336	0.52	60000.0
102	33.201	126.198	7.032	79.263	1.354	0.51	40000.0
103	33.261	125.388	7.08	78.23	1.348	0.53	0.0
104	32.929	124.001	6.827	77.157	1.295	0.554	40000.0
105	33.057	123.543	7.196	78.264	1.291	0.543	80000.0
106	33.833	126.008	7.126	78.823	1.334	0.527	60000.0
107	33.452	126.664	6.976	78.808	1.335	0.522	60000.0
108	32.794	123.45	6.982	78.149	1.294	0.536	60000.0
109	33.392	124.182	7.015	78.198	1.298	0.54	0.0
110	33.556	126.549	7.131	79.109	1.335	0.519	60000.0
111	33.029	122.087	7.058	77.62	1.282	0.545	40000.0
112	32.655	127.397	6.851	79.291	1.362	0.506	80000.0
113	33.237	124.161	6.993	77.969	1.305	0.538	40000.0
114	32.54	126.002	6.959	78.184	1.388	0.521	40000.0
115	32.519	122.142	6.854	76.811	1.284	0.555	80000.0
116	32.763	122.182	7.049	77.304	1.277	0.557	60000.0
117	32.578	122.72	7.011	76.929	1.289	0.557	60000.0
118	33.544	122.33	7.222	77.829	1.273	0.552	40000.0
119	33.67	126.177	7.126	78.813	1.318	0.528	40000.0
120	33.199	123.563	7.053	78.093	1.297	0.543	80000.0
121	32.699	123.142	6.944	77.233	1.305	0.552	60000.0
122	34.037	125.224	7.3	78.615	1.309	0.533	60000.0
123	33.644	124.288	7.217	78.002	1.32	0.557	60000.0
124	32.922	123.566	7.042	77.292	1.3	0.549	60000.0
125	32.318	124.136	6.805	77.342	1.328	0.544	40000.0
126	32.5	124.561	6.945	77.748	1.315	0.544	60000.0
127	32.485	121.467	7.003	78.026	1.252	0.538	80000.0
128	32.539	122.061	6.976	77.01	1.283	0.556	80000.0
129	34.262	123.088	7.302	77.996	1.271	0.55	40000.0
130	32.328	125.419	6.969	78.17	1.326	0.532	60000.0
131	32.47	126.379	6.857	78.328	1.361	0.527	40000.0
132	32.462	126.756	6.942	79.575	1.364	0.51	40000.0
133	32.873	122.15	7.002	77.266	1.264	0.556	40000.0
134	32.287	123.229	6.753	77.344	1.328	0.538	0.0
135	33.177	124.544	7.056	78.602	1.321	0.531	40000.0
136	33.063	124.912	7.012	77.67	1.292	0.545	80000.0
137	32.494	123.712	6.9	77.446	1.287	0.55	60000.0
138	32.082	120.131	6.844	74.818	1.221	0.596	40000.0
139	32.36	122.832	6.716	76.939	1.301	0.544	40000.0
140	32.763	123.381	6.985	76.873	1.3	0.561	40000.0
141	32.218	125.294	6.692	78.799	1.323	0.519	60000.0
142	33.29	121.967	6.961	76.673	1.252	0.571	40000.0
143	34.113	128.987	7.242	80.369	1.359	0.497	60000.0
144	33.161	124.609	7.092	78.153	1.312	0.54	40000.0
145	33.154	122.329	7.139	77.096	1.284	0.555	60000.0
146	32.524	122.352	6.828	77.28	1.297	0.554	40000.0
147	32.638	123.757	7.024	77.773	1.329	0.535	40000.0
148	32.114	119.304	6.759	75.55	1.215	0.579	40000.0
149	33.716	125.697	7.15	79.006	1.32	0.523	40000.0
150	32.738	125.127	6.944	78.026	1.332	0.54	40000.0
151	32.902	121.876	6.955	75.838	1.29	0.569	60000.0
152	32.089	123.421	6.652	77.248	1.296	0.55	40000.0
153	33.547	125.473	7.083	78.774	1.298	0.532	80000.0
154	32.285	122.915	6.965	77.71	1.291	0.544	60000.0
155	33.234	122.318	7.07	77.008	1.284	0.565	40000.0
156	32.747	124.024	6.898	78.064	1.294	0.543	40000.0
157	33.725	126.964	7.106	78.953	1.324	0.528	60000.0
158	33.596	124.988	7.128	78.495	1.283	0.533	80000.0
159	33.337	126.287	7.042	79.004	1.321	0.519	60000.0
160	32.831	126.633	6.857	78.882	1.366	0.516	40000.0
161	33.152	123.383	6.948	77.245	1.29	0.553	80000.0
162	32.397	125.274	7.022	78.588	1.329	0.524	40000.0
163	32.243	124.031	6.899	78.062	1.328	0.528	40000.0
164	33.648	125.576	7.077	78.435	1.292	0.532	40000.0
165	33.689	125.201	7.209	79.131	1.319	0.522	40000.0
166	32.11	125.006	6.783	77.648	1.332	0.54	60000.0
167	32.556	127.971	7.042	79.648	1.364	0.508	40000.0
168	32.469	122.001	6.938	76.856	1.262	0.561	80000.0
169	32.676	122.984	7.05	77.042	1.305	0.551	40000.0
170	32.679	124.368	6.88	77.608	1.304	0.545	60000.0
171	32.283	125.304	6.821	78.268	1.34	0.523	40000.0
172	32.673	123.186	7.061	78.154	1.301	0.536	80000.0
173	33.2	126.239	7.127	78.938	1.341	0.534	0.0
174	33.185	123.69	7.085	78.131	1.318	0.543	60000.0
175	32.174	123.655	6.817	76.571	1.304	0.555	40000.0
176	32.57	122.565	6.98	78.032	1.279	0.539	0.0
177	33.017	122.234	6.991	77.162	1.293	0.558	40000.0
178	33.481	123.582	7.176	77.364	1.276	0.56	60000.0
179	32.398	123.386	6.862	76.879	1.298	0.551	40000.0
180	32.506	123.68	6.982	77.579	1.284	0.552	60000.0
181	32.921	122.647	6.93	78.019	1.278	0.538	60000.0
182	33.342	122.889	7.083	78.127	1.283	0.54	40000.0
183	33.039	124.133	7.021	78.171	1.284	0.543	60000.0
184	32.565	124.722	6.958	77.568	1.29	0.546	40000.0
185	33.734	124.728	7.255	79.25	1.297	0.523	60000.0
186	32.115	125.266	6.667	77.982	1.337	0.534	80000.0
187	33.06	124.13	6.981	77.331	1.316	0.546	80000.0
188	32.804	123.681	7.105	78.063	1.278	0.537	60000.0
189	32.719	123.998	7.026	77.628	1.319	0.544	40000.0
190	34.018	124.053	7.355	78.082	1.295	0.548	40000.0
191	33.007	125.362	7.054	77.951	1.339	0.536	80000.0
192	33.289	124.339	6.952	77.589	1.292	0.548	80000.0
193	32.848	124.142	6.91	78.018	1.309	0.532	40000.0
194	32.298	122.246	6.938	76.98	1.253	0.556	60000.0
195	33.026	123.766	7.062	78.743	1.339	0.514	40000.0
196	33.224	123.941	7.178	78.398	1.305	0.541	40000.0
197	33.593	124.403	7.124	77.937	1.323	0.541	40000.0
198	32.831	123.46	6.957	78.327	1.298	0.531	60000.0
199	32.901	121.541	7.016	76.425	1.252	0.572	40000.0
200	33.598	123.514	7.161	77.822	1.293	0.546	60000.0
