NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
56	41.566	141.193	8.569	85.963	1.663	0.396	60000.0
57	40.341	138.232	8.298	84.28	1.654	0.42	20000.0
58	40.439	138.002	8.333	84.702	1.642	0.416	20000.0
59	39.779	136.997	8.274	84.525	1.631	0.417	20000.0
60	41.275	140.596	8.444	85.28	1.683	0.404	40000.0
61	40.233	138.513	8.267	84.595	1.642	0.417	20000.0
62	41.235	139.94	8.374	85.255	1.662	0.403	40000.0
63	40.809	139.181	8.296	84.994	1.66	0.406	20000.0
64	40.335	138.344	8.264	84.075	1.64	0.429	20000.0
65	40.547	139.561	8.216	84.777	1.679	0.405	20000.0
66	40.287	138.722	8.227	84.605	1.657	0.414	20000.0
67	40.638	139.384	8.341	85.032	1.672	0.407	40000.0
68	40.084	138.061	8.306	84.622	1.623	0.421	20000.0
69	41.376	139.174	8.382	84.805	1.626	0.42	20000.0
70	40.801	138.704	8.217	84.715	1.628	0.416	20000.0
71	40.075	137.589	8.151	84.127	1.636	0.42	20000.0
72	40.604	138.957	8.421	84.994	1.638	0.417	40000.0
73	40.094	137.663	8.301	84.58	1.626	0.42	20000.0
74	40.692	139.825	8.397	84.887	1.675	0.409	60000.0
75	40.222	139.414	8.282	85.133	1.696	0.4	20000.0
76	40.855	139.711	8.24	84.559	1.658	0.415	40000.0
77	40.882	139.653	8.435	85.152	1.691	0.405	60000.0
78	40.176	136.831	8.249	84.401	1.586	0.425	20000.0
79	40.808	138.993	8.31	85.033	1.665	0.406	40000.0
80	40.283	137.717	8.332	85.038	1.641	0.405	20000.0
81	40.504	138.448	8.223	84.631	1.635	0.42	20000.0
82	40.968	139.925	8.364	85.55	1.67	0.398	40000.0
83	40.827	138.72	8.318	84.965	1.65	0.409	20000.0
84	41.234	138.518	8.603	85.388	1.622	0.408	40000.0
85	41.102	139.421	8.386	84.858	1.649	0.412	40000.0
86	41.689	140.122	8.724	85.614	1.645	0.402	40000.0
87	39.927	137.547	8.29	84.436	1.649	0.418	60000.0
88	40.876	139.24	8.429	85.439	1.703	0.397	60000.0
89	40.345	138.68	8.236	84.802	1.63	0.414	40000.0
90	40.642	139.401	8.306	84.781	1.651	0.415	60000.0
91	40.292	138.534	8.391	84.464	1.643	0.42	40000.0
92	40.741	139.059	8.386	84.497	1.646	0.422	40000.0
93	40.834	138.708	8.44	84.919	1.657	0.414	40000.0
94	40.834	138.611	8.391	84.538	1.65	0.421	40000.0
95	40.755	139.69	8.276	85.185	1.674	0.4	20000.0
96	40.44	139.366	8.309	85.381	1.648	0.401	20000.0
97	40.791	139.198	8.397	84.933	1.682	0.408	20000.0
98	40.066	138.437	8.079	84.797	1.641	0.408	40000.0
99	40.683	137.198	8.218	84.313	1.622	0.42	40000.0
100	42.161	141.681	8.499	85.89	1.674	0.392	60000.0
101	40.095	137.57	8.184	84.313	1.637	0.419	40000.0
102	40.449	139.051	8.229	84.935	1.685	0.403	20000.0
103	41.337	139.79	8.592	85.326	1.694	0.401	40000.0
104	40.412	138.97	8.186	84.564	1.632	0.418	40000.0
105	40.754	138.607	8.397	84.915	1.654	0.412	40000.0
106	41.083	139.945	8.332	85.439	1.667	0.399	20000.0
107	40.699	139.583	8.173	84.618	1.653	0.418	20000.0
108	41.146	138.452	8.495	84.688	1.622	0.42	40000.0
109	40.527	139.236	8.165	84.582	1.632	0.415	20000.0
110	41.563	140.38	8.543	85.826	1.682	0.394	20000.0
111	40.724	138.481	8.4	85.256	1.668	0.401	20000.0
112	40.377	139.3	8.145	85.099	1.664	0.4	20000.0
113	41.175	140.048	8.438	85.467	1.672	0.4	20000.0
114	40.659	140.004	8.413	85.029	1.721	0.404	20000.0
115	40.784	137.621	8.257	84.11	1.606	0.427	20000.0
116	40.268	137.857	8.352	84.605	1.646	0.416	40000.0
117	40.922	138.645	8.443	85.184	1.642	0.407	40000.0
118	41.416	139.276	8.526	84.876	1.661	0.418	20000.0
119	40.78	140.243	8.387	85.587	1.655	0.397	20000.0
120	41.037	137.801	8.286	84.355	1.603	0.428	20000.0
121	40.596	138.598	8.229	84.663	1.627	0.414	20000.0
122	41.071	139.796	8.451	85.139	1.67	0.406	20000.0
123	40.633	139.493	8.464	85.115	1.665	0.414	40000.0
124	41.336	139.757	8.507	84.947	1.661	0.412	20000.0
125	41.341	138.813	8.37	84.616	1.647	0.416	20000.0
126	41.043	138.41	8.488	84.398	1.628	0.427	40000.0
127	40.394	136.846	8.316	84.555	1.592	0.416	80000.0
128	40.487	138.203	8.341	84.593	1.648	0.414	40000.0
129	41.411	139.04	8.481	84.964	1.653	0.41	40000.0
130	40.173	138.234	8.23	84.606	1.657	0.412	20000.0
131	40.473	138.558	8.402	85.092	1.681	0.409	40000.0
132	40.913	139.235	8.365	84.981	1.675	0.407	40000.0
133	40.585	137.764	8.435	84.3	1.602	0.428	60000.0
134	40.26	138.34	8.125	84.647	1.675	0.407	40000.0
135	40.601	138.666	8.288	84.992	1.653	0.407	20000.0
136	40.786	139.073	8.389	84.806	1.623	0.415	20000.0
137	40.453	137.661	8.331	84.437	1.616	0.425	40000.0
138	40.972	138.886	8.493	84.622	1.603	0.428	40000.0
139	40.452	138.815	8.15	84.525	1.66	0.407	20000.0
140	41.196	138.997	8.436	84.697	1.647	0.421	20000.0
141	40.472	138.079	8.175	84.736	1.6	0.416	80000.0
142	40.636	138.974	8.235	84.371	1.623	0.426	20000.0
143	42.543	141.633	8.708	85.965	1.69	0.393	20000.0
144	41.126	139.301	8.467	84.877	1.655	0.415	20000.0
145	41.326	138.599	8.614	85.011	1.634	0.416	20000.0
146	40.163	138.366	8.221	84.465	1.643	0.417	40000.0
147	40.989	139.594	8.495	85.387	1.69	0.397	20000.0
148	39.613	135.678	8.187	83.523	1.568	0.442	20000.0
149	41.086	139.491	8.351	85.063	1.653	0.41	20000.0
150	41.006	139.242	8.349	85.055	1.676	0.404	40000.0
151	41.294	139.518	8.563	84.684	1.632	0.424	40000.0
152	40.476	137.69	8.067	84.065	1.62	0.425	20000.0
153	40.857	139.293	8.309	84.755	1.62	0.419	40000.0
154	40.42	138.315	8.425	84.697	1.625	0.415	80000.0
155	41.216	138.856	8.442	85.014	1.61	0.421	20000.0
156	40.086	137.975	8.178	84.479	1.627	0.42	40000.0
157	40.994	141.524	8.234	85.295	1.686	0.398	20000.0
158	40.685	137.833	8.365	84.344	1.602	0.428	40000.0
159	41.159	139.582	8.364	85.059	1.648	0.405	20000.0
160	40.131	138.304	8.183	84.66	1.667	0.409	60000.0
161	40.166	138.638	8.154	84.179	1.633	0.424	40000.0
162	40.961	138.473	8.396	84.85	1.638	0.412	60000.0
163	40.453	138.797	8.336	85.015	1.668	0.403	60000.0
164	40.363	138.704	8.302	85.108	1.64	0.405	40000.0
165	40.457	138.755	8.345	85.119	1.664	0.404	20000.0
166	40.133	138.696	8.204	84.404	1.665	0.416	20000.0
167	41.024	139.098	8.541	85.1	1.655	0.414	40000.0
168	40.18	139.03	8.321	84.944	1.644	0.411	40000.0
169	40.727	138.199	8.455	84.489	1.63	0.423	40000.0
170	41.328	139.918	8.441	84.906	1.632	0.413	20000.0
171	41.026	139.006	8.468	84.845	1.648	0.415	60000.0
172	40.769	138.334	8.356	84.873	1.661	0.408	20000.0
173	41.22	140.019	8.682	85.402	1.681	0.412	60000.0
174	41.022	139.306	8.414	84.981	1.666	0.407	60000.0
175	40.616	139.395	8.372	85.16	1.671	0.4	40000.0
176	40.138	137.138	8.284	84.534	1.628	0.418	20000.0
177	40.766	138.816	8.34	84.729	1.663	0.414	20000.0
178	41.058	139.679	8.472	85.214	1.68	0.407	20000.0
179	39.775	137.937	8.059	83.985	1.617	0.426	20000.0
180	40.99	138.917	8.595	85.183	1.626	0.416	40000.0
181	40.169	137.594	8.183	84.299	1.609	0.423	40000.0
182	40.766	139.179	8.316	84.99	1.634	0.41	20000.0
183	40.344	138.24	8.144	84.158	1.614	0.429	20000.0
184	40.434	138.362	8.262	84.403	1.642	0.42	40000.0
185	39.981	137.291	8.121	84.376	1.603	0.423	20000.0
186	41.367	139.118	8.396	84.864	1.646	0.413	40000.0
187	41.449	139.773	8.574	85.105	1.655	0.412	40000.0
188	40.205	136.573	8.311	84.349	1.591	0.428	20000.0
189	40.609	138.006	8.385	84.566	1.656	0.417	20000.0
190	40.78	139.631	8.474	84.734	1.651	0.421	20000.0
191	40.9	139.404	8.374	84.883	1.658	0.41	40000.0
192	40.537	139.301	8.263	85.06	1.639	0.407	60000.0
193	40.62	138.907	8.255	84.419	1.643	0.414	60000.0
194	40.261	137.687	8.318	84.419	1.607	0.424	40000.0
195	40.157	137.859	8.194	84.863	1.701	0.398	40000.0
196	40.698	137.84	8.449	84.674	1.63	0.422	20000.0
197	40.802	139.399	8.401	85.354	1.667	0.401	40000.0
198	40.267	138.711	8.26	85.068	1.652	0.405	20000.0
199	40.755	138.349	8.424	84.728	1.604	0.422	80000.0
200	41.275	139.584	8.472	85.186	1.657	0.408	40000.0
