NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
134	25.266	105.78	5.612	69.475	1.005	0.648	40000.0
135	26.456	108.519	5.918	71.056	1.006	0.636	40000.0
136	25.793	105.098	5.887	69.068	0.96	0.672	40000.0
137	26.254	101.91	5.969	68.66	0.929	0.67	60000.0
138	25.914	104.321	5.844	68.07	0.928	0.682	40000.0
139	25.949	106.097	5.782	70.025	0.988	0.647	40000.0
140	25.982	106.552	5.935	69.464	0.991	0.659	80000.0
141	26.025	102.593	5.678	68.209	0.908	0.671	40000.0
142	26.154	102.576	5.718	68.167	0.927	0.681	40000.0
143	27.746	106.746	6.205	70.119	0.979	0.659	40000.0
144	26.574	104.134	5.915	68.864	0.953	0.666	40000.0
145	25.966	106.163	5.866	69.692	0.968	0.652	80000.0
146	26.235	102.783	5.811	68.904	0.962	0.659	40000.0
147	26.124	105.799	5.923	69.755	0.984	0.654	60000.0
148	26.058	102.875	5.838	68.41	0.948	0.667	40000.0
149	26.573	104.241	5.965	68.995	0.944	0.675	60000.0
150	26.023	105.414	5.88	69.59	0.969	0.666	60000.0
151	26.105	103.116	5.852	67.945	0.938	0.673	60000.0
152	25.9	100.484	5.766	67.69	0.897	0.684	0.0
153	26.963	102.463	5.97	68.094	0.937	0.676	60000.0
154	25.671	104.239	5.831	68.766	0.95	0.667	40000.0
155	26.1	100.811	5.902	68.184	0.932	0.68	60000.0
156	27.347	104.064	6.093	69.533	0.953	0.65	0.0
157	26.85	107.525	5.888	69.718	0.975	0.665	40000.0
158	25.402	102.971	5.713	67.737	0.942	0.682	40000.0
159	26.296	107.391	5.864	69.933	0.996	0.653	40000.0
160	26.179	108.321	5.904	71.171	1.021	0.634	40000.0
161	26.728	106.272	6.052	70.171	0.97	0.654	40000.0
162	26.101	103.215	5.924	68.606	0.935	0.67	40000.0
163	25.912	105.872	5.846	69.669	0.975	0.65	40000.0
164	26.34	104.449	5.878	69.571	0.962	0.661	40000.0
165	26.851	108.319	6.184	71.656	0.985	0.634	40000.0
166	25.734	103.952	5.726	68.312	0.954	0.675	60000.0
167	26.486	107.782	6.108	71.508	0.986	0.634	80000.0
168	25.561	101.952	5.77	67.752	0.919	0.68	60000.0
169	25.678	106.671	5.869	69.412	0.987	0.657	40000.0
170	26.289	105.265	5.875	69.324	0.967	0.664	40000.0
171	26.283	101.141	5.821	68.074	0.922	0.68	60000.0
172	26.429	106.514	5.937	70.31	0.97	0.646	60000.0
173	26.008	105.639	5.906	68.25	0.965	0.681	40000.0
174	26.675	105.909	6.005	69.977	0.973	0.658	40000.0
175	25.202	104.578	5.724	69.635	0.963	0.655	80000.0
176	26.205	105.787	5.914	70.329	0.955	0.648	60000.0
177	26.062	103.612	5.803	69.381	0.96	0.66	60000.0
178	26.208	103.965	5.952	69.254	0.95	0.673	60000.0
179	26.533	103.592	6.104	68.858	0.952	0.672	40000.0
180	26.059	103.776	6.061	68.622	0.924	0.67	40000.0
181	25.485	101.744	5.67	68.307	0.922	0.675	40000.0
182	26.022	104.534	5.883	68.977	0.953	0.682	40000.0
183	26.154	104.125	5.814	68.451	0.929	0.676	60000.0
184	26.062	104.283	5.809	68.656	0.933	0.67	60000.0
185	26.334	105.313	5.861	69.899	0.944	0.658	0.0
186	26.023	107.569	5.765	69.915	0.993	0.651	60000.0
187	26.869	105.013	6.189	69.229	0.953	0.669	80000.0
188	25.476	106.173	5.756	69.671	0.965	0.646	40000.0
189	26.297	107.845	6.022	70.993	0.998	0.643	60000.0
190	25.748	102.346	5.804	67.723	0.946	0.683	60000.0
191	27.29	108.964	6.07	70.769	1.002	0.641	40000.0
192	26.136	103.554	5.879	68.948	0.94	0.679	0.0
193	26.518	106.214	5.967	69.912	0.974	0.652	40000.0
194	25.572	101.631	5.759	68.087	0.917	0.684	40000.0
195	26.289	106.707	5.93	71.056	0.998	0.638	60000.0
196	25.78	105.335	5.8	68.545	0.976	0.676	40000.0
197	26.884	103.287	5.881	68.388	0.948	0.668	60000.0
198	26.301	107.321	5.91	70.368	1.005	0.641	80000.0
199	26.176	104.293	5.9	69.338	0.942	0.664	80000.0
200	26.693	104.791	6.098	69.703	0.945	0.664	40000.0
