AID	Sample_ID	chr1p36	MeanL1methy	MeanL1HSmethy	cancerType
TCGA-DU-7306-01A	TCGA.DU.7306.01A	WT	0.794059249950987	0.842586236357613	TCGA-LGG
TCGA-DU-7309-01A	TCGA.DU.7309.01A	WT	0.824530632956281	0.86981694346106	TCGA-LGG
TCGA-DU-8158-01A	TCGA.DU.8158.01A	WT	0.759049374663334	0.859420573020423	TCGA-LGG
TCGA-DU-8161-01A	TCGA.DU.8161.01A	WT	0.784674449538141	0.888393277718955	TCGA-LGG
TCGA-DU-8162-01A	TCGA.DU.8162.01A	WT	0.808864500508043	0.899197651295689	TCGA-LGG
TCGA-DU-8163-01A	TCGA.DU.8163.01A	WT	0.831467222834201	0.879931751153497	TCGA-LGG
TCGA-DU-8164-01A	TCGA.DU.8164.01A	Loss	0.840349824574991	0.927826744305763	TCGA-LGG
TCGA-DU-8165-01A	TCGA.DU.8165.01A	WT	0.788221462991682	0.898999767699665	TCGA-LGG
TCGA-DU-8166-01A	TCGA.DU.8166.01A	WT	0.837838916445617	0.879254032844577	TCGA-LGG
TCGA-DU-8168-01A	TCGA.DU.8168.01A	Loss	0.842985676730199	0.912725245600098	TCGA-LGG
TCGA-DU-A5TP-01A	TCGA.DU.A5TP.01A	WT	0.841981740496963	0.905983447067003	TCGA-LGG
TCGA-DU-A5TR-01A	TCGA.DU.A5TR.01A	WT	0.830304265316044	0.892933992152894	TCGA-LGG
TCGA-DU-A5TS-01A	TCGA.DU.A5TS.01A	WT	0.824317979481385	0.909614634937167	TCGA-LGG
TCGA-DU-A5TT-01A	TCGA.DU.A5TT.01A	WT	0.788733416087778	0.886011051562969	TCGA-LGG
TCGA-DU-A5TU-01A	TCGA.DU.A5TU.01A	WT	0.82333012953633	0.898855661912178	TCGA-LGG
TCGA-DU-A5TW-01A	TCGA.DU.A5TW.01A	WT	0.78640824092469	0.878886035210001	TCGA-LGG
TCGA-DU-A5TY-01A	TCGA.DU.A5TY.01A	WT	0.773938089447399	0.901881249521284	TCGA-LGG
TCGA-DU-A6S3-01A	TCGA.DU.A6S3.01A	Loss	0.831938527922748	0.889667706573494	TCGA-LGG
TCGA-DU-A6S6-01A	TCGA.DU.A6S6.01A	Loss	0.81513185235767	0.922415635527514	TCGA-LGG
TCGA-DU-A6S7-01A	TCGA.DU.A6S7.01A	WT	0.793573081053971	0.89560568340041	TCGA-LGG
TCGA-DU-A76K-01A	TCGA.DU.A76K.01A	Loss	0.779641020147316	0.886566715797755	TCGA-LGG
TCGA-DU-A76L-01A	TCGA.DU.A76L.01A	WT	0.732898565619917	0.873258095196379	TCGA-LGG
TCGA-DU-A76O-01A	TCGA.DU.A76O.01A	WT	0.843194535480839	0.906956045350339	TCGA-LGG
TCGA-DU-A76R-01A	TCGA.DU.A76R.01A	Loss	0.815697287593959	0.88940122515186	TCGA-LGG
TCGA-DU-A7T8-01A	TCGA.DU.A7T8.01A	WT	0.837290259892834	0.900229617568397	TCGA-LGG
TCGA-DU-A7TA-01A	TCGA.DU.A7TA.01A	WT	0.828098673231009	0.909176915748869	TCGA-LGG
TCGA-DU-A7TB-01A	TCGA.DU.A7TB.01A	WT	0.722377965983926	0.888533909322727	TCGA-LGG
TCGA-DU-A7TC-01A	TCGA.DU.A7TC.01A	WT	0.843895448853478	0.893362223483802	TCGA-LGG
TCGA-DU-A7TD-01A	TCGA.DU.A7TD.01A	WT	0.704407667522419	0.878899177013693	TCGA-LGG
TCGA-DU-A7TG-01A	TCGA.DU.A7TG.01A	WT	0.824344248138695	0.903316800820894	TCGA-LGG
TCGA-DU-A7TJ-01A	TCGA.DU.A7TJ.01A	WT	0.738598145118197	0.850321668494964	TCGA-LGG
TCGA-E1-5302-01A	TCGA.E1.5302.01A	WT	0.832242314119271	0.895693130544283	TCGA-LGG
TCGA-E1-5303-01A	TCGA.E1.5303.01A	WT	0.832298338778043	0.897826523606674	TCGA-LGG
TCGA-E1-5304-01A	TCGA.E1.5304.01A	WT	0.785444258700104	0.928805657072749	TCGA-LGG
TCGA-E1-5305-01A	TCGA.E1.5305.01A	WT	0.81817313116295	0.92723236921947	TCGA-LGG
TCGA-E1-5307-01A	TCGA.E1.5307.01A	WT	0.831739026717552	0.91670987946763	TCGA-LGG
TCGA-E1-5311-01A	TCGA.E1.5311.01A	Loss	0.84110566131359	0.891817082792796	TCGA-LGG
TCGA-E1-5318-01A	TCGA.E1.5318.01A	Loss	0.839814547327681	0.894976937550915	TCGA-LGG
TCGA-E1-5319-01A	TCGA.E1.5319.01A	Loss	0.814777400907985	0.910010760343514	TCGA-LGG
TCGA-E1-5322-01A	TCGA.E1.5322.01A	WT	0.825107167395737	0.863799312198675	TCGA-LGG
TCGA-E1-A7YD-01A	TCGA.E1.A7YD.01A	WT	0.628267337214235	0.826810628403049	TCGA-LGG
TCGA-E1-A7YE-01A	TCGA.E1.A7YE.01A	WT	0.688935800849306	0.806167244552724	TCGA-LGG
TCGA-E1-A7YH-01A	TCGA.E1.A7YH.01A	WT	0.82735338460499	0.87188860897725	TCGA-LGG
TCGA-E1-A7YI-01A	TCGA.E1.A7YI.01A	WT	0.713877328974317	0.772727388416248	TCGA-LGG
TCGA-E1-A7YJ-01A	TCGA.E1.A7YJ.01A	WT	0.756026645692542	0.860471028132035	TCGA-LGG
TCGA-E1-A7YK-01A	TCGA.E1.A7YK.01A	WT	0.828887024114705	0.880829923243954	TCGA-LGG
TCGA-E1-A7YL-01A	TCGA.E1.A7YL.01A	WT	0.767100107291804	0.891470921141054	TCGA-LGG
TCGA-E1-A7YM-01A	TCGA.E1.A7YM.01A	WT	0.771979988284886	0.885745827132178	TCGA-LGG
TCGA-E1-A7YN-01A	TCGA.E1.A7YN.01A	WT	0.7555974742057	0.854872861277541	TCGA-LGG
TCGA-E1-A7YO-01A	TCGA.E1.A7YO.01A	Loss	0.824305702850937	0.851228378098074	TCGA-LGG
TCGA-E1-A7YQ-01A	TCGA.E1.A7YQ.01A	WT	0.836313056284449	0.907297222770324	TCGA-LGG
TCGA-E1-A7YS-01A	TCGA.E1.A7YS.01A	Loss	0.806908903625436	0.902920725884103	TCGA-LGG
TCGA-E1-A7YU-01A	TCGA.E1.A7YU.01A	WT	0.82009034829564	0.902164569861918	TCGA-LGG
TCGA-E1-A7YV-01A	TCGA.E1.A7YV.01A	WT	0.670144633161739	0.786431325825222	TCGA-LGG
TCGA-E1-A7YW-01A	TCGA.E1.A7YW.01A	WT	0.840015930148183	0.920944334128543	TCGA-LGG
TCGA-E1-A7YY-01A	TCGA.E1.A7YY.01A	WT	0.827569743204777	0.882473412715996	TCGA-LGG
TCGA-E1-A7Z2-01A	TCGA.E1.A7Z2.01A	WT	0.765391163290477	0.875331457733923	TCGA-LGG
TCGA-E1-A7Z3-01A	TCGA.E1.A7Z3.01A	WT	0.835984369642231	0.877014101993832	TCGA-LGG
TCGA-E1-A7Z4-01A	TCGA.E1.A7Z4.01A	WT	0.838989180164848	0.879530930087086	TCGA-LGG
TCGA-E1-A7Z6-01A	TCGA.E1.A7Z6.01A	WT	0.821975303050027	0.86821875996338	TCGA-LGG
TCGA-EZ-7264-01A	TCGA.EZ.7264.01A	Loss	0.819243614451874	0.894022848183191	TCGA-LGG
TCGA-F6-A8O3-01A	TCGA.F6.A8O3.01A	Loss	0.829514300237862	0.905806313805606	TCGA-LGG
TCGA-F6-A8O4-01A	TCGA.F6.A8O4.01A	WT	0.840017904424792	0.883803219383249	TCGA-LGG
TCGA-FG-5962-01B	TCGA.FG.5962.01B	Loss	0.806325251305851	0.906925695005009	TCGA-LGG
TCGA-FG-5964-01A	TCGA.FG.5964.01A	Loss	0.821090420766267	0.889273365861131	TCGA-LGG
TCGA-FG-5965-01B	TCGA.FG.5965.01B	WT	0.81356771653476	0.90822900558234	TCGA-LGG
TCGA-FG-5965-02A	TCGA.FG.5965.02A	WT	0.797564562239751	0.89402584143418	TCGA-LGG
TCGA-FG-5965-02B	TCGA.FG.5965.02B	WT	0.763903379737105	0.901959345215529	TCGA-LGG
TCGA-FG-6688-01A	TCGA.FG.6688.01A	WT	0.775380217631619	0.883114873500317	TCGA-LGG
TCGA-FG-6689-01A	TCGA.FG.6689.01A	WT	0.810950288425648	0.911133767255169	TCGA-LGG
TCGA-FG-6690-01A	TCGA.FG.6690.01A	WT	0.826220399462158	0.970240730250511	TCGA-LGG
TCGA-FG-6691-01A	TCGA.FG.6691.01A	WT	0.813417805337365	0.924593872712239	TCGA-LGG
TCGA-FG-6692-01A	TCGA.FG.6692.01A	WT	0.698640643030149	0.905036325123076	TCGA-LGG
TCGA-FG-7634-01A	TCGA.FG.7634.01A	Loss	0.827109137365064	0.910578628118252	TCGA-LGG
TCGA-FG-7636-01A	TCGA.FG.7636.01A	WT	0.825088722386031	0.903409609096972	TCGA-LGG
TCGA-FG-7637-01A	TCGA.FG.7637.01A	Loss	0.808833609609682	0.864967365672404	TCGA-LGG
TCGA-FG-7638-01B	TCGA.FG.7638.01B	Loss	0.829165762622215	0.909103268985394	TCGA-LGG
TCGA-FG-7641-01B	TCGA.FG.7641.01B	Loss	0.830714145308222	0.882898454169732	TCGA-LGG
TCGA-FG-8181-01A	TCGA.FG.8181.01A	WT	0.813448820325081	0.886337622281561	TCGA-LGG
TCGA-FG-8182-01A	TCGA.FG.8182.01A	WT	0.849009768101821	0.923227278703087	TCGA-LGG
TCGA-FG-8185-01A	TCGA.FG.8185.01A	WT	0.84409050139201	0.86225557090995	TCGA-LGG
TCGA-FG-8186-01A	TCGA.FG.8186.01A	Loss	0.832537506515943	0.906433419655367	TCGA-LGG
TCGA-FG-8187-01A	TCGA.FG.8187.01A	Loss	0.814318615052867	0.867956651627398	TCGA-LGG
TCGA-FG-8191-01A	TCGA.FG.8191.01A	WT	0.82651521737373	0.886027974915353	TCGA-LGG
TCGA-FG-A4MT-01A	TCGA.FG.A4MT.01A	WT	0.845560221371663	0.901162633957976	TCGA-LGG
TCGA-FG-A4MT-02A	TCGA.FG.A4MT.02A	WT	0.8371306895394	0.89562969406388	TCGA-LGG
TCGA-FG-A4MU-01B	TCGA.FG.A4MU.01B	WT	0.712111378950327	0.922603950287598	TCGA-LGG
TCGA-FG-A4MW-01A	TCGA.FG.A4MW.01A	WT	0.71609861567346	0.884666072964514	TCGA-LGG
TCGA-FG-A4MX-01A	TCGA.FG.A4MX.01A	WT	0.831220868286508	0.896547537461175	TCGA-LGG
TCGA-FG-A4MY-01A	TCGA.FG.A4MY.01A	WT	0.809469020945702	0.89395546388223	TCGA-LGG
TCGA-FG-A60J-01A	TCGA.FG.A60J.01A	WT	0.821398982540442	0.891317794269542	TCGA-LGG
TCGA-FG-A60K-01A	TCGA.FG.A60K.01A	Loss	0.83454528088945	0.911651251624936	TCGA-LGG
TCGA-FG-A60L-01A	TCGA.FG.A60L.01A	WT	0.828888155763518	0.900218541854931	TCGA-LGG
TCGA-FG-A6IZ-01A	TCGA.FG.A6IZ.01A	Loss	0.832831126406567	0.906877647717838	TCGA-LGG
TCGA-FG-A6J1-01A	TCGA.FG.A6J1.01A	Loss	0.83096501146693	0.904495848866816	TCGA-LGG
TCGA-FG-A6J3-01A	TCGA.FG.A6J3.01A	WT	0.774358528814706	0.921747700371198	TCGA-LGG
TCGA-FG-A70Y-01A	TCGA.FG.A70Y.01A	WT	0.814508870981352	0.885951371941478	TCGA-LGG
TCGA-FG-A70Z-01A	TCGA.FG.A70Z.01A	WT	0.724472324721313	0.86238039552981	TCGA-LGG
TCGA-FG-A711-01A	TCGA.FG.A711.01A	WT	0.796344471799375	0.958938603901366	TCGA-LGG
TCGA-FG-A87N-01A	TCGA.FG.A87N.01A	WT	0.785359869820781	0.86337235108291	TCGA-LGG
TCGA-FG-A87Q-01A	TCGA.FG.A87Q.01A	Loss	0.74728506940428	0.869366839652176	TCGA-LGG
TCGA-FN-7833-01A	TCGA.FN.7833.01A	WT	0.825182924272666	0.864672764787723	TCGA-LGG
TCGA-HT-7468-01A	TCGA.HT.7468.01A	Loss	0.837792358686787	0.913780581382671	TCGA-LGG
TCGA-HT-7469-01A	TCGA.HT.7469.01A	WT	0.710920584953651	0.892028260176482	TCGA-LGG
TCGA-HT-7470-01A	TCGA.HT.7470.01A	WT	0.805107839873696	0.881344066686385	TCGA-LGG
TCGA-HT-7471-01A	TCGA.HT.7471.01A	Loss	0.835933245964973	0.913564667308969	TCGA-LGG
TCGA-HT-7472-01A	TCGA.HT.7472.01A	WT	0.837075973751259	0.907676808316187	TCGA-LGG
TCGA-HT-7473-01A	TCGA.HT.7473.01A	WT	0.829846326197489	0.886951386820349	TCGA-LGG
TCGA-HT-7475-01A	TCGA.HT.7475.01A	WT	0.83766932687841	0.941001739991315	TCGA-LGG
TCGA-HT-7476-01A	TCGA.HT.7476.01A	WT	0.801619856692724	0.863257061388509	TCGA-LGG
TCGA-HT-7477-01B	TCGA.HT.7477.01B	WT	0.77982564743349	0.866593582738198	TCGA-LGG
TCGA-HT-7478-01A	TCGA.HT.7478.01A	WT	0.857030953963109	0.939449419130349	TCGA-LGG
TCGA-HT-7480-01A	TCGA.HT.7480.01A	Loss	0.82997365754074	0.914226986908593	TCGA-LGG
TCGA-HT-7481-01A	TCGA.HT.7481.01A	Loss	0.817601527380195	0.893999261090804	TCGA-LGG
TCGA-HT-7482-01A	TCGA.HT.7482.01A	WT	0.832352380973575	0.89953289123749	TCGA-LGG
TCGA-HT-7483-01A	TCGA.HT.7483.01A	WT	0.818442890403927	0.87114248104756	TCGA-LGG
TCGA-HT-7485-01A	TCGA.HT.7485.01A	WT	0.824479603209908	0.905040281353411	TCGA-LGG
TCGA-HT-7601-01A	TCGA.HT.7601.01A	WT	0.807749899752667	0.901916936132604	TCGA-LGG
TCGA-HT-7602-01A	TCGA.HT.7602.01A	WT	0.817495931295255	0.905235945710568	TCGA-LGG
TCGA-HT-7604-01A	TCGA.HT.7604.01A	WT	0.817205990807959	0.88680943473828	TCGA-LGG
TCGA-HT-7606-01A	TCGA.HT.7606.01A	WT	0.737363574636065	0.848188934272271	TCGA-LGG
TCGA-HT-7607-01A	TCGA.HT.7607.01A	WT	0.802449898698562	0.86235644051699	TCGA-LGG
TCGA-HT-7608-01A	TCGA.HT.7608.01A	Loss	0.797819909833205	0.93131410502941	TCGA-LGG
TCGA-HT-7609-01A	TCGA.HT.7609.01A	WT	0.843996066202404	0.86308546726877	TCGA-LGG
TCGA-HT-7610-01A	TCGA.HT.7610.01A	WT	0.82573233067862	0.88070422971512	TCGA-LGG
TCGA-HT-7611-01A	TCGA.HT.7611.01A	WT	0.855669418745745	0.895788186735285	TCGA-LGG
TCGA-HT-7616-01A	TCGA.HT.7616.01A	Loss	0.816924151806944	0.908599643675908	TCGA-LGG
TCGA-HT-7676-01A	TCGA.HT.7676.01A	WT	0.830956605406293	0.900446313338498	TCGA-LGG
TCGA-HT-7677-01A	TCGA.HT.7677.01A	Loss	0.843644524632253	0.910787795804337	TCGA-LGG
TCGA-HT-7680-01A	TCGA.HT.7680.01A	WT	0.784907501758628	0.904267652389479	TCGA-LGG
TCGA-HT-7681-01A	TCGA.HT.7681.01A	Loss	0.827819727858319	0.89131874412898	TCGA-LGG
TCGA-HT-7684-01A	TCGA.HT.7684.01A	WT	0.82873865959798	0.893421867589675	TCGA-LGG
TCGA-HT-7686-01A	TCGA.HT.7686.01A	WT	0.80711555445448	0.864862366182818	TCGA-LGG
TCGA-HT-7687-01A	TCGA.HT.7687.01A	Loss	0.831203557576904	0.895006119069129	TCGA-LGG
TCGA-HT-7688-01A	TCGA.HT.7688.01A	WT	0.823060533428338	0.894358776447626	TCGA-LGG
TCGA-HT-7689-01A	TCGA.HT.7689.01A	WT	0.808824418492538	0.899687313796566	TCGA-LGG
TCGA-HT-7690-01A	TCGA.HT.7690.01A	WT	0.834743952502743	0.896526425688577	TCGA-LGG
TCGA-HT-7692-01A	TCGA.HT.7692.01A	Loss	0.824988708597393	0.903805979437187	TCGA-LGG
TCGA-HT-7695-01A	TCGA.HT.7695.01A	Loss	0.826100422371453	0.905227346333862	TCGA-LGG
TCGA-HT-7854-01A	TCGA.HT.7854.01A	WT	0.814712911707078	0.907022405051575	TCGA-LGG
TCGA-HT-7855-01A	TCGA.HT.7855.01A	WT	0.844214577318496	0.90330484291594	TCGA-LGG
TCGA-HT-7856-01A	TCGA.HT.7856.01A	WT	0.830915205403197	0.885279516034681	TCGA-LGG
TCGA-HT-7857-01A	TCGA.HT.7857.01A	WT	0.770264114528506	0.889729823177604	TCGA-LGG
TCGA-HT-7858-01A	TCGA.HT.7858.01A	WT	0.832469498320061	0.882910308619577	TCGA-LGG
TCGA-HT-7860-01A	TCGA.HT.7860.01A	WT	0.795770236198055	0.89991331412165	TCGA-LGG
TCGA-HT-7873-01B	TCGA.HT.7873.01B	WT	0.813324502916401	0.907915247104404	TCGA-LGG
TCGA-HT-7874-01A	TCGA.HT.7874.01A	Loss	0.817478467709997	0.906294777381702	TCGA-LGG
TCGA-HT-7875-01A	TCGA.HT.7875.01A	Loss	0.826614098777345	0.908727603490932	TCGA-LGG
TCGA-HT-7877-01A	TCGA.HT.7877.01A	Loss	0.825167292538496	0.908363284600673	TCGA-LGG
TCGA-HT-7879-01A	TCGA.HT.7879.01A	WT	0.843105846536225	0.917397034657275	TCGA-LGG
TCGA-HT-7881-01A	TCGA.HT.7881.01A	Loss	0.820790092439177	0.891547082078473	TCGA-LGG
TCGA-HT-7882-01A	TCGA.HT.7882.01A	WT	0.774864358213153	0.881952936886024	TCGA-LGG
TCGA-HT-7884-01B	TCGA.HT.7884.01B	WT	0.845966180776833	0.895761827806664	TCGA-LGG
TCGA-HT-7902-01A	TCGA.HT.7902.01A	WT	0.798357615492436	0.891135059953761	TCGA-LGG
TCGA-HT-8010-01A	TCGA.HT.8010.01A	Loss	0.821410154968171	0.905816161126675	TCGA-LGG
TCGA-HT-8011-01A	TCGA.HT.8011.01A	WT	0.628707287718113	0.794187567147948	TCGA-LGG
TCGA-HT-8012-01A	TCGA.HT.8012.01A	Loss	0.853181954979654	0.92066076146154	TCGA-LGG
TCGA-HT-8013-01A	TCGA.HT.8013.01A	WT	0.816775891787983	0.849186611483097	TCGA-LGG
TCGA-HT-8018-01A	TCGA.HT.8018.01A	WT	0.827763009268299	0.859233458331712	TCGA-LGG
TCGA-HT-8104-01A	TCGA.HT.8104.01A	WT	0.743111483363712	0.901020884880733	TCGA-LGG
TCGA-HT-8105-01A	TCGA.HT.8105.01A	Loss	0.843082821296655	0.890126207409645	TCGA-LGG
TCGA-HT-8106-01A	TCGA.HT.8106.01A	WT	0.812550420449758	0.884114733516464	TCGA-LGG
TCGA-HT-8108-01A	TCGA.HT.8108.01A	WT	0.822974878913597	0.857221190322434	TCGA-LGG
TCGA-HT-8109-01A	TCGA.HT.8109.01A	Loss	0.829425635850389	0.914776638877813	TCGA-LGG
TCGA-HT-8110-01A	TCGA.HT.8110.01A	WT	0.747065753291295	0.863495950846216	TCGA-LGG
TCGA-HT-8111-01A	TCGA.HT.8111.01A	WT	0.830935447267673	0.907970660243208	TCGA-LGG
TCGA-HT-8113-01A	TCGA.HT.8113.01A	WT	0.82058746553632	0.880064266884498	TCGA-LGG
TCGA-HT-8114-01A	TCGA.HT.8114.01A	WT	0.832517708742639	0.899505607513545	TCGA-LGG
TCGA-HT-8563-01A	TCGA.HT.8563.01A	WT	0.800361002270168	0.864116802248466	TCGA-LGG
TCGA-HT-8564-01A	TCGA.HT.8564.01A	WT	0.78444271908337	0.911525367276058	TCGA-LGG
TCGA-HT-A4DS-01A	TCGA.HT.A4DS.01A	WT	0.75187440488945	0.908689063796276	TCGA-LGG
TCGA-HT-A4DV-01A	TCGA.HT.A4DV.01A	Loss	0.816633376678208	0.905433321196517	TCGA-LGG
TCGA-HT-A5R5-01A	TCGA.HT.A5R5.01A	WT	0.822569244158014	0.887986530516836	TCGA-LGG
TCGA-HT-A5R7-01A	TCGA.HT.A5R7.01A	WT	0.783695198980396	0.864583972398458	TCGA-LGG
TCGA-HT-A5R9-01A	TCGA.HT.A5R9.01A	Loss	0.815752850999285	0.889657621673969	TCGA-LGG
TCGA-HT-A5RA-01A	TCGA.HT.A5RA.01A	WT	0.731639918417133	0.922102977776293	TCGA-LGG
TCGA-HT-A5RB-01A	TCGA.HT.A5RB.01A	WT	0.845229256601896	0.915528443399721	TCGA-LGG
TCGA-HT-A5RC-01A	TCGA.HT.A5RC.01A	WT	0.78887016438952	0.920763032121237	TCGA-LGG
TCGA-HT-A614-01A	TCGA.HT.A614.01A	WT	0.818664724440574	0.914165663375205	TCGA-LGG
TCGA-HT-A615-01A	TCGA.HT.A615.01A	Loss	0.831265120731266	0.913067609282509	TCGA-LGG
TCGA-HT-A616-01A	TCGA.HT.A616.01A	WT	0.821294232018443	0.908795072984852	TCGA-LGG
TCGA-HT-A617-01A	TCGA.HT.A617.01A	WT	0.801174846577302	0.906069841642464	TCGA-LGG
TCGA-HT-A618-01A	TCGA.HT.A618.01A	WT	0.819851525883663	0.889392838236937	TCGA-LGG
TCGA-HT-A619-01A	TCGA.HT.A619.01A	Loss	0.83088686171875	0.908313272417454	TCGA-LGG
TCGA-HT-A61B-01A	TCGA.HT.A61B.01A	WT	0.814754376713848	0.894999577288373	TCGA-LGG
TCGA-HT-A61C-01A	TCGA.HT.A61C.01A	Loss	0.654943425002296	0.846997900356949	TCGA-LGG
TCGA-HT-A74J-01A	TCGA.HT.A74J.01A	WT	0.822356161590287	0.897834506709588	TCGA-LGG
TCGA-HT-A74K-01A	TCGA.HT.A74K.01A	Loss	0.807666957312197	0.903921951343672	TCGA-LGG
TCGA-HT-A74L-01A	TCGA.HT.A74L.01A	Loss	0.836494160377945	0.907363362407669	TCGA-LGG
TCGA-HT-A74O-01A	TCGA.HT.A74O.01A	WT	0.811920518064017	0.883363042315358	TCGA-LGG
TCGA-HW-7487-01A	TCGA.HW.7487.01A	Loss	0.832452470632944	0.884317910360281	TCGA-LGG
TCGA-HW-7489-01A	TCGA.HW.7489.01A	WT	0.835880097298566	0.917361405848491	TCGA-LGG
TCGA-HW-7490-01A	TCGA.HW.7490.01A	WT	0.825138644578146	0.885440691109241	TCGA-LGG
TCGA-HW-7491-01A	TCGA.HW.7491.01A	Loss	0.849365749277009	0.946456295346637	TCGA-LGG
TCGA-HW-7495-01A	TCGA.HW.7495.01A	Loss	0.819202973127799	0.932206913184191	TCGA-LGG
TCGA-HW-8319-01A	TCGA.HW.8319.01A	WT	0.801025390532126	0.879595950412135	TCGA-LGG
TCGA-HW-8320-01A	TCGA.HW.8320.01A	WT	0.842301493957149	0.899823324478296	TCGA-LGG
TCGA-HW-8321-01A	TCGA.HW.8321.01A	WT	0.821073572265746	0.887193934669339	TCGA-LGG
TCGA-HW-8322-01A	TCGA.HW.8322.01A	Loss	0.830551253580613	0.91498768385771	TCGA-LGG
TCGA-HW-A5KJ-01A	TCGA.HW.A5KJ.01A	Loss	0.808347837376353	0.910196219159828	TCGA-LGG
TCGA-HW-A5KK-01A	TCGA.HW.A5KK.01A	WT	0.796611434184893	0.900833603041268	TCGA-LGG
TCGA-HW-A5KL-01A	TCGA.HW.A5KL.01A	WT	0.834759757294441	0.934908138972833	TCGA-LGG
TCGA-HW-A5KM-01A	TCGA.HW.A5KM.01A	WT	0.839117958783619	0.927211736584978	TCGA-LGG
TCGA-IK-7675-01A	TCGA.IK.7675.01A	WT	0.803222716107177	0.894303594340858	TCGA-LGG
TCGA-IK-8125-01A	TCGA.IK.8125.01A	Loss	0.828121464254958	0.908263221983708	TCGA-LGG
TCGA-KT-A74X-01A	TCGA.KT.A74X.01A	Loss	0.825799653698197	0.877947204047644	TCGA-LGG
TCGA-KT-A7W1-01A	TCGA.KT.A7W1.01A	WT	0.754869701615178	0.899838335772611	TCGA-LGG
TCGA-P5-A5ET-01A	TCGA.P5.A5ET.01A	Loss	0.838837949913324	0.923271150388979	TCGA-LGG
TCGA-P5-A5EU-01A	TCGA.P5.A5EU.01A	WT	0.765531395070704	0.907407700776769	TCGA-LGG
TCGA-P5-A5EV-01A	TCGA.P5.A5EV.01A	WT	0.834845995538252	0.899711536562685	TCGA-LGG
TCGA-P5-A5EW-01A	TCGA.P5.A5EW.01A	WT	0.83037891359614	0.893484734414659	TCGA-LGG
TCGA-P5-A5EZ-01A	TCGA.P5.A5EZ.01A	WT	0.81513745064449	0.897668508923445	TCGA-LGG
TCGA-P5-A5F0-01A	TCGA.P5.A5F0.01A	Loss	0.816435412679163	0.909897351563456	TCGA-LGG
TCGA-P5-A5F1-01A	TCGA.P5.A5F1.01A	WT	0.835114879571576	0.899797362397627	TCGA-LGG
TCGA-P5-A5F2-01A	TCGA.P5.A5F2.01A	WT	0.812640269367626	0.902320758734613	TCGA-LGG
TCGA-P5-A5F4-01A	TCGA.P5.A5F4.01A	WT	0.833600625385142	0.891722108139389	TCGA-LGG
TCGA-P5-A5F6-01A	TCGA.P5.A5F6.01A	WT	0.75113735939664	0.906994719334645	TCGA-LGG
TCGA-P5-A72U-01A	TCGA.P5.A72U.01A	WT	0.781327428874824	0.894652060813084	TCGA-LGG
TCGA-P5-A72W-01A	TCGA.P5.A72W.01A	WT	0.808793270493833	0.913725955506429	TCGA-LGG
TCGA-P5-A72X-01A	TCGA.P5.A72X.01A	WT	0.828047563639847	0.89532567956308	TCGA-LGG
TCGA-P5-A72Z-01A	TCGA.P5.A72Z.01A	Loss	0.785666671305915	0.885018337322712	TCGA-LGG
TCGA-P5-A730-01A	TCGA.P5.A730.01A	Loss	0.846723805439763	0.904923746503215	TCGA-LGG
TCGA-P5-A731-01A	TCGA.P5.A731.01A	WT	0.805900570518747	0.855554131340827	TCGA-LGG
TCGA-P5-A733-01A	TCGA.P5.A733.01A	WT	0.821282038936824	0.917358752705015	TCGA-LGG
TCGA-P5-A735-01A	TCGA.P5.A735.01A	WT	0.82715407300461	0.89148909512781	TCGA-LGG
TCGA-P5-A736-01A	TCGA.P5.A736.01A	WT	0.811417177802403	0.894317095950503	TCGA-LGG
TCGA-P5-A737-01A	TCGA.P5.A737.01A	Loss	0.832340776820238	0.918964334944123	TCGA-LGG
TCGA-P5-A77W-01A	TCGA.P5.A77W.01A	Loss	0.847380194682963	0.901519909508352	TCGA-LGG
TCGA-P5-A77X-01A	TCGA.P5.A77X.01A	Loss	0.795468505397951	0.912850311872005	TCGA-LGG
TCGA-P5-A780-01A	TCGA.P5.A780.01A	WT	0.813935542088572	0.905026638500311	TCGA-LGG
TCGA-P5-A781-01A	TCGA.P5.A781.01A	Loss	0.83559278787726	0.911329262857098	TCGA-LGG
TCGA-QH-A65R-01A	TCGA.QH.A65R.01A	Loss	0.817967612354482	0.915288072706717	TCGA-LGG
TCGA-QH-A65V-01A	TCGA.QH.A65V.01A	Loss	0.83816647282022	0.883861183224491	TCGA-LGG
TCGA-QH-A65X-01A	TCGA.QH.A65X.01A	Loss	0.81054032752386	0.893951137332514	TCGA-LGG
TCGA-QH-A65Z-01A	TCGA.QH.A65Z.01A	Loss	0.858342614517622	0.901303679861943	TCGA-LGG
TCGA-QH-A6CS-01A	TCGA.QH.A6CS.01A	WT	0.803085799801071	0.864605776773883	TCGA-LGG
TCGA-QH-A6CU-01A	TCGA.QH.A6CU.01A	Loss	0.819834702057191	0.875235789582874	TCGA-LGG
TCGA-QH-A6CV-01A	TCGA.QH.A6CV.01A	Loss	0.786182931545079	0.978168081797346	TCGA-LGG
TCGA-QH-A6CW-01A	TCGA.QH.A6CW.01A	WT	0.831569566252658	0.913661601065617	TCGA-LGG
TCGA-QH-A6CX-01A	TCGA.QH.A6CX.01A	WT	0.789618384438411	0.908526478717508	TCGA-LGG
