AID	Sample_ID	chr1p36	MeanL1methy	MeanL1HSmethy	cancerType
TCGA-CR-7380-01A	TCGA.CR.7380.01A	Loss	0.657629456887246	0.736084915940594	TCGA-HNSC
TCGA-CR-7382-01A	TCGA.CR.7382.01A	WT	0.730184647654998	0.835576836159729	TCGA-HNSC
TCGA-CR-7383-01A	TCGA.CR.7383.01A	WT	0.73138432284944	0.814416319272433	TCGA-HNSC
TCGA-CR-7385-01A	TCGA.CR.7385.01A	WT	0.685982475904325	0.695810998665688	TCGA-HNSC
TCGA-CR-7386-01A	TCGA.CR.7386.01A	WT	0.697854504726155	0.744995778623851	TCGA-HNSC
TCGA-CR-7388-01A	TCGA.CR.7388.01A	WT	0.683585786105604	0.730107897660558	TCGA-HNSC
TCGA-CR-7389-01A	TCGA.CR.7389.01A	WT	0.66125413672095	0.669486505031345	TCGA-HNSC
TCGA-CR-7390-01A	TCGA.CR.7390.01A	WT	0.681504538111406	0.776567109324005	TCGA-HNSC
TCGA-CR-7391-01A	TCGA.CR.7391.01A	WT	0.745354829878659	0.744720356223464	TCGA-HNSC
TCGA-CR-7392-01A	TCGA.CR.7392.01A	WT	0.678451548289164	0.732440311798553	TCGA-HNSC
TCGA-CR-7394-01A	TCGA.CR.7394.01A	WT	0.69668294573867	0.778322427810373	TCGA-HNSC
TCGA-CR-7395-01A	TCGA.CR.7395.01A	WT	0.704534324698207	0.745905603630156	TCGA-HNSC
TCGA-CR-7397-01A	TCGA.CR.7397.01A	WT	0.713493974184767	0.794238549851732	TCGA-HNSC
TCGA-CR-7398-01A	TCGA.CR.7398.01A	WT	0.565890291070949	0.629191116227229	TCGA-HNSC
TCGA-CR-7399-01A	TCGA.CR.7399.01A	WT	0.678034982750103	0.662484240937826	TCGA-HNSC
TCGA-CR-7402-01A	TCGA.CR.7402.01A	WT	0.611568448235308	0.643999579152907	TCGA-HNSC
TCGA-CR-7404-01A	TCGA.CR.7404.01A	WT	0.709375192642786	0.807160108056768	TCGA-HNSC
TCGA-CV-5430-01A	TCGA.CV.5430.01A	WT	0.712132153626205	0.741005491348558	TCGA-HNSC
TCGA-CV-5432-01A	TCGA.CV.5432.01A	WT	0.598698576239818	0.691682606207648	TCGA-HNSC
TCGA-CV-5434-01A	TCGA.CV.5434.01A	Loss	0.671155082140475	0.773349124461187	TCGA-HNSC
TCGA-CV-5439-01A	TCGA.CV.5439.01A	WT	0.604764565942242	0.745200036634053	TCGA-HNSC
TCGA-CV-5440-01A	TCGA.CV.5440.01A	Loss	0.661052527460939	0.73912843805438	TCGA-HNSC
TCGA-CV-5441-01A	TCGA.CV.5441.01A	WT	0.566155239736397	0.754838703222735	TCGA-HNSC
TCGA-CV-5442-01A	TCGA.CV.5442.01A	WT	0.667108427951668	0.757935133592388	TCGA-HNSC
TCGA-CV-5443-01A	TCGA.CV.5443.01A	WT	0.675376929383563	0.78081476979108	TCGA-HNSC
TCGA-CV-5444-01A	TCGA.CV.5444.01A	WT	0.669055182158131	0.67455851521109	TCGA-HNSC
TCGA-CV-5966-01A	TCGA.CV.5966.01A	WT	0.723747911524336	0.721869166290927	TCGA-HNSC
TCGA-CV-5970-01A	TCGA.CV.5970.01A	WT	0.670363002197152	0.819336337322615	TCGA-HNSC
TCGA-CV-5976-01A	TCGA.CV.5976.01A	WT	0.697676362412163	0.840704159972887	TCGA-HNSC
TCGA-CV-5978-01A	TCGA.CV.5978.01A	WT	0.729286469186615	0.719335574489194	TCGA-HNSC
TCGA-CV-6003-01A	TCGA.CV.6003.01A	WT	0.591383856488361	0.677955305895948	TCGA-HNSC
TCGA-CV-6933-01A	TCGA.CV.6933.01A	Loss	0.626152012086332	0.759564814837755	TCGA-HNSC
TCGA-CV-6934-01A	TCGA.CV.6934.01A	WT	0.669294390981703	0.773792732647642	TCGA-HNSC
TCGA-CV-6936-01A	TCGA.CV.6936.01A	WT	0.609593995290318	0.749392662516985	TCGA-HNSC
TCGA-CV-6937-01A	TCGA.CV.6937.01A	WT	0.695361652108399	0.747384522540171	TCGA-HNSC
TCGA-CV-6938-01A	TCGA.CV.6938.01A	WT	0.723539775638976	0.857090426513732	TCGA-HNSC
TCGA-CV-6939-01A	TCGA.CV.6939.01A	WT	0.683873759242378	0.802761855709559	TCGA-HNSC
TCGA-CV-6941-01A	TCGA.CV.6941.01A	WT	0.556617571043684	0.722546743370602	TCGA-HNSC
TCGA-CV-6942-01A	TCGA.CV.6942.01A	WT	0.705985456800713	0.78974963168535	TCGA-HNSC
TCGA-CV-6951-01A	TCGA.CV.6951.01A	WT	0.6181993684363	0.768877209576471	TCGA-HNSC
TCGA-CV-6952-01A	TCGA.CV.6952.01A	WT	0.677250032214644	0.827001315208743	TCGA-HNSC
TCGA-CV-6953-01A	TCGA.CV.6953.01A	WT	0.686470147662873	0.711229147911354	TCGA-HNSC
TCGA-CV-6955-01A	TCGA.CV.6955.01A	WT	0.712563619965563	0.675643285156421	TCGA-HNSC
TCGA-CV-6962-01A	TCGA.CV.6962.01A	Loss	0.651551241099257	0.556241469374492	TCGA-HNSC
TCGA-CV-7089-01A	TCGA.CV.7089.01A	WT	0.760890291463434	0.78073730109214	TCGA-HNSC
TCGA-CV-7091-01A	TCGA.CV.7091.01A	WT	0.596977374216306	0.733617290697566	TCGA-HNSC
TCGA-CV-7095-01A	TCGA.CV.7095.01A	WT	0.666653326874057	0.757188362663621	TCGA-HNSC
TCGA-CV-7097-01A	TCGA.CV.7097.01A	WT	0.76896011702266	0.760050582856085	TCGA-HNSC
TCGA-CV-7099-01A	TCGA.CV.7099.01A	WT	0.666232237407538	0.757017293923549	TCGA-HNSC
TCGA-CV-7100-01A	TCGA.CV.7100.01A	WT	0.695092107341799	0.823790379947183	TCGA-HNSC
TCGA-CV-7101-01A	TCGA.CV.7101.01A	WT	0.709224735495697	0.662482007285185	TCGA-HNSC
TCGA-CV-7102-01A	TCGA.CV.7102.01A	WT	0.694077275839416	0.728847615896027	TCGA-HNSC
TCGA-CV-7103-01A	TCGA.CV.7103.01A	WT	0.638545776607978	0.659838021568423	TCGA-HNSC
TCGA-CV-7178-01A	TCGA.CV.7178.01A	WT	0.681223090956877	0.759742566645	TCGA-HNSC
TCGA-CV-7180-01A	TCGA.CV.7180.01A	WT	0.677147884484709	0.753423486533467	TCGA-HNSC
TCGA-CV-7183-01A	TCGA.CV.7183.01A	WT	0.6622093755665	0.707077359437984	TCGA-HNSC
TCGA-CV-7235-01A	TCGA.CV.7235.01A	WT	0.667977273040288	0.650497251940863	TCGA-HNSC
TCGA-CV-7238-01A	TCGA.CV.7238.01A	WT	0.703487198185014	0.808217984975351	TCGA-HNSC
TCGA-CV-7242-01A	TCGA.CV.7242.01A	WT	0.646250607312338	0.744551451964741	TCGA-HNSC
TCGA-CV-7243-01A	TCGA.CV.7243.01A	WT	0.657160478559283	0.7111798170782	TCGA-HNSC
TCGA-CV-7245-01A	TCGA.CV.7245.01A	WT	0.560658043995166	0.628089230136608	TCGA-HNSC
TCGA-CV-7248-01A	TCGA.CV.7248.01A	WT	0.710367612835327	0.698449351827365	TCGA-HNSC
TCGA-CV-7250-01A	TCGA.CV.7250.01A	WT	0.546555380404277	0.669806607570966	TCGA-HNSC
TCGA-CV-7252-01A	TCGA.CV.7252.01A	WT	0.680853752588218	0.782845572800065	TCGA-HNSC
TCGA-CV-7261-01A	TCGA.CV.7261.01A	Loss	0.691028367408449	0.631247069250176	TCGA-HNSC
TCGA-CV-7263-01A	TCGA.CV.7263.01A	WT	0.601964486820025	0.684554443085562	TCGA-HNSC
TCGA-CV-7406-01A	TCGA.CV.7406.01A	WT	0.690374634782241	0.755363241759613	TCGA-HNSC
TCGA-CV-7410-01A	TCGA.CV.7410.01A	WT	0.757590482688515	0.817065994489035	TCGA-HNSC
TCGA-CV-7413-01A	TCGA.CV.7413.01A	WT	0.628222136882478	0.736132589025598	TCGA-HNSC
TCGA-CV-7415-01A	TCGA.CV.7415.01A	WT	0.644524143298693	0.6146042369434	TCGA-HNSC
TCGA-CV-7416-01A	TCGA.CV.7416.01A	WT	0.606698617420491	0.756679159755364	TCGA-HNSC
TCGA-CV-7418-01A	TCGA.CV.7418.01A	Loss	0.744926794841597	0.624814287672671	TCGA-HNSC
TCGA-CV-7421-01A	TCGA.CV.7421.01A	WT	0.659226535262141	0.771922357670256	TCGA-HNSC
TCGA-CV-7422-01A	TCGA.CV.7422.01A	WT	0.707851079887653	0.742137067174543	TCGA-HNSC
TCGA-CV-7423-01A	TCGA.CV.7423.01A	WT	0.65117339272343	0.733027551777456	TCGA-HNSC
TCGA-CV-7424-01A	TCGA.CV.7424.01A	WT	0.684067801682653	0.630982298824688	TCGA-HNSC
TCGA-CV-7425-01A	TCGA.CV.7425.01A	Loss	0.72011796952606	0.780745983286325	TCGA-HNSC
TCGA-CV-7428-01A	TCGA.CV.7428.01A	WT	0.6435707765695	0.761927513539664	TCGA-HNSC
TCGA-CV-7430-01A	TCGA.CV.7430.01A	Loss	0.686501415762468	0.546648110144867	TCGA-HNSC
TCGA-CV-7432-01A	TCGA.CV.7432.01A	WT	0.681716029323765	0.835844333207761	TCGA-HNSC
TCGA-CV-7434-01A	TCGA.CV.7434.01A	WT	0.731002700974498	0.808601453004744	TCGA-HNSC
TCGA-CV-7435-01A	TCGA.CV.7435.01A	WT	0.629206632336047	0.811706272889429	TCGA-HNSC
TCGA-CV-7438-01A	TCGA.CV.7438.01A	WT	0.689653098915993	0.78739440377604	TCGA-HNSC
TCGA-CV-7446-01A	TCGA.CV.7446.01A	WT	0.639423997153196	0.583882016129697	TCGA-HNSC
TCGA-CV-7568-01A	TCGA.CV.7568.01A	WT	0.748169060580999	0.79767506697624	TCGA-HNSC
TCGA-CV-A45P-01A	TCGA.CV.A45P.01A	WT	0.723781776626167	0.845272006032011	TCGA-HNSC
TCGA-CV-A45Q-01A	TCGA.CV.A45Q.01A	WT	0.723328060175117	0.814534150180092	TCGA-HNSC
TCGA-CV-A45T-01A	TCGA.CV.A45T.01A	WT	0.729471048988205	0.84778320965574	TCGA-HNSC
TCGA-CV-A45U-01A	TCGA.CV.A45U.01A	WT	0.689095396467384	0.774461387618211	TCGA-HNSC
TCGA-CV-A45X-01A	TCGA.CV.A45X.01A	WT	0.685100110966342	0.78424307472397	TCGA-HNSC
TCGA-CV-A45Y-01A	TCGA.CV.A45Y.01A	WT	0.72075330967812	0.881427755968963	TCGA-HNSC
TCGA-CV-A461-01A	TCGA.CV.A461.01A	WT	0.66822535939699	0.771556096061299	TCGA-HNSC
TCGA-CV-A463-01A	TCGA.CV.A463.01A	WT	0.707847815246094	0.682876039799739	TCGA-HNSC
TCGA-CV-A464-01A	TCGA.CV.A464.01A	WT	0.712411295494182	0.784454623397274	TCGA-HNSC
TCGA-CV-A465-01A	TCGA.CV.A465.01A	WT	0.670583764812592	0.797412258703094	TCGA-HNSC
TCGA-CV-A468-01A	TCGA.CV.A468.01A	WT	0.756110620545566	0.83317205957541	TCGA-HNSC
TCGA-CV-A6JD-01A	TCGA.CV.A6JD.01A	WT	0.705814217217002	0.799600531472723	TCGA-HNSC
TCGA-CV-A6JE-01A	TCGA.CV.A6JE.01A	WT	0.59030647098065	0.752924969178924	TCGA-HNSC
TCGA-CV-A6JM-01A	TCGA.CV.A6JM.01A	WT	0.656767427774626	0.711521041281803	TCGA-HNSC
TCGA-CV-A6JO-01B	TCGA.CV.A6JO.01B	WT	0.733545754151759	0.83950801156249	TCGA-HNSC
TCGA-CV-A6JU-01A	TCGA.CV.A6JU.01A	WT	0.670597147231129	0.802175667790235	TCGA-HNSC
TCGA-CV-A6JY-01A	TCGA.CV.A6JY.01A	WT	0.659901793512894	0.69232583418176	TCGA-HNSC
TCGA-CV-A6JZ-01A	TCGA.CV.A6JZ.01A	WT	0.750338132101972	0.814210582281921	TCGA-HNSC
TCGA-CV-A6K0-01B	TCGA.CV.A6K0.01B	WT	0.743803521435812	0.809583976818068	TCGA-HNSC
TCGA-CV-A6K2-01A	TCGA.CV.A6K2.01A	WT	0.690753832555488	0.751341796254178	TCGA-HNSC
TCGA-CX-7086-01A	TCGA.CX.7086.01A	WT	0.520727266659656	0.574117565775391	TCGA-HNSC
TCGA-CX-7219-01A	TCGA.CX.7219.01A	WT	0.705983764290731	0.757352602657544	TCGA-HNSC
TCGA-CX-A4AQ-01A	TCGA.CX.A4AQ.01A	WT	0.729950877130842	0.890186784387055	TCGA-HNSC
TCGA-D6-6515-01A	TCGA.D6.6515.01A	WT	0.734605968183685	0.819026960431547	TCGA-HNSC
TCGA-D6-6516-01A	TCGA.D6.6516.01A	Loss	0.731323657088062	0.833604644746804	TCGA-HNSC
TCGA-D6-6517-01A	TCGA.D6.6517.01A	WT	0.696830220422684	0.801799221736675	TCGA-HNSC
TCGA-D6-6823-01A	TCGA.D6.6823.01A	WT	0.667095915234978	0.801222848787966	TCGA-HNSC
TCGA-D6-6824-01A	TCGA.D6.6824.01A	WT	0.759376123705304	0.788717795181782	TCGA-HNSC
TCGA-D6-6825-01A	TCGA.D6.6825.01A	WT	0.685314428353402	0.779937056692131	TCGA-HNSC
TCGA-D6-6826-01A	TCGA.D6.6826.01A	WT	0.734687021761485	0.818998489882015	TCGA-HNSC
TCGA-D6-6827-01A	TCGA.D6.6827.01A	WT	0.788882071483292	0.880118135530476	TCGA-HNSC
TCGA-D6-8569-01A	TCGA.D6.8569.01A	WT	0.680273276407509	0.800338546720271	TCGA-HNSC
TCGA-D6-A4Z9-01A	TCGA.D6.A4Z9.01A	WT	0.746208208313834	0.847162890179508	TCGA-HNSC
TCGA-D6-A4ZB-01A	TCGA.D6.A4ZB.01A	WT	0.712323771747576	0.821231433504751	TCGA-HNSC
TCGA-D6-A6EK-01A	TCGA.D6.A6EK.01A	WT	0.691959779796523	0.737668588219854	TCGA-HNSC
TCGA-D6-A6EM-01A	TCGA.D6.A6EM.01A	WT	0.723342992853866	0.818708823794013	TCGA-HNSC
TCGA-D6-A6EN-01A	TCGA.D6.A6EN.01A	WT	0.681305736769266	0.805858902378885	TCGA-HNSC
TCGA-D6-A6EO-01A	TCGA.D6.A6EO.01A	WT	0.607296714783193	0.789422063704691	TCGA-HNSC
TCGA-D6-A6EP-01A	TCGA.D6.A6EP.01A	WT	0.687671263175611	0.716350557788655	TCGA-HNSC
TCGA-D6-A6EQ-01A	TCGA.D6.A6EQ.01A	WT	0.649129723089736	0.777422659017465	TCGA-HNSC
TCGA-D6-A6ES-01A	TCGA.D6.A6ES.01A	WT	0.622825300472401	0.675232686805161	TCGA-HNSC
TCGA-D6-A74Q-01A	TCGA.D6.A74Q.01A	WT	0.633640569964107	0.763516640590363	TCGA-HNSC
TCGA-DQ-5624-01A	TCGA.DQ.5624.01A	WT	0.712933355166327	0.793501061436774	TCGA-HNSC
TCGA-DQ-5625-01A	TCGA.DQ.5625.01A	WT	0.716033360596059	0.812860354764854	TCGA-HNSC
TCGA-DQ-5629-01A	TCGA.DQ.5629.01A	Loss	0.670810987362174	0.717186450530126	TCGA-HNSC
TCGA-DQ-5630-01A	TCGA.DQ.5630.01A	WT	0.727283824107745	0.803518137386636	TCGA-HNSC
TCGA-DQ-5631-01A	TCGA.DQ.5631.01A	WT	0.652919018812613	0.823046084826544	TCGA-HNSC
TCGA-DQ-7588-01A	TCGA.DQ.7588.01A	WT	0.595260222024985	0.60206716108888	TCGA-HNSC
TCGA-DQ-7589-01A	TCGA.DQ.7589.01A	WT	0.696461116258908	0.650777832414589	TCGA-HNSC
TCGA-DQ-7590-01A	TCGA.DQ.7590.01A	WT	0.724446504616142	0.816630425962629	TCGA-HNSC
TCGA-DQ-7593-01A	TCGA.DQ.7593.01A	WT	0.719029309254509	0.836634517136759	TCGA-HNSC
TCGA-DQ-7594-01A	TCGA.DQ.7594.01A	WT	0.693435786034197	0.806975532464203	TCGA-HNSC
TCGA-DQ-7595-01A	TCGA.DQ.7595.01A	WT	0.60188592519824	0.693490465243821	TCGA-HNSC
TCGA-DQ-7596-01A	TCGA.DQ.7596.01A	WT	0.730420362134619	0.818829974065013	TCGA-HNSC
TCGA-F7-7848-01A	TCGA.F7.7848.01A	WT	0.625374849506857	0.750917496478181	TCGA-HNSC
TCGA-F7-8298-01A	TCGA.F7.8298.01A	WT	0.670842197671872	0.76546038710179	TCGA-HNSC
TCGA-F7-8489-01A	TCGA.F7.8489.01A	WT	0.744296463879608	0.830491586963796	TCGA-HNSC
TCGA-F7-A50G-01A	TCGA.F7.A50G.01A	WT	0.696386120031863	0.794030879667989	TCGA-HNSC
TCGA-F7-A50I-01A	TCGA.F7.A50I.01A	WT	0.702305138613977	0.754710895619986	TCGA-HNSC
TCGA-F7-A50J-01A	TCGA.F7.A50J.01A	WT	0.648919842917821	0.773673336557899	TCGA-HNSC
TCGA-F7-A61V-01A	TCGA.F7.A61V.01A	WT	0.639711511514194	0.665438300032542	TCGA-HNSC
TCGA-F7-A61W-01A	TCGA.F7.A61W.01A	WT	0.593173662268611	0.602534330510873	TCGA-HNSC
TCGA-F7-A620-01A	TCGA.F7.A620.01A	WT	0.736556481729035	0.769391321830431	TCGA-HNSC
TCGA-F7-A622-01A	TCGA.F7.A622.01A	WT	0.674591698745652	0.743640571638982	TCGA-HNSC
TCGA-F7-A623-01A	TCGA.F7.A623.01A	WT	0.719766066641734	0.642180674129077	TCGA-HNSC
TCGA-F7-A624-01A	TCGA.F7.A624.01A	WT	0.728111224697263	0.819311467894263	TCGA-HNSC
TCGA-H7-7774-01A	TCGA.H7.7774.01A	WT	0.682748026922324	0.671733001783138	TCGA-HNSC
TCGA-H7-8501-01A	TCGA.H7.8501.01A	WT	0.746609256333135	0.848576599735997	TCGA-HNSC
TCGA-H7-8502-01A	TCGA.H7.8502.01A	WT	0.673579448494656	0.816952694044605	TCGA-HNSC
TCGA-H7-A6C4-01A	TCGA.H7.A6C4.01A	WT	0.719865461959455	0.817734675930105	TCGA-HNSC
TCGA-H7-A6C5-01A	TCGA.H7.A6C5.01A	WT	0.639372648897002	0.728037974774097	TCGA-HNSC
TCGA-H7-A76A-01A	TCGA.H7.A76A.01A	WT	0.719394045638196	0.842440300558841	TCGA-HNSC
TCGA-HD-7229-01A	TCGA.HD.7229.01A	WT	0.714482364644891	0.79283237985417	TCGA-HNSC
TCGA-HD-7753-01A	TCGA.HD.7753.01A	WT	0.663164095003751	0.764852595645003	TCGA-HNSC
TCGA-HD-7754-01A	TCGA.HD.7754.01A	WT	0.67835927997445	0.779485590593132	TCGA-HNSC
TCGA-HD-7831-01A	TCGA.HD.7831.01A	WT	0.7116149553724	0.78833248508787	TCGA-HNSC
TCGA-HD-7832-01A	TCGA.HD.7832.01A	WT	0.69186303553372	0.8196180699556	TCGA-HNSC
TCGA-HD-7917-01A	TCGA.HD.7917.01A	WT	0.629080041828106	0.816321542500819	TCGA-HNSC
TCGA-HD-8634-01A	TCGA.HD.8634.01A	WT	0.748337005331127	0.830740075550537	TCGA-HNSC
TCGA-HD-A4C1-01A	TCGA.HD.A4C1.01A	WT	0.688275798601279	0.783114081275854	TCGA-HNSC
TCGA-HD-A633-01A	TCGA.HD.A633.01A	WT	0.628027899400821	0.69878764585871	TCGA-HNSC
TCGA-HD-A634-01A	TCGA.HD.A634.01A	WT	0.678985685583006	0.789709573057316	TCGA-HNSC
TCGA-HD-A6I0-01A	TCGA.HD.A6I0.01A	WT	0.682064798628239	0.799792750185875	TCGA-HNSC
TCGA-HL-7533-01A	TCGA.HL.7533.01A	WT	0.683330461779784	0.711958931433983	TCGA-HNSC
TCGA-IQ-7630-01A	TCGA.IQ.7630.01A	WT	0.670210418107101	0.767966218268219	TCGA-HNSC
TCGA-IQ-A61E-01A	TCGA.IQ.A61E.01A	WT	0.70941499677196	0.80950446353404	TCGA-HNSC
TCGA-IQ-A61G-01A	TCGA.IQ.A61G.01A	Loss	0.696923585516851	0.69518763010709	TCGA-HNSC
TCGA-IQ-A61H-01A	TCGA.IQ.A61H.01A	WT	0.731160044121905	0.747988022749424	TCGA-HNSC
TCGA-IQ-A61I-01A	TCGA.IQ.A61I.01A	WT	0.729390886252322	0.851176482778161	TCGA-HNSC
TCGA-IQ-A61J-01A	TCGA.IQ.A61J.01A	WT	0.74012768201648	0.81907846308998	TCGA-HNSC
TCGA-IQ-A61K-01A	TCGA.IQ.A61K.01A	WT	0.647112102370132	0.822592580933843	TCGA-HNSC
TCGA-IQ-A61L-01A	TCGA.IQ.A61L.01A	WT	0.686836349096866	0.839339064188937	TCGA-HNSC
TCGA-IQ-A61O-01A	TCGA.IQ.A61O.01A	WT	0.653676326706755	0.777826958964352	TCGA-HNSC
TCGA-IQ-A6SG-01A	TCGA.IQ.A6SG.01A	WT	0.670464061237815	0.75986574446979	TCGA-HNSC
TCGA-IQ-A6SH-01A	TCGA.IQ.A6SH.01A	WT	0.639196805647648	0.766560133202441	TCGA-HNSC
TCGA-KU-A66S-01A	TCGA.KU.A66S.01A	WT	0.523614299186036	0.706519914679987	TCGA-HNSC
TCGA-KU-A66T-01A	TCGA.KU.A66T.01A	WT	0.558384124265146	0.712653111671248	TCGA-HNSC
TCGA-KU-A6H7-01A	TCGA.KU.A6H7.01A	WT	0.70203947042944	0.828070159582329	TCGA-HNSC
TCGA-KU-A6H8-01A	TCGA.KU.A6H8.01A	WT	0.759348184124801	0.849967496333395	TCGA-HNSC
TCGA-MT-A51W-01A	TCGA.MT.A51W.01A	WT	0.736693499532868	0.768169485291897	TCGA-HNSC
TCGA-MT-A51X-01A	TCGA.MT.A51X.01A	WT	0.626267013576643	0.792572564006289	TCGA-HNSC
TCGA-MT-A67A-01A	TCGA.MT.A67A.01A	WT	0.673354486342148	0.781223806136878	TCGA-HNSC
TCGA-MT-A67D-01A	TCGA.MT.A67D.01A	WT	0.712209307932768	0.839323138648441	TCGA-HNSC
TCGA-MT-A67F-01A	TCGA.MT.A67F.01A	WT	0.76252217845754	0.833720636742171	TCGA-HNSC
TCGA-MT-A67G-01A	TCGA.MT.A67G.01A	WT	0.75171103015469	0.815055494463045	TCGA-HNSC
TCGA-MT-A7BN-01A	TCGA.MT.A7BN.01A	WT	0.681184022647487	0.794089706955421	TCGA-HNSC
TCGA-MZ-A5BI-01A	TCGA.MZ.A5BI.01A	WT	0.706697651902237	0.772737528662766	TCGA-HNSC
TCGA-MZ-A6I9-01A	TCGA.MZ.A6I9.01A	WT	0.680043426713699	0.809085662373178	TCGA-HNSC
TCGA-MZ-A7D7-01A	TCGA.MZ.A7D7.01A	WT	0.691810512267232	0.758513691537674	TCGA-HNSC
TCGA-P3-A5Q5-01A	TCGA.P3.A5Q5.01A	WT	0.651303722482253	0.803563692401201	TCGA-HNSC
TCGA-P3-A5Q6-01A	TCGA.P3.A5Q6.01A	WT	0.700549807769808	0.739208958720369	TCGA-HNSC
TCGA-P3-A5QA-01A	TCGA.P3.A5QA.01A	WT	0.679271630647424	0.766412232282171	TCGA-HNSC
TCGA-P3-A5QE-01A	TCGA.P3.A5QE.01A	WT	0.728246319201622	0.788985477934469	TCGA-HNSC
TCGA-P3-A5QF-01A	TCGA.P3.A5QF.01A	WT	0.648592664081754	0.809715055266655	TCGA-HNSC
TCGA-P3-A6SW-01A	TCGA.P3.A6SW.01A	WT	0.731941030725673	0.83753118873613	TCGA-HNSC
TCGA-P3-A6SX-01A	TCGA.P3.A6SX.01A	WT	0.61471886547888	0.746362953579915	TCGA-HNSC
TCGA-P3-A6T0-01A	TCGA.P3.A6T0.01A	WT	0.60063904595928	0.765584095914816	TCGA-HNSC
TCGA-P3-A6T2-01A	TCGA.P3.A6T2.01A	WT	0.700158178354207	0.834507613017838	TCGA-HNSC
TCGA-P3-A6T3-01A	TCGA.P3.A6T3.01A	WT	0.578233576907301	0.731278033305376	TCGA-HNSC
TCGA-P3-A6T4-01A	TCGA.P3.A6T4.01A	WT	0.627943623036702	0.722997300497815	TCGA-HNSC
TCGA-P3-A6T5-01A	TCGA.P3.A6T5.01A	WT	0.69878953631778	0.788610689457657	TCGA-HNSC
TCGA-P3-A6T6-01A	TCGA.P3.A6T6.01A	WT	0.646278054538819	0.836658820470349	TCGA-HNSC
TCGA-P3-A6T7-01A	TCGA.P3.A6T7.01A	WT	0.720396363875448	0.817376403658416	TCGA-HNSC
TCGA-P3-A6T8-01A	TCGA.P3.A6T8.01A	WT	0.697572343537195	0.764352882774468	TCGA-HNSC
TCGA-QK-A64Z-01A	TCGA.QK.A64Z.01A	WT	0.741153502654281	0.836972823735902	TCGA-HNSC
TCGA-QK-A652-01A	TCGA.QK.A652.01A	WT	0.748439584972171	0.861901644917159	TCGA-HNSC
TCGA-QK-A6IF-01A	TCGA.QK.A6IF.01A	WT	0.781240530235427	0.841920129431741	TCGA-HNSC
TCGA-QK-A6IG-01A	TCGA.QK.A6IG.01A	WT	0.649429047503038	0.728304568990918	TCGA-HNSC
TCGA-QK-A6IH-01A	TCGA.QK.A6IH.01A	WT	0.597050038446697	0.74508704398167	TCGA-HNSC
TCGA-QK-A6II-01A	TCGA.QK.A6II.01A	WT	0.729916227829354	0.795500044837421	TCGA-HNSC
TCGA-QK-A6IJ-01A	TCGA.QK.A6IJ.01A	WT	0.689568609999715	0.805949659968046	TCGA-HNSC
TCGA-QK-A6V9-01A	TCGA.QK.A6V9.01A	WT	0.738424864781716	0.81711026250877	TCGA-HNSC
TCGA-QK-A6VB-01A	TCGA.QK.A6VB.01A	WT	0.479495698008219	0.695777513411223	TCGA-HNSC
TCGA-QK-A6VC-01A	TCGA.QK.A6VC.01A	WT	0.680730909081589	0.772106225040522	TCGA-HNSC
TCGA-QK-A8Z7-01A	TCGA.QK.A8Z7.01A	Loss	0.438990573869474	0.674090217426518	TCGA-HNSC
TCGA-QK-A8Z8-01A	TCGA.QK.A8Z8.01A	WT	0.543894576674043	0.601443579145837	TCGA-HNSC
TCGA-QK-A8Z9-01B	TCGA.QK.A8Z9.01B	WT	0.718056905327553	0.710776299376434	TCGA-HNSC
TCGA-QK-A8ZA-01A	TCGA.QK.A8ZA.01A	WT	0.682056232027526	0.623450734045256	TCGA-HNSC
TCGA-QK-A8ZB-01A	TCGA.QK.A8ZB.01A	WT	0.675984625796667	0.751037870946306	TCGA-HNSC
TCGA-QK-AA3J-01A	TCGA.QK.AA3J.01A	WT	0.593349018281439	0.505512256780365	TCGA-HNSC
TCGA-QK-AA3K-01A	TCGA.QK.AA3K.01A	WT	0.698348574781341	0.712968709292742	TCGA-HNSC
TCGA-RS-A6TO-01A	TCGA.RS.A6TO.01A	WT	0.605062848111908	0.720706885827983	TCGA-HNSC
TCGA-RS-A6TP-01A	TCGA.RS.A6TP.01A	WT	0.616261017776341	0.801359123335521	TCGA-HNSC
TCGA-T2-A6WX-01A	TCGA.T2.A6WX.01A	WT	0.675375873566527	0.777605523073968	TCGA-HNSC
TCGA-T2-A6WZ-01A	TCGA.T2.A6WZ.01A	WT	0.714708736111165	0.80390323519659	TCGA-HNSC
TCGA-T2-A6X0-01A	TCGA.T2.A6X0.01A	Loss	0.72023728766188	0.816673728360493	TCGA-HNSC
TCGA-T2-A6X2-01A	TCGA.T2.A6X2.01A	WT	0.701750370922266	0.809945884245164	TCGA-HNSC
TCGA-T3-A92M-01A	TCGA.T3.A92M.01A	WT	0.695508171806908	0.749600464259255	TCGA-HNSC
TCGA-T3-A92N-01A	TCGA.T3.A92N.01A	WT	0.717102022801446	0.702704725441845	TCGA-HNSC
TCGA-TN-A7HI-01A	TCGA.TN.A7HI.01A	WT	0.707725838437498	0.842271256605305	TCGA-HNSC
TCGA-TN-A7HJ-01A	TCGA.TN.A7HJ.01A	WT	0.682162573927051	0.780840930418425	TCGA-HNSC
TCGA-TN-A7HL-01A	TCGA.TN.A7HL.01A	WT	0.728863515055431	0.798784977838812	TCGA-HNSC
