Sample Names	MutationType	ID1	ID2	ID4	ID6	ID8	ID9	ID14	ID19	ID23
C003	2:Del:R:0	0.0	0.0009341345044995238	0.9202799723299242	0.0	0.07501080568295523	0.0	0.0037750874826210207	0.0	0.0
C003	2:Del:R:1	0.0	0.006557031836800214	0.952911243816996	0.0	0.028405627210536123	0.0	0.012126097135667733	0.0	0.0
C003	2:Del:R:2	0.0	0.014311912333600017	0.9586055002715094	0.0	0.006175186397945593	0.0	0.020907400996945186	0.0	0.0
C003	2:Del:R:3	0.0	0.024637053058502202	0.9609133255236191	0.0	0.0013551239260830403	0.0	0.013094497491795625	0.0	0.0
C003	2:Del:R:4	0.0	0.10329947808658219	0.8483907640335021	0.0	0.04814460652572736	0.0	0.00016515135418839649	0.0	0.0
C003	2:Del:R:5	0.0	7.017869984040352e-16	0.8056458012643657	0.0	0.18778715551716338	0.0	0.0065670432184703085	0.0	0.0
C003	3:Del:R:0	0.0	0.000430879113693383	0.3931391532370551	0.0	0.5669042545589681	0.0	0.039525713090283264	0.0	0.0
C003	3:Del:R:1	0.0	0.021717954685495436	0.9484893716777539	0.0	0.008782666929057078	0.0	0.021010006707693468	0.0	0.0
C003	3:Del:R:2	0.0	0.043827457593815844	0.9251983090676836	0.0	0.010811092886229624	0.0	0.020163140452270745	0.0	0.0
C003	3:Del:R:3	0.0	0.04164499418324467	0.8931992257773874	0.0	0.03933577399568356	0.0	0.025820006043684438	0.0	0.0
C003	3:Del:R:4	0.0	2.238910659992215e-15	0.9977328914727461	0.0	0.0022671085272465254	0.0	5.18276800134218e-15	0.0	0.0
C003	3:Del:R:5	0.0	1.4638465570097286e-15	0.9494139101185198	0.0	0.050586089881475435	0.0	3.4057594579542798e-15	0.0	0.0
C003	4:Del:R:0	0.0	0.0004555600125346772	0.6143646656058205	0.0	0.3778875386669503	0.0	0.0072922357146945485	0.0	0.0
C003	4:Del:R:1	0.0	0.01428659604997028	0.9651066991710894	0.0	0.016438211284226283	0.0	0.004168493494714025	0.0	0.0
C003	4:Del:R:2	0.0	0.015880346535133875	0.9568414902362344	0.0	0.011953096254264195	0.0	0.015325066974367405	0.0	0.0
C003	4:Del:R:3	0.0	0.0007024859111474175	0.99026279157272	0.0	0.004174331686598134	0.0	0.004860390829534402	0.0	0.0
C003	4:Del:R:4	0.0	1.912409004735145e-15	0.9255951858613405	0.0	0.07066230233951758	0.0	0.003742511799139917	0.0	0.0
C003	4:Del:R:5	0.0	0.13198839778243007	0.8620461454116116	0.0	0.005965456805952627	0.0	5.76472639818135e-15	0.0	0.0
C003	5:Del:R:0	0.0	0.000103385550371722	0.02497058711301988	0.0	0.9585808684950421	0.0	0.016345158841566305	0.0	0.0
C003	5:Del:R:1	0.0	0.07534751052290803	0.8949729653146314	0.0	0.021721897508376678	0.0	0.007957626654083914	0.0	0.0
C003	5:Del:R:2	0.0	0.0614628007424394	0.8153785949660185	0.0	0.11986533303611432	0.0	0.0032932712554278576	0.0	0.0
C003	5:Del:R:3	0.0	0.05530778245346779	0.9304448270326924	0.0	0.004280512024776611	0.0	0.009966878489063188	0.0	0.0
C003	5:Del:R:4	0.0	0.14125524547685112	0.5513069654095589	0.0	0.28242210219325037	0.0	0.02501568692033963	0.0	0.0
C003	5:Del:R:5	0.0	0.05079772799973163	0.5724125206815043	0.0	0.15922212384821544	0.0	0.2175676274705487	0.0	0.0
C003	2:Ins:R:0	0.0	0.011743579932068331	0.03924781466905141	0.0	0.1017425053785623	0.0	0.8472661000203179	0.0	0.0
C003	2:Ins:R:1	0.0	0.06572924891694268	0.3012102441961423	0.0	0.6031136741105296	0.0	0.029946832776385428	0.0	0.0
C003	2:Ins:R:2	0.0	0.3229715197847316	0.1869354100477037	0.0	0.14252203379150288	0.0	0.34757103637606174	0.0	0.0
