NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	34.485	127.925	7.195	80.093	1.393	0.504	40000.0
2	34.534	128.213	7.402	80.098	1.402	0.51	40000.0
3	33.585	126.582	6.921	78.629	1.408	0.523	60000.0
4	34.852	128.028	7.389	80.538	1.352	0.502	40000.0
5	34.108	127.417	7.205	80.237	1.388	0.495	40000.0
6	34.631	129.273	7.24	79.797	1.424	0.506	80000.0
7	35.773	130.423	7.599	81.444	1.443	0.488	40000.0
8	34.112	126.712	7.194	79.491	1.344	0.513	60000.0
9	34.11	128.517	7.095	79.933	1.414	0.503	40000.0
10	34.957	127.931	7.353	80.128	1.358	0.507	60000.0
11	34.331	126.689	7.174	78.967	1.385	0.523	40000.0
12	34.645	129.123	7.372	80.091	1.406	0.508	40000.0
13	34.044	126.751	7.192	79.538	1.343	0.516	40000.0
14	34.987	129.223	7.257	80.402	1.389	0.499	40000.0
15	34.516	125.755	7.16	78.283	1.372	0.53	40000.0
16	35.034	128.979	7.383	79.623	1.421	0.515	40000.0
17	33.469	125.715	6.972	78.013	1.357	0.536	40000.0
18	34.251	126.983	7.197	79.047	1.379	0.522	40000.0
19	34.5	128.206	7.314	79.742	1.369	0.518	40000.0
20	34.787	128.496	7.238	79.907	1.388	0.504	0.0
21	34.312	127.017	7.254	80.101	1.38	0.508	40000.0
22	34.972	128.768	7.356	80.07	1.39	0.507	80000.0
23	34.618	129.05	7.377	80.258	1.416	0.496	60000.0
24	34.06	128.755	7.149	79.293	1.385	0.52	80000.0
25	33.856	127.908	7.229	79.107	1.376	0.524	80000.0
26	34.889	128.687	7.312	79.619	1.4	0.511	80000.0
27	33.77	125.112	7.145	78.302	1.315	0.538	80000.0
28	34.7	128.425	7.458	80.612	1.414	0.493	60000.0
29	34.286	124.696	7.247	78.878	1.351	0.531	40000.0
30	35.396	130.009	7.4	80.397	1.387	0.501	60000.0
31	34.485	127.046	7.121	79.643	1.378	0.507	60000.0
32	34.01	125.967	7.084	78.666	1.354	0.528	60000.0
33	34.482	126.943	7.066	79.18	1.367	0.523	60000.0
34	34.574	128.82	7.202	80.23	1.435	0.497	40000.0
35	34.01	125.879	7.026	78.428	1.356	0.532	40000.0
36	34.276	127.954	7.228	80.188	1.398	0.505	40000.0
37	34.821	130.725	7.478	81.391	1.459	0.477	60000.0
38	34.179	127.116	7.16	80.167	1.389	0.5	80000.0
39	34.988	129.197	7.349	79.641	1.389	0.521	80000.0
40	34.563	127.897	7.111	79.806	1.384	0.508	40000.0
41	34.317	126.429	7.06	79.122	1.345	0.52	40000.0
42	34.892	127.826	7.453	79.918	1.379	0.511	60000.0
43	34.067	123.859	7.083	77.851	1.296	0.553	40000.0
44	34.013	127.909	7.02	78.728	1.384	0.529	40000.0
45	34.089	128.126	7.185	79.02	1.38	0.524	40000.0
46	34.913	128.475	7.39	80.077	1.369	0.509	40000.0
47	34.654	131.018	7.16	80.911	1.41	0.485	40000.0
48	34.667	127.837	7.22	79.339	1.368	0.52	80000.0
49	34.769	128.735	7.202	79.693	1.391	0.515	40000.0
50	34.541	128.849	7.131	79.815	1.405	0.501	60000.0
51	34.528	129.065	7.278	80.345	1.415	0.505	60000.0
52	34.233	126.562	7.025	79.067	1.362	0.522	80000.0
53	34.731	127.817	7.338	79.448	1.381	0.518	40000.0
54	34.397	126.325	7.042	79.217	1.38	0.522	0.0
55	33.89	123.753	7.131	77.369	1.328	0.559	40000.0
56	34.961	129.863	7.326	80.527	1.431	0.493	60000.0
57	34.519	127.461	7.292	79.967	1.384	0.507	60000.0
58	34.567	127.339	7.243	79.374	1.379	0.515	40000.0
59	34.943	128.205	7.463	80.691	1.403	0.494	0.0
60	34.091	129.398	7.186	79.825	1.418	0.504	40000.0
61	34.816	127.188	7.393	79.786	1.347	0.518	60000.0
62	35.101	128.131	7.366	80.167	1.372	0.509	60000.0
63	35.048	128.69	7.392	80.769	1.398	0.492	0.0
64	33.858	126.921	7.077	78.711	1.389	0.525	40000.0
65	34.404	128.884	7.092	79.782	1.434	0.498	60000.0
66	33.757	127.536	7.061	78.932	1.409	0.517	40000.0
67	34.484	126.569	7.2	78.78	1.379	0.526	60000.0
68	34.156	126.385	7.221	79.152	1.354	0.524	40000.0
69	34.817	126.576	7.223	78.726	1.356	0.536	60000.0
70	34.071	127.578	7.104	79.495	1.369	0.518	60000.0
71	34.591	125.803	7.254	79.207	1.359	0.522	60000.0
72	34.106	128.452	7.119	79.18	1.389	0.513	0.0
73	34.395	127.114	7.261	79.923	1.365	0.512	40000.0
74	34.476	129.805	7.301	79.781	1.438	0.506	40000.0
75	34.101	129.14	7.183	80.465	1.438	0.488	40000.0
76	34.31	129.054	7.139	79.667	1.406	0.51	40000.0
77	34.55	130.27	7.27	80.426	1.458	0.494	60000.0
78	34.003	126.274	7.058	78.737	1.347	0.525	60000.0
79	33.686	126.829	7.051	79.136	1.395	0.518	40000.0
