NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	136.06	76.92	20.232	56.597	0.667	0.668	60000.0
2	135.327	75.234	19.918	55.888	0.626	0.685	60000.0
3	138.261	76.029	20.565	56.648	0.634	0.681	80000.0
4	135.487	75.692	20.004	56.1	0.631	0.681	60000.0
5	138.811	76.909	20.588	57.156	0.646	0.668	140000.0
6	135.154	75.918	20.108	56.216	0.64	0.683	80000.0
7	137.468	76.016	20.886	55.887	0.643	0.684	80000.0
8	136.305	76.659	20.241	56.736	0.663	0.674	40000.0
9	138.681	76.449	20.461	56.692	0.63	0.676	60000.0
10	132.94	76.333	19.491	56.189	0.655	0.675	60000.0
11	141.999	74.477	21.243	55.203	0.613	0.701	160000.0
12	144.494	75.462	22.023	56.135	0.62	0.69	80000.0
13	139.891	75.181	21.181	56.059	0.614	0.69	60000.0
14	142.584	74.365	22.12	56.287	0.609	0.691	40000.0
15	135.334	74.374	19.912	55.153	0.614	0.7	120000.0
16	135.776	76.966	20.06	56.464	0.655	0.677	80000.0
17	135.789	76.475	20.152	56.151	0.645	0.681	60000.0
18	135.332	76.876	19.92	56.405	0.656	0.674	80000.0
19	143.719	75.531	21.804	55.941	0.626	0.688	80000.0
20	136.324	76.061	20.266	56.406	0.621	0.684	100000.0
21	135.508	76.302	20.051	56.112	0.64	0.684	100000.0
22	144.815	75.799	21.964	56.734	0.617	0.686	80000.0
23	136.141	76.713	20.058	56.732	0.65	0.674	140000.0
24	135.047	75.958	19.778	56.48	0.639	0.678	80000.0
25	133.381	74.901	19.809	56.259	0.627	0.681	60000.0
26	134.59	76.351	19.902	56.374	0.655	0.677	100000.0
27	134.595	74.991	19.993	55.501	0.62	0.697	120000.0
28	143.11	76.555	21.843	56.576	0.632	0.682	100000.0
29	142.352	75.898	21.416	56.183	0.617	0.691	60000.0
30	135.654	76.306	20.05	56.459	0.642	0.678	160000.0
31	140.976	77.237	21.359	57.355	0.656	0.665	60000.0
32	133.239	74.706	19.795	55.713	0.616	0.691	40000.0
33	135.946	76.083	20.214	56.195	0.629	0.683	120000.0
34	142.311	77.203	21.717	57.029	0.648	0.674	80000.0
35	138.115	76.774	20.166	56.426	0.655	0.68	100000.0
36	142.947	75.855	21.618	56.586	0.627	0.678	80000.0
37	137.092	76.305	20.079	56.399	0.63	0.679	100000.0
38	132.898	76.35	19.765	55.767	0.636	0.69	140000.0
39	134.588	75.427	20.112	56.565	0.635	0.676	100000.0
40	135.302	76.033	19.943	56.244	0.646	0.679	80000.0
41	137.898	76.082	20.258	55.728	0.637	0.69	60000.0
42	139.903	75.105	21.25	56.097	0.612	0.689	100000.0
43	138.053	76.578	20.466	56.38	0.659	0.677	60000.0
44	139.458	75.517	20.995	56.33	0.634	0.679	60000.0
45	136.587	76.569	20.198	56.443	0.637	0.683	140000.0
46	135.36	75.571	19.816	55.751	0.622	0.692	60000.0
47	134.502	76.303	19.965	56.553	0.642	0.68	200000.0
48	133.821	77.244	19.682	57.065	0.665	0.665	60000.0
49	136.614	76.344	20.158	56.355	0.646	0.675	100000.0
50	134.31	76.066	19.783	56.14	0.632	0.679	40000.0
51	133.953	75.462	19.774	56.122	0.652	0.676	60000.0
52	132.388	74.924	19.346	55.609	0.621	0.686	60000.0
53	139.693	76.554	21.279	56.862	0.645	0.678	160000.0
54	133.442	75.134	19.794	56.162	0.618	0.68	120000.0
55	140.233	77.307	21.041	56.838	0.657	0.672	60000.0
56	142.734	77.089	21.689	56.891	0.641	0.675	60000.0
57	137.793	76.776	20.549	57.021	0.646	0.672	60000.0
58	132.757	76.086	19.678	56.065	0.649	0.683	100000.0
59	137.981	75.862	20.37	56.407	0.618	0.683	40000.0
60	142.22	75.003	21.809	56.157	0.623	0.687	60000.0
61	138.543	77.357	20.432	57.11	0.653	0.666	40000.0
62	139.129	76.719	20.432	56.685	0.647	0.672	60000.0
63	142.996	76.357	22.115	56.271	0.646	0.684	80000.0
64	141.847	76.167	21.723	56.296	0.619	0.692	160000.0
65	133.773	75.157	19.868	55.99	0.623	0.681	100000.0
66	142.634	76.69	21.707	57.021	0.638	0.675	100000.0
67	141.056	76.145	21.377	56.261	0.637	0.682	100000.0
68	133.587	75.851	19.974	55.82	0.632	0.691	60000.0
69	137.33	76.398	20.491	56.572	0.637	0.682	60000.0
70	142.274	76.176	21.735	56.426	0.65	0.682	100000.0
71	136.893	76.175	20.484	56.491	0.631	0.683	60000.0
72	144.598	76.026	22.003	56.087	0.634	0.691	60000.0
73	135.093	77.231	19.825	56.879	0.65	0.67	80000.0
74	136.979	75.962	20.296	56.355	0.63	0.684	80000.0
75	142.44	76.027	21.427	56.317	0.62	0.685	80000.0
76	143.387	76.612	21.695	57.003	0.651	0.671	100000.0
77	133.327	75.111	19.758	55.878	0.621	0.689	100000.0
78	132.653	76.595	19.534	56.907	0.658	0.664	120000.0
79	138.664	76.064	20.438	56.549	0.639	0.679	80000.0
80	140.587	76.039	21.783	56.14	0.649	0.678	100000.0
81	136.069	75.688	20.164	55.813	0.639	0.687	80000.0
82	136.565	76.688	20.456	57.19	0.66	0.672	100000.0
83	136.274	75.041	20.434	55.979	0.614	0.689	80000.0
84	135.504	76.734	19.78	56.712	0.65	0.67	80000.0
85	144.337	75.927	22.122	56.945	0.628	0.678	60000.0
86	133.442	76.718	19.867	56.674	0.654	0.673	80000.0
87	140.505	75.37	21.323	56.557	0.623	0.678	140000.0
88	142.421	74.618	21.543	55.612	0.601	0.697	80000.0
89	137.422	76.523	20.354	56.496	0.629	0.682	60000.0
90	135.155	77.023	20.233	56.978	0.654	0.676	80000.0
91	142.383	73.69	21.614	55.672	0.598	0.699	60000.0
92	134.505	75.738	19.895	56.362	0.622	0.681	80000.0
93	135.914	75.962	19.943	56.18	0.644	0.68	40000.0
94	138.472	77.349	20.495	56.851	0.661	0.672	80000.0
95	141.175	75.358	21.044	55.951	0.612	0.694	80000.0
96	142.465	74.431	21.799	55.141	0.604	0.704	200000.0
97	138.832	77.195	20.89	56.801	0.658	0.671	120000.0
98	133.814	76.814	19.88	56.071	0.655	0.681	140000.0
99	132.77	76.041	19.41	56.23	0.651	0.677	100000.0
100	131.125	76.259	19.413	56.344	0.648	0.676	100000.0
101	139.781	74.986	21.292	55.893	0.615	0.687	60000.0
102	135.356	75.537	19.913	55.752	0.628	0.691	140000.0
103	139.853	75.708	21.128	55.893	0.624	0.687	80000.0
104	144.384	76.087	22.118	56.384	0.642	0.683	100000.0
105	141.191	74.982	21.39	55.853	0.617	0.692	80000.0
106	136.96	76.187	20.173	55.759	0.641	0.683	100000.0
107	142.984	76.019	21.409	56.314	0.621	0.688	80000.0
108	134.511	76.003	19.798	56.11	0.65	0.681	80000.0
109	135.195	77.417	19.872	57.117	0.644	0.671	80000.0
110	138.627	74.065	20.973	55.413	0.603	0.698	80000.0
111	133.898	75.469	19.733	55.922	0.629	0.687	80000.0
112	135.99	76.091	20.068	56.299	0.637	0.681	100000.0
113	146.736	76.948	22.361	56.805	0.648	0.68	80000.0
114	138.918	76.353	20.901	56.269	0.648	0.68	40000.0
115	138.765	76.416	20.362	56.625	0.641	0.679	120000.0
116	133.673	75.817	19.623	56.128	0.633	0.682	100000.0
117	135.015	75.747	19.705	55.86	0.624	0.686	60000.0
118	137.339	77.054	20.425	56.613	0.661	0.676	80000.0
119	142.189	76.189	21.367	56.362	0.639	0.684	80000.0
120	134.917	76.137	19.902	56.148	0.643	0.684	60000.0
121	137.88	76.517	20.307	56.666	0.64	0.678	80000.0
122	131.98	76.092	19.083	55.275	0.646	0.688	60000.0
123	143.871	77.327	21.485	57.03	0.648	0.67	60000.0
124	134.389	76.006	19.786	55.612	0.636	0.694	100000.0
125	133.281	75.133	19.674	55.639	0.618	0.69	40000.0
126	141.364	74.834	21.493	55.986	0.6	0.691	60000.0
127	133.578	76.396	19.854	56.876	0.648	0.671	80000.0
128	135.983	76.785	20.448	57.191	0.64	0.673	140000.0
129	137.479	76.463	20.364	57.001	0.657	0.668	80000.0
130	141.923	75.486	21.649	56.361	0.631	0.68	100000.0
131	144.129	76.894	22.032	57.023	0.641	0.676	60000.0
132	143.972	75.747	22.094	56.502	0.631	0.686	100000.0
133	137.319	76.248	20.07	56.343	0.635	0.678	120000.0
