Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.948	180.686	31.755%	24.639	31.737%	0.10376	0.879
C002	730	0.973	153.706	21.056%	22.39	23.076%	0.04177	0.933
C003	261	0.909	113.728	43.574%	15.231	41.811%	0.18746	0.792
C004	21	0.582	29.329	139.662%	4.402	81.743%	1.34711	0.481
C005	1064	0.97	248.056	23.314%	36.199	24.329%	0.04307	0.938
C006	279	0.946	99.847	35.787%	14.247	32.506%	0.12654	0.904
C007	525	0.978	121.98	23.234%	16.94	21.065%	0.06672	0.96
C008	12	0.776	13.799	114.992%	2.687	67.175%	1.15234	0.768
C009	816	0.972	177.25	21.722%	24.11	23.489%	0.05092	0.917
C010	35	0.626	45.623	130.351%	6.888	78.496%	1.1684	0.533
C010r	63	0.692	60.9	96.667%	8.707	72.308%	0.81983	0.523
C011	54	0.795	47.827	88.569%	6.536	60.685%	0.73202	0.709
C013	86	0.839	57.677	67.066%	8.26	54.465%	0.48709	0.745
C014	132	0.87	77.39	58.629%	10.173	49.521%	0.33326	0.76
F001	139	0.865	81.907	58.926%	10.857	50.24%	0.31939	0.751
F002	66	0.731	53.779	81.483%	7.853	68.352%	0.65295	0.542
F002r	541	0.94	186.172	34.413%	24.146	34.185%	0.10908	0.838
F004	67	0.863	45.826	68.397%	6.17	50.547%	0.49109	0.793
F005	115	0.877	68.763	59.794%	9.804	48.36%	0.38662	0.81
F006	8	0.589	11.991	149.888%	2.332	82.449%	1.55329	0.559
F007	2059	0.993	246.918	11.992%	33.31	12.263%	0.01462	0.983
F008	172	0.865	101.735	59.148%	14.636	50.439%	0.35081	0.778
F010	124	0.849	79.605	64.198%	10.254	52.881%	0.35901	0.716
F011	100	0.862	65.024	65.024%	10.094	50.982%	0.40142	0.809
F012	106	0.839	72.597	68.488%	9.973	54.57%	0.43762	0.74
F013	23	0.659	27.226	118.374%	4.375	76.159%	1.10187	0.587
F014	198	0.927	87.686	44.286%	12.023	37.39%	0.23154	0.877
F015	507	0.967	129.504	25.543%	18.331	25.389%	0.07058	0.931
F016	239	0.913	106.995	44.768%	15.026	40.972%	0.20889	0.838
F017	586	0.935	197.613	33.722%	28.04	35.423%	0.10076	0.841
F018	58	0.818	54.429	93.843%	9.064	58.753%	0.7997	0.786
F019	8	0.325	14.166	177.075%	2.991	94.584%	2.29616	0.205
F020	384	0.937	141.956	36.968%	19.336	35.012%	0.13602	0.868
F021	8	0.367	14.008	175.1%	2.946	93.161%	2.20346	0.281
F022	306	0.938	117.491	38.396%	15.597	34.703%	0.1385	0.879
F023	32	0.773	28.582	89.319%	4.668	63.523%	0.97937	0.706
F024	4	0.383	7.078	176.95%	1.855	92.75%	2.40023	0.34
F026	1396	0.979	268.668	19.246%	36.677	20.738%	0.03173	0.941
F027	31	0.599	38.297	123.539%	5.491	80.094%	1.0926	0.431
F029	328	0.906	149.825	45.678%	20.837	42.748%	0.20931	0.818
F031	650	0.961	179.961	27.686%	25.894	27.761%	0.08067	0.92
F034	129	0.872	74.49	57.744%	9.886	49.246%	0.32195	0.766
F036	736	0.945	214.142	29.095%	32.357	32.646%	0.08467	0.867
F037	9	0.471	14.528	161.422%	2.944	88.765%	1.94716	0.414
F038	176	0.883	96.082	54.592%	13.331	47.25%	0.29414	0.798
F039	150	0.878	81.993	54.662%	11.194	47.906%	0.31437	0.774
F041	703	0.962	188.781	26.854%	27.246	27.448%	0.07055	0.919
F042	349	0.949	116.648	33.423%	15.494	31.503%	0.13462	0.89
F043	260	0.908	111.865	43.025%	14.718	41.898%	0.16433	0.77
F044	67	0.833	48.554	72.469%	6.841	55.671%	0.50869	0.749
F045	306	0.91	130.132	42.527%	18.134	41.428%	0.16144	0.807
F046	28	0.568	36.502	130.364%	4.799	82.302%	1.17743	0.329
F048	28	0.564	35.581	127.075%	5.357	82.66%	1.20961	0.393
F050	7	0.267	12.801	182.871%	2.554	96.532%	2.79709	0.077
F052	44	0.714	42.893	97.484%	6.114	70.132%	0.8318	0.581
F053	125	0.791	84.894	67.915%	11.486	61.839%	0.43216	0.562
F054	41	0.699	42.192	102.907%	6.464	71.822%	0.88686	0.597
F055	1155	0.995	123.146	10.662%	18.412	9.754%	0.01378	0.992
F056	78	0.803	55.236	70.815%	7.636	59.627%	0.49488	0.65
F057	411	0.963	116.622	28.375%	16.041	27.322%	0.10175	0.924
F058	896	0.977	191.789	21.405%	25.123	21.529%	0.0511	0.938
F059	217	0.971	70.228	32.363%	10.219	24.297%	0.14126	0.96
F059r	319	0.972	92.137	28.883%	13.387	23.472%	0.11144	0.959
SJ01	2763	0.999	125.424	4.539%	24.189	4.295%	0.00173	0.999
SJ02	304	0.901	142.334	46.82%	18.454	43.593%	0.21401	0.771
SJ03	470	0.947	163.422	34.771%	23.283	32.438%	0.12558	0.906
SJ04	19	0.54	28.407	149.511%	5.137	84.452%	1.62953	0.465
SJ08	296	0.954	98.646	33.326%	13.163	30.009%	0.14764	0.91
SJ09	133	0.888	68.091	51.196%	10.191	46.467%	0.28801	0.817
SJ10	594	0.949	183.301	30.859%	24.204	31.575%	0.08806	0.858
SJ12	276	0.923	113.438	41.101%	14.959	38.445%	0.18901	0.83
SJ13	126	0.856	81.114	64.376%	10.576	51.978%	0.42093	0.748
SJ14	123	0.85	73.763	59.97%	9.782	52.665%	0.34844	0.7
SJ17	335	0.899	135.655	40.494%	20.009	43.841%	0.16938	0.75
SJ18	156	0.841	89.254	57.214%	12.32	54.131%	0.32233	0.655
SJ19	304	0.941	112.889	37.135%	14.916	33.778%	0.15907	0.881
SJ20	1600	0.985	252.738	15.796%	34.908	17.49%	0.02144	0.953
SJ25	204	0.891	107.989	52.936%	13.836	45.419%	0.27671	0.785
SJ28	1067	0.968	237.219	22.232%	33.098	25.003%	0.04443	0.9
SJ31	124	0.875	82.825	66.794%	11.427	49.824%	0.41196	0.829
SJ32	1063	0.979	192.826	18.14%	27.01	20.44%	0.03063	0.937
SJ33	155	0.874	85.969	55.464%	12.395	48.957%	0.33199	0.788
T135	4916	0.997	392.61	7.986%	57.496	7.666%	0.00492	0.995
