NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
161	27.155	106.286	6.046	70.254	1.0	0.652	60000.0
162	26.004	107.286	5.856	70.287	1.012	0.638	0.0
163	26.725	106.347	5.947	69.693	0.985	0.656	40000.0
164	26.685	107.654	5.817	69.893	1.019	0.649	60000.0
165	27.262	110.532	6.025	71.827	1.029	0.625	40000.0
166	27.357	107.932	6.015	70.222	1.013	0.648	60000.0
167	26.912	108.404	6.071	71.021	1.007	0.64	40000.0
168	26.743	106.856	6.071	70.198	0.984	0.656	60000.0
169	26.806	109.833	5.996	70.772	1.035	0.636	40000.0
170	26.869	107.505	5.999	70.647	0.999	0.644	60000.0
171	26.648	109.668	5.896	70.351	1.032	0.643	60000.0
172	27.361	108.462	6.218	72.16	1.01	0.629	40000.0
173	27.221	108.704	6.178	70.388	0.995	0.654	60000.0
174	27.375	110.455	6.107	72.308	1.048	0.626	40000.0
175	27.629	108.547	6.15	71.792	1.01	0.628	80000.0
176	26.825	106.057	6.003	70.976	0.981	0.645	40000.0
177	27.399	109.379	6.119	71.096	1.022	0.641	60000.0
178	27.727	107.544	6.152	69.258	1.0	0.671	40000.0
179	26.672	107.721	5.922	70.717	1.011	0.636	60000.0
180	26.804	102.642	6.053	68.116	0.946	0.676	40000.0
181	26.089	105.63	5.847	70.303	0.966	0.657	0.0
182	27.374	107.057	6.036	70.506	0.997	0.652	40000.0
183	27.705	103.36	6.239	69.184	0.918	0.678	60000.0
184	26.86	108.062	6.041	70.786	1.012	0.64	60000.0
185	27.172	108.327	6.038	71.183	1.01	0.646	40000.0
186	27.365	109.816	6.018	71.142	1.019	0.639	80000.0
187	27.071	110.376	6.086	71.038	1.055	0.637	60000.0
188	26.488	104.858	5.935	68.766	0.95	0.665	40000.0
189	26.658	107.608	5.948	70.158	1.008	0.647	60000.0
190	26.368	106.882	5.978	69.536	1.004	0.663	0.0
191	27.326	110.734	6.005	71.237	1.056	0.634	40000.0
192	26.741	106.232	5.815	69.919	0.967	0.656	40000.0
193	27.427	108.897	6.156	71.472	1.011	0.632	40000.0
194	26.747	108.185	5.93	70.368	1.011	0.642	40000.0
195	27.436	112.291	6.15	72.976	1.078	0.605	0.0
196	27.259	105.438	6.082	69.488	0.974	0.659	60000.0
197	27.113	106.496	5.961	69.429	1.002	0.651	40000.0
198	27.358	108.102	6.055	70.933	1.012	0.636	40000.0
199	27.175	106.452	6.061	70.195	0.976	0.657	40000.0
200	28.037	108.706	6.235	70.774	1.001	0.65	40000.0
