NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	135.113	75.732	20.356	55.867	0.652	0.678	60000.0
2	138.145	72.724	21.338	54.412	0.586	0.712	120000.0
3	140.427	74.406	21.678	55.681	0.606	0.697	140000.0
4	129.33	74.128	18.906	55.116	0.616	0.693	100000.0
5	134.619	76.076	20.04	56.233	0.632	0.681	80000.0
6	131.467	74.796	19.495	55.368	0.62	0.696	80000.0
7	127.388	74.647	18.856	55.054	0.627	0.689	60000.0
8	131.16	75.326	19.449	55.962	0.637	0.687	80000.0
9	134.838	75.437	19.815	55.898	0.625	0.686	60000.0
10	130.234	75.113	19.2	55.551	0.642	0.681	140000.0
11	132.158	73.616	19.237	54.689	0.603	0.706	60000.0
12	138.363	74.791	20.863	55.206	0.615	0.7	60000.0
13	133.823	75.208	19.772	55.566	0.616	0.693	80000.0
14	134.087	73.489	20.071	55.234	0.597	0.704	140000.0
15	129.334	73.586	18.863	54.406	0.609	0.704	60000.0
16	141.806	75.13	21.88	55.89	0.626	0.689	100000.0
17	131.348	74.423	19.286	55.04	0.616	0.697	60000.0
18	131.182	75.474	19.452	55.819	0.634	0.686	60000.0
19	140.931	74.794	21.271	55.533	0.612	0.693	140000.0
20	133.188	74.636	19.735	55.55	0.603	0.693	140000.0
21	130.752	74.866	19.258	55.052	0.615	0.697	100000.0
22	134.6	75.745	19.997	56.201	0.616	0.688	80000.0
23	132.188	75.31	19.584	55.507	0.63	0.693	60000.0
24	132.289	75.176	19.418	55.894	0.619	0.688	100000.0
25	131.873	74.251	19.528	55.51	0.614	0.695	100000.0
26	130.675	74.609	19.476	55.478	0.619	0.691	100000.0
27	129.329	74.287	19.209	54.943	0.609	0.7	100000.0
28	136.098	75.117	20.527	55.868	0.616	0.688	100000.0
29	137.046	75.747	20.677	55.796	0.632	0.688	80000.0
30	130.811	75.242	19.216	55.742	0.618	0.686	120000.0
31	131.685	76.043	19.312	56.231	0.641	0.679	100000.0
32	129.485	73.777	19.352	54.518	0.6	0.708	60000.0
33	131.458	75.067	19.489	55.517	0.616	0.689	80000.0
34	133.635	75.448	19.709	55.795	0.622	0.69	80000.0
35	133.587	75.754	19.651	55.971	0.635	0.687	100000.0
36	129.951	74.769	19.351	55.897	0.613	0.684	120000.0
37	131.725	74.63	19.173	55.582	0.613	0.689	160000.0
38	129.984	75.365	19.31	55.042	0.625	0.698	120000.0
39	138.995	74.316	21.611	55.514	0.616	0.694	60000.0
40	130.259	74.939	19.211	55.64	0.633	0.685	120000.0
41	132.686	74.473	19.468	54.716	0.62	0.702	80000.0
42	135.883	73.792	20.579	55.232	0.595	0.7	120000.0
43	133.052	74.707	19.64	55.284	0.625	0.691	100000.0
44	138.809	74.364	20.976	55.354	0.617	0.697	80000.0
45	139.087	75.059	21.349	55.776	0.617	0.694	80000.0
46	138.195	74.433	20.738	54.959	0.608	0.704	60000.0
47	130.839	74.904	19.234	55.458	0.623	0.691	60000.0
48	130.29	75.747	19.209	56.19	0.633	0.679	100000.0
49	141.13	74.991	21.971	55.768	0.626	0.687	140000.0
50	130.253	75.021	19.008	55.484	0.625	0.683	80000.0
51	130.441	74.349	19.292	55.35	0.624	0.688	100000.0
52	131.992	73.585	19.674	54.632	0.599	0.705	60000.0
53	136.699	75.593	20.645	56.017	0.634	0.686	60000.0
54	128.371	74.777	19.159	55.723	0.622	0.683	80000.0
55	139.42	75.848	21.329	56.184	0.628	0.687	140000.0
56	133.793	76.018	19.973	56.366	0.628	0.682	60000.0
57	132.904	74.215	19.825	55.146	0.617	0.702	120000.0
58	129.663	74.883	19.168	55.458	0.627	0.689	80000.0
59	133.16	74.654	19.784	55.348	0.605	0.698	80000.0
60	128.814	74.645	18.939	55.395	0.629	0.689	80000.0
61	132.157	75.206	19.461	56.08	0.614	0.683	60000.0
62	135.435	74.515	19.935	55.624	0.611	0.689	120000.0
63	133.391	75.376	19.779	55.813	0.642	0.686	120000.0
64	133.388	76.084	19.809	55.913	0.626	0.693	80000.0
65	130.614	74.012	19.504	55.184	0.605	0.693	40000.0
66	131.254	76.013	19.467	55.998	0.641	0.684	100000.0
67	137.921	73.94	21.46	54.907	0.609	0.7	120000.0
68	138.374	75.14	21.09	55.549	0.613	0.698	100000.0
69	134.358	75.949	19.844	55.737	0.636	0.689	180000.0
70	133.56	74.953	19.664	55.707	0.625	0.691	80000.0
71	136.29	75.472	20.548	55.856	0.619	0.69	100000.0
72	134.653	75.522	20.037	55.534	0.628	0.693	140000.0
73	138.148	74.801	21.0	55.52	0.608	0.698	80000.0
74	138.862	74.522	21.352	55.675	0.612	0.693	100000.0
75	133.794	74.617	19.513	54.914	0.603	0.703	140000.0
76	129.445	74.864	19.047	55.831	0.638	0.683	100000.0
77	137.009	73.567	21.074	55.08	0.598	0.699	60000.0
78	129.992	74.915	19.234	55.835	0.623	0.681	120000.0
79	133.327	75.305	19.957	55.77	0.636	0.685	120000.0
80	129.187	73.922	19.234	54.968	0.615	0.695	60000.0
81	135.582	74.344	20.635	55.249	0.615	0.697	120000.0
82	131.464	75.391	19.542	56.224	0.647	0.681	140000.0
83	132.381	73.902	19.945	55.394	0.596	0.697	80000.0
84	132.901	74.76	19.524	55.861	0.615	0.687	60000.0
85	141.289	75.088	21.652	56.399	0.61	0.685	80000.0
86	134.579	74.807	20.092	55.571	0.612	0.692	100000.0
87	134.262	74.15	20.245	55.866	0.611	0.684	80000.0
88	139.048	72.432	21.208	54.43	0.574	0.713	80000.0
89	134.985	74.988	19.937	55.56	0.604	0.696	60000.0
