Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.965	155.758	27.374%	20.51	26.419%	0.08124	0.919
C002	730	0.974	154.856	21.213%	22.175	22.855%	0.04082	0.934
C003	261	0.913	110.322	42.269%	14.925	40.971%	0.17822	0.802
C004	21	0.583	29.398	139.99%	4.405	81.799%	1.34242	0.485
C005	1064	0.971	245.726	23.095%	35.528	23.878%	0.0415	0.939
C006	279	0.943	102.245	36.647%	14.53	33.151%	0.1332	0.9
C007	525	0.977	126.1	24.019%	17.324	21.543%	0.06922	0.958
C008	12	0.791	13.321	111.008%	2.616	65.4%	1.10876	0.782
C009	816	0.974	172.367	21.123%	23.192	22.594%	0.04875	0.923
C010	35	0.63	45.245	129.271%	6.863	78.211%	1.15429	0.539
C010r	63	0.702	59.956	95.168%	8.579	71.245%	0.79806	0.54
C011	54	0.799	47.506	87.974%	6.484	60.202%	0.71184	0.714
C013	86	0.841	57.224	66.54%	8.194	54.03%	0.48376	0.749
C014	132	0.877	75.09	56.886%	9.896	48.173%	0.32572	0.773
F001	139	0.872	80.035	57.579%	10.597	49.037%	0.31421	0.762
F002	66	0.768	51.846	78.555%	7.356	64.026%	0.61787	0.613
F002r	541	0.94	188.053	34.76%	24.188	34.245%	0.10927	0.837
F004	67	0.863	45.826	68.397%	6.178	50.612%	0.48926	0.792
F005	115	0.881	66.918	58.19%	9.675	47.723%	0.37886	0.817
F006	8	0.62	11.66	145.75%	2.278	80.539%	1.44482	0.598
F007	2059	0.994	225.307	10.943%	30.651	11.284%	0.01276	0.985
F008	172	0.881	96.272	55.972%	13.961	48.113%	0.32103	0.816
F010	124	0.848	79.586	64.182%	10.274	52.984%	0.3609	0.715
F011	100	0.866	64.576	64.576%	9.965	50.331%	0.39337	0.814
F012	106	0.841	72.164	68.079%	9.929	54.329%	0.42937	0.743
F013	23	0.668	27.511	119.613%	4.348	75.689%	1.09427	0.607
F014	198	0.927	88.451	44.672%	12.066	37.523%	0.22872	0.876
F015	507	0.967	132.042	26.044%	18.503	25.627%	0.0749	0.93
F016	239	0.923	103.703	43.39%	14.13	38.528%	0.19973	0.857
F017	586	0.949	178.716	30.498%	25.085	31.69%	0.08412	0.878
F018	58	0.828	53.594	92.403%	8.829	57.23%	0.76171	0.798
F019	8	0.328	14.146	176.825%	2.988	94.489%	2.27519	0.209
F020	384	0.937	143.415	37.348%	19.358	35.052%	0.13652	0.868
F021	8	0.38	13.805	172.562%	2.927	92.56%	2.1522	0.292
F022	306	0.932	122.467	40.022%	16.387	36.461%	0.14784	0.866
F023	32	0.774	28.837	90.116%	4.655	63.347%	0.97754	0.707
F024	4	0.373	7.077	176.925%	1.86	93.0%	2.38545	0.324
F026	1396	0.986	223.853	16.035%	29.34	16.589%	0.02313	0.96
F027	31	0.607	37.554	121.142%	5.452	79.526%	1.07107	0.445
F029	328	0.912	145.499	44.359%	20.099	41.234%	0.202	0.831
F031	650	0.969	165.277	25.427%	23.0	24.659%	0.07417	0.937
F034	129	0.88	71.841	55.691%	9.55	47.572%	0.30214	0.78
F036	736	0.965	190.081	25.826%	26.142	26.375%	0.06194	0.917
F037	9	0.478	14.437	160.411%	2.932	88.403%	1.92282	0.421
F038	176	0.897	88.558	50.317%	12.514	44.355%	0.26041	0.821
F039	150	0.872	83.443	55.629%	11.452	49.01%	0.31513	0.761
F041	703	0.972	166.477	23.681%	23.599	23.774%	0.05974	0.944
F042	349	0.949	118.297	33.896%	15.575	31.667%	0.13764	0.889
F043	260	0.912	109.559	42.138%	14.418	41.044%	0.15849	0.78
F044	67	0.83	49.075	73.246%	6.904	56.184%	0.5173	0.745
F045	306	0.911	128.326	41.937%	18.123	41.403%	0.15811	0.809
F046	28	0.579	35.994	128.55%	4.755	81.548%	1.15197	0.353
F048	28	0.577	34.912	124.686%	5.3	81.781%	1.17293	0.416
F050	7	0.276	12.737	181.957%	2.546	96.23%	2.738	0.098
F052	44	0.717	42.533	96.666%	6.087	69.823%	0.81427	0.585
F053	125	0.805	82.395	65.916%	11.099	59.755%	0.40787	0.59
F054	41	0.696	42.008	102.459%	6.489	72.1%	0.89125	0.589
F055	1155	0.996	117.701	10.191%	17.583	9.315%	0.01262	0.993
F056	78	0.814	54.298	69.613%	7.436	58.065%	0.4758	0.672
F057	411	0.963	119.548	29.087%	15.829	26.961%	0.09771	0.924
F058	896	0.98	178.944	19.971%	23.435	20.082%	0.04539	0.947
F059	217	0.971	70.282	32.388%	10.272	24.423%	0.14464	0.96
F059r	319	0.976	86.81	27.213%	12.296	21.559%	0.09763	0.965
SJ01	2763	0.999	109.082	3.948%	20.873	3.706%	0.00127	0.999
SJ02	304	0.9	142.816	46.979%	18.456	43.598%	0.21672	0.77
SJ03	470	0.957	146.148	31.095%	20.89	29.104%	0.10735	0.922
SJ04	19	0.58	27.557	145.037%	4.992	82.068%	1.52338	0.519
SJ08	296	0.959	95.0	32.095%	12.435	28.349%	0.13386	0.921
SJ09	133	0.889	66.288	49.841%	10.123	46.157%	0.28276	0.815
SJ10	594	0.957	174.622	29.398%	22.354	29.162%	0.08385	0.879
SJ12	276	0.922	114.143	41.356%	15.023	38.609%	0.19052	0.829
SJ13	126	0.855	81.303	64.526%	10.577	51.983%	0.41703	0.746
SJ14	123	0.848	74.453	60.531%	9.833	52.939%	0.34941	0.696
SJ17	335	0.912	134.981	40.293%	18.768	41.122%	0.15954	0.784
SJ18	156	0.853	83.255	53.369%	11.865	52.132%	0.30354	0.685
SJ19	304	0.939	114.302	37.599%	15.212	34.448%	0.16078	0.876
SJ20	1600	0.986	239.903	14.994%	33.567	16.818%	0.01973	0.956
SJ25	204	0.897	104.906	51.425%	13.484	44.263%	0.26694	0.797
SJ28	1067	0.97	231.335	21.681%	32.045	24.208%	0.04076	0.905
SJ31	124	0.872	83.289	67.169%	11.548	50.352%	0.4126	0.824
SJ32	1063	0.982	176.626	16.616%	24.697	18.69%	0.02539	0.946
SJ33	155	0.879	84.163	54.299%	12.12	47.871%	0.33471	0.792
T135	4916	0.999	238.709	4.856%	34.1	4.547%	0.00208	0.998
