MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
2:Ins:R:3	0.006034875388411791	0.00025508083487004287	0.003093794928538465	0.002910385730093632	0.0011827824346833183	0.0028539445686670815	0.00411603881007327	0.0055174380824935445
2:Ins:R:4	0.0001270390445459668	0.002854194932088774	0.001781563699082671	0.0019982463447142606	0.0020346840669743216	0.0033316015299433843	0.002071234614658355	0.001814896067787366
2:Ins:R:5	0.007900008903277822	0.0044172121347977366	0.004107250823674473	0.0029674498861334084	0.0036057110198329666	0.001339906040240315	0.004775206731824904	0.004042982235720399
3:Ins:R:0	0.0049029452565304155	0.0004393812669770192	0.0022707682243180826	0.003968125092093295	0.007505342597968739	0.0043863847407619	0.007529347066892882	0.014650011593905842
3:Ins:R:1	0.011509239487049001	0.0005824703163241729	0.0015911647011605278	0.006073008863085843	0.0015465344045156827	0.00070794437293209	0.0017503716691120409	0.0016155740468556245
3:Ins:R:2	0.00020801560694232445	0.002561287723525396	0.002993236539869315	0.002288092977932017	0.004114718972671554	0.00024072315250034393	0.0013222284166786835	0.0018948192631058447
3:Ins:R:3	4.544142288021025e-07	1.1479360270549853e-06	2.1439932747568948e-06	2.894781813100877e-06	4.200665175346785e-06	5.356344782967426e-06	4.168932634076583e-06	3.6411170632533187e-06
3:Ins:R:4	0.0019806590196802887	0.0002377114763842414	0.0002010950149354618	0.00024841827191083963	0.00022089700224743326	1.807072533360099e-05	0.00043749393031262686	0.0014539152064732264
3:Ins:R:5	0.00029293858036769647	0.0004977920369847944	0.0024799560190636337	0.0005687268726071237	0.001802859281982032	0.001362425238613625	0.0014521014588537806	0.0029845451445883243
4:Ins:R:0	0.005953887570363818	0.0009913070218083454	0.006321609085644742	0.007168565442532504	0.0036189328956575915	0.0071929169888609356	0.006100942923626036	0.012301461098297963
4:Ins:R:1	0.004743354378185813	0.008931616560151099	0.012559560587916607	0.0052307585317084996	0.002740204919924949	0.002682965173469456	0.0032625547274709277	0.007864493652311256
4:Ins:R:2	0.0003917924727592981	0.0005877393614211712	0.0002950870475713785	0.0003773331713803074	0.0013210819887164505	3.8288985842527265e-06	0.0008510505255614298	0.0017872177736362894
4:Ins:R:3	0.0016639855295696648	0.00021522811151832854	0.002193667722679855	0.0013033084070826818	0.001686311976697361	0.000404576046139784	0.0011887029734370814	0.001945099653433644
4:Ins:R:4	0.0062793327945788934	0.000263215638070875	0.0018746132391062398	0.002973093297040812	0.0007531207058359258	0.0002490109933302165	0.0014646268468511269	0.0013523615011062163
4:Ins:R:5	0.010345116939390948	0.0015560837784597402	0.0027231814706913937	0.0033871619951706578	0.011318821309551863	0.005791745244757252	0.009790577177605399	0.008849921958194357
5:Ins:R:0	0.03801290183499503	0.01717804696003007	0.0010183810648506154	0.0025619403336575174	0.008369339301800309	0.006576666272187035	0.013347863366946483	0.03561958645878633
5:Ins:R:1	0.010777229903329442	0.01082995081642821	0.02119049154272055	0.009668742088642972	0.010276758895649322	0.02449952848195785	0.013307240470258393	0.027838246938221404
5:Ins:R:2	0.004078544521504313	0.0006529818904915297	0.00023288324330332345	0.0007032355179141625	0.0009806739428796618	0.004722303827510146	0.0026794310011369047	0.0033993119233462375
5:Ins:R:3	0.00018615015529128517	0.0005370759090770605	0.0014115281125042145	0.0009121360073221929	0.002108008138629245	0.0029920815394591216	0.003033048637114657	0.004077359223185475
5:Ins:R:4	0.009413613052828857	0.0007165350100741907	0.0008752187213041651	0.001780325826698208	0.0014325529868156296	0.00026771099620797044	0.0022756740875408	0.00366794757876697
5:Ins:R:5	0.0037478144087122445	0.0003134731973064753	0.0009028207913821351	0.00148773345733479	0.0009145176934092802	0.002543391372604873	0.001593453220637624	0.003555252750892777
2:Del:M:1	0.01177120247391315	0.01192204458349849	0.019202591283932976	0.06468664731380386	0.028504122523165733	0.11028105771436912	0.09375139017064385	0.02521680918851217
3:Del:M:1	0.01814782257415743	0.006144289502967979	0.011189805528568932	0.003935217162713052	0.003919253998955002	0.0012394536667226408	0.003823589574028503	0.009018133951723293
3:Del:M:2	0.007043724804208296	0.0010675530138923505	0.020885125544192248	0.012171753073399145	0.024660732314091903	0.004405931161066193	0.018404089732829084	0.05346770278279564
4:Del:M:1	0.005364862270714781	0.009483831747074234	0.005686407840046215	0.00782580879428683	0.013359148915013356	0.0024063481498977166	0.007086743705389296	0.012570224561914074
4:Del:M:2	0.0015853829962831512	0.001692576903368972	0.002183815639702189	0.012618522311423136	0.0025255538185601977	0.011723102945266567	0.013003432337527982	0.0048464787944517695
4:Del:M:3	0.005921087599900545	0.000646998375143717	0.004819000455893701	0.018019033747332856	0.02426110686224348	0.006231991063823977	0.02250780898844468	0.024093667745737547
5:Del:M:1	0.08941273172176352	0.030481891277320303	0.02264487428427792	0.027546926899319146	0.03700156788423556	0.0013844608151163129	0.02634213538572567	0.011525132465276328
5:Del:M:2	0.08055900813676427	0.043476877950918154	0.036081078183345314	0.015301154110277366	0.006442590650646134	0.0008560802482540453	0.006853856412951984	0.01473903327279114
5:Del:M:3	0.03849110794679291	0.019133019882531528	0.0022088603831525687	0.018619696571005394	0.004037399867920452	0.0027744975965647667	0.0067226483316519745	0.012342261774020074
5:Del:M:4	0.01590684170311164	0.00481873194286738	0.011355911934215148	0.0160209923532612	0.003264015481117699	0.005507926406490462	0.008343707150936588	0.018659802957338253
5:Del:M:5	0.021391890502793557	0.02377710106248287	0.0073384549276200774	0.005626523548177858	0.012613253838791322	0.042650572675991046	0.012149305621900908	0.027138014766237006
