NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	6.675	160.01	2.292	88.637	2.428	0.365	40000.0
2	6.726	160.668	2.279	88.807	2.363	0.377	40000.0
3	6.838	163.878	2.496	89.788	2.467	0.346	40000.0
4	6.934	167.033	2.357	90.786	2.495	0.321	40000.0
5	6.839	169.763	2.311	92.098	2.567	0.285	0.0
6	6.91	163.841	2.407	89.911	2.408	0.346	40000.0
7	7.062	165.052	2.626	90.758	2.428	0.339	40000.0
8	6.755	165.777	2.167	90.376	2.426	0.338	40000.0
9	6.763	165.909	2.412	90.341	2.443	0.333	60000.0
10	6.926	155.256	2.269	87.268	2.32	0.389	80000.0
11	7.061	170.981	2.353	92.034	2.705	0.295	40000.0
12	6.983	162.933	2.367	90.071	2.332	0.354	60000.0
13	6.556	160.331	2.225	88.718	2.306	0.362	40000.0
14	6.224	162.731	2.102	88.36	2.334	0.388	40000.0
15	6.455	162.575	2.217	88.758	2.391	0.374	40000.0
16	6.197	155.958	2.202	86.928	2.325	0.395	60000.0
17	6.75	165.181	2.343	90.985	2.452	0.33	60000.0
18	6.587	163.721	2.209	89.379	2.301	0.361	60000.0
19	6.544	160.894	2.305	89.314	2.271	0.372	80000.0
20	6.759	159.375	2.21	88.183	2.362	0.369	40000.0
21	7.13	167.504	2.492	91.066	2.431	0.33	60000.0
22	6.18	159.084	2.088	87.913	2.423	0.369	60000.0
23	7.083	162.516	2.383	90.206	2.463	0.335	80000.0
24	6.551	157.229	2.201	87.31	2.269	0.402	40000.0
25	6.793	165.536	2.375	90.285	2.382	0.342	40000.0
26	6.655	155.766	2.232	87.486	2.319	0.4	40000.0
27	7.248	162.403	2.554	89.861	2.389	0.351	40000.0
28	6.922	161.102	2.358	88.395	2.389	0.364	60000.0
29	6.451	162.469	2.189	89.407	2.393	0.35	80000.0
30	5.865	162.367	2.089	88.871	2.387	0.354	60000.0
31	6.855	166.18	2.38	90.67	2.438	0.336	60000.0
32	6.881	171.641	2.331	92.936	2.743	0.261	60000.0
33	7.057	160.28	2.229	89.186	2.304	0.353	80000.0
34	6.894	163.212	2.274	89.684	2.468	0.346	40000.0
35	6.8	162.214	2.422	88.879	2.423	0.362	40000.0
36	7.43	167.748	2.463	91.438	2.544	0.304	40000.0
37	6.234	159.398	2.119	87.87	2.292	0.388	40000.0
38	7.231	163.634	2.572	90.369	2.44	0.336	40000.0
39	6.895	165.378	2.286	90.643	2.385	0.337	60000.0
40	7.27	170.868	2.426	92.2	2.553	0.301	60000.0
41	6.06	163.38	2.15	89.258	2.49	0.355	60000.0
42	7.045	168.766	2.333	92.34	2.52	0.294	40000.0
43	7.357	169.901	2.448	92.528	2.595	0.289	40000.0
44	7.459	165.731	2.479	90.793	2.466	0.336	40000.0
45	6.366	161.696	2.244	88.746	2.325	0.365	40000.0
46	6.941	165.827	2.432	90.625	2.429	0.333	40000.0
47	6.885	164.443	2.356	90.615	2.419	0.343	60000.0
48	7.315	165.596	2.496	91.006	2.388	0.33	40000.0
