Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	1	0.15	1.926	192.6%	0.994	99.4%	3.29206	0.111
C002	3	0.718	3.98	132.667%	1.734	77.547%	1.31458	0.727
C005	3	0.55	4.398	146.6%	1.451	83.774%	2.00606	0.525
C006	1	0.023	1.987	198.7%	1.032	103.2%	5.06424	-0.026
C007	2	0.797	3.107	155.35%	1.59	79.5%	1.49896	0.827
C009	5	0.451	7.408	148.16%	2.034	90.963%	2.12531	0.394
C011	1	0.097	1.946	194.6%	1.012	101.2%	3.60604	0.056
F002r	6	0.427	9.744	162.4%	2.863	90.536%	1.80335	0.379
F007	8	0.692	9.644	120.55%	2.304	72.859%	1.20736	0.66
F008	1	0.064	1.964	196.4%	1.021	102.1%	4.02396	0.02
F012	2	0.062	3.901	195.05%	1.488	105.217%	3.82367	-0.003
F016	1	0.797	1.553	155.3%	0.795	79.5%	1.49896	0.827
F017	2	0.381	3.465	173.25%	1.308	92.49%	2.28644	0.35
F020	1	0.524	1.74	174.0%	0.895	89.5%	2.03877	0.534
F022	2	0.609	3.034	151.7%	1.161	82.095%	2.06379	0.603
F026	16	0.626	19.055	119.094%	3.866	82.423%	1.05658	0.551
F031	1	0.172	1.903	190.3%	0.991	99.1%	3.03031	0.139
F036	5	0.333	8.556	171.12%	2.857	95.233%	2.28362	0.286
F038	1	0.444	1.779	177.9%	0.917	91.7%	2.20414	0.444
F042	3	0.6	4.253	141.767%	1.4	80.829%	1.72449	0.58
F043	2	0.589	3.066	153.3%	1.175	83.085%	2.35472	0.581
F045	4	0.657	5.057	126.425%	1.521	76.05%	1.6198	0.634
F046	1	0.03	1.983	198.3%	1.031	103.1%	4.79354	-0.018
F052	1	0.13	1.927	192.7%	1.003	100.3%	3.31497	0.092
F054	1	0.097	1.946	194.6%	1.012	101.2%	3.60604	0.056
F055	5	0.578	7.49	149.8%	2.197	83.039%	1.61996	0.557
F057	1	0.196	1.902	190.2%	0.982	98.2%	3.02098	0.164
F058	10	0.854	11.211	112.11%	2.719	57.969%	1.00855	0.853
F059r	1	0.086	1.957	195.7%	1.009	100.9%	3.84417	0.039
SJ01	61	0.82	46.569	76.343%	11.864	58.379%	0.44516	0.796
SJ03	1	0.196	1.902	190.2%	0.982	98.2%	3.02098	0.164
SJ10	4	0.252	7.01	175.25%	1.994	99.7%	2.74535	0.171
SJ18	1	0.13	1.927	192.7%	1.003	100.3%	3.31497	0.092
SJ20	3	0.545	4.412	147.067%	1.456	84.062%	1.99327	0.52
SJ28	1	0.405	1.773	177.3%	0.923	92.3%	2.17717	0.395
SJ31	1	0.086	1.957	195.7%	1.009	100.9%	3.84417	0.039
SJ32	4	0.711	4.811	120.275%	1.438	71.9%	1.30575	0.696
T135	203	0.987	35.909	17.689%	8.318	15.952%	0.03529	0.984
