Sample Names	MutationType	ID83A	ID83B
C001	1:Del:C:0	0.3350043731335465	0.6649956268664534
C001	1:Del:C:1	0.2943677390146424	0.7056322609853576
C001	1:Del:C:2	0.6099581820011909	0.39004181799880916
C001	1:Del:C:3	0.29659893081300126	0.7034010691869987
C001	1:Del:C:4	0.5121201843271156	0.4878798156728844
C001	1:Del:C:5	0.891927532616167	0.10807246738383307
C001	1:Del:T:0	0.07995915754863692	0.9200408424513631
C001	1:Del:T:1	0.06060481032506912	0.9393951896749307
C001	1:Del:T:2	0.24044936953097548	0.7595506304690245
C001	1:Del:T:3	0.8323187593947241	0.1676812406052759
C001	1:Del:T:4	0.8188737630898485	0.1811262369101515
C001	1:Del:T:5	0.9437610731900636	0.056238926809936404
C001	1:Ins:C:0	0.8359317121261921	0.1640682878738079
C001	1:Ins:C:1	0.4048238530358537	0.5951761469641462
C001	1:Ins:C:2	0.5747737343020517	0.42522626569794825
C001	1:Ins:C:3	0.7970032144856867	0.2029967855143134
C001	1:Ins:C:4	0.6942900110157065	0.3057099889842934
C001	1:Ins:C:5	0.5641979366335828	0.4358020633664172
C001	1:Ins:T:0	0.7288113211793426	0.27118867882065745
C001	1:Ins:T:1	0.21201224988213999	0.78798775011786
C001	1:Ins:T:2	0.2586713718895874	0.7413286281104126
C001	1:Ins:T:3	0.5525176334644974	0.4474823665355026
C001	1:Ins:T:4	0.962100312027221	0.037899687972779025
C001	1:Ins:T:5	0.7039231366586929	0.2960768633413071
C001	2:Del:R:0	0.4697570961507055	0.5302429038492945
C001	2:Del:R:1	0.7563737877974249	0.243626212202575
C001	2:Del:R:2	0.8647470414549309	0.13525295854506908
C001	2:Del:R:3	0.21265310528214368	0.7873468947178562
C001	2:Del:R:4	0.45981040122101435	0.5401895987789855
C001	2:Del:R:5	0.9808904995990089	0.01910950040099125
C001	3:Del:R:0	0.36303183247200754	0.6369681675279925
C001	3:Del:R:1	0.8516706534946662	0.1483293465053339
C001	3:Del:R:2	0.8959491142371556	0.10405088576284441
C001	3:Del:R:3	0.8396271993299463	0.16037280067005363
C001	3:Del:R:4	0.8138152466319597	0.18618475336804033
C001	3:Del:R:5	0.28829527629462737	0.7117047237053726
C001	4:Del:R:0	0.24219885067817734	0.7578011493218227
C001	4:Del:R:1	0.584195578077986	0.4158044219220139
C001	4:Del:R:2	0.9584204984781665	0.041579501521833526
C001	4:Del:R:3	0.2648103706887387	0.7351896293112612
C001	4:Del:R:4	0.7417882527026158	0.2582117472973841
C001	4:Del:R:5	0.7417882527026158	0.2582117472973841
C001	5:Del:R:0	0.16379091195781711	0.8362090880421829
C001	5:Del:R:1	0.582477989091515	0.417522010908485
C001	5:Del:R:2	0.3576450799821247	0.6423549200178753
C001	5:Del:R:3	0.32213876171558864	0.6778612382844114
C001	5:Del:R:4	0.2671381941669669	0.7328618058330332
C001	5:Del:R:5	0.7417882527026158	0.2582117472973841
C001	2:Ins:R:0	0.8501023786539089	0.14989762134609114
C001	2:Ins:R:1	0.5446490375895874	0.4553509624104127
C001	2:Ins:R:2	0.1214416396190075	0.8785583603809924
C001	2:Ins:R:3	0.36810808070871215	0.6318919192912879
C001	2:Ins:R:4	0.6027187833394316	0.39728121666056826
C001	2:Ins:R:5	0.23889311585834194	0.7611068841416581
C001	3:Ins:R:0	0.5356050877449595	0.46439491225504054
C001	3:Ins:R:1	0.16026544161401177	0.8397345583859883
C001	3:Ins:R:2	0.7192428697797124	0.28075713022028753
C001	3:Ins:R:3	0.7417882527026158	0.2582117472973841
C001	3:Ins:R:4	0.040107675695200296	0.9598923243047996
C001	3:Ins:R:5	0.7405534559398492	0.2594465440601508
C001	4:Ins:R:0	0.5929336972749544	0.4070663027250456
C001	4:Ins:R:1	0.40883087583582933	0.5911691241641707
C001	4:Ins:R:2	0.3236971026871862	0.6763028973128137
C001	4:Ins:R:3	0.5678004027927015	0.43219959720729856
C001	4:Ins:R:4	0.1998221854454865	0.8001778145545135
