NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	31.61	120.287	6.735	76.6	1.248	0.55	40000.0
2	30.985	122.167	6.729	76.582	1.268	0.556	40000.0
3	31.15	119.975	6.561	75.82	1.241	0.575	60000.0
4	31.669	119.159	6.863	75.966	1.172	0.584	60000.0
5	30.549	119.347	6.606	76.449	1.234	0.559	80000.0
6	31.833	120.434	6.88	76.266	1.251	0.57	60000.0
7	32.049	120.578	6.901	76.166	1.263	0.571	0.0
8	30.17	118.559	6.367	74.872	1.203	0.576	40000.0
9	31.241	119.77	6.69	76.119	1.225	0.573	60000.0
10	31.205	121.302	6.729	76.804	1.227	0.561	40000.0
11	30.999	119.767	6.534	76.437	1.235	0.558	40000.0
12	31.686	121.399	6.86	76.533	1.241	0.565	80000.0
13	31.384	118.634	6.711	76.032	1.175	0.578	40000.0
14	32.48	120.767	6.975	77.062	1.21	0.562	40000.0
15	30.277	119.1	6.492	75.878	1.24	0.563	60000.0
16	31.832	120.297	6.822	75.789	1.224	0.575	40000.0
17	30.254	117.664	6.536	74.952	1.22	0.581	60000.0
18	31.772	118.862	6.812	75.818	1.194	0.582	0.0
19	31.868	120.939	6.781	76.943	1.21	0.561	0.0
20	32.816	122.099	6.959	77.796	1.238	0.547	80000.0
21	31.675	119.595	6.824	76.679	1.204	0.562	40000.0
22	32.405	120.74	7.063	77.192	1.234	0.556	40000.0
23	30.297	120.654	6.506	75.801	1.26	0.564	40000.0
24	30.627	121.427	6.564	75.755	1.24	0.575	60000.0
25	31.114	120.025	6.781	75.797	1.212	0.578	40000.0
26	31.126	122.946	6.613	76.091	1.27	0.565	80000.0
27	31.597	117.762	6.817	75.128	1.172	0.587	60000.0
28	31.261	120.735	6.728	76.538	1.253	0.553	40000.0
29	30.142	118.136	6.427	75.453	1.21	0.578	40000.0
30	31.729	123.08	6.731	77.036	1.242	0.557	40000.0
31	31.394	118.777	6.67	76.004	1.222	0.566	0.0
32	30.941	118.129	6.596	75.167	1.198	0.583	80000.0
33	31.536	121.335	6.652	76.704	1.234	0.557	60000.0
34	30.814	121.369	6.617	77.351	1.288	0.539	40000.0
35	31.275	118.981	6.537	75.129	1.212	0.581	40000.0
36	31.673	119.059	6.751	76.43	1.216	0.567	60000.0
37	31.549	120.384	6.747	76.188	1.237	0.569	60000.0
38	31.242	117.511	6.63	75.246	1.225	0.573	40000.0
39	31.598	118.223	6.859	75.517	1.2	0.579	40000.0
40	31.892	120.595	6.721	76.256	1.238	0.563	60000.0
41	30.856	118.382	6.44	75.433	1.188	0.575	60000.0
42	32.034	119.241	7.033	76.319	1.199	0.569	60000.0
43	30.776	119.768	6.506	75.574	1.211	0.573	80000.0
44	31.535	119.626	6.632	75.467	1.208	0.577	60000.0
45	30.655	121.268	6.67	76.011	1.237	0.57	80000.0
46	31.648	119.239	6.856	76.466	1.199	0.568	0.0
47	30.655	121.633	6.405	76.221	1.247	0.558	40000.0
48	31.568	121.149	6.753	77.053	1.217	0.558	40000.0
49	31.474	122.204	6.608	76.554	1.249	0.551	40000.0
50	31.963	119.81	6.7	76.134	1.227	0.566	0.0
51	32.316	120.447	7.039	76.739	1.227	0.574	40000.0
52	31.914	119.879	6.698	76.118	1.2	0.571	60000.0
53	32.559	120.991	6.983	75.82	1.219	0.579	0.0
54	32.427	121.535	6.781	77.067	1.274	0.555	40000.0
55	30.871	117.834	6.723	74.782	1.17	0.601	40000.0
56	32.542	121.105	6.998	76.687	1.228	0.566	0.0
57	31.103	120.609	6.681	76.657	1.245	0.561	60000.0
58	31.659	121.27	6.788	77.254	1.231	0.546	80000.0
59	31.575	117.915	6.998	76.261	1.207	0.571	60000.0
60	31.695	122.123	6.783	77.219	1.256	0.547	40000.0
61	31.947	118.911	6.803	75.991	1.201	0.576	60000.0
62	31.397	120.1	6.725	76.345	1.231	0.564	40000.0
63	31.512	118.536	6.806	76.695	1.217	0.559	40000.0
64	31.138	117.445	6.746	74.649	1.193	0.593	40000.0
65	31.474	122.171	6.693	77.44	1.278	0.536	60000.0
66	30.902	120.019	6.618	76.154	1.246	0.56	40000.0
67	31.74	119.15	6.732	75.569	1.222	0.577	60000.0
68	31.011	120.979	6.671	76.839	1.234	0.555	40000.0
69	31.585	120.385	6.746	76.034	1.211	0.579	40000.0
70	31.6	119.758	6.72	76.027	1.21	0.581	80000.0
71	31.387	119.954	6.814	76.099	1.229	0.568	60000.0
72	30.96	121.551	6.627	76.084	1.261	0.558	40000.0
73	31.803	119.305	6.833	76.517	1.21	0.568	40000.0
74	31.989	121.715	7.06	77.384	1.246	0.548	80000.0
75	31.127	121.042	6.728	77.094	1.267	0.55	40000.0
76	31.906	121.706	6.791	76.227	1.236	0.567	40000.0
77	31.931	121.713	6.893	76.51	1.257	0.563	40000.0
78	31.449	118.288	6.658	75.81	1.18	0.578	60000.0
79	31.485	121.807	6.701	77.128	1.244	0.552	40000.0
80	30.866	120.346	6.582	77.014	1.243	0.55	60000.0
81	30.639	119.78	6.464	74.963	1.221	0.583	40000.0
82	32.482	121.597	7.014	77.911	1.252	0.547	40000.0
83	32.03	120.852	6.89	76.491	1.239	0.571	40000.0
