Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	39	0.71	38.127	97.762%	6.357	70.633%	0.80717	0.601
C002	76	0.856	49.19	64.724%	7.734	51.907%	0.45584	0.782
C003	23	0.85	20.397	88.683%	3.52	54.973%	0.70066	0.829
C004	10	0.422	14.895	148.95%	2.935	92.813%	2.12285	0.292
C005	76	0.924	46.678	61.418%	7.032	38.477%	0.39942	0.904
C006	29	0.728	29.755	102.603%	5.0	68.68%	0.88118	0.647
C007	71	0.84	50.321	70.875%	7.858	54.355%	0.51007	0.766
C008	2	0.521	3.371	168.55%	1.246	88.106%	2.31138	0.521
C009	97	0.879	59.624	61.468%	9.787	47.927%	0.38314	0.83
C010	10	0.663	12.973	129.73%	2.595	74.911%	1.70129	0.614
C010r	11	0.497	16.775	152.5%	3.581	86.852%	1.89974	0.42
C011	12	0.567	18.227	151.892%	3.69	82.511%	1.76838	0.508
C013	17	0.817	19.16	112.706%	4.036	61.548%	0.91927	0.808
C014	17	0.698	18.497	108.806%	3.589	71.78%	1.1141	0.637
F001	15	0.499	20.106	134.04%	3.996	87.2%	1.53814	0.38
F002	9	0.438	13.496	149.956%	3.0	90.453%	2.16448	0.344
F002r	65	0.748	54.236	83.44%	9.393	66.585%	0.61862	0.64
F004	19	0.586	23.094	121.547%	4.079	81.58%	1.14911	0.461
F005	11	0.617	13.799	125.445%	2.846	78.934%	1.23731	0.552
F006	5	0.805	6.514	130.28%	1.822	68.865%	1.52968	0.815
F007	118	0.934	54.877	46.506%	9.271	36.252%	0.25176	0.912
F008	9	0.527	13.619	151.322%	3.068	85.091%	1.90389	0.47
F010	17	0.668	22.236	130.8%	4.163	74.77%	1.34169	0.615
F011	18	0.585	23.316	129.533%	4.297	81.206%	1.27177	0.486
F012	8	0.76	10.341	129.262%	2.21	69.886%	1.26746	0.758
F013	13	0.61	15.494	119.185%	3.267	79.236%	1.33459	0.536
F014	21	0.645	24.731	117.767%	4.28	76.871%	1.31189	0.547
F015	48	0.819	37.093	77.277%	5.632	57.481%	0.58282	0.734
F016	26	0.761	26.695	102.673%	4.635	65.549%	0.9339	0.71
F017	55	0.913	33.559	61.016%	5.322	41.432%	0.42935	0.889
F018	12	0.602	14.951	124.592%	2.768	79.905%	1.32365	0.505
F019	8	0.653	10.413	130.162%	2.168	76.65%	1.5546	0.61
F020	32	0.782	34.381	107.441%	5.869	63.287%	0.96736	0.744
F021	11	0.661	14.91	135.545%	3.181	77.151%	1.25445	0.636
F022	41	0.747	36.759	89.656%	5.976	67.235%	0.82618	0.644
F023	2	0.545	3.342	167.1%	1.235	87.328%	2.13948	0.549
F024	9	0.717	11.377	126.411%	2.364	71.277%	1.35624	0.69
F026	60	0.847	45.006	75.01%	7.845	53.133%	0.54974	0.805
F027	10	0.609	12.861	128.61%	2.51	79.373%	1.36674	0.534
F029	30	0.833	29.611	98.703%	5.204	55.475%	0.84953	0.807
F031	60	0.856	37.502	62.503%	5.684	52.325%	0.49866	0.766
F034	17	0.566	21.734	127.847%	4.345	83.62%	1.18647	0.477
F036	48	0.847	35.523	74.006%	5.589	54.285%	0.60962	0.791
F037	5	0.518	8.544	170.88%	2.929	88.313%	1.93817	0.52
F038	17	0.741	18.781	110.476%	3.871	67.385%	1.19169	0.705
F039	23	0.642	28.525	124.022%	5.027	76.661%	1.16862	0.557
F041	46	0.876	33.579	72.998%	4.981	48.843%	0.53884	0.835
F042	37	0.828	31.313	84.63%	5.095	56.611%	0.69423	0.78
F043	24	0.797	22.552	93.967%	3.898	61.633%	0.76331	0.754
F044	16	0.473	22.725	142.031%	4.209	89.736%	1.60367	0.338
F045	28	0.851	22.013	78.618%	3.584	52.843%	0.66903	0.809
F046	3	0.422	5.128	170.933%	1.576	90.99%	2.65667	0.387
F048	9	0.73	11.297	125.522%	2.841	73.354%	1.11844	0.73
F050	3	0.565	4.904	163.467%	1.489	85.967%	1.7033	0.57
F052	6	0.531	8.686	144.767%	2.42	85.56%	1.74104	0.499
F053	13	0.729	14.369	110.531%	2.877	69.777%	1.05785	0.691
F054	15	0.632	17.997	119.98%	3.553	77.533%	1.27521	0.556
F055	81	0.96	37.392	46.163%	6.279	29.056%	0.27478	0.953
F056	4	0.522	6.354	158.85%	1.725	86.25%	1.66538	0.493
F057	45	0.865	31.07	69.044%	4.852	50.313%	0.56703	0.812
F058	94	0.918	52.813	56.184%	8.182	40.507%	0.33536	0.889
F059	24	0.783	24.443	101.846%	4.705	64.027%	0.80236	0.753
F059r	49	0.842	43.174	88.11%	7.617	55.406%	0.60957	0.816
SJ01	263	0.946	123.066	46.793%	24.841	37.184%	0.21101	0.943
SJ02	14	0.751	17.046	121.757%	3.053	68.267%	1.04848	0.724
SJ03	41	0.805	33.345	81.329%	5.476	59.396%	0.63475	0.733
SJ04	2	0.227	3.745	187.25%	1.38	97.581%	2.78373	0.171
SJ08	25	0.682	29.139	116.556%	4.805	73.276%	1.15602	0.593
SJ09	24	0.736	26.214	109.225%	4.495	67.765%	1.00613	0.675
SJ10	20	0.657	21.983	109.915%	3.702	75.567%	1.11967	0.538
SJ12	24	0.715	26.028	108.45%	4.308	69.885%	1.07832	0.635
SJ13	4	0.427	6.702	167.55%	1.811	90.55%	2.2488	0.376
SJ14	7	0.373	11.515	164.5%	2.47	93.357%	2.01329	0.258
SJ17	27	0.66	29.265	108.389%	4.937	75.289%	0.94452	0.541
SJ18	9	0.587	12.738	141.533%	2.706	81.589%	1.87392	0.535
SJ19	28	0.8	25.539	91.211%	4.075	60.083%	0.786	0.739
SJ20	82	0.91	48.328	58.937%	7.995	42.255%	0.37376	0.885
SJ25	15	0.75	15.288	101.92%	2.946	67.586%	0.90492	0.709
SJ28	137	0.924	66.606	48.618%	10.136	38.229%	0.27038	0.886
SJ31	65	0.939	39.71	61.092%	6.569	36.327%	0.39604	0.93
SJ32	105	0.906	53.838	51.274%	8.751	42.349%	0.31864	0.86
SJ33	18	0.684	20.607	114.483%	4.038	73.723%	0.99861	0.63
T135	483	0.996	47.67	9.87%	8.541	8.573%	0.01976	0.995
