NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	27.562	110.813	6.025	72.549	1.07	0.608	80000.0
2	27.638	110.905	6.158	71.148	1.071	0.642	60000.0
3	27.604	111.319	6.125	71.874	1.06	0.633	60000.0
4	28.586	108.425	6.356	70.787	0.997	0.658	60000.0
5	28.299	110.177	6.352	73.252	1.045	0.612	60000.0
6	27.837	114.395	6.129	73.588	1.111	0.598	60000.0
7	28.871	110.207	6.451	71.877	1.076	0.625	60000.0
8	26.843	109.028	5.873	70.432	1.046	0.641	40000.0
9	28.015	112.634	6.17	73.255	1.083	0.601	40000.0
10	28.183	110.167	6.169	72.211	1.037	0.632	40000.0
11	28.736	111.262	6.35	72.188	1.067	0.622	40000.0
12	28.923	113.189	6.44	72.607	1.069	0.623	40000.0
13	28.874	109.683	6.356	71.818	1.02	0.63	40000.0
14	27.773	111.122	6.003	72.126	1.054	0.625	60000.0
15	29.532	112.071	6.478	72.013	1.073	0.627	80000.0
16	27.855	112.662	6.236	72.648	1.085	0.62	40000.0
17	27.567	107.089	6.002	69.875	1.004	0.651	40000.0
18	27.195	111.695	6.082	72.286	1.081	0.617	0.0
19	28.506	108.549	6.363	72.554	1.006	0.627	80000.0
20	28.386	113.399	6.204	73.782	1.095	0.594	0.0
21	28.442	109.43	6.258	71.704	1.026	0.637	60000.0
22	28.155	107.596	6.11	70.848	1.029	0.642	40000.0
23	27.614	110.704	6.129	71.812	1.054	0.622	60000.0
24	27.959	111.204	6.185	72.466	1.055	0.627	40000.0
25	28.115	109.925	6.13	70.633	1.025	0.655	60000.0
26	28.13	112.627	6.209	71.976	1.07	0.627	40000.0
27	26.992	107.876	5.894	70.154	1.008	0.649	60000.0
28	28.304	111.088	6.278	72.168	1.07	0.615	60000.0
29	27.238	109.947	6.036	71.818	1.038	0.631	60000.0
30	28.35	111.997	6.239	72.586	1.058	0.615	40000.0
31	28.691	109.325	6.292	72.197	1.029	0.628	60000.0
32	28.282	108.372	6.114	70.644	1.037	0.639	60000.0
33	28.333	113.41	6.134	72.943	1.087	0.609	40000.0
34	27.905	110.963	6.168	72.502	1.06	0.627	40000.0
35	28.833	109.842	6.285	71.466	1.041	0.635	40000.0
36	28.308	109.972	6.224	72.136	1.038	0.625	40000.0
37	29.429	110.907	6.562	72.863	1.053	0.619	0.0
38	28.644	110.018	6.188	71.384	1.045	0.639	40000.0
39	27.415	110.246	6.155	71.738	1.053	0.631	40000.0
40	27.597	113.42	6.095	73.306	1.1	0.613	60000.0
41	28.994	109.35	6.269	71.85	1.008	0.637	60000.0
42	28.11	109.439	6.297	72.432	1.04	0.616	60000.0
43	27.581	106.897	6.13	70.234	1.002	0.652	80000.0
44	27.449	109.561	6.046	70.4	1.05	0.653	40000.0
45	27.242	108.902	6.114	70.804	1.033	0.637	60000.0
46	28.321	110.299	6.359	72.364	1.026	0.636	60000.0
