NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	200.287	90.843	30.535	66.865	0.861	0.532	80000.0
2	200.262	89.661	30.877	66.49	0.818	0.543	40000.0
3	204.413	91.668	31.242	67.215	0.851	0.532	80000.0
4	198.556	89.559	30.252	66.196	0.822	0.539	140000.0
5	200.595	91.646	30.81	67.466	0.842	0.527	80000.0
6	201.441	90.742	30.86	67.062	0.844	0.534	40000.0
7	197.462	90.234	30.102	66.601	0.832	0.539	40000.0
8	199.322	90.722	30.377	66.925	0.852	0.535	40000.0
9	200.44	90.901	30.566	66.835	0.831	0.533	60000.0
10	199.782	89.98	30.607	66.81	0.835	0.533	80000.0
11	199.953	89.681	30.605	66.312	0.817	0.549	60000.0
12	201.434	90.832	30.981	67.214	0.837	0.531	80000.0
13	200.393	90.427	30.772	66.933	0.823	0.536	40000.0
14	202.922	90.719	30.978	67.252	0.84	0.533	60000.0
15	203.082	90.236	31.316	66.988	0.83	0.536	80000.0
16	202.174	90.822	31.032	67.071	0.841	0.533	40000.0
17	201.889	91.655	30.848	67.044	0.852	0.532	40000.0
18	204.345	91.064	31.155	67.061	0.843	0.532	60000.0
19	199.562	90.381	30.926	67.118	0.853	0.524	60000.0
20	201.634	90.56	31.31	67.216	0.815	0.531	40000.0
21	202.002	91.283	30.93	66.988	0.856	0.535	100000.0
22	203.076	91.684	30.835	67.474	0.84	0.527	40000.0
23	202.381	91.28	31.246	67.54	0.862	0.525	120000.0
24	204.402	90.706	31.755	67.436	0.826	0.532	80000.0
25	203.748	90.102	31.337	66.966	0.827	0.535	40000.0
26	200.774	90.559	30.735	66.91	0.838	0.535	60000.0
27	203.154	90.65	30.753	67.111	0.829	0.534	40000.0
28	202.528	90.968	30.82	66.984	0.83	0.536	40000.0
29	202.589	90.962	30.996	66.949	0.84	0.532	40000.0
30	201.172	91.071	30.815	67.249	0.847	0.521	60000.0
31	204.852	91.559	31.659	67.527	0.852	0.527	180000.0
32	200.564	89.966	31.022	66.672	0.821	0.542	60000.0
33	199.91	90.009	31.117	67.101	0.832	0.533	80000.0
34	203.4	91.22	31.473	67.407	0.839	0.529	60000.0
35	202.705	91.488	31.137	67.501	0.853	0.527	60000.0
36	201.135	90.506	30.687	67.142	0.827	0.529	40000.0
37	201.282	90.448	30.941	67.113	0.834	0.526	60000.0
38	199.486	91.24	30.5	66.882	0.847	0.535	60000.0
39	201.831	90.437	30.904	66.863	0.827	0.536	100000.0
40	201.744	90.783	30.959	67.337	0.846	0.523	60000.0
41	204.059	91.305	31.297	67.186	0.842	0.535	40000.0
42	199.507	90.759	30.407	66.881	0.833	0.537	40000.0
43	201.744	91.271	30.381	67.086	0.855	0.528	60000.0
44	200.772	90.456	30.521	66.834	0.839	0.535	40000.0
45	201.672	91.387	30.908	67.538	0.85	0.524	40000.0
46	201.467	91.219	30.536	66.783	0.838	0.538	60000.0
47	201.482	90.993	30.571	67.057	0.848	0.531	40000.0
48	200.434	90.653	30.617	67.017	0.842	0.531	40000.0
49	203.488	91.514	31.114	67.306	0.859	0.522	40000.0
50	198.234	90.719	30.147	67.109	0.837	0.523	80000.0
51	199.943	90.529	30.499	66.861	0.864	0.53	40000.0
52	197.369	89.68	30.167	66.434	0.812	0.545	60000.0
53	199.989	91.253	30.776	67.152	0.86	0.533	40000.0
54	198.22	89.875	30.652	67.294	0.823	0.522	40000.0
55	203.583	91.027	31.472	67.465	0.846	0.523	60000.0
56	201.308	91.169	30.675	67.279	0.851	0.522	40000.0
57	200.951	91.381	30.502	67.189	0.848	0.534	40000.0
58	200.203	90.09	30.934	66.9	0.845	0.533	40000.0
59	203.679	90.802	31.428	67.31	0.832	0.53	40000.0
60	199.015	90.341	30.83	67.049	0.843	0.53	40000.0
61	201.726	90.583	30.921	67.143	0.84	0.523	60000.0
62	202.545	90.977	30.619	67.124	0.856	0.521	40000.0
63	201.632	90.963	31.12	66.795	0.836	0.542	40000.0
64	202.397	91.36	31.026	67.097	0.844	0.534	60000.0
65	201.716	89.946	31.2	66.774	0.821	0.537	80000.0
66	202.195	91.395	30.682	67.02	0.848	0.536	220000.0
67	202.627	90.696	31.507	66.903	0.835	0.533	60000.0
68	203.85	91.284	31.533	67.371	0.832	0.534	60000.0
69	201.898	90.676	31.014	67.075	0.84	0.533	40000.0
70	199.662	91.009	30.477	67.061	0.853	0.532	40000.0
71	202.741	91.136	31.203	67.324	0.856	0.526	40000.0
72	204.385	91.456	31.409	67.356	0.856	0.53	40000.0
73	198.113	90.118	30.355	66.881	0.832	0.537	60000.0
74	201.6	91.086	31.095	67.545	0.844	0.521	40000.0
75	200.926	91.238	30.711	67.235	0.838	0.531	40000.0
76	204.05	90.856	31.187	66.891	0.847	0.53	40000.0
77	202.054	90.06	30.942	66.894	0.831	0.536	80000.0
78	200.019	90.643	30.382	67.167	0.849	0.521	40000.0
79	201.458	91.06	30.769	67.452	0.847	0.521	40000.0
80	200.549	90.585	31.144	67.055	0.841	0.531	40000.0
81	200.376	90.632	30.734	66.833	0.834	0.539	60000.0
82	202.45	91.302	30.959	67.222	0.866	0.524	40000.0
83	202.248	90.406	31.253	67.282	0.828	0.532	40000.0
84	203.612	90.873	31.298	67.471	0.838	0.521	40000.0
85	201.452	90.545	30.945	67.329	0.842	0.525	40000.0
86	203.05	91.881	30.985	67.595	0.853	0.524	40000.0
87	200.538	90.509	30.838	67.394	0.831	0.527	80000.0
88	199.023	89.846	30.501	66.901	0.81	0.537	40000.0
89	202.019	90.726	31.195	67.252	0.833	0.532	80000.0
90	200.164	90.627	30.838	67.308	0.855	0.526	60000.0
91	200.659	89.613	30.609	66.7	0.822	0.542	40000.0
92	202.345	90.874	31.003	67.092	0.834	0.531	40000.0
93	201.148	90.741	30.876	67.055	0.842	0.534	40000.0
94	201.794	91.032	31.005	67.349	0.862	0.525	40000.0
95	201.781	91.063	30.733	67.1	0.833	0.531	40000.0
96	199.624	91.367	30.421	67.068	0.859	0.528	60000.0
97	201.53	91.203	30.742	67.341	0.859	0.52	40000.0
98	200.02	91.102	30.761	66.935	0.84	0.534	40000.0
99	199.02	90.477	30.219	66.926	0.843	0.53	100000.0
100	199.887	90.381	31.297	67.058	0.839	0.535	40000.0
101	199.696	90.367	30.784	66.868	0.837	0.535	40000.0
102	204.847	90.976	31.927	67.162	0.839	0.536	60000.0
