Sample_ID	MeanL1methy	MeanL1HSmethy
TCGA.AB.2806.03A	0.83066798541493	0.851887454221042
TCGA.AB.2830.03A	0.801268330400657	0.891307648970155
TCGA.AB.2822.03A	0.82033673912492	0.888315024683558
TCGA.AB.2846.03A	0.818554719779137	0.901714950603381
TCGA.AB.2820.03A	0.863534931144609	0.881573249631931
TCGA.AB.2810.03A	0.83385344626875	0.901581263536334
TCGA.AB.2854.03A	0.768739962356906	0.873042653799173
TCGA.AB.2813.03A	0.824611458376337	0.876239697520025
TCGA.AB.2923.03A	0.833963339748032	0.893429681866893
TCGA.AB.3005.03A	0.7587159713809	0.874107880042076
TCGA.AB.2805.03A	0.83209202203423	0.856246908779917
TCGA.AB.2868.03A	0.818167801651941	0.867158861505827
TCGA.AB.2933.03A	0.813022002146701	0.916824431073202
TCGA.AB.2948.03A	0.810253911291974	0.892445248611458
TCGA.AB.2963.03A	0.80780119300456	0.873930678687287
TCGA.AB.2896.03A	0.812564506327364	0.892540495877269
TCGA.AB.2824.03A	0.772170655535746	0.873046948631539
TCGA.AB.2823.03A	0.807600448797566	0.898204458197668
TCGA.AB.2908.03A	0.809602825492578	0.85448194513433
TCGA.AB.2814.03A	0.79555502943856	0.885797885459599
TCGA.AB.2937.03A	0.827078638815579	0.909719805016226
TCGA.AB.2858.03A	0.806123286912548	0.877908380703397
TCGA.AB.2828.03A	0.801194978202137	0.897928094520182
TCGA.AB.3000.03A	0.85431728183804	0.921802024464933
TCGA.AB.2815.03A	0.828239361754437	0.946256119726048
TCGA.AB.2904.03A	0.841025938702196	0.881378641723717
TCGA.AB.3002.03A	0.832124371207734	0.893343182622049
TCGA.AB.2916.03A	0.789502670163348	0.93214843554083
TCGA.AB.2956.03A	0.792429214659737	0.896512705477568
TCGA.AB.2976.03A	0.810455979955344	0.88057234690242
TCGA.AB.2995.03A	0.762761164257125	0.867343973175013
TCGA.AB.2834.03A	0.807092776408802	0.887926434668054
TCGA.AB.2851.03A	0.830804796864202	0.917321711110894
TCGA.AB.2987.03A	0.70555160410121	0.805957042844895
TCGA.AB.2809.03A	0.80603968478043	0.920879374665467
TCGA.AB.2907.03A	0.804434104251326	0.883108224397693
TCGA.AB.2857.03A	0.783014976104093	0.828899871010975
TCGA.AB.2860.03A	0.796926197058647	0.878789564500662
TCGA.AB.2829.03A	0.722224821739768	0.831199040287382
TCGA.AB.2856.03A	0.819790221167761	0.893379014484213
TCGA.AB.2906.03A	0.796201703611159	0.847728747941593
TCGA.AB.2914.03A	0.83492422859613	0.872406679990678
TCGA.AB.2816.03A	0.838601683828483	0.904716333047163
TCGA.AB.2866.03A	0.827918726219538	0.884305862144172
TCGA.AB.2812.03A	0.7403101377876	0.868329187738999
TCGA.AB.2972.03A	0.78995297531269	0.89713251021406
TCGA.AB.2988.03A	0.81618868707678	0.906433278427469
TCGA.AB.2826.03A	0.76860058048558	0.861372426004699
TCGA.AB.2870.03A	0.844176675915735	0.923619816770987
TCGA.AB.2974.03A	0.781677194651082	0.906925493728246
TCGA.AB.2867.03A	0.831522915712016	0.883274895686271
TCGA.AB.2967.03A	0.783938500937062	0.891056707817432
TCGA.AB.2849.03A	0.837806012153056	0.876982328826778
TCGA.AB.2840.03A	0.788964628030654	0.900564601431102
TCGA.AB.2931.03A	0.744885046845345	0.875822743439992
TCGA.AB.2932.03A	0.806826954175481	0.892938027241466
TCGA.AB.2955.03A	0.824775213725596	0.905351340078785
TCGA.AB.2879.03A	0.808915224441155	0.881685775711391
TCGA.AB.2922.03A	0.82973259621986	0.89540272236304
TCGA.AB.2950.03A	0.803823010537068	0.909404551339809
TCGA.AB.2818.03A	0.785430411759466	0.879566268123991
TCGA.AB.2897.03A	0.803566358448529	0.913852987922263
TCGA.AB.2833.03A	0.813537999668052	0.854458901377283
TCGA.AB.2915.03A	0.803535086121782	0.882025204826212
TCGA.AB.2855.03A	0.847776488469346	0.903201501561763
TCGA.AB.2939.03A	0.835478143843651	0.888211702353811
TCGA.AB.2853.03A	0.776347811983209	0.920861320330391
TCGA.AB.2893.03A	0.792891337860816	0.885253590859277
TCGA.AB.2883.03A	0.79107851252202	0.88720322716219
TCGA.AB.2945.03A	0.804994657083067	0.930463069481602
TCGA.AB.2881.03A	0.824864222594954	0.924364967662006
TCGA.AB.2848.03A	0.801036330463806	0.904901624213345
TCGA.AB.2982.03A	0.812211921445566	0.921837129642121
TCGA.AB.2991.03A	0.786511068190039	0.879330641162646
TCGA.AB.2998.03A	0.814302915944327	0.88183574671166
TCGA.AB.2943.03A	0.827046265796521	0.865330006542229
TCGA.AB.2899.03A	0.826837079084527	0.875632176087239
TCGA.AB.2869.03A	0.790790618069198	0.889578911947544
TCGA.AB.2882.03A	0.788171118856043	0.874716049038349
TCGA.AB.2992.03A	0.799006370205224	0.860540645356378
TCGA.AB.2884.03A	0.825263377651853	0.909558928387389
TCGA.AB.2835.03A	0.778605081236918	0.886291883331347
TCGA.AB.2989.03A	0.778095987943125	0.887914724290875
TCGA.AB.2886.03A	0.83109919313449	0.905897697874267
TCGA.AB.2954.03A	0.812350430814418	0.891040373669779
TCGA.AB.2804.03A	0.759030214805892	0.868593741324056
TCGA.AB.2841.03A	0.794286260189299	0.885838440066813
TCGA.AB.2821.03A	0.834596049582762	0.883450086436008
TCGA.AB.2920.03A	0.857911105002097	0.919006038341974
TCGA.AB.2929.03A	0.833964402198143	0.896502662660898
TCGA.AB.2817.03A	0.828102880439554	0.891365825472066
TCGA.AB.2969.03A	0.788091906899068	0.884659430594023
TCGA.AB.3007.03A	0.780697540139733	0.882526865528699
TCGA.AB.2880.03A	0.848961210685911	0.925501624568769
TCGA.AB.2910.03A	0.794385222070646	0.877229003805516
TCGA.AB.2921.03A	0.838423579437813	0.893398038261
TCGA.AB.2957.03A	0.831359881715883	0.901164174851955
TCGA.AB.2832.03A	0.767646653179777	0.850493737883313
TCGA.AB.2965.03A	0.795549753094024	0.880247913209072
TCGA.AB.2927.03A	0.800779493182927	0.842778953135384
TCGA.AB.2803.03A	0.808245188226228	0.894849383549032
TCGA.AB.3009.03A	0.844554894510139	0.908543632356644
TCGA.AB.2900.03A	0.826359265553009	0.866259077322509
TCGA.AB.2981.03A	0.778993754270183	0.870386583386474
TCGA.AB.3006.03A	0.814797161487778	0.904900390225178
TCGA.AB.2911.03A	0.826594895061781	0.904050999327897
TCGA.AB.2839.03A	0.779889501915558	0.89993547358003
TCGA.AB.2807.03A	0.825362825594409	0.866858273004408
TCGA.AB.2877.03A	0.844829169082776	0.89352079547342
TCGA.AB.2861.03A	0.699399419047833	0.86444810488664
TCGA.AB.2984.03A	0.845894675108999	0.896216214847568
TCGA.AB.2827.03A	0.642633002593197	0.82097900685708
TCGA.AB.2980.03A	0.732838405997626	0.828504120105983
TCGA.AB.2993.03A	0.792352266525434	0.864576778909342
TCGA.AB.2889.03A	0.829829106397473	0.892923460036427
TCGA.AB.2996.03A	0.807447365019472	0.847925841868644
TCGA.AB.2964.03A	0.811311622843963	0.87966701508417
TCGA.AB.2888.03A	0.793588001376	0.893271687926858
TCGA.AB.2894.03A	0.777294830767371	0.888716346724489
TCGA.AB.2890.03A	0.805934266669329	0.886360811155876
TCGA.AB.2844.03A	0.797098943990832	0.900534986953241
TCGA.AB.2891.03A	0.826640489178853	0.910633137557936
TCGA.AB.2959.03A	0.821202521489258	0.898235987663574
TCGA.AB.2999.03A	0.813485773280058	0.870081893457006
TCGA.AB.2930.03A	0.826994914927593	0.884315809344231
TCGA.AB.3011.03A	0.806399429099904	0.907807150009584
TCGA.AB.2872.03A	0.809382178331999	0.871762865479384
TCGA.AB.2874.03A	0.839260819866181	0.913775812223936
