Sample_ID	MeanL1methy	MeanL1HSmethy
TCGA.2G.AAGM.01A	0.716654178838139	0.823800703197101
TCGA.2G.AALR.01A	0.707372621326148	0.835326305742558
TCGA.SN.A84Y.01A	0.690502408733294	0.706930426569409
TCGA.2G.AAGI.01A	0.788849106766375	0.733260805519459
TCGA.2G.AAG6.01A	0.777798725134134	0.829559569960307
TCGA.2G.AAG7.01A	0.752446223739274	0.750939935997982
TCGA.2G.AAG5.01A	0.776730539508514	0.855720190728716
TCGA.2G.AAFY.01A	0.761022730170961	0.764208824536145
TCGA.2G.AALY.01A	0.779473291902483	0.763759468481234
TCGA.2G.AAH2.01A	0.735857295737656	0.72049201617638
TCGA.2G.AAG0.01A	0.718154881522033	0.765500663127299
TCGA.2G.AALO.01A	0.693140305568157	0.743687167272404
TCGA.2G.AAKG.01A	0.709521709265502	0.727077227096942
TCGA.2G.AAGE.01A	0.694473975288413	0.746565422627997
TCGA.2G.AALG.01A	0.7112085164351	0.753732248634128
TCGA.2G.AAGO.01A	0.639493969042825	0.74641435887716
TCGA.2G.AAFO.01A	0.711749161210106	0.771878591495553
TCGA.2G.AAFI.01A	0.668805488677764	0.724991073974499
TCGA.XE.AAOB.01A	0.749608763218991	0.805507340451853
TCGA.2G.AAGF.01A	0.741012624624799	0.692463840841345
TCGA.2G.AAG3.01A	0.669696195708656	0.813554876155798
TCGA.2G.AAKM.01A	0.682482720999471	0.688412798872054
TCGA.VF.A8AD.01A	0.652098160910852	0.748104467977183
TCGA.2G.AAG8.01A	0.627472002259775	0.746664489250848
TCGA.2G.AAGG.01A	0.743507013616255	0.763610496888977
TCGA.2G.AALN.01A	0.767898547982082	0.825411598251912
TCGA.2G.AAH4.01A	0.746421355392488	0.802642102556628
TCGA.XE.AAOJ.01A	0.711519507545858	0.795853647732747
TCGA.2G.AAM4.01A	0.820938628174335	0.731329443454221
TCGA.2G.AAGZ.01A	0.766809255592955	0.805936139112375
TCGA.2G.AAKL.01A	0.669735104634751	0.680143497900683
TCGA.YU.AA61.01A	0.712203014200214	0.683551780173498
TCGA.XY.A8S3.01B	0.711724498863973	0.776189831944086
TCGA.2G.AAGC.01A	0.720072781322864	0.759213155010229
TCGA.XY.A8S2.01A	0.675126181305374	0.653602620236473
TCGA.2G.AAL5.01A	0.728496432097038	0.832241995154604
TCGA.2G.AAGJ.01A	0.746749924690932	0.613225942216572
TCGA.W4.A7U3.01A	0.72270471698506	0.717822644172291
TCGA.2G.AAGV.01A	0.77373194931688	0.797200707180429
TCGA.2G.AAM3.01A	0.751833149044929	0.808944579209597
TCGA.YU.A90Y.01A	0.719429060837657	0.745176703589191
TCGA.2G.AALX.01A	0.772588274186616	0.732617177766599
TCGA.2G.AAFM.01A	0.747930789771084	0.77916005657856
TCGA.YU.A90P.01A	0.719199711374374	0.667928178614566
TCGA.2G.AAGX.01A	0.781445439677726	0.802648219267318
TCGA.2G.AAGS.01A	0.737493284620347	0.7327861792764
TCGA.2G.AALZ.01A	0.775378125734945	0.867291920831996
TCGA.W4.A7U4.01A	0.651657408748166	0.663861363010023
TCGA.2G.AAFZ.01A	0.762439099564121	0.772089228152223
TCGA.2G.AAGP.01A	0.756873806987175	0.825608278697428
TCGA.XE.A8H1.01A	0.722928976482329	0.747873301303029
TCGA.2G.AAFL.01A	0.750962078190765	0.807240478755852
TCGA.XE.AAOC.01A	0.794681495579805	0.86574486102577
TCGA.YU.A94D.01A	0.660213052223592	0.778397101018501
TCGA.2G.AAFN.01A	0.670643395677073	0.663278249377926
TCGA.2G.AAM2.01A	0.809837534146261	0.725705101453258
TCGA.2G.AALT.01A	0.771715280272187	0.814915673821234
TCGA.2G.AAFJ.01A	0.789539483133568	0.858873245517539
TCGA.2G.AAGA.01A	0.702812762771345	0.745022889480158
TCGA.2G.AALQ.01A	0.704684350383033	0.806273083233749
TCGA.2G.AAKD.01A	0.752442113477441	0.76383747270838
TCGA.X3.A8G4.01A	0.720047612174747	0.718118159890413
TCGA.VF.A8A8.01A	0.726694078199036	0.67023342842405
TCGA.2G.AAKO.05A	0.656045458248524	0.786178811617028
TCGA.2G.AAKO.01A	0.659292358885783	0.784470210250302
TCGA.2G.AAGY.01A	0.740205356582582	0.826129643545851
TCGA.SN.A84X.01A	0.654119557092244	0.733471970730001
TCGA.2G.AAGK.01A	0.704487325638153	0.738876355850123
TCGA.2G.AAGN.01A	0.629098664638607	0.738394934059585
TCGA.2G.AALF.01A	0.574804437912051	0.758129861911954
TCGA.XE.AANI.01A	0.746713643173695	0.882413327049096
TCGA.2G.AALP.01A	0.685542224548408	0.70162258505963
TCGA.2G.AAKH.01A	0.652095259488547	0.744703711345206
TCGA.2G.AALW.01A	0.721205609586863	0.694870508659881
TCGA.2G.AALS.01A	0.735341489455887	0.77049522330918
TCGA.SN.A84W.01A	0.798953905887729	0.870590484185191
TCGA.2G.AAL7.01A	0.645588111905279	0.711951257616518
