Sample_ID	MeanL1methy	MeanL1HSmethy
TCGA.CM.4750.01A	0.624902544787822	0.80399814700778
TCGA.AZ.4616.01A	0.678820356948626	0.804220599046289
TCGA.T9.A92H.01A	0.68876832226178	0.785000097979827
TCGA.DM.A28K.01A	0.638693575238194	0.818538870099607
TCGA.AZ.6599.01A	0.573823482301077	0.837685745511549
TCGA.CM.5344.01A	0.65630254744945	0.764492465511671
TCGA.DM.A28A.01A	0.712370102001668	0.837800573997434
TCGA.QG.A5YX.01A	0.610547846983858	0.773073624230005
TCGA.A6.6782.01A	0.677058321071905	0.791190788265439
TCGA.A6.6654.01A	0.726118488172717	0.841538085535938
TCGA.CM.6170.01A	0.672706926107975	0.826366025173136
TCGA.DM.A1D7.01A	0.715761111871171	0.832634491776079
TCGA.G4.6304.01A	0.752904878254074	0.840965728910953
TCGA.CM.5868.01A	0.663179551330185	0.787255298454055
TCGA.CM.4752.01A	0.641107734041016	0.730949618735779
TCGA.AA.3506.01A	0.612083523044375	0.791644507794775
TCGA.A6.2677.01A	0.611787696338627	0.739243479589096
TCGA.G4.6321.01A	0.710401251520355	0.815041674211697
TCGA.AD.6964.01A	0.680751485208787	0.807941635117979
TCGA.AZ.6601.01A	0.705577954853244	0.858418849824803
TCGA.AD.6548.01A	0.628256826807661	0.744931372558794
TCGA.NH.A5IV.01A	0.642278096051519	0.804436997175562
TCGA.AA.3697.01A	0.625267329577659	0.8132246942547
TCGA.DM.A0XF.01A	0.709049365287859	0.84127148154125
TCGA.A6.6653.01A	0.747080276033249	0.849169552114833
TCGA.QG.A5Z1.01A	0.695566386536091	0.851341862249791
TCGA.A6.2681.01A	0.684661704586927	0.834513993371235
TCGA.CM.5349.01A	0.724894952412512	0.807667851427177
TCGA.CM.6169.01A	0.628605022095344	0.769837070898828
TCGA.CM.6164.01A	0.670548738452629	0.803446567454219
TCGA.CM.5862.01A	0.615816683071319	0.801185266111779
TCGA.G4.6317.02A	0.616343333856506	0.741818071581238
TCGA.QL.A97D.01A	0.671540544751555	0.801448339797504
TCGA.CK.4947.01B	0.645674631607779	0.812555675273647
TCGA.A6.6137.01A	0.656069614995908	0.822937195269807
TCGA.A6.3810.01B	0.702707412997911	0.744810891901895
TCGA.D5.6926.01A	0.678036379821135	0.798804200335505
TCGA.SS.A7HO.01A	0.558339516262116	0.717148064125837
TCGA.G4.6298.01A	0.697301759482749	0.832944905928555
TCGA.AZ.6608.01A	0.591896992553812	0.745413869780716
TCGA.AA.3662.01A	0.621236103010085	0.80785569024148
