Sample_ID	MeanL1methy	MeanL1HSmethy
TCGA.HT.7690.01A	0.834743952502743	0.896526425688577
TCGA.TM.A84B.01A	0.702450225067493	0.920625393058473
TCGA.S9.A6WN.01A	0.800140975254089	0.907804807486239
TCGA.P5.A77W.01A	0.847380194682963	0.901519909508352
TCGA.HT.7877.01A	0.825167292538496	0.908363284600673
TCGA.E1.A7YE.01A	0.688935800849306	0.806167244552724
TCGA.VM.A8C8.01A	0.830764390810053	0.890354468850552
TCGA.FG.8185.01A	0.84409050139201	0.86225557090995
TCGA.E1.5307.01A	0.831739026717552	0.91670987946763
TCGA.HT.8564.01A	0.78444271908337	0.911525367276058
TCGA.DU.7014.01A	0.81492569222929	0.896014746952219
TCGA.S9.A6WM.01A	0.72439751446298	0.886194891030524
TCGA.HT.A74H.01A	0.763372489160185	0.87719874139499
TCGA.QH.A6CW.01A	0.831569566252658	0.913661601065617
TCGA.E1.A7YU.01A	0.82009034829564	0.902164569861918
TCGA.HT.7860.01A	0.795770236198055	0.89991331412165
TCGA.FG.A4MY.01A	0.809469020945702	0.89395546388223
TCGA.HT.7470.01A	0.805107839873696	0.881344066686385
TCGA.RY.A847.01A	0.820727868691612	0.918857737542782
TCGA.CS.5394.01A	0.869745756455637	0.92365586244687
TCGA.E1.A7Z2.01A	0.765391163290477	0.875331457733923
TCGA.HT.8113.01A	0.82058746553632	0.880064266884498
TCGA.DU.5852.01A	0.697074862792873	0.873625086229061
TCGA.HT.7676.01A	0.830956605406293	0.900446313338498
TCGA.DU.7304.01A	0.821815383043851	0.898362634587374
TCGA.HT.8106.01A	0.812550420449758	0.884114733516464
TCGA.E1.5319.01A	0.814777400907985	0.910010760343514
TCGA.HT.8563.01A	0.800361002270168	0.864116802248466
TCGA.W9.A837.01A	0.838953776866732	0.90472453293483
TCGA.FG.5965.02A	0.797564562239751	0.89402584143418
TCGA.FG.5965.02B	0.763903379737105	0.901959345215529
TCGA.FG.A713.01A	0.820012028607869	0.884707452614556
TCGA.HW.8321.01A	0.821073572265746	0.887193934669339
TCGA.DU.A5TP.01A	0.841981740496963	0.905983447067003
TCGA.VM.A8CE.01A	0.827919258174315	0.900044098259467
TCGA.DB.A64P.01A	0.842266236701923	0.923019386614891
TCGA.WH.A86K.01A	0.813079829997072	0.913099733913197
TCGA.EZ.7264.01A	0.819243614451874	0.894022848183191
TCGA.WY.A85B.01A	0.836391456236751	0.916037890047907
TCGA.R8.A6MK.01A	0.821402145447754	0.895494643068607
TCGA.HT.7603.01A	0.814257936801527	0.871796579661113
TCGA.S9.A89Z.01A	0.809058894249572	0.90179510641334
TCGA.FG.6690.01A	0.826220399462158	0.970240730250511
TCGA.HT.8015.01B	0.808632755814032	0.893698641027196
TCGA.DU.6401.01A	0.820465095916459	0.651246630042079
TCGA.DB.A64R.01A	0.847496670431869	0.895758261671529
TCGA.DU.A5TW.01A	0.78640824092469	0.878886035210001
TCGA.HT.7609.01A	0.843996066202404	0.86308546726877
TCGA.FG.A6J1.01A	0.83096501146693	0.904495848866816
TCGA.CS.4942.01A	0.813234401853552	0.905085203487177
TCGA.VM.A8CB.01A	0.823865232642485	0.908934567450442
TCGA.HT.A614.01A	0.818664724440574	0.914165663375205
TCGA.DB.A4XA.01A	0.835884878660781	0.906941154830756
TCGA.DU.7009.01A	0.821154123450719	0.905655965221003
TCGA.KT.A7W1.01A	0.754869701615178	0.899838335772611
TCGA.DB.5270.01A	0.822907530775745	0.887608614027382
TCGA.IK.8125.01A	0.828121464254958	0.908263221983708
TCGA.VV.A829.01A	0.80045157323506	0.912785598632411
TCGA.DU.A7T8.01A	0.837290259892834	0.900229617568397
TCGA.DU.7292.01A	0.74749258537524	0.870812400027388
TCGA.HW.A5KM.01A	0.839117958783619	0.927211736584978
TCGA.TQ.A8XE.01A	0.821203898574765	0.900143621671492
TCGA.S9.A7J2.01A	0.853958825858508	0.894990511893769
TCGA.DB.5281.01A	0.845345249086962	0.907357567630422
TCGA.P5.A5EU.01A	0.765531395070704	0.907407700776769
TCGA.DU.7019.01A	0.824116661805999	0.90246198511813
TCGA.HT.7607.01A	0.802449898698562	0.86235644051699
TCGA.VW.A7QS.01A	0.808416133808741	0.874309639234388
TCGA.HT.7476.01A	0.801619856692724	0.863257061388509
TCGA.DU.A76K.01A	0.779641020147316	0.886566715797755
TCGA.TQ.A7RM.01A	0.743517076561948	0.856509546112369
TCGA.TQ.A7RK.02B	0.840490913800616	0.908744821254924
TCGA.CS.4938.01B	0.80731043286431	0.907674671245896
TCGA.S9.A7J1.01A	0.829378627318608	0.907588602957531
TCGA.HT.7687.01A	0.831203557576904	0.895006119069129
TCGA.DU.7294.01A	0.833498001994616	0.904645491916362
TCGA.CS.6188.01A	0.744083431555151	0.88423923255562
TCGA.E1.A7Z3.01A	0.835984369642231	0.877014101993832
TCGA.DU.6394.01A	0.822495555455747	0.90542479767283
TCGA.DB.5280.01A	0.845955214646289	0.940247327895437
TCGA.HT.7610.01A	0.82573233067862	0.88070422971512
TCGA.QH.A65X.01A	0.81054032752386	0.893951137332514
TCGA.P5.A72U.01A	0.781327428874824	0.894652060813084
TCGA.HT.7695.01A	0.826100422371453	0.905227346333862
TCGA.DU.8167.01A	0.828931161741647	0.892200886383817
TCGA.DB.A4X9.01A	0.823861513536418	0.890301563035005
TCGA.P5.A72W.01A	0.808793270493833	0.913725955506429
TCGA.TM.A84M.01A	0.809016614456625	0.891814111836333
TCGA.S9.A6U5.01A	0.817893423552195	0.865904543238609
TCGA.DH.5142.01A	0.81600305854405	0.893904290738635
TCGA.HW.8322.01A	0.830551253580613	0.91498768385771
TCGA.HT.A4DS.01A	0.75187440488945	0.908689063796276
TCGA.HT.7692.01A	0.824988708597393	0.903805979437187
TCGA.DU.6407.01A	0.835250456611959	0.908936120573796
TCGA.S9.A7J0.01A	0.83294311736161	0.871395207694541
TCGA.DU.8162.01A	0.808864500508043	0.899197651295689
TCGA.DH.A669.01A	0.766324623915592	0.871485732342245
TCGA.DU.6407.02B	0.733270632267798	0.879925950325885
TCGA.S9.A7R8.01A	0.850804938419875	0.926997078445095
TCGA.S9.A7QW.01A	0.829377256876687	0.862134352023422
TCGA.FG.A4MU.01B	0.712111378950327	0.922603950287598
TCGA.S9.A7QZ.01A	0.842098912316947	0.899480671177673
TCGA.QH.A6CU.01A	0.819834702057191	0.875235789582874
TCGA.FG.A87Q.01A	0.74728506940428	0.869366839652176
TCGA.E1.5302.01A	0.832242314119271	0.895693130544283
TCGA.P5.A5F0.01A	0.816435412679163	0.909897351563456
TCGA.DU.7301.01A	0.811473437244987	0.884134233491415
TCGA.HT.8108.01A	0.822974878913597	0.857221190322434
TCGA.TM.A7C5.01A	0.825617716893631	0.914984567592618
TCGA.TM.A84O.01A	0.83576265126798	0.889582005426814
TCGA.HW.A5KK.01A	0.796611434184893	0.900833603041268
TCGA.E1.A7Z6.01A	0.821975303050027	0.86821875996338
TCGA.DU.6405.01A	0.744276403256263	0.861005190252105
TCGA.DU.7007.01A	0.826215562637301	0.914213385304403
TCGA.DU.5847.01A	0.779054761765313	0.907450814603874
TCGA.TM.A84L.01A	0.833373505905882	0.895232409474596
TCGA.DU.A6S8.01A	0.806401708459359	0.909249838644887
TCGA.S9.A7QY.01A	0.820415165036462	0.873714897660605
TCGA.E1.A7Z4.01A	0.838989180164848	0.879530930087086
TCGA.HT.8019.01A	0.810037591791867	0.880925593790641
TCGA.E1.A7YO.01A	0.824305702850937	0.851228378098074
TCGA.HT.A619.01A	0.83088686171875	0.908313272417454
TCGA.P5.A780.01A	0.813935542088572	0.905026638500311
TCGA.DU.7304.02A	0.713210780186812	0.800470315330306
TCGA.FG.5963.02A	0.760389233995736	0.878417952728927
TCGA.HT.7873.01B	0.813324502916401	0.907915247104404
TCGA.HT.7474.01A	0.828250175231486	0.902158303101063
TCGA.TM.A84G.01A	0.829212876691373	0.902363792864871
TCGA.TM.A84I.01A	0.77149938433878	0.871034631110099
TCGA.HT.A74O.01A	0.811920518064017	0.883363042315358
TCGA.CS.6186.01A	0.788585686986384	0.90889220507094
TCGA.DB.5273.01A	0.841244726437496	0.929161104995792
TCGA.DB.A4XH.01A	0.8391953932992	0.910501482372186
TCGA.TM.A7CF.01A	0.822584235515022	0.91164480556806
TCGA.TM.A7CF.02A	0.804147757329282	0.898901901417929
TCGA.S9.A6WE.01A	0.836604414275482	0.891487668429245
TCGA.HT.A74L.01A	0.836494160377945	0.907363362407669
TCGA.DU.7013.01A	0.727898611994882	0.828937053544423
TCGA.HT.7677.01A	0.843644524632253	0.910787795804337
TCGA.QH.A65S.01A	0.823247279532591	0.904025294745746
TCGA.P5.A5F4.01A	0.833600625385142	0.891722108139389
TCGA.DU.7010.01A	0.771887488475286	0.848343215352989
TCGA.DU.5855.01A	0.823632868266266	0.889817084326952
TCGA.DU.6403.01A	0.672991204081621	0.831377495935646
TCGA.QH.A6X5.01A	0.81620926173428	0.880092803398661
TCGA.HT.7602.01A	0.817495931295255	0.905235945710568
TCGA.S9.A6U1.01A	0.833421757400259	0.939519253731227
TCGA.DU.5851.01A	0.791523922075017	0.87537752888812
TCGA.FG.A60J.01A	0.821398982540442	0.891317794269542
TCGA.CS.6669.01A	0.786975779374848	0.89082810755926
TCGA.HW.8320.01A	0.842301493957149	0.899823324478296
TCGA.FG.6689.01A	0.810950288425648	0.911133767255169
TCGA.CS.6290.01A	0.821817146085454	0.886805685011142
TCGA.CS.5395.01A	0.73127660811578	0.891874260547071
TCGA.KT.A74X.01A	0.825799653698197	0.877947204047644
TCGA.QH.A6CZ.01A	0.798334027601625	0.917394087408575
TCGA.TM.A84F.01A	0.820069230920608	0.90252039820486
TCGA.P5.A72Z.01A	0.785666671305915	0.885018337322712
TCGA.E1.5311.01A	0.84110566131359	0.891817082792796
TCGA.HT.7483.01A	0.818442890403927	0.87114248104756
TCGA.VM.A8CF.01A	0.842286403637881	0.92222393485051
TCGA.DU.7011.01A	0.834199037201737	0.911945985942693
TCGA.DU.A5TY.01A	0.773938089447399	0.901881249521284
TCGA.CS.6670.01A	0.813294681960715	0.974714496741099
TCGA.DB.5274.01A	0.842855370959311	0.909236938787599
TCGA.HT.8114.01A	0.832517708742639	0.899505607513545
TCGA.WY.A85A.01A	0.80706699093702	0.88872900444287
TCGA.DB.A75O.01A	0.812846796038204	0.901764299300211
TCGA.HT.7611.01A	0.855669418745745	0.895788186735285
TCGA.TQ.A8XE.02A	0.824405349011008	0.897341131169029
TCGA.S9.A6WQ.01A	0.832479467052706	0.875863615892722
TCGA.FG.7641.01B	0.830714145308222	0.882898454169732
TCGA.DU.6396.01A	0.820749402061587	0.889753526280096
TCGA.RY.A83Z.01A	0.718395333030354	0.83444785419732
TCGA.DU.6393.01A	0.83422261490322	0.92098436141267
TCGA.HT.A74J.01A	0.822356161590287	0.897834506709588
TCGA.DB.A4XE.01A	0.842519171530145	0.923883387325288
TCGA.RY.A83Y.01A	0.844477365860501	0.873720449082077
TCGA.DU.A5TU.01A	0.82333012953633	0.898855661912178
TCGA.P5.A737.01A	0.832340776820238	0.918964334944123
TCGA.DU.A6S3.01A	0.831938527922748	0.889667706573494
TCGA.DB.A4XD.01A	0.835819759005721	0.919350252402089
TCGA.R8.A6MO.01A	0.822220162831349	0.959068106542738
TCGA.P5.A5EX.01A	0.784034209569084	0.892305342145672
TCGA.WY.A85E.01A	0.827065881464084	0.870911829677988
TCGA.FG.A711.01A	0.796344471799375	0.958938603901366
TCGA.DU.7006.01A	0.768864695719891	0.873506882114958
