NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	130.146	73.526	19.444	54.679	0.615	0.701	80000.0
2	128.553	72.387	18.973	53.96	0.585	0.71	120000.0
3	130.129	74.184	19.421	55.197	0.609	0.696	100000.0
4	126.37	72.88	18.71	54.535	0.599	0.698	80000.0
5	136.704	74.841	21.09	55.263	0.608	0.698	60000.0
6	131.739	73.117	19.685	54.659	0.587	0.708	100000.0
7	126.708	72.89	18.892	54.009	0.596	0.712	100000.0
8	130.385	74.653	19.64	55.368	0.631	0.692	100000.0
9	135.542	73.849	20.555	55.102	0.598	0.702	80000.0
10	126.652	73.736	18.834	55.027	0.613	0.695	60000.0
11	128.055	72.994	18.715	53.9	0.596	0.712	100000.0
12	130.787	73.031	19.254	54.398	0.591	0.708	100000.0
13	131.775	73.541	19.529	54.786	0.584	0.709	120000.0
14	129.772	72.426	19.683	54.931	0.582	0.704	100000.0
15	127.324	72.402	18.826	53.991	0.582	0.71	60000.0
16	136.724	74.02	21.043	54.836	0.608	0.704	100000.0
17	127.504	73.522	18.985	54.64	0.608	0.704	80000.0
18	129.64	73.551	18.997	54.313	0.595	0.709	100000.0
19	126.746	73.638	18.596	54.929	0.608	0.693	60000.0
20	130.884	73.343	19.496	54.924	0.585	0.704	60000.0
21	129.186	73.514	19.108	53.905	0.594	0.714	80000.0
22	130.499	74.236	19.443	55.303	0.6	0.7	60000.0
23	129.373	74.363	19.295	54.877	0.621	0.699	60000.0
24	130.304	73.299	19.099	54.906	0.59	0.703	120000.0
25	126.185	72.478	18.776	54.27	0.588	0.708	100000.0
26	128.688	73.564	19.016	54.522	0.605	0.704	80000.0
27	127.511	73.084	18.951	53.935	0.598	0.713	60000.0
28	132.862	74.099	20.156	54.958	0.603	0.699	120000.0
29	127.16	74.996	18.857	54.997	0.625	0.696	180000.0
30	128.382	74.018	18.993	55.067	0.602	0.698	100000.0
31	126.885	74.31	18.815	55.423	0.622	0.687	60000.0
32	126.329	72.803	19.065	54.26	0.593	0.71	60000.0
33	128.331	73.397	19.013	54.594	0.595	0.704	60000.0
34	128.185	74.83	19.059	55.563	0.619	0.687	100000.0
35	131.913	74.865	19.477	55.113	0.627	0.698	180000.0
36	137.655	74.074	20.904	55.437	0.601	0.694	80000.0
37	128.545	72.909	18.713	54.572	0.584	0.701	100000.0
38	126.954	74.065	18.756	54.167	0.603	0.708	80000.0
39	128.156	72.486	19.129	54.603	0.589	0.704	100000.0
40	128.745	74.229	19.089	54.778	0.617	0.697	80000.0
41	130.724	73.769	19.286	54.346	0.603	0.707	80000.0
42	127.545	72.942	18.878	54.447	0.578	0.707	60000.0
43	127.911	73.75	19.04	54.614	0.619	0.699	60000.0
44	134.776	73.059	20.345	54.631	0.602	0.703	80000.0
45	127.838	74.417	19.212	54.999	0.613	0.697	60000.0
46	127.919	72.865	18.927	54.196	0.589	0.712	140000.0
47	129.542	73.16	19.314	54.889	0.599	0.699	120000.0
