NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
37	3.908	144.024	1.639	82.565	1.74	0.478	40000.0
38	5.151	143.688	2.042	83.476	1.595	0.495	40000.0
39	3.695	139.685	1.56	80.188	1.712	0.506	80000.0
40	4.367	145.825	1.859	84.19	1.754	0.462	60000.0
41	3.333	129.878	1.472	76.385	1.483	0.553	60000.0
42	4.181	141.821	1.698	82.113	1.706	0.486	0.0
43	4.312	148.393	1.729	83.75	1.707	0.477	60000.0
44	3.807	139.83	1.627	81.153	1.657	0.514	40000.0
45	4.069	131.675	1.634	77.03	1.486	0.539	60000.0
46	3.874	144.223	1.631	82.243	1.716	0.483	60000.0
47	5.576	133.295	2.048	79.612	1.475	0.541	40000.0
48	5.782	136.751	2.143	80.606	1.551	0.511	60000.0
49	3.561	135.223	1.548	78.306	1.648	0.52	0.0
50	3.618	135.962	1.523	78.686	1.635	0.522	40000.0
51	3.712	135.353	1.604	79.795	1.626	0.511	40000.0
52	4.131	132.916	1.664	76.97	1.681	0.524	80000.0
53	4.295	141.171	1.79	80.362	1.818	0.493	60000.0
54	3.44	130.471	1.504	77.766	1.527	0.543	80000.0
55	3.913	141.922	1.652	81.652	1.636	0.501	40000.0
56	3.941	134.085	1.665	79.819	1.541	0.526	60000.0
57	3.535	130.296	1.551	75.764	1.432	0.578	40000.0
58	4.343	146.712	1.788	82.859	1.737	0.471	60000.0
59	3.697	127.868	1.59	75.583	1.526	0.548	60000.0
60	3.971	136.422	1.732	79.51	1.663	0.517	40000.0
61	4.683	144.988	1.853	82.999	1.727	0.476	60000.0
62	3.89	140.436	1.646	80.528	1.619	0.499	40000.0
63	3.881	129.225	1.593	75.451	1.49	0.56	60000.0
64	3.724	132.184	1.652	76.22	1.536	0.555	60000.0
65	3.693	134.754	1.575	79.253	1.52	0.545	60000.0
66	3.593	130.859	1.548	77.169	1.56	0.544	80000.0
67	3.807	136.659	1.587	78.587	1.621	0.53	60000.0
68	3.692	139.305	1.572	80.568	1.598	0.507	40000.0
69	3.649	135.534	1.526	77.894	1.707	0.529	80000.0
70	3.96	144.988	1.63	82.143	1.708	0.485	0.0
71	4.08	138.867	1.631	80.056	1.56	0.532	40000.0
72	4.494	148.104	1.825	82.863	1.771	0.483	80000.0
73	3.722	133.47	1.556	77.984	1.604	0.532	60000.0
74	3.875	141.199	1.711	82.164	1.636	0.496	60000.0
75	3.547	132.278	1.496	75.321	1.622	0.541	40000.0
76	3.674	139.239	1.595	80.473	1.697	0.496	60000.0
77	4.096	134.993	1.661	78.298	1.595	0.523	40000.0
78	4.151	145.585	1.705	82.676	1.703	0.49	40000.0
79	4.333	141.565	1.701	80.959	1.639	0.508	40000.0
80	4.718	141.533	1.821	81.241	1.669	0.492	40000.0
81	4.101	138.385	1.772	79.926	1.553	0.533	40000.0
82	3.703	130.573	1.544	76.852	1.529	0.548	40000.0
83	3.97	143.727	1.687	81.575	1.679	0.513	40000.0
84	3.821	139.659	1.635	80.119	1.701	0.498	80000.0
85	3.546	129.49	1.456	75.842	1.562	0.544	80000.0
86	3.849	132.28	1.574	76.74	1.601	0.523	40000.0
87	3.68	134.558	1.51	78.263	1.583	0.533	40000.0
88	3.977	129.446	1.629	76.247	1.559	0.546	40000.0
89	3.995	143.604	1.739	81.715	1.664	0.49	60000.0
90	4.084	135.931	1.669	79.652	1.539	0.523	60000.0
91	3.678	139.833	1.538	80.887	1.612	0.508	60000.0
92	3.94	142.62	1.666	81.788	1.705	0.486	40000.0
93	3.737	138.584	1.668	79.822	1.674	0.508	40000.0
94	4.01	143.132	1.772	82.219	1.706	0.486	40000.0
95	3.934	130.188	1.651	75.597	1.519	0.56	0.0
96	3.572	135.601	1.552	78.712	1.609	0.524	40000.0
97	4.032	136.077	1.69	79.251	1.58	0.538	40000.0
98	3.333	124.636	1.465	73.096	1.45	0.576	40000.0
99	3.837	135.645	1.758	79.607	1.566	0.522	40000.0
100	4.16	133.658	1.738	78.432	1.444	0.565	40000.0
101	5.259	141.391	2.014	82.183	1.654	0.513	60000.0
102	5.252	129.775	2.152	77.944	1.361	0.561	60000.0
103	3.927	136.796	1.643	78.165	1.649	0.52	40000.0
104	3.829	136.312	1.685	79.465	1.592	0.507	60000.0
105	4.008	141.695	1.691	82.118	1.751	0.474	80000.0
106	3.791	133.634	1.551	77.91	1.614	0.522	40000.0
107	3.844	133.847	1.649	77.974	1.576	0.534	60000.0
108	3.77	138.233	1.606	80.062	1.59	0.511	60000.0
109	3.696	142.473	1.643	81.142	1.578	0.509	40000.0
110	4.679	151.927	1.869	84.728	1.828	0.435	60000.0
111	3.532	128.604	1.513	75.927	1.567	0.546	60000.0
112	3.846	137.266	1.632	80.533	1.644	0.505	60000.0
113	4.507	140.175	1.789	81.13	1.603	0.508	60000.0
114	3.482	131.689	1.529	76.553	1.582	0.533	40000.0
115	4.293	143.931	1.708	82.861	1.648	0.482	40000.0
116	4.662	139.191	1.821	81.833	1.566	0.517	40000.0
117	5.399	149.228	2.15	84.369	1.713	0.47	40000.0
118	4.204	136.324	1.711	78.367	1.529	0.544	60000.0
119	4.115	138.738	1.68	79.944	1.614	0.517	60000.0
120	3.613	130.727	1.549	75.827	1.574	0.559	60000.0
121	4.106	139.57	1.699	80.959	1.647	0.486	40000.0
122	3.545	137.156	1.494	79.561	1.659	0.506	60000.0
123	3.762	147.634	1.596	83.107	1.749	0.462	60000.0
124	3.975	139.107	1.726	81.092	1.621	0.514	80000.0
125	4.062	143.116	1.714	81.284	1.754	0.497	60000.0
126	4.151	138.669	1.754	79.769	1.691	0.509	60000.0
127	4.102	141.852	1.65	80.615	1.639	0.516	40000.0
128	3.903	133.361	1.609	77.162	1.55	0.548	60000.0
129	4.076	135.598	1.624	77.299	1.622	0.522	80000.0
130	4.159	140.056	1.657	81.153	1.695	0.498	0.0
131	4.341	147.056	1.741	84.476	1.777	0.451	60000.0
132	3.542	137.341	1.465	79.175	1.67	0.512	60000.0
133	4.425	133.852	1.778	79.867	1.487	0.529	60000.0
134	3.676	137.689	1.534	79.263	1.556	0.529	40000.0
135	3.775	143.408	1.524	81.838	1.654	0.501	80000.0
136	4.316	140.547	1.743	81.617	1.78	0.481	80000.0
137	4.053	138.778	1.716	80.721	1.6	0.495	60000.0
138	4.719	150.8	1.907	86.602	1.849	0.412	40000.0
139	4.084	140.613	1.685	80.675	1.641	0.496	60000.0
140	4.292	141.681	1.756	82.854	1.678	0.473	60000.0
141	3.76	134.205	1.563	79.009	1.515	0.529	40000.0
142	3.817	135.025	1.531	78.989	1.643	0.523	60000.0
143	4.26	144.831	1.747	82.829	1.633	0.491	60000.0
144	4.249	142.36	1.7	81.625	1.601	0.499	60000.0
145	3.942	144.56	1.689	81.991	1.631	0.498	40000.0
146	3.872	139.496	1.661	80.489	1.584	0.519	60000.0
147	3.602	139.072	1.522	79.572	1.613	0.519	80000.0
148	3.904	143.967	1.599	82.094	1.706	0.487	40000.0
149	4.178	148.122	1.758	83.601	1.747	0.472	40000.0
150	3.849	139.709	1.627	81.909	1.605	0.482	40000.0
151	4.498	139.871	1.82	81.487	1.601	0.504	40000.0
152	3.839	136.114	1.571	78.372	1.714	0.52	40000.0
153	3.994	137.252	1.665	79.96	1.707	0.498	60000.0
154	3.541	134.497	1.533	77.638	1.59	0.527	40000.0
155	3.885	146.092	1.71	82.581	1.815	0.462	40000.0
156	3.58	136.165	1.567	78.463	1.549	0.528	80000.0
157	4.142	141.53	1.638	81.056	1.582	0.519	60000.0
158	5.326	140.035	2.118	81.44	1.597	0.505	40000.0
159	4.202	139.403	1.684	78.763	1.748	0.509	40000.0
160	3.72	130.752	1.57	75.53	1.569	0.561	40000.0
161	3.804	138.741	1.621	80.742	1.714	0.49	60000.0
162	3.751	127.515	1.569	74.464	1.556	0.563	80000.0
163	3.864	139.82	1.644	80.311	1.567	0.508	40000.0
164	3.735	141.335	1.624	81.35	1.62	0.501	40000.0
165	4.281	139.756	1.715	81.688	1.648	0.486	40000.0
166	3.35	133.783	1.435	78.305	1.529	0.549	40000.0
167	3.91	143.18	1.637	82.355	1.681	0.477	0.0
168	3.935	142.784	1.598	81.046	1.732	0.486	40000.0
169	3.845	131.121	1.571	76.051	1.502	0.557	60000.0
170	3.702	139.442	1.668	80.961	1.633	0.5	40000.0
171	3.432	136.785	1.473	78.361	1.572	0.525	60000.0
172	3.907	133.965	1.609	77.233	1.627	0.54	40000.0
173	3.429	130.503	1.456	75.831	1.551	0.551	80000.0
174	4.065	133.785	1.65	77.761	1.558	0.543	80000.0
175	4.144	143.23	1.775	82.257	1.706	0.482	60000.0
176	3.801	146.255	1.64	82.751	1.674	0.486	40000.0
177	3.547	139.141	1.612	80.198	1.689	0.491	40000.0
178	3.845	144.633	1.593	82.611	1.838	0.459	40000.0
179	3.424	133.713	1.482	77.2	1.494	0.549	40000.0
180	3.929	139.405	1.596	79.514	1.667	0.522	80000.0
181	3.458	135.296	1.51	78.648	1.617	0.531	60000.0
182	4.099	141.631	1.729	81.054	1.606	0.511	40000.0
183	4.54	146.316	1.789	84.566	1.836	0.456	40000.0
184	4.044	143.258	1.757	80.978	1.674	0.5	60000.0
185	4.067	142.984	1.621	81.605	1.678	0.495	0.0
186	3.94	143.094	1.691	81.621	1.665	0.5	0.0
187	3.783	141.02	1.617	80.686	1.642	0.506	40000.0
188	3.685	142.42	1.595	81.462	1.761	0.485	80000.0
189	3.748	142.394	1.535	80.879	1.638	0.501	80000.0
190	4.486	147.268	1.737	83.055	1.792	0.472	40000.0
191	4.28	140.524	1.757	81.454	1.632	0.521	60000.0
192	3.897	140.754	1.731	80.572	1.587	0.516	40000.0
193	4.113	146.579	1.764	83.217	1.758	0.462	80000.0
194	3.989	142.467	1.646	81.525	1.65	0.498	40000.0
195	4.675	143.88	1.898	82.106	1.731	0.485	40000.0
196	4.058	144.402	1.707	82.874	1.688	0.49	60000.0
197	3.699	139.309	1.533	80.698	1.761	0.484	40000.0
198	3.619	129.397	1.619	77.148	1.49	0.549	80000.0
199	3.966	138.054	1.645	80.081	1.729	0.491	60000.0
200	3.645	134.367	1.565	78.818	1.547	0.536	60000.0
