NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.74	104.924	1.275	65.073	1.061	0.662	60000.0
2	2.191	98.884	1.059	62.67	1.023	0.687	60000.0
3	2.553	102.911	1.22	63.573	1.009	0.665	80000.0
4	2.591	115.706	1.268	70.685	1.062	0.638	40000.0
5	2.351	102.909	1.116	66.198	0.949	0.677	0.0
6	2.556	99.579	1.248	62.722	0.894	0.69	40000.0
7	2.438	103.714	1.18	65.463	0.99	0.674	40000.0
8	2.687	111.461	1.235	68.325	1.083	0.663	0.0
9	2.584	108.197	1.25	65.22	1.096	0.643	80000.0
10	2.282	102.622	1.119	64.092	0.999	0.68	60000.0
11	2.393	100.578	1.184	64.244	0.916	0.694	0.0
12	2.354	98.543	1.168	63.654	0.921	0.709	40000.0
13	2.336	97.67	1.159	62.966	0.889	0.701	60000.0
14	2.112	86.846	1.027	55.938	0.835	0.746	80000.0
15	1.963	89.914	0.972	54.635	0.904	0.729	60000.0
16	2.238	95.969	1.088	61.236	0.889	0.724	40000.0
17	2.723	102.899	1.291	66.406	0.908	0.684	40000.0
18	2.325	102.296	1.132	65.353	0.906	0.7	40000.0
19	2.279	99.242	1.156	63.779	0.898	0.691	60000.0
20	2.491	102.076	1.176	64.187	0.977	0.679	0.0
21	2.491	93.694	1.209	58.863	0.85	0.722	0.0
22	2.946	105.307	1.273	64.956	1.055	0.68	80000.0
23	2.355	99.071	1.213	61.806	0.919	0.708	0.0
24	2.221	99.391	1.095	63.001	0.983	0.69	0.0
25	2.203	97.562	1.094	62.169	0.9	0.706	40000.0
26	2.224	99.319	1.061	61.289	1.06	0.681	60000.0
27	2.436	106.351	1.179	66.111	1.107	0.639	40000.0
28	2.55	103.791	1.198	64.752	0.987	0.668	0.0
29	2.477	107.814	1.235	66.316	1.076	0.661	40000.0
30	2.563	109.022	1.263	69.021	1.011	0.648	80000.0
31	2.707	110.581	1.309	68.595	1.075	0.659	80000.0
32	2.46	111.219	1.211	69.255	1.011	0.644	0.0
33	2.386	109.095	1.151	68.782	0.994	0.662	40000.0
34	2.637	108.111	1.238	67.241	1.022	0.681	60000.0
35	2.244	93.539	1.053	55.602	0.927	0.713	80000.0
36	2.726	112.266	1.298	68.705	1.043	0.661	60000.0
37	2.26	95.813	1.089	60.752	0.918	0.708	40000.0
38	2.66	101.038	1.231	64.389	0.88	0.709	80000.0
39	2.62	105.519	1.273	66.69	0.968	0.68	40000.0
40	2.654	109.149	1.374	69.652	1.029	0.639	60000.0
41	2.165	95.5	1.081	62.659	0.869	0.695	0.0
42	2.17	99.353	1.094	63.552	0.956	0.674	0.0
43	2.348	110.037	1.148	68.284	1.025	0.639	60000.0
44	2.757	107.127	1.385	69.278	0.936	0.676	80000.0
45	2.281	100.217	1.157	61.782	0.984	0.688	40000.0
46	2.582	105.651	1.227	64.669	1.056	0.656	40000.0
47	2.828	110.286	1.358	68.497	1.038	0.669	40000.0
48	2.695	104.589	1.292	65.882	1.012	0.674	40000.0
49	2.28	98.107	1.127	61.016	0.956	0.686	0.0
50	2.284	100.597	1.121	63.493	0.929	0.695	0.0
51	2.338	102.987	1.164	66.355	0.98	0.661	80000.0
52	2.579	103.179	1.302	65.911	0.946	0.681	60000.0
53	2.436	99.324	1.253	63.137	0.925	0.691	0.0
54	2.136	96.305	1.094	62.861	0.873	0.707	40000.0
55	2.194	92.341	1.055	59.087	0.831	0.744	60000.0
56	2.309	106.615	1.174	67.77	1.058	0.644	40000.0
57	2.169	89.5	1.081	57.432	0.874	0.71	0.0
58	2.781	105.865	1.316	64.961	0.966	0.675	0.0
59	2.223	97.158	1.135	60.061	0.874	0.719	60000.0
60	2.383	95.631	1.249	62.436	0.888	0.715	60000.0
61	2.578	97.545	1.194	60.329	0.949	0.696	40000.0
62	2.44	105.369	1.254	67.758	0.931	0.666	40000.0
63	2.291	96.471	1.126	62.787	0.928	0.699	0.0
64	2.236	100.186	1.128	62.669	0.946	0.691	40000.0
65	2.418	99.967	1.109	62.546	1.0	0.662	0.0
66	2.289	92.522	1.12	59.142	0.828	0.738	60000.0
67	2.843	110.241	1.278	66.231	1.148	0.655	40000.0
68	2.693	112.616	1.298	69.856	1.078	0.639	40000.0
69	2.644	104.582	1.304	65.405	1.007	0.684	40000.0
70	2.893	112.262	1.355	69.762	1.095	0.62	60000.0
71	2.492	97.317	1.133	61.113	1.008	0.693	40000.0
72	2.489	96.577	1.17	62.233	0.939	0.697	60000.0
73	2.596	102.227	1.25	65.217	0.919	0.703	60000.0
74	2.536	103.84	1.298	66.297	1.0	0.647	40000.0
75	2.214	100.224	1.129	63.755	1.01	0.67	60000.0
76	2.383	96.448	1.155	59.333	0.942	0.692	80000.0
77	2.466	105.552	1.195	66.231	0.971	0.68	40000.0
78	2.34	99.117	1.14	61.384	1.004	0.677	60000.0
79	2.492	104.809	1.198	66.133	0.958	0.675	80000.0
80	2.461	90.45	1.178	60.307	0.746	0.744	80000.0
81	2.57	100.48	1.282	63.897	0.956	0.697	40000.0
82	2.401	92.831	1.158	59.388	0.887	0.72	40000.0
83	2.465	105.731	1.222	67.426	1.007	0.655	40000.0
84	2.259	90.25	1.103	56.38	0.882	0.722	40000.0
85	2.314	101.133	1.134	64.111	0.98	0.686	80000.0
86	2.268	104.28	1.149	65.569	0.941	0.676	40000.0
87	2.33	94.231	1.083	59.604	0.953	0.714	60000.0
88	2.468	99.833	1.21	64.573	0.923	0.696	60000.0
89	2.544	103.777	1.24	65.01	0.962	0.676	40000.0
90	2.259	95.882	1.101	61.32	0.902	0.703	40000.0
91	2.664	102.571	1.199	64.6	0.985	0.688	40000.0
92	2.484	99.245	1.231	61.571	0.969	0.693	60000.0
93	2.53	100.065	1.307	64.832	0.892	0.709	80000.0
94	2.342	104.997	1.206	65.926	1.013	0.655	80000.0
95	2.136	88.695	1.055	54.598	0.843	0.733	40000.0
96	2.489	103.931	1.164	65.357	0.943	0.684	60000.0
97	2.237	100.0	1.149	64.574	0.855	0.706	0.0
98	2.282	91.903	1.118	59.065	0.844	0.748	60000.0
99	2.529	98.928	1.313	63.412	0.881	0.698	0.0
100	1.881	85.222	0.957	55.405	0.831	0.742	0.0
101	2.67	107.151	1.311	67.619	0.977	0.657	40000.0
102	2.655	96.767	1.202	62.263	0.918	0.7	60000.0
103	2.116	90.385	1.071	59.028	0.862	0.718	0.0
104	2.176	99.822	1.14	63.06	0.898	0.697	60000.0
105	2.598	103.553	1.229	65.421	0.973	0.674	40000.0
106	2.494	96.54	1.194	61.885	0.872	0.703	40000.0
107	2.332	95.331	1.194	61.176	0.873	0.705	40000.0
108	2.593	102.169	1.276	65.522	1.088	0.668	60000.0
109	2.543	107.951	1.287	66.502	0.976	0.678	0.0
110	2.872	106.344	1.336	67.394	1.073	0.66	60000.0
111	2.18	96.947	1.065	60.996	0.968	0.68	60000.0
112	2.586	97.795	1.208	61.124	0.946	0.712	40000.0
113	2.614	103.843	1.238	64.121	1.048	0.661	40000.0
114	2.048	91.034	1.026	57.743	0.904	0.694	80000.0
115	2.295	94.061	1.148	58.908	0.894	0.698	60000.0
116	2.504	102.954	1.178	64.209	0.923	0.708	40000.0
117	2.441	105.25	1.181	65.277	0.976	0.678	80000.0
118	2.523	100.268	1.286	64.391	0.909	0.693	40000.0
119	2.709	109.223	1.321	69.353	1.023	0.647	40000.0
120	2.081	91.385	1.051	57.572	0.823	0.74	0.0
121	2.37	99.572	1.194	63.352	0.967	0.68	60000.0
122	2.166	99.565	1.068	62.128	0.987	0.685	40000.0
123	2.564	112.024	1.29	69.861	1.046	0.647	80000.0
124	2.286	91.816	1.061	58.167	0.959	0.69	0.0
125	2.516	107.841	1.219	66.333	1.066	0.652	60000.0
126	2.202	90.496	1.157	59.646	0.768	0.738	80000.0
127	2.339	101.913	1.147	64.625	0.914	0.689	80000.0
128	2.182	92.621	1.065	58.302	0.83	0.742	80000.0
129	2.297	95.828	1.133	60.946	0.897	0.712	60000.0
130	2.342	91.356	1.129	61.04	0.822	0.727	80000.0
131	2.756	102.571	1.323	67.087	0.97	0.667	60000.0
132	2.509	100.765	1.2	62.55	0.973	0.693	0.0
133	2.438	103.868	1.218	65.673	0.949	0.677	80000.0
134	2.243	94.791	1.056	60.608	0.868	0.734	0.0
135	2.245	103.429	1.092	64.163	0.95	0.696	40000.0
136	2.384	101.45	1.187	63.331	1.034	0.685	0.0
137	2.445	107.008	1.206	66.835	1.074	0.653	60000.0
138	2.394	105.541	1.175	66.236	1.032	0.65	40000.0
139	2.46	103.075	1.249	65.556	0.971	0.665	80000.0
140	2.735	111.527	1.328	70.453	1.038	0.636	40000.0
141	2.105	89.062	1.021	57.669	0.817	0.732	80000.0
142	2.45	103.411	1.087	62.727	1.076	0.677	0.0
143	2.666	107.412	1.25	66.539	1.042	0.648	40000.0
144	2.324	97.444	1.125	61.766	0.888	0.719	0.0
145	2.396	104.896	1.162	62.845	1.049	0.678	60000.0
146	2.373	101.15	1.178	62.961	0.921	0.705	0.0
147	2.05	92.401	0.983	57.22	0.853	0.723	40000.0
148	2.778	115.736	1.339	72.557	1.041	0.632	60000.0
149	2.591	108.049	1.282	66.821	1.013	0.654	0.0
150	2.364	103.632	1.147	64.867	0.958	0.664	60000.0
151	2.652	112.611	1.298	69.844	1.061	0.626	80000.0
152	2.537	104.326	1.247	66.123	0.977	0.693	80000.0
