NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	149.689	78.935	22.586	58.221	0.705	0.649	80000.0
2	143.168	78.49	21.017	57.864	0.669	0.657	60000.0
3	145.325	79.712	21.496	58.764	0.683	0.649	100000.0
4	148.386	77.493	21.909	57.522	0.662	0.662	60000.0
5	150.384	79.425	23.04	58.573	0.681	0.655	40000.0
6	143.903	78.314	21.088	57.828	0.672	0.662	80000.0
7	140.235	79.068	20.734	57.788	0.694	0.653	40000.0
8	148.427	78.793	22.448	58.031	0.689	0.659	80000.0
9	147.585	79.637	21.656	58.269	0.687	0.651	40000.0
10	143.006	78.343	21.277	58.218	0.678	0.649	60000.0
11	142.903	78.5	20.7	57.694	0.669	0.664	60000.0
12	151.322	79.353	22.936	58.337	0.679	0.654	40000.0
13	151.477	78.143	22.686	57.938	0.644	0.669	80000.0
14	149.162	76.666	22.952	57.815	0.637	0.672	40000.0
15	149.316	77.319	22.456	57.15	0.653	0.672	100000.0
16	153.005	79.636	23.394	58.567	0.683	0.656	40000.0
17	149.651	78.252	22.544	57.453	0.669	0.67	60000.0
18	143.088	79.399	20.955	58.015	0.696	0.652	40000.0
19	141.043	79.42	20.553	58.229	0.705	0.645	100000.0
20	146.155	80.572	21.644	59.007	0.687	0.644	60000.0
21	150.958	78.641	22.801	57.761	0.656	0.667	60000.0
22	152.231	79.96	22.972	58.8	0.684	0.651	60000.0
23	144.26	79.806	21.287	58.366	0.705	0.647	40000.0
24	153.286	79.216	23.184	58.805	0.672	0.655	60000.0
25	147.411	78.301	22.361	58.251	0.684	0.652	100000.0
26	149.872	78.721	22.641	58.002	0.677	0.656	80000.0
27	150.667	77.494	22.581	57.442	0.647	0.674	60000.0
28	149.252	79.447	22.429	58.515	0.683	0.651	80000.0
29	149.008	79.764	22.494	58.217	0.689	0.654	60000.0
30	151.574	78.516	22.831	58.284	0.677	0.654	100000.0
31	144.354	80.841	20.954	58.91	0.716	0.64	40000.0
32	141.189	78.324	21.055	57.817	0.678	0.656	80000.0
33	150.037	77.778	22.974	57.785	0.663	0.666	40000.0
34	151.177	80.24	22.881	58.877	0.691	0.647	40000.0
35	145.803	79.729	21.37	58.466	0.698	0.654	60000.0
36	150.909	78.399	22.776	58.177	0.662	0.659	40000.0
37	144.782	79.699	21.052	58.71	0.702	0.641	60000.0
38	140.262	79.829	20.705	57.937	0.698	0.653	60000.0
39	149.596	77.621	23.072	57.939	0.664	0.664	60000.0
40	150.324	79.126	22.578	58.334	0.692	0.65	80000.0
41	150.791	78.729	22.719	57.489	0.68	0.664	80000.0
42	146.512	78.507	22.191	58.012	0.666	0.658	40000.0
43	151.819	78.491	22.724	57.926	0.675	0.66	60000.0
44	149.362	77.874	22.354	57.638	0.665	0.666	80000.0
45	150.916	79.303	22.843	58.438	0.687	0.655	60000.0
46	149.548	77.831	22.321	57.108	0.65	0.677	40000.0
47	145.467	78.742	21.636	58.095	0.681	0.656	40000.0
48	152.457	79.193	23.502	58.712	0.672	0.652	80000.0
49	144.186	79.363	21.274	58.107	0.699	0.649	100000.0
50	149.452	78.877	22.496	58.636	0.676	0.645	80000.0
51	140.044	78.614	20.475	57.713	0.701	0.652	80000.0
