Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.945	187.431	32.94%	25.321	32.616%	0.10799	0.871
C002	730	0.97	166.946	22.869%	23.618	24.342%	0.04458	0.927
C003	261	0.912	110.022	42.154%	15.047	41.306%	0.18212	0.801
C004	21	0.578	29.457	140.271%	4.425	82.17%	1.34187	0.484
C005	1064	0.97	249.278	23.428%	36.29	24.39%	0.04321	0.936
C006	279	0.944	99.919	35.813%	14.489	33.058%	0.1296	0.901
C007	525	0.977	119.136	22.693%	17.221	21.414%	0.06465	0.958
C008	12	0.743	14.819	123.492%	2.837	70.925%	1.24097	0.735
C009	816	0.971	176.918	21.681%	24.528	23.896%	0.05012	0.916
C010	35	0.632	45.369	129.626%	6.858	78.154%	1.15302	0.547
C010r	63	0.677	62.939	99.903%	8.886	73.794%	0.84538	0.501
C011	54	0.794	48.063	89.006%	6.55	60.815%	0.74666	0.707
C013	86	0.827	60.404	70.237%	8.533	56.265%	0.50753	0.725
C014	132	0.872	76.719	58.12%	10.121	49.268%	0.33424	0.766
F001	139	0.853	85.28	61.353%	11.296	52.272%	0.34366	0.727
F002	66	0.734	53.743	81.429%	7.807	67.951%	0.64466	0.547
F002r	541	0.937	187.247	34.611%	24.628	34.868%	0.11127	0.829
F004	67	0.859	46.464	69.349%	6.252	51.218%	0.49956	0.786
F005	115	0.874	69.028	60.024%	9.889	48.779%	0.38607	0.806
F006	8	0.517	13.112	163.9%	2.467	87.222%	1.87344	0.518
F007	2059	0.984	348.637	16.932%	49.268	18.138%	0.02514	0.963
F008	172	0.856	104.392	60.693%	15.109	52.069%	0.36271	0.765
F010	124	0.838	82.627	66.635%	10.585	54.588%	0.38355	0.695
F011	100	0.865	65.93	65.93%	9.992	50.467%	0.40095	0.811
F012	106	0.841	72.203	68.116%	9.932	54.345%	0.42793	0.743
F013	23	0.602	30.577	132.943%	4.64	80.772%	1.2407	0.531
F014	198	0.926	90.346	45.629%	12.167	37.838%	0.23315	0.874
F015	507	0.966	128.534	25.352%	18.577	25.73%	0.07416	0.929
F016	239	0.914	107.58	45.013%	14.875	40.56%	0.20515	0.841
F017	586	0.93	209.333	35.722%	29.267	36.973%	0.10989	0.829
F018	58	0.791	56.674	97.714%	9.722	63.018%	0.82791	0.76
F019	8	0.318	14.389	179.862%	2.998	94.805%	2.36962	0.198
F020	384	0.939	138.339	36.026%	19.032	34.462%	0.13111	0.872
F021	8	0.367	14.003	175.038%	2.946	93.161%	2.18177	0.278
F022	306	0.928	125.293	40.945%	16.79	37.357%	0.16155	0.855
F023	32	0.767	28.863	90.197%	4.716	64.177%	0.96808	0.698
F024	4	0.321	7.366	184.15%	1.9	95.0%	2.7337	0.277
F026	1396	0.984	238.699	17.099%	32.293	18.259%	0.02558	0.956
F027	31	0.585	38.713	124.881%	5.57	81.247%	1.12756	0.409
F029	328	0.901	152.889	46.613%	21.36	43.821%	0.21958	0.81
F031	650	0.961	180.917	27.833%	26.006	27.881%	0.08711	0.919
F034	129	0.87	73.616	57.067%	9.912	49.375%	0.31812	0.76
F036	736	0.938	224.25	30.469%	34.6	34.909%	0.09404	0.848
