NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
95	122.876	69.998	18.792	52.362	0.544	0.738	80000.0
96	118.212	69.805	17.447	51.91	0.546	0.735	120000.0
97	118.352	70.586	17.648	53.027	0.576	0.716	60000.0
98	119.151	70.716	18.033	52.234	0.57	0.732	120000.0
99	116.711	70.228	17.387	52.741	0.561	0.724	80000.0
100	117.507	70.243	17.878	52.358	0.564	0.728	220000.0
101	118.02	69.771	17.681	52.048	0.544	0.736	80000.0
102	119.941	71.051	17.924	52.781	0.581	0.722	80000.0
103	119.628	71.006	18.0	52.599	0.569	0.725	60000.0
104	120.155	70.224	18.09	52.564	0.57	0.726	60000.0
105	117.748	70.005	17.433	51.964	0.556	0.733	100000.0
106	121.284	69.943	18.041	52.01	0.539	0.733	80000.0
107	120.777	70.142	18.018	52.625	0.557	0.728	80000.0
108	122.376	69.148	18.387	52.222	0.55	0.735	100000.0
109	120.0	71.838	18.095	53.615	0.574	0.714	180000.0
110	118.229	69.403	17.845	52.352	0.549	0.731	100000.0
111	118.132	69.768	17.645	52.222	0.549	0.736	120000.0
112	119.336	70.85	17.784	52.92	0.567	0.722	100000.0
113	121.57	71.51	18.187	53.087	0.577	0.723	120000.0
114	123.218	71.047	18.772	52.936	0.577	0.722	60000.0
115	123.607	71.35	18.261	52.844	0.568	0.731	80000.0
116	118.826	70.02	17.642	52.25	0.557	0.73	60000.0
117	120.824	69.72	17.956	52.443	0.545	0.728	80000.0
118	120.556	70.456	17.77	52.4	0.558	0.728	160000.0
119	121.593	69.349	18.158	52.339	0.55	0.733	60000.0
120	116.198	69.054	17.302	51.792	0.547	0.737	80000.0
121	121.788	70.997	18.021	52.69	0.565	0.725	80000.0
122	117.629	70.134	17.398	51.882	0.559	0.733	100000.0
123	119.612	71.125	17.545	52.745	0.569	0.724	100000.0
124	118.872	69.158	17.749	51.622	0.533	0.745	140000.0
125	120.908	68.453	18.448	51.941	0.528	0.74	180000.0
126	118.934	69.639	17.621	52.234	0.543	0.732	120000.0
127	116.931	70.078	17.765	52.75	0.552	0.724	120000.0
128	122.124	70.856	18.714	53.263	0.568	0.722	60000.0
129	119.088	69.763	17.851	52.615	0.567	0.724	140000.0
130	117.925	70.187	17.664	52.641	0.567	0.722	120000.0
131	125.456	71.22	19.308	53.379	0.566	0.721	140000.0
132	119.211	70.774	18.004	53.213	0.571	0.716	60000.0
133	120.166	69.962	17.756	52.289	0.553	0.73	80000.0
134	121.772	71.343	18.083	52.903	0.572	0.727	120000.0
135	125.785	71.214	18.981	53.06	0.567	0.725	100000.0
136	117.853	69.352	17.347	51.649	0.548	0.737	80000.0
137	119.285	70.867	17.753	52.704	0.568	0.724	120000.0
138	119.036	70.377	17.89	53.389	0.566	0.716	120000.0
139	116.598	69.241	17.413	52.055	0.54	0.732	60000.0
140	120.035	71.752	17.796	53.288	0.589	0.712	60000.0
141	119.691	70.694	17.917	52.899	0.563	0.721	60000.0
142	122.374	72.235	18.198	53.763	0.584	0.711	120000.0
143	118.801	69.825	17.762	52.554	0.553	0.728	80000.0
144	119.134	68.858	17.875	52.099	0.534	0.736	80000.0
145	119.295	69.514	17.941	52.379	0.547	0.727	180000.0
146	121.145	71.381	18.506	53.529	0.567	0.72	140000.0
147	121.002	71.27	18.366	53.264	0.574	0.718	80000.0
148	119.55	70.683	17.968	52.88	0.565	0.72	80000.0
149	116.857	69.697	17.548	51.702	0.559	0.738	120000.0
150	118.384	70.095	17.64	51.894	0.566	0.735	160000.0
151	118.021	70.952	17.56	52.59	0.574	0.721	140000.0
152	120.71	70.816	18.013	52.637	0.57	0.724	40000.0
153	120.315	68.328	18.05	52.147	0.529	0.736	100000.0
154	119.3	70.693	17.55	52.462	0.567	0.726	100000.0
155	118.894	70.435	17.693	52.519	0.564	0.725	120000.0
156	118.675	69.937	17.684	52.234	0.559	0.73	60000.0
157	120.503	69.807	17.924	52.324	0.55	0.732	140000.0
158	120.336	70.104	17.898	52.923	0.554	0.723	160000.0
159	117.904	69.969	17.757	52.586	0.568	0.721	80000.0
160	120.923	70.836	18.145	52.636	0.55	0.734	180000.0
161	123.901	70.613	18.626	53.302	0.566	0.719	100000.0
162	117.593	70.48	17.227	52.372	0.549	0.726	140000.0
163	120.817	70.512	17.902	52.586	0.547	0.73	100000.0
164	114.523	70.075	17.158	52.725	0.561	0.722	60000.0
165	118.994	70.448	17.922	52.393	0.565	0.73	140000.0
166	119.217	70.328	17.712	52.423	0.561	0.731	60000.0
167	118.141	71.968	17.558	53.138	0.592	0.719	120000.0
168	118.117	69.135	17.484	52.022	0.531	0.734	120000.0
169	119.813	70.322	18.109	52.651	0.555	0.727	120000.0
170	120.012	69.864	17.965	52.006	0.548	0.738	60000.0
171	128.213	70.349	19.832	53.13	0.549	0.726	80000.0
172	122.148	70.455	18.583	52.892	0.547	0.725	100000.0
173	124.498	70.114	19.009	52.903	0.562	0.725	80000.0
174	118.963	69.511	17.621	52.302	0.543	0.732	100000.0
175	121.616	71.927	18.451	53.421	0.575	0.718	80000.0
176	117.803	70.761	17.408	52.225	0.558	0.727	120000.0
177	120.272	70.094	17.922	52.476	0.561	0.731	60000.0
178	120.951	71.214	18.204	53.263	0.574	0.719	100000.0
179	119.803	70.541	17.99	52.243	0.574	0.73	120000.0
180	119.36	70.241	17.845	52.248	0.564	0.731	120000.0
181	124.397	69.919	18.645	52.073	0.532	0.742	120000.0
182	120.956	70.507	18.271	53.123	0.558	0.721	160000.0
183	119.259	70.532	17.781	52.098	0.561	0.734	80000.0
184	121.219	70.725	18.03	52.975	0.566	0.724	160000.0
185	120.805	71.498	17.907	53.398	0.572	0.713	160000.0
186	120.322	70.087	17.822	52.415	0.558	0.727	120000.0
187	118.971	70.386	17.937	52.968	0.575	0.72	80000.0
188	120.985	70.423	18.204	53.024	0.567	0.724	100000.0
189	121.565	71.189	18.239	53.094	0.571	0.717	60000.0
190	120.023	70.645	18.072	53.144	0.552	0.726	120000.0
191	119.13	70.329	17.895	53.031	0.559	0.717	120000.0
192	121.8	71.805	18.089	53.306	0.573	0.72	60000.0
193	117.424	69.994	17.475	51.905	0.552	0.733	120000.0
194	116.489	69.395	17.306	51.914	0.55	0.73	60000.0
195	119.632	70.862	17.819	52.863	0.561	0.725	100000.0
196	123.299	69.478	19.071	52.291	0.548	0.733	80000.0
197	118.014	70.143	17.634	51.848	0.537	0.743	80000.0
198	123.428	69.392	18.855	52.24	0.546	0.731	80000.0
199	120.744	69.609	17.899	51.73	0.545	0.739	60000.0
200	118.752	70.516	17.912	52.723	0.57	0.726	140000.0
