NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
41	28.816	113.195	6.181	73.104	1.083	0.609	80000.0
42	30.26	114.017	6.77	73.963	1.096	0.605	40000.0
43	29.325	110.457	6.395	71.988	1.054	0.63	40000.0
44	28.866	109.787	6.182	70.932	1.074	0.646	40000.0
45	28.235	111.962	6.264	72.442	1.084	0.627	40000.0
46	29.02	114.708	6.373	73.961	1.092	0.605	80000.0
47	28.531	115.016	6.109	72.642	1.11	0.622	40000.0
48	28.936	112.792	6.271	72.788	1.072	0.62	0.0
49	30.105	112.65	6.486	72.994	1.072	0.617	40000.0
50	29.351	111.938	6.352	72.607	1.077	0.613	60000.0
51	29.382	117.658	6.437	74.703	1.148	0.589	60000.0
52	28.115	112.568	6.083	72.576	1.072	0.627	60000.0
53	28.491	115.596	6.226	73.202	1.118	0.603	40000.0
54	29.887	113.411	6.374	73.116	1.109	0.611	40000.0
55	29.07	112.108	6.458	72.386	1.057	0.631	60000.0
56	29.663	115.048	6.446	73.353	1.119	0.611	40000.0
57	29.091	116.456	6.404	74.744	1.141	0.583	40000.0
58	29.546	116.751	6.453	74.601	1.142	0.585	60000.0
59	28.242	112.379	6.235	72.461	1.11	0.616	60000.0
60	28.654	112.435	6.223	72.39	1.107	0.622	60000.0
61	28.749	114.657	6.269	74.043	1.103	0.598	0.0
62	29.565	113.933	6.453	73.899	1.108	0.602	0.0
63	29.64	117.516	6.564	75.979	1.179	0.565	0.0
64	28.616	110.855	6.263	71.351	1.073	0.635	40000.0
65	28.576	114.725	6.199	74.152	1.143	0.589	40000.0
66	29.666	113.474	6.509	73.595	1.102	0.607	80000.0
67	29.452	113.262	6.268	72.835	1.095	0.61	40000.0
68	28.448	115.242	6.22	73.64	1.129	0.6	40000.0
69	29.26	115.171	6.33	73.493	1.128	0.61	60000.0
70	30.029	113.792	6.49	73.703	1.087	0.613	60000.0
71	28.505	112.13	6.139	73.005	1.081	0.614	40000.0
72	29.499	112.997	6.383	72.558	1.063	0.622	40000.0
73	28.414	112.669	6.155	72.506	1.091	0.619	40000.0
74	29.582	116.681	6.487	74.868	1.162	0.585	80000.0
75	29.241	115.058	6.462	74.526	1.14	0.591	80000.0
76	29.785	116.247	6.56	73.982	1.128	0.601	60000.0
77	29.501	116.341	6.448	74.339	1.159	0.588	40000.0
78	28.91	113.695	6.277	73.307	1.085	0.608	80000.0
79	29.052	111.94	6.32	73.003	1.108	0.611	40000.0
80	28.549	115.16	6.186	74.338	1.125	0.582	0.0
81	29.18	113.898	6.28	73.0	1.116	0.612	40000.0
82	30.392	115.659	6.681	74.728	1.125	0.597	40000.0
83	29.211	113.416	6.391	73.342	1.119	0.609	60000.0
84	28.609	111.568	6.21	72.288	1.077	0.624	40000.0
85	28.546	113.853	6.419	73.895	1.106	0.602	40000.0
86	29.443	112.986	6.527	72.885	1.08	0.619	40000.0
87	28.961	112.768	6.472	72.873	1.102	0.608	60000.0
88	29.359	114.574	6.377	73.833	1.137	0.596	40000.0
89	29.361	113.964	6.449	73.592	1.099	0.604	80000.0
90	29.218	112.081	6.244	71.915	1.096	0.621	40000.0
91	28.353	111.432	6.16	71.595	1.083	0.624	60000.0
92	28.598	114.068	6.15	72.557	1.117	0.617	80000.0
93	29.79	113.649	6.516	73.52	1.087	0.605	60000.0
94	28.806	112.299	6.329	73.097	1.094	0.603	40000.0
95	30.591	117.312	6.702	75.212	1.136	0.582	40000.0
96	28.968	115.493	6.221	73.156	1.121	0.607	40000.0
97	29.268	113.852	6.513	73.641	1.109	0.61	40000.0
98	29.178	116.48	6.295	74.784	1.145	0.584	60000.0
99	29.006	112.3	6.323	73.114	1.092	0.605	40000.0
100	29.266	114.54	6.29	73.618	1.122	0.603	40000.0
101	28.468	115.015	6.145	73.214	1.148	0.597	60000.0
102	29.596	115.957	6.339	73.778	1.14	0.596	80000.0
103	29.213	115.583	6.359	73.746	1.158	0.597	0.0
104	29.686	112.852	6.423	72.678	1.11	0.616	60000.0
105	29.606	113.676	6.58	74.148	1.103	0.592	40000.0
106	28.815	116.701	6.21	74.188	1.154	0.59	0.0
107	29.351	115.48	6.394	74.663	1.132	0.588	60000.0
108	29.838	112.538	6.532	72.984	1.084	0.612	60000.0
109	28.817	114.616	6.191	73.671	1.125	0.598	60000.0
110	29.635	115.354	6.407	74.193	1.116	0.597	60000.0
111	30.027	113.894	6.63	74.24	1.112	0.594	40000.0
112	30.744	117.278	6.608	75.372	1.144	0.579	40000.0
113	29.669	114.078	6.37	73.789	1.117	0.603	60000.0
114	29.079	113.501	6.378	74.131	1.147	0.593	40000.0
115	28.145	113.406	6.215	73.219	1.1	0.609	60000.0
116	29.486	111.643	6.448	72.061	1.08	0.622	0.0
117	29.681	113.089	6.592	72.948	1.092	0.616	40000.0
118	29.934	112.233	6.626	72.77	1.071	0.626	60000.0
119	29.207	116.208	6.412	74.477	1.141	0.586	60000.0
120	29.177	113.563	6.232	73.26	1.116	0.611	40000.0
121	28.603	113.254	6.166	72.321	1.112	0.62	80000.0
122	29.15	116.716	6.449	74.405	1.134	0.594	40000.0
123	29.346	112.028	6.387	71.97	1.1	0.622	80000.0
124	28.079	114.114	6.153	72.858	1.133	0.599	0.0
125	28.636	113.183	6.261	73.004	1.118	0.606	60000.0
126	28.971	113.504	6.389	72.135	1.114	0.629	60000.0
127	28.925	112.979	6.43	73.522	1.095	0.599	40000.0
128	28.602	112.204	6.261	72.107	1.088	0.626	60000.0
129	29.664	112.927	6.469	72.796	1.11	0.622	60000.0
130	28.4	114.81	6.201	73.546	1.11	0.608	0.0
131	29.536	113.391	6.477	73.374	1.107	0.609	80000.0
132	28.731	115.374	6.273	73.777	1.144	0.595	60000.0
133	29.377	113.161	6.479	72.948	1.094	0.62	40000.0
134	29.525	114.518	6.377	73.604	1.135	0.593	40000.0
135	30.285	115.364	6.511	74.776	1.114	0.592	40000.0
136	28.939	116.196	6.246	73.772	1.144	0.592	60000.0
137	28.909	112.45	6.285	72.13	1.075	0.632	60000.0
138	28.091	109.695	6.209	71.103	1.037	0.639	60000.0
139	29.412	115.215	6.292	74.001	1.13	0.59	60000.0
140	28.849	115.829	6.291	73.458	1.145	0.604	40000.0
141	28.296	110.669	6.033	71.484	1.052	0.637	40000.0
142	29.922	111.402	6.415	71.723	1.072	0.639	60000.0
143	30.06	118.045	6.511	74.72	1.152	0.586	40000.0
144	29.03	115.094	6.297	73.171	1.138	0.61	80000.0
145	28.831	112.661	6.384	72.804	1.091	0.615	60000.0
146	29.332	111.762	6.34	72.039	1.09	0.621	40000.0
147	28.914	117.261	6.346	75.16	1.175	0.577	40000.0
148	28.415	109.32	6.191	71.531	1.042	0.631	60000.0
149	29.939	115.989	6.635	74.926	1.132	0.586	40000.0
150	28.713	116.111	6.236	73.951	1.134	0.594	40000.0
151	28.398	111.325	6.138	71.915	1.091	0.626	40000.0
152	28.534	110.296	6.207	71.59	1.051	0.637	40000.0
153	30.768	114.519	6.664	73.6	1.082	0.613	40000.0
154	28.442	112.244	6.301	72.815	1.095	0.623	60000.0
155	29.351	112.57	6.401	73.294	1.1	0.61	0.0
156	29.201	111.973	6.328	72.652	1.063	0.628	40000.0
157	29.813	115.068	6.447	73.719	1.096	0.622	80000.0
158	28.509	114.074	6.13	72.616	1.102	0.613	40000.0
159	29.651	114.296	6.484	73.961	1.106	0.593	40000.0
160	28.712	115.542	6.207	74.481	1.167	0.586	40000.0
161	29.151	113.517	6.487	73.839	1.102	0.605	60000.0
162	28.183	113.991	6.266	73.141	1.123	0.611	60000.0
163	29.111	115.288	6.331	74.087	1.13	0.594	0.0
164	28.953	111.844	6.274	73.243	1.079	0.611	40000.0
165	29.002	115.809	6.468	74.89	1.128	0.591	60000.0
166	28.879	114.485	6.153	72.305	1.115	0.621	40000.0
167	28.673	115.458	6.373	73.94	1.14	0.599	80000.0
168	29.005	113.203	6.332	72.787	1.091	0.624	40000.0
169	28.377	113.345	6.166	72.614	1.11	0.61	40000.0
170	29.286	115.63	6.327	73.772	1.12	0.601	40000.0
171	29.553	114.79	6.649	73.439	1.113	0.611	60000.0
172	28.301	112.855	6.191	72.719	1.111	0.611	40000.0
173	28.77	110.83	6.278	71.312	1.075	0.645	40000.0
174	28.994	111.064	6.264	72.185	1.078	0.625	40000.0
175	29.358	113.543	6.391	72.638	1.125	0.616	60000.0
176	28.559	111.606	6.235	73.212	1.087	0.613	60000.0
177	28.917	111.041	6.311	73.044	1.085	0.608	40000.0
178	29.907	114.005	6.57	72.637	1.098	0.628	40000.0
179	28.266	113.439	6.225	72.869	1.118	0.605	0.0
180	28.868	112.326	6.452	72.579	1.062	0.623	40000.0
181	27.597	112.272	5.988	72.785	1.118	0.605	0.0
182	29.282	113.147	6.446	73.343	1.101	0.614	40000.0
183	29.099	110.175	6.361	71.71	1.025	0.643	40000.0
184	29.082	111.836	6.403	72.568	1.072	0.619	0.0
185	29.016	112.574	6.351	73.343	1.069	0.617	40000.0
186	28.926	115.622	6.282	73.587	1.144	0.601	60000.0
187	29.419	114.554	6.415	73.397	1.121	0.601	40000.0
188	28.84	112.621	6.279	72.592	1.067	0.619	40000.0
189	29.522	115.806	6.469	74.304	1.124	0.601	60000.0
190	28.246	113.456	6.31	72.085	1.116	0.631	40000.0
191	29.849	116.124	6.595	74.518	1.15	0.591	40000.0
192	28.369	112.488	6.183	72.541	1.103	0.625	0.0
193	28.598	115.635	6.267	73.818	1.154	0.594	40000.0
194	29.167	112.182	6.507	72.387	1.069	0.625	40000.0
195	29.013	114.974	6.333	74.753	1.154	0.583	40000.0
196	28.833	115.021	6.329	73.646	1.137	0.597	40000.0
197	29.467	115.217	6.383	74.016	1.133	0.606	60000.0
198	29.059	113.895	6.302	73.966	1.114	0.595	40000.0
199	28.41	113.231	6.193	72.787	1.095	0.618	60000.0
200	29.25	115.427	6.344	73.582	1.118	0.608	40000.0
