MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
4:Del:R:0	0.013700728663605445	0.00026121113870146927	0.00478375677286341	0.0022411688802433005	0.005602671718195345	0.006533718379558593	0.005302842436216043	0.0035929616647958794	0.0004906779354668789	0.0032377033339630757
4:Del:R:1	0.007003621719384032	0.001487351667617176	0.00447489324307782	0.004902506840602001	0.0057878674988748454	0.018432891741050988	0.018269630108632313	0.013603344557274894	0.008542031320339092	0.02249473919055859
4:Del:R:2	0.00047169525700061497	0.0006171835066235687	0.003374056502201953	0.009320128892813813	0.0018230668271559125	0.004971221466909288	0.008297422990683714	0.002389181950645707	0.0020451083099923308	0.007552380077327996
4:Del:R:3	0.001899915238849701	0.0004542436108743031	6.784992730416661e-05	0.001000928613789469	0.0007799801966347709	0.002384194502038639	0.001297130147938077	0.0013848731496992261	0.0034924127200420684	0.000807132037961411
4:Del:R:4	3.9514729530010226e-07	1.0718265426135076e-06	1.8122805644438245e-06	3.0195012747924466e-06	4.379701609735775e-06	3.5288146696288438e-06	3.6722741709382945e-06	2.7579102369301724e-06	5.486830255563291e-06	4.3199190301379534e-06
4:Del:R:5	3.9514729530010226e-07	1.0718265426135076e-06	1.8122805644438245e-06	3.0195012747924466e-06	4.379701609735775e-06	3.5288146696288438e-06	3.6722741709382945e-06	2.7579102369301724e-06	5.486830255563291e-06	4.3199190301379534e-06
5:Del:R:0	0.07989371476497581	0.00903462099601299	0.014959130371570595	0.012965386521661343	0.011791099994571078	0.010932927498368201	0.021076439266898887	0.020031675085218126	0.008097834724014454	0.021486200944277698
5:Del:R:1	0.004902437601557636	0.006958536616388357	0.0014265444498659007	0.019076988937372655	0.0038896831664885843	0.02229700006954289	0.01165340158665475	0.010820365378456742	0.016758483566035806	0.00990368950740562
5:Del:R:2	0.003602845891315329	0.0004807598199635121	0.0004238278280517971	0.0037854289703574294	0.0013369993698459837	0.003225940819543336	0.0021661505312072647	0.002623333683988758	0.002812993862728739	0.0014096079930806993
5:Del:R:3	0.002371334686534965	0.0004393145962227685	0.00040611179983915944	0.003312894913957969	0.00034301047269532427	0.0038585642731622017	0.00048597944126765213	0.0014869931254828828	0.0011368522085827947	0.0016261998108756614
5:Del:R:4	0.00022306875476222566	6.735795301285875e-05	9.025127025279467e-05	0.0006056833249958515	0.00025082141914595013	0.0002363038251332483	0.00044031727851098876	0.0005820417372969189	0.00024806105247193955	0.0009459738250255967
5:Del:R:5	3.9514729530010226e-07	1.0718265426135076e-06	1.8122805644438245e-06	3.0195012747924466e-06	4.379701609735775e-06	3.5288146696288438e-06	3.6722741709382945e-06	2.7579102369301724e-06	5.486830255563291e-06	4.3199190301379534e-06
2:Ins:R:0	0.0024831731178836945	0.0016486165769239137	0.00820330599187983	0.006970996464260466	0.015719040784063693	0.008351851408589734	0.009574116918495293	0.0073546510365647385	0.047399085876260044	0.12464964198744945
2:Ins:R:1	0.004856970915534475	0.007698288541528875	0.004474239935487567	0.007341749870069663	0.009493550969750074	0.026429266538276222	0.01075630066842617	0.007560209139861911	0.022379448952030003	0.01205950484617663
2:Ins:R:2	0.00829266615884947	0.00594745641241726	0.0029875401463768723	0.0009947397182511963	0.001848983015819432	0.0021011198001476927	0.0010064514894218312	0.004227691945386525	0.0010721984630886184	0.0039055874584447993
2:Ins:R:3	0.006268387323708353	9.53882987258492e-05	0.0025697589985912827	0.0036739022512391984	0.0017436809467548289	0.0034497055884644113	0.003344764068859849	0.0023984946514827767	0.001930261965885407	0.006286612697883384
2:Ins:R:4	0.0002946186100674719	0.00260648264481957	0.0013422549111136073	0.001595514237699156	0.0012878265950481715	0.0015965621718771316	0.0021457465278565736	0.00338081113467144	0.0037569794822266546	0.002626852691978385
2:Ins:R:5	0.008377665275786796	0.003873858574775255	0.00363685929540418	0.002216597884062392	0.004582287298298233	0.0036406938740003625	0.005444994421143683	0.004306927641374414	0.0009016757301590416	0.004254007103318536
3:Ins:R:0	0.004524909286330576	0.00020428390058139457	0.002340895053160068	0.00304008784674771	0.005496978044524922	0.006640147304327719	0.0061896760902776645	0.014724021634831103	0.0038717789100790865	0.010354061849627528
3:Ins:R:1	0.01251011410370154	0.00028924863540058965	0.0018316248927726874	0.005304244842793366	0.000997866922963322	0.0028511078068223796	0.0020917687268677556	0.00294732645609507	0.0008353242574034714	0.0022177222129058593
3:Ins:R:2	0.00034615097293593243	0.0025713310726747096	0.003444281858312812	0.0013442506658410025	0.0041257279893959975	0.0010554745004749577	0.003073441771946719	0.0016640957515672362	0.00019645162271700656	0.0011878809550951797
3:Ins:R:3	3.9514729530010226e-07	1.0718265426135076e-06	1.8122805644438245e-06	3.0195012747924466e-06	4.379701609735775e-06	3.5288146696288438e-06	3.6722741709382945e-06	2.7579102369301724e-06	5.486830255563291e-06	4.3199190301379534e-06
3:Ins:R:4	0.0018375533240019997	0.0003626754589345915	7.929549327144958e-05	9.978220588461373e-05	0.0001099741606955007	0.0005356947957866964	0.0002360113837842448	0.0025024196413111354	5.665327865003178e-05	0.0001956331384572607
3:Ins:R:5	0.00031582886097368144	0.0004343363388778343	0.0022394350305830722	0.0005116136986804776	0.0018701516776800276	0.0024444344902118066	0.0011851234478556449	0.0021366109584341686	0.0007002952870593049	0.002918719619221264
4:Ins:R:0	0.006187696471210789	0.0005633569961237939	0.007980111256918061	0.006193008981762987	0.002486941264043736	0.012519276714524281	0.0031227176843539083	0.0056564308576224675	0.006449985385232944	0.011395797859240275
4:Ins:R:1	0.004924286431784424	0.009105075278799422	0.013565347448787896	0.0031654270555152774	0.004572082532857631	0.0032834554967492834	0.004804811586988791	0.00732871415461311	0.002878534497983729	0.006527756393509208
4:Ins:R:2	0.00016621669788628558	0.00037659749750002636	0.0003451990441617525	0.0005402928627008663	0.0011681865655174305	0.0014694196965679752	0.0016357290585532524	0.0008566783228986453	1.4102613438353728e-05	0.0006610767944801844
4:Ins:R:3	0.001854528315904851	9.345872005095401e-05	0.00200475390729828	0.0006033203050218594	0.0013269139662057704	0.001266902756704944	0.0014767983772010496	0.002337084399014673	0.0005181678255307886	0.001822217700873594
4:Ins:R:4	0.007832911848526579	0.00020767009220241662	0.0015445113377074193	0.0018230831467415242	0.0009255156935846998	0.0008375277337030696	0.0018043071806956767	0.0013141288485779513	0.00033636667397978214	0.001884142809383782
4:Ins:R:5	0.011485327701895046	0.0010581330129587928	0.00175143961618744	0.002276190231259907	0.01059211822571843	0.0068627861030017105	0.008577038901839416	0.006345546578407912	0.0034657631047891025	0.01569432980149088
5:Ins:R:0	0.03743804617431294	0.012028353344943099	0.0019598883304782076	0.0006544063961031554	0.005916584771593047	0.06295484634996114	0.005507104803929952	0.015049401650008893	0.0037463657470837575	0.007505356127646712
5:Ins:R:1	0.01097322875961993	0.011338927511272629	0.015201818069964047	0.004754703868862187	0.009634643081105985	0.01725808039411458	0.010961836850454584	0.008510502919173008	0.024787585382695595	0.050015710739642574
5:Ins:R:2	0.004580554545903848	0.00023957417351280874	0.00022556405005600856	0.000878132684596622	0.0006680356610362991	0.0049126204360923605	0.0012025745090727292	0.0018730687176971373	0.004478313766010231	0.002665051390009303
5:Ins:R:3	0.00014204818611227133	0.00052279456940584	0.0010120243711194288	0.0006483622253463839	0.0019362046884303296	0.0033696333033229565	0.0014039856786215664	0.002659324758675936	0.0029134305831374795	0.005371418811092959
5:Ins:R:4	0.01088923134885853	0.0002682979300456312	0.0010700841192001142	0.002007112350274234	0.0010942995908232334	0.003067438189187417	0.002448679873663	0.002236253974122562	0.00038812426879047734	0.0014892180274625043
5:Ins:R:5	0.004200424872122284	0.00035355320490290773	0.0007170530858193302	0.0010259674963217424	0.0005961450253706913	0.0022900138456514794	0.0013058634026256754	0.0022835262443039682	0.003505016521408937	0.002422145658441597
2:Del:M:1	0.009126600347890416	0.01424079067255434	0.015882390586515385	0.08713032123531889	0.023632033782555625	0.08178712362476404	0.05115466967379234	0.028708375770455916	0.09674939039767139	0.055849093762217306
3:Del:M:1	0.019263717985462562	0.006780614706054564	0.011077267392328026	0.00376498842982528	0.003671102317750581	0.005469156248269371	0.005095117894873198	0.011093126972818794	0.0007682316785004417	0.0037742095468431104
3:Del:M:2	0.004922895882125431	0.0008731300230861195	0.02381848073118647	0.011145330126702921	0.023313769157250305	0.025512124600655373	0.02563124791095959	0.02906821487906768	0.005631012393413464	0.02953079592806759
4:Del:M:1	0.005289037016547482	0.008390151688031438	0.006260954931118583	0.005921986412133436	0.011989633254712473	0.008040689298927504	0.010238435675947599	0.013467393904837123	0.0023835541991089324	0.008188743954142647
4:Del:M:2	0.0019309395728838651	0.0008909414730497152	0.0021513671437117664	0.01468118545878781	0.0020449352493803656	0.00791801852789262	0.0074280074226516744	0.007762494873294656	0.013535416552093978	0.00571021748883255
4:Del:M:3	0.0048291694807013385	0.0008656466334243618	0.005320342834085352	0.0275856735488577	0.024548923076223444	0.02191319217304681	0.016561950840655086	0.016395268972185982	0.0087854167831388	0.006031775438458738
5:Del:M:1	0.09215415374300279	0.027354893313319622	0.02565716558112385	0.026154885175058384	0.03507488534826678	0.00911242639345602	0.04944571898738673	0.02926409390875051	0.002956487783488635	0.008341455568941001
5:Del:M:2	0.08599214994885529	0.045143417523356676	0.038201252047487345	0.011487343775510332	0.01154686273500147	0.01543573559096835	0.010824149077420842	0.01756291143378217	0.0008629473228792861	0.011540233611024747
5:Del:M:3	0.035393952714198915	0.021229578786828397	0.0016755316648385588	0.022158690944876012	0.0012389195747090297	0.009613495986585861	0.005799389012114275	0.025322054918909487	0.0023532863471217524	0.004792274891104284
5:Del:M:4	0.01637541791845436	0.004793683152444678	0.010612969103347681	0.012050265103282491	0.004816921776400845	0.01200062867449839	0.011807903198391827	0.011826795169409649	0.005229925915429376	0.015558061018586321
5:Del:M:5	0.02067147733620686	0.0208399853950084	0.007505745843948475	0.006206797441229952	0.012530611011118253	0.02349151557811508	0.00715491207471473	0.02697534646951297	0.03961226168835168	0.028770448602940063
