Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.943	190.266	33.439%	25.788	33.218%	0.11173	0.867
C002	730	0.971	159.385	21.834%	23.062	23.769%	0.0451	0.929
C003	261	0.911	110.834	42.465%	15.115	41.493%	0.18209	0.799
C004	21	0.585	29.062	138.39%	4.388	81.483%	1.34205	0.481
C005	1064	0.971	244.895	23.016%	35.687	23.985%	0.04184	0.939
C006	279	0.945	99.975	35.833%	14.388	32.827%	0.12805	0.902
C007	525	0.978	123.874	23.595%	16.978	21.112%	0.06586	0.96
C008	12	0.764	14.271	118.925%	2.748	68.7%	1.19045	0.756
C009	816	0.971	179.252	21.967%	24.572	23.939%	0.05011	0.915
C010	35	0.633	45.187	129.106%	6.838	77.926%	1.15864	0.54
C010r	63	0.698	60.618	96.219%	8.635	71.71%	0.80983	0.535
C011	54	0.796	47.798	88.515%	6.522	60.555%	0.74276	0.71
C013	86	0.834	58.714	68.272%	8.367	55.17%	0.4955	0.737
C014	132	0.874	76.573	58.01%	10.025	48.801%	0.32846	0.768
F001	139	0.864	82.182	59.124%	10.882	50.356%	0.32147	0.747
F002	66	0.725	54.167	82.071%	7.935	69.065%	0.66189	0.53
F002r	541	0.939	185.429	34.275%	24.291	34.391%	0.10865	0.834
F004	67	0.859	46.419	69.282%	6.244	51.153%	0.49772	0.787
F005	115	0.876	69.025	60.022%	9.836	48.517%	0.38883	0.81
F006	8	0.588	12.246	153.075%	2.349	83.05%	1.59596	0.574
F007	2059	0.987	320.928	15.587%	44.555	16.403%	0.02204	0.969
F008	172	0.857	104.111	60.53%	15.013	51.738%	0.3605	0.764
F010	124	0.844	80.543	64.954%	10.398	53.624%	0.37151	0.707
F011	100	0.864	65.814	65.814%	10.057	50.796%	0.40269	0.811
F012	106	0.84	72.139	68.056%	9.947	54.428%	0.43253	0.741
F013	23	0.648	28.239	122.778%	4.437	77.238%	1.13784	0.581
F014	198	0.927	89.186	45.043%	12.071	37.539%	0.23324	0.876
F015	507	0.967	131.061	25.85%	18.351	25.417%	0.07273	0.931
F016	239	0.916	106.712	44.649%	14.76	40.246%	0.20733	0.844
F017	586	0.928	204.267	34.858%	29.45	37.204%	0.1123	0.824
F018	58	0.81	55.347	95.426%	9.3	60.283%	0.80318	0.78
F019	8	0.326	14.208	177.6%	2.99	94.552%	2.29668	0.206
F020	384	0.938	141.465	36.84%	19.161	34.695%	0.13478	0.87
F021	8	0.371	13.948	174.35%	2.941	93.003%	2.18209	0.283
F022	306	0.934	119.869	39.173%	16.069	35.753%	0.145	0.87
F023	32	0.771	29.008	90.65%	4.685	63.755%	0.98849	0.703
F024	4	0.371	7.164	179.1%	1.866	93.3%	2.49499	0.33
F026	1396	0.981	258.216	18.497%	35.487	20.065%	0.02897	0.948
F027	31	0.596	38.649	124.674%	5.505	80.299%	1.10889	0.425
F029	328	0.902	153.033	46.656%	21.206	43.505%	0.21719	0.809
F031	650	0.963	174.183	26.797%	25.121	26.933%	0.08084	0.924
F034	129	0.872	73.157	56.711%	9.851	49.071%	0.31694	0.763
F036	736	0.936	226.028	30.71%	34.981	35.293%	0.09271	0.842
F037	9	0.445	14.815	164.611%	2.984	89.971%	2.00758	0.38
F038	176	0.885	94.542	53.717%	13.211	46.825%	0.2795	0.799
F039	150	0.875	82.556	55.037%	11.313	48.415%	0.3125	0.768
F041	703	0.957	199.32	28.353%	28.818	29.032%	0.07616	0.909
F042	349	0.948	116.806	33.469%	15.701	31.923%	0.13623	0.887
F043	260	0.905	114.422	44.008%	14.918	42.467%	0.16933	0.762
F044	67	0.823	51.281	76.539%	7.036	57.258%	0.54595	0.735
F045	306	0.905	131.61	43.01%	18.59	42.47%	0.16922	0.796
F046	28	0.563	36.888	131.743%	4.82	82.662%	1.18862	0.318
F048	28	0.551	36.336	129.771%	5.411	83.494%	1.23094	0.368
F050	7	0.262	12.857	183.671%	2.557	96.646%	2.79604	0.058
F052	44	0.712	42.006	95.468%	6.122	70.224%	0.83124	0.574
F053	125	0.784	87.079	69.663%	11.654	62.743%	0.4506	0.541
