NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	144.385	77.681	21.819	57.37	0.679	0.66	160000.0
2	138.722	77.06	20.594	57.118	0.649	0.669	80000.0
3	141.231	77.953	20.815	57.519	0.664	0.666	120000.0
4	137.711	76.236	19.932	56.694	0.635	0.674	60000.0
5	143.625	78.286	21.382	57.867	0.661	0.663	100000.0
6	138.675	77.245	20.5	57.064	0.658	0.671	60000.0
7	142.773	77.282	21.818	56.886	0.655	0.674	80000.0
8	139.53	77.915	20.54	57.538	0.677	0.662	100000.0
9	144.13	77.857	21.25	57.363	0.647	0.671	60000.0
10	136.833	77.461	20.126	57.248	0.675	0.656	60000.0
11	139.193	76.239	20.158	56.491	0.64	0.68	120000.0
12	146.112	77.136	21.877	56.981	0.644	0.676	60000.0
13	146.851	77.775	22.146	57.569	0.64	0.673	60000.0
14	146.093	75.625	22.533	57.019	0.619	0.683	100000.0
15	139.251	76.159	20.372	56.338	0.643	0.679	60000.0
16	146.672	77.765	22.479	57.228	0.665	0.671	100000.0
17	139.428	77.058	20.414	56.621	0.653	0.677	80000.0
18	147.315	78.113	22.238	57.346	0.671	0.667	60000.0
19	138.845	77.134	20.343	57.359	0.654	0.664	80000.0
20	139.896	78.386	20.556	57.639	0.65	0.666	120000.0
21	140.189	76.68	20.718	56.643	0.639	0.679	60000.0
22	141.336	77.517	20.814	57.597	0.645	0.67	100000.0
23	140.618	78.278	20.813	57.161	0.686	0.668	120000.0
24	150.627	77.055	22.922	57.404	0.653	0.673	60000.0
25	139.065	76.778	20.44	57.405	0.643	0.667	120000.0
26	138.683	77.631	20.437	57.349	0.666	0.661	120000.0
27	140.995	76.67	20.708	56.723	0.639	0.679	80000.0
28	144.776	78.227	21.725	57.513	0.662	0.664	80000.0
29	139.037	78.616	20.482	57.401	0.676	0.664	80000.0
30	139.921	78.098	20.73	57.734	0.675	0.659	60000.0
31	147.974	77.545	22.461	57.766	0.651	0.669	60000.0
32	146.228	75.637	22.357	56.277	0.622	0.689	40000.0
33	147.479	76.987	22.582	57.071	0.646	0.677	120000.0
34	147.099	78.268	22.377	58.057	0.658	0.66	60000.0
35	149.432	77.727	22.812	57.379	0.667	0.672	60000.0
36	147.15	77.038	22.069	57.173	0.642	0.673	80000.0
37	139.804	78.286	20.327	57.721	0.666	0.658	40000.0
38	145.356	77.089	22.14	56.807	0.641	0.679	40000.0
39	146.685	76.574	22.73	57.258	0.648	0.672	60000.0
40	140.224	77.144	20.547	57.128	0.659	0.667	80000.0
41	141.366	77.036	20.811	56.687	0.648	0.677	80000.0
42	138.74	77.408	20.563	57.263	0.645	0.666	40000.0
43	140.328	78.096	20.847	57.613	0.673	0.662	40000.0
44	146.25	76.73	21.917	56.839	0.645	0.677	60000.0
45	146.188	78.354	22.021	57.598	0.661	0.671	120000.0
46	146.482	76.44	21.912	56.289	0.634	0.688	60000.0
