MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.08941440993445213	0.051963089620694666	0.020237816934095463	0.036833203760979816	0.03328738782398432	0.06432962862430713	0.09923683042638004	0.04167412100536239	0.048890533760613836
1:Del:C:1	0.030639988069652874	0.08200088150823831	0.010941633547358394	0.023560259943263304	0.03855785609213342	0.013816463797669485	0.005055200916504141	0.03862480139090337	0.014429473636509158
1:Del:C:2	0.002587221909449369	0.019460518213397223	0.02819597364838785	0.005750129225897353	0.01487011756512203	0.010025740344755861	0.0009984406333387063	0.015898087182515966	0.0053668421945153
1:Del:C:3	0.005106523292893286	0.003657397738874586	0.002627123283129187	0.006839445911196407	0.002473744260563251	0.006133102182383779	0.0003174040123315791	0.004147678389091318	0.002811511387218104
1:Del:C:4	0.00045089235504762763	0.009068167041346626	0.0011242581787544736	0.004858386208940218	0.003922237014819174	0.005874968089223814	0.005942436493598251	0.004716923577232848	0.00902065840660441
1:Del:C:5	5.560997426833025e-05	0.004572963522086439	0.007906221360079008	0.0037582063513919195	0.007706701879861377	0.0057242240441912175	0.007111394498781003	0.009043118611876082	0.010869195924833121
1:Del:T:0	0.06683862354677488	0.2085943077877164	0.011833208596044358	0.006786361652374566	0.014902802586634038	0.03117856287877714	0.009941581255274628	0.019167450207739876	0.01411272653399255
1:Del:T:1	0.03635332182238912	0.09083094943183824	0.008736312335710004	0.007627785809907017	0.007426052664141245	0.042301278746536185	0.004555020836602637	0.0111038386322232	0.005999957683964112
1:Del:T:2	0.03195566345753264	0.017388814655644184	0.012622125300938479	0.027353234377093825	0.01700054701283868	0.03660713762801912	0.001608787979999562	0.022894349290015156	0.00888173924845205
1:Del:T:3	0.004072582338975188	0.003171563362113936	0.02242800769058988	0.05375076129457056	0.007090404303028493	0.01824826695173755	0.018108897711996832	0.01281381241859478	0.025536223358627694
1:Del:T:4	0.0002149995177723163	0.02035099688180864	0.02701666815597548	0.011074115114186824	0.01159454871544547	0.016760031428461063	0.016446099235462766	0.012213344504593522	0.015173236979885018
1:Del:T:5	0.0009331574359124417	0.021508871203680682	0.2747802383452654	0.020385097405260667	0.031685108470807535	0.011890723018600741	0.00032309530548987555	0.018383439951402066	0.022100547435718168
1:Ins:C:0	0.004300125445661536	0.011794091190542986	0.016936791612872818	0.02098188621933275	0.04117716029595272	0.025185182072387277	0.040568050715858985	0.0391930924125711	0.05836553078131715
1:Ins:C:1	0.005390169737978496	0.0067952028337410295	0.00976074123915822	0.0010181320968138151	0.01845278152132991	0.014789397209027015	0.012732764122271832	0.009151324595181053	0.008896674053853814
1:Ins:C:2	0.0036612356272622292	0.0004771670656465599	0.006461961692108566	0.002989376417009062	0.0020180491549939817	0.005463337014092744	0.0014371681903287482	0.0031654986576159293	0.007469484031822382
1:Ins:C:3	0.00026531226797294583	0.0032242179619310107	0.014967497152465085	0.0008739599622583635	0.00932433256460513	0.00236513647038592	0.0005226641735854364	0.006191784253074175	0.0015372354475815797
1:Ins:C:4	0.0019275686169608086	0.0001322381289667324	0.0028295126034863925	0.003957341602808402	0.0031762526776525847	0.002631423789452683	0.00124077344666901	0.004999086695138715	0.004683483496711532
1:Ins:C:5	0.0004214193347473838	0.01467131669006207	0.007529703403281101	0.008155265295861226	0.010140861037555453	0.00549606426826017	0.003345194840693608	0.01044942081563427	0.004369306032252265
1:Ins:T:0	0.012555349675938672	0.0030722297761317163	0.0029580061653611267	0.017403651869140793	0.00788047034594535	0.011925928073848695	0.26967523647472263	0.010029807701886568	0.030195390312150322
1:Ins:T:1	0.04532503197301708	0.030523909019929078	0.0060990845128175404	0.02286447275410694	0.012037330629991629	0.07549146692449085	0.030897351546172444	0.013645202650348551	0.022114354231221114
1:Ins:T:2	0.015024176708527648	0.0070877204075492275	0.0028139052535031796	0.009535678081548725	0.009193035571824026	0.011571359098099804	0.014140915734098768	0.00514432106176205	0.01005198717771787
1:Ins:T:3	0.007866674112030268	0.015851316793261957	0.01278966304659944	0.0038010024141946273	0.021677255304497295	0.003181408288636618	0.008558945336276054	0.00907165596892611	0.015709823347308572
1:Ins:T:4	1.7251925910399812e-07	0.0003256314822957318	0.0055118717604957365	0.005910817124353791	0.0058438426415971636	0.0025439579082197207	0.0021701198535289735	0.00602650770998217	0.0036629992932376253
1:Ins:T:5	0.014082027446274879	0.09344229057408938	0.1230578598037755	0.026487122195787832	0.25660269081592557	0.02200600918448771	0.004467317729385627	0.07506344185576168	0.03104415754428743
2:Del:R:0	0.023262963153849226	0.02102969757244807	0.009370732216827377	0.02089170775931393	0.02081711160851171	0.017018425744658998	0.0163312510891285	0.027729637394570544	0.03771717240527437
2:Del:R:1	0.019923274501016407	0.010513512076627905	0.021695756405269436	0.1992788970284164	0.020385840060336734	0.03386709338246021	0.005964774794563183	0.05179509376942349	0.027279664437323846
2:Del:R:2	0.0019172052721456011	0.0006663111363585195	0.010028505739954311	0.013177685576518314	0.02406664146636542	0.00783420021599813	0.0012101753914334878	0.030709001757032298	0.010694344724396104
2:Del:R:3	0.005805330190972455	0.0006909236758790626	0.001472996372178592	0.002026890845240814	0.0020205000009692496	0.00983462844226672	0.00356379960325425	0.004704937077897747	0.0025223642141961734
2:Del:R:4	4.451619029280707e-05	0.002337114613546687	0.0016955004900707493	0.0010739784894145997	0.0002574133583435767	0.0006724485972886462	0.0004929565011454429	0.0009852116505438603	0.0015275835481730836
2:Del:R:5	9.210349668276052e-08	0.00021403059644419463	0.005362465543364153	0.0041016622454775305	0.0015994861350872647	0.0008314443279563744	0.0005857799171698019	0.003342037322834936	0.0017260938698140382
3:Del:R:0	0.009431952755101917	0.012523959894681446	0.000560175551516977	0.004357091617907081	0.003256340294200868	0.013657854178103718	0.018228293918493302	0.006707874368474496	0.012276410324813707
3:Del:R:1	0.007932398029984711	0.002744294422977873	0.054167031090267416	0.04529080049926137	0.034061407026113245	0.0098148321882519	0.004591385727448767	0.05578507896376166	0.021822128423058303
3:Del:R:2	0.00017683714360256175	0.00010753351315827331	0.002589678740821153	0.012638287840662983	0.0031427314726725796	0.004636584967203774	0.014737037121730906	0.00739473400321863	0.0074956843280011756
3:Del:R:3	6.64288926375889e-05	7.78941308443315e-05	0.0007307927459458429	0.005031377690561971	0.005574546285573661	0.006220693736661431	0.004288854594757083	0.0064319131942893295	0.0053296731927554575
3:Del:R:4	1.0243060596941688e-05	0.00032955118625899616	0.0009647580009357304	0.0015713834213982737	0.0029722820343257793	0.0008968422346895321	0.00044802668617663246	0.0021601288219294723	0.0008379509822403897
3:Del:R:5	0.0020090900451015512	0.000484521232272595	0.0003201110998409451	0.0012391387772840545	0.00020715829560501219	0.0008957589371642527	0.0008285415681660879	0.0017568742183754215	0.0006307154425670092
4:Del:R:0	0.01296033989146963	0.0006541765430671287	0.0049167703610150685	0.0024091122137310174	0.005274249419080599	0.0047748848743928195	0.0005562734604620089	0.007581835274130046	0.002363595220106663
4:Del:R:1	0.006992753214425988	0.0014132282934262719	0.003939762358307579	0.007969670144545731	0.006822642886087991	0.01834867746109474	0.008639509647837685	0.010542348586500747	0.0279446078976747
4:Del:R:2	0.0002033264506908239	0.00037481344693941044	0.0025110090870062683	0.01285361199884786	0.001854610476585261	0.0028504938440153537	0.0017580710048125158	0.0065518145135661145	0.007006757208577117
4:Del:R:3	0.001963931423886258	0.000160052684753329	0.00017646006609851384	0.0007704254962951751	0.0010704872891804484	0.00243356610192194	0.0034676149252267406	0.001288053419832096	0.0009414780177407777
4:Del:R:4	3.8607953084524027e-07	9.93127555410922e-07	2.037290567473704e-06	2.9847893590329024e-06	4.500528208808419e-06	3.2579783898256664e-06	5.331635667289447e-06	3.404199519678741e-06	4.429383715205404e-06
4:Del:R:5	3.8691032810733717e-07	9.930939683400198e-07	2.0370578493800195e-06	2.9850356615668263e-06	4.500652725454301e-06	3.258121808045189e-06	5.330630523303626e-06	3.404280353294098e-06	4.428596936350004e-06
5:Del:R:0	0.07789961938479792	0.0096697531483278	0.013961754545470058	0.015895285181700983	0.01575466916899444	0.014130021964677724	0.006155980168898658	0.016594156045588056	0.016575081178069696
5:Del:R:1	0.00506302621126963	0.006793858156002699	0.0011997536702137524	0.020105336675953444	0.004843997179959105	0.01848062968816336	0.017819518430731998	0.009573220281800498	0.011587050722864518
5:Del:R:2	0.003701304754585486	0.00019309117127232157	0.00018134622612075546	0.003599052903573945	0.001049273297122545	0.0037753211433920898	0.002487802496028024	0.002566810801022328	0.0019416061649587756
5:Del:R:3	0.0022099013920111976	0.00024114163838920177	0.00042813390759246063	0.0030088483631462637	0.0005996026634647134	0.0035660126792166303	0.0015273799603772176	0.0012503299030949223	0.0013585023660262596
5:Del:R:4	0.0003075262903745668	7.854730440078228e-05	0.00010863783057122766	0.0006998086138921167	0.0002702960241045549	0.00041040795781547955	0.00023121137420687888	0.00058557209556227	0.0004971576384177468
5:Del:R:5	3.8691032810733717e-07	9.930939683400198e-07	2.0370578493800195e-06	2.9850356615668263e-06	4.500652725454301e-06	3.258121808045189e-06	5.330630523303626e-06	3.404280353294098e-06	4.428596936350004e-06
2:Ins:R:0	0.00272431643640066	0.0023422517865877525	0.010804341263989969	0.006440996893040349	0.01841273215682067	0.005884246417843925	0.05019082847777625	0.006655470005013626	0.1028013644302598
2:Ins:R:1	0.0056637955842873565	0.008247136075110895	0.003818702537358689	0.009126966258739344	0.008577888345635394	0.01175878331657934	0.02742140554103662	0.013093182910069138	0.01353110672520259
2:Ins:R:2	0.007979466975082587	0.006451205609474613	0.002929944246870182	0.0010158629350347503	0.0018904961643686847	0.0026595403155782018	0.0016819586766716576	0.0014849121755190842	0.0036018304878426477
2:Ins:R:3	0.005442694292827213	0.0003090842403232585	0.0033824723893736675	0.0025463090000159383	0.0011524096494485558	0.0045860955173095165	0.0014899720575060281	0.0026831010074389637	0.007005671476089219
2:Ins:R:4	9.49460379526701e-05	0.0032823682363361684	0.001255370974408989	0.0014671655397478123	0.0013368197283139338	0.002134916705009342	0.0037538563929248882	0.0014655072979954298	0.003461491050338026
2:Ins:R:5	0.007805605333737162	0.004247625111130091	0.003372006703405184	0.0023626750234027583	0.004459012507097384	0.004058684876323077	0.0009108806350780707	0.006089349519709941	0.00432401342610353
3:Ins:R:0	0.0045897407923791884	0.0007914325642083142	0.0016886831863568298	0.004525823472477839	0.006190822061334132	0.010815343156777431	0.0035027043023769266	0.007792099700463071	0.012081641952610873
3:Ins:R:1	0.011934285622731125	0.00017771912530983161	0.0016801171709970753	0.005809146250016468	0.0008879649514895682	0.0018988038126469143	0.0003223395484669034	0.0036203985451475516	0.0016487025498328122
3:Ins:R:2	8.409242696523656e-05	0.002917969859741607	0.003171387976580675	0.0015190879639356237	0.0035640473068674792	0.000729749876794159	3.63732264937866e-05	0.0032339847063597915	0.002349809701245551
