De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 78-A, Signature DBS2 (11.32%) & Signature DBS4 (13.96%) & Signature DBS5 (22.98%) & Signature DBS16 (22.60%) & Signature DBS18 (29.14%), 38.09,  28.00, 0.167, 0.96, 0.95
