NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	154.25	80.24	23.198	58.901	0.725	0.64	60000.0
2	153.545	79.468	23.346	58.858	0.692	0.645	140000.0
3	149.357	81.489	22.1	59.95	0.73	0.625	80000.0
4	153.283	79.692	22.631	58.761	0.692	0.646	80000.0
5	155.756	80.966	23.827	59.8	0.706	0.635	80000.0
6	155.772	79.717	23.538	58.85	0.682	0.653	60000.0
7	150.228	80.155	22.751	58.612	0.707	0.645	40000.0
8	152.388	80.202	23.033	59.091	0.71	0.643	40000.0
9	156.729	80.212	23.461	59.012	0.693	0.645	80000.0
10	145.261	81.021	21.505	59.637	0.732	0.623	140000.0
11	147.121	79.752	21.306	58.85	0.705	0.643	40000.0
12	155.001	80.714	23.551	59.513	0.707	0.638	40000.0
13	154.52	80.88	23.16	59.437	0.697	0.639	60000.0
14	153.418	80.183	23.378	59.344	0.708	0.641	60000.0
15	152.798	79.439	23.101	58.739	0.692	0.65	40000.0
16	157.651	80.506	24.045	59.615	0.687	0.642	100000.0
17	153.213	80.941	23.046	58.75	0.719	0.645	60000.0
18	155.967	80.396	23.504	58.828	0.703	0.646	60000.0
19	153.922	79.872	23.208	58.957	0.707	0.641	80000.0
20	156.487	80.59	23.809	59.162	0.686	0.645	40000.0
21	154.195	80.729	23.233	58.829	0.704	0.648	40000.0
22	157.445	81.071	23.612	59.559	0.698	0.641	40000.0
23	155.689	81.007	23.57	59.178	0.722	0.64	120000.0
24	158.005	80.716	23.9	59.773	0.701	0.638	100000.0
25	155.126	79.588	23.75	59.146	0.695	0.644	60000.0
26	153.368	80.845	22.963	59.248	0.717	0.637	40000.0
27	154.39	80.194	23.096	58.899	0.691	0.649	80000.0
28	155.822	80.363	23.529	59.029	0.688	0.648	100000.0
29	154.071	80.953	23.182	59.192	0.706	0.643	60000.0
30	155.833	81.102	23.502	59.823	0.714	0.63	60000.0
31	156.84	81.768	23.733	59.955	0.731	0.626	100000.0
32	153.63	79.172	23.401	58.475	0.686	0.651	60000.0
33	147.254	80.87	21.802	59.563	0.721	0.632	40000.0
34	156.456	81.303	23.583	59.531	0.71	0.638	60000.0
35	156.982	81.196	23.776	59.247	0.716	0.644	100000.0
36	156.539	79.482	23.678	59.232	0.674	0.644	40000.0
37	157.062	80.86	23.557	59.766	0.698	0.632	60000.0
38	154.359	79.999	23.408	58.887	0.685	0.652	80000.0
39	153.424	80.151	23.577	59.162	0.714	0.638	60000.0
40	156.422	80.583	23.538	59.576	0.712	0.635	80000.0
41	156.13	80.514	23.476	58.696	0.701	0.649	80000.0
42	152.958	79.734	23.003	58.661	0.688	0.652	80000.0
43	155.778	80.974	23.274	59.312	0.726	0.634	60000.0
44	152.962	80.137	22.773	58.779	0.703	0.644	60000.0
45	155.18	80.493	23.49	59.462	0.702	0.64	80000.0
46	154.726	80.423	23.143	58.748	0.703	0.646	60000.0
47	147.986	81.761	21.796	59.735	0.733	0.625	40000.0
48	155.455	81.365	23.785	59.852	0.715	0.631	100000.0
49	149.87	81.253	22.131	59.621	0.728	0.629	60000.0
50	150.114	81.387	22.038	59.828	0.711	0.624	60000.0
51	153.829	79.358	23.371	58.464	0.706	0.648	40000.0
52	149.005	78.931	22.118	58.2	0.678	0.654	60000.0
53	154.683	80.32	23.538	59.376	0.699	0.645	80000.0
54	152.233	79.147	23.259	59.022	0.692	0.637	40000.0
55	156.633	81.335	23.5	59.666	0.716	0.634	100000.0
56	155.014	81.347	23.654	60.009	0.722	0.623	160000.0
57	153.953	79.397	23.526	58.907	0.694	0.653	40000.0
58	145.149	81.07	21.321	59.51	0.727	0.629	80000.0
