NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
175	4.538	150.126	1.862	84.956	1.9	0.438	40000.0
176	4.998	151.246	1.949	85.587	1.898	0.428	60000.0
177	4.951	151.345	1.986	86.035	1.927	0.417	40000.0
178	4.198	147.352	1.649	83.553	1.875	0.447	40000.0
179	4.641	144.612	1.816	82.308	1.722	0.478	40000.0
180	4.431	148.084	1.71	83.281	1.878	0.459	40000.0
181	4.473	151.65	1.78	85.186	2.006	0.42	80000.0
182	5.152	147.378	1.911	83.21	1.822	0.465	40000.0
183	5.295	153.086	1.995	86.317	1.95	0.419	40000.0
184	4.916	156.235	1.993	86.653	1.992	0.413	40000.0
185	4.423	146.547	1.738	83.438	1.88	0.473	60000.0
186	5.827	149.054	2.053	85.001	1.785	0.459	60000.0
187	4.907	152.095	1.955	85.701	1.888	0.436	60000.0
188	5.294	144.33	1.951	82.282	1.779	0.504	80000.0
189	4.352	147.814	1.659	83.17	1.873	0.462	60000.0
190	5.864	156.293	2.039	86.923	1.967	0.418	60000.0
191	4.284	150.692	1.708	84.403	1.825	0.471	60000.0
192	4.336	147.793	1.832	83.243	1.883	0.465	80000.0
193	5.125	153.612	1.976	85.116	1.95	0.435	40000.0
194	4.505	148.676	1.761	83.505	1.893	0.453	80000.0
195	4.576	147.526	1.852	82.851	1.865	0.462	60000.0
196	5.226	146.319	1.917	83.831	1.813	0.453	40000.0
197	4.276	149.851	1.72	83.994	1.893	0.445	80000.0
198	4.021	143.715	1.724	82.778	1.798	0.467	80000.0
199	4.353	149.215	1.758	84.136	1.932	0.439	80000.0
200	3.836	141.032	1.607	81.449	1.768	0.489	40000.0
