NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.765	149.407	1.872	85.166	1.908	0.436	40000.0
2	4.917	149.856	1.852	85.459	1.868	0.444	40000.0
3	4.26	146.728	1.769	82.378	1.888	0.458	60000.0
4	4.256	149.578	1.708	83.833	1.873	0.453	60000.0
5	4.538	152.495	1.83	84.625	1.844	0.454	40000.0
6	4.525	147.069	1.812	83.696	1.952	0.441	80000.0
7	4.584	148.857	1.873	84.275	1.927	0.447	60000.0
8	4.419	151.271	1.725	84.301	1.944	0.453	40000.0
9	4.378	146.409	1.779	83.002	1.877	0.466	60000.0
10	4.06	140.53	1.667	80.354	1.74	0.513	60000.0
11	4.444	149.155	1.806	84.376	1.835	0.462	60000.0
12	4.193	145.324	1.647	82.693	1.784	0.483	40000.0
13	4.355	149.434	1.808	83.85	1.807	0.467	40000.0
14	4.028	142.946	1.621	80.952	1.717	0.507	60000.0
15	4.501	139.948	1.764	79.359	1.72	0.524	60000.0
16	4.042	142.928	1.633	81.312	1.849	0.474	60000.0
17	4.497	146.129	1.807	84.379	1.894	0.445	40000.0
18	4.218	146.889	1.638	82.881	1.805	0.467	40000.0
19	4.731	145.715	1.888	83.689	1.805	0.47	80000.0
20	4.112	148.595	1.623	83.796	1.839	0.448	60000.0
21	5.524	158.021	2.135	86.922	1.968	0.404	0.0
22	4.801	147.321	1.777	82.888	1.848	0.468	80000.0
23	4.795	155.935	1.932	85.874	1.988	0.429	60000.0
24	4.219	139.477	1.649	80.36	1.801	0.492	80000.0
25	4.072	146.135	1.738	83.454	1.82	0.459	80000.0
26	5.664	139.262	2.086	81.323	1.623	0.523	60000.0
27	4.061	147.047	1.696	83.376	1.851	0.452	40000.0
28	4.419	146.511	1.726	82.925	1.835	0.461	60000.0
29	5.565	144.392	1.975	83.513	1.777	0.476	60000.0
30	4.109	146.747	1.611	82.664	1.883	0.463	40000.0
31	4.805	152.294	1.812	84.607	2.006	0.453	0.0
32	5.189	160.816	1.973	88.636	2.095	0.376	40000.0
33	4.798	150.31	1.767	84.323	1.898	0.455	40000.0
34	4.699	145.234	1.839	82.614	1.852	0.485	40000.0
35	5.985	137.745	2.192	80.359	1.748	0.51	40000.0
36	5.843	149.748	2.169	85.01	1.748	0.469	0.0
37	5.318	137.588	1.891	80.225	1.684	0.515	80000.0
38	4.772	152.555	1.892	85.075	2.005	0.431	60000.0
39	5.08	153.06	1.895	85.553	1.868	0.444	80000.0
40	4.78	156.327	1.971	86.867	2.012	0.408	40000.0
41	4.111	140.806	1.67	80.624	1.859	0.474	40000.0
42	4.298	148.28	1.704	83.261	1.843	0.45	60000.0
43	4.889	151.56	1.831	85.219	1.907	0.442	40000.0
44	4.709	155.092	1.864	86.135	2.007	0.419	40000.0
45	5.337	141.36	2.005	82.446	1.676	0.485	60000.0
46	5.388	151.851	2.008	85.66	1.927	0.434	80000.0
47	4.53	149.799	1.784	84.86	1.934	0.444	80000.0
48	4.539	154.938	1.848	86.382	1.991	0.406	40000.0
49	4.226	144.515	1.723	81.656	1.905	0.472	40000.0
50	4.536	148.369	1.872	83.963	1.771	0.481	80000.0
51	4.824	142.789	1.889	83.407	1.771	0.465	40000.0
52	4.306	148.278	1.77	83.696	1.891	0.445	60000.0
53	5.205	151.273	2.089	85.87	1.939	0.431	80000.0
54	5.03	132.131	1.81	79.525	1.593	0.524	40000.0
55	4.51	148.851	1.783	84.278	1.853	0.451	60000.0
56	4.291	147.353	1.747	83.348	1.952	0.447	0.0
57	4.35	146.147	1.755	81.999	1.848	0.476	60000.0
58	4.363	153.963	1.781	85.916	1.954	0.414	60000.0
59	4.046	142.566	1.722	81.344	1.736	0.491	40000.0
60	4.451	140.883	1.894	80.912	1.841	0.48	60000.0
61	4.997	143.426	1.845	82.401	1.743	0.5	40000.0
62	4.482	150.777	1.765	83.926	1.989	0.434	40000.0
63	4.056	143.602	1.653	80.181	1.786	0.498	60000.0
64	4.8	147.223	1.93	83.251	1.815	0.465	40000.0
65	4.965	146.224	1.821	82.973	1.815	0.483	40000.0
66	4.296	141.718	1.741	81.883	1.874	0.478	0.0
67	4.196	146.894	1.723	83.271	1.831	0.478	40000.0
68	4.842	145.796	1.91	84.137	1.869	0.455	40000.0
69	4.251	142.829	1.736	82.514	1.861	0.475	60000.0
70	5.704	147.188	2.062	84.269	1.755	0.463	80000.0
71	4.102	143.941	1.632	81.32	1.75	0.495	60000.0
72	5.904	145.656	2.104	84.354	1.676	0.488	60000.0
73	4.239	145.391	1.686	82.966	1.84	0.472	40000.0
74	4.696	150.797	1.918	86.196	1.941	0.423	40000.0
75	4.364	141.498	1.71	79.734	1.92	0.483	40000.0
76	4.222	149.42	1.71	83.196	1.889	0.449	40000.0
77	5.602	139.796	2.041	80.787	1.712	0.504	40000.0
78	4.486	151.496	1.793	84.461	1.917	0.447	80000.0
79	4.313	146.428	1.705	82.905	1.805	0.477	60000.0
80	5.874	146.06	2.115	83.577	1.721	0.48	60000.0
81	4.522	148.175	1.817	83.578	1.842	0.469	40000.0
82	4.62	140.229	1.789	81.205	1.701	0.499	60000.0
83	5.112	157.377	1.914	86.34	2.031	0.421	40000.0
84	4.614	150.087	1.839	84.701	1.787	0.46	60000.0
85	4.079	145.932	1.642	82.384	1.937	0.459	40000.0
86	4.291	149.275	1.694	83.634	1.866	0.444	40000.0
87	4.138	142.607	1.632	81.384	1.835	0.484	40000.0
88	4.666	137.213	1.79	79.123	1.853	0.501	40000.0
89	5.691	146.679	2.11	83.805	1.688	0.481	60000.0
90	4.484	142.825	1.72	81.882	1.785	0.477	80000.0
91	4.552	149.744	1.76	84.331	1.917	0.448	40000.0
92	4.625	151.365	1.856	84.839	1.984	0.426	60000.0
93	4.466	145.868	1.839	83.027	1.953	0.442	40000.0
94	4.293	148.239	1.803	84.474	1.842	0.443	60000.0
95	4.548	150.638	1.887	83.983	1.863	0.475	60000.0
96	5.913	142.477	2.138	82.503	1.701	0.49	40000.0
97	4.847	140.438	1.919	81.594	1.754	0.499	60000.0
98	4.414	139.65	1.787	81.168	1.747	0.489	60000.0
99	4.185	150.294	1.824	84.304	1.962	0.452	80000.0
100	4.768	141.16	1.845	81.189	1.748	0.5	40000.0
101	5.215	155.167	2.023	86.891	1.915	0.422	60000.0
102	3.794	137.895	1.564	79.541	1.7	0.508	40000.0
103	4.284	147.716	1.808	83.522	1.888	0.462	40000.0
104	4.814	152.729	2.003	85.078	1.778	0.462	60000.0
105	5.135	149.405	1.934	84.284	1.824	0.458	80000.0
106	4.217	149.357	1.718	84.112	1.849	0.458	40000.0
107	4.588	143.655	1.854	82.425	1.782	0.479	60000.0
108	4.911	149.687	1.966	85.869	1.976	0.422	60000.0
109	5.304	142.225	2.056	83.002	1.653	0.489	80000.0
110	5.021	154.965	1.953	85.864	2.05	0.411	80000.0
111	3.914	143.929	1.652	82.621	1.82	0.464	40000.0
112	4.362	139.004	1.731	80.748	1.88	0.488	40000.0
113	4.984	155.727	1.986	86.668	1.981	0.424	40000.0
114	4.286	143.011	1.692	80.852	1.767	0.503	60000.0
115	6.048	144.685	2.206	83.632	1.745	0.47	40000.0
116	5.122	144.635	1.947	82.098	1.794	0.485	60000.0
117	4.589	150.617	1.806	84.303	1.885	0.438	0.0
118	4.523	148.803	1.86	84.568	1.782	0.454	60000.0
119	4.889	150.278	1.878	84.542	1.845	0.464	40000.0
120	4.415	143.314	1.8	80.867	1.778	0.518	80000.0
121	5.92	145.244	2.108	82.557	1.749	0.477	60000.0
122	4.374	145.361	1.679	81.784	1.899	0.481	60000.0
123	4.567	151.235	1.853	85.464	1.966	0.425	60000.0
124	4.551	145.503	1.81	83.923	1.918	0.441	80000.0
125	5.284	151.026	1.99	85.666	1.99	0.411	80000.0
126	5.187	147.4	2.051	85.424	1.758	0.447	40000.0
127	4.764	148.323	1.836	83.939	1.845	0.467	40000.0
128	4.286	145.461	1.739	82.036	1.827	0.476	60000.0
129	4.977	147.571	1.86	83.41	1.902	0.477	80000.0
130	4.806	144.587	1.852	82.605	1.878	0.464	40000.0
131	4.72	153.286	1.838	85.503	1.917	0.426	40000.0
132	4.061	146.326	1.605	82.893	1.882	0.463	60000.0
133	4.992	142.809	1.914	83.25	1.833	0.451	60000.0
134	4.442	148.034	1.739	83.71	1.887	0.453	60000.0
135	4.307	150.664	1.673	84.178	1.898	0.459	60000.0
136	4.901	147.867	1.91	83.378	1.886	0.477	80000.0
137	4.701	151.635	1.955	86.057	1.974	0.409	40000.0
138	4.6	152.558	1.859	86.148	1.967	0.412	60000.0
139	4.258	147.974	1.72	82.995	1.879	0.449	80000.0
140	5.521	153.263	1.984	86.182	1.914	0.424	80000.0
141	4.191	139.408	1.679	81.14	1.746	0.49	60000.0
142	4.031	147.532	1.589	83.535	1.832	0.452	60000.0
143	5.145	144.71	1.943	83.698	1.822	0.465	40000.0
144	4.969	151.126	1.842	84.79	1.849	0.45	80000.0
145	4.88	154.388	1.925	85.162	1.908	0.453	60000.0
146	4.794	151.285	1.965	85.688	1.881	0.453	40000.0
147	4.944	143.373	1.833	83.697	1.841	0.445	60000.0
148	4.565	154.289	1.825	85.32	1.905	0.439	40000.0
149	5.124	157.698	2.054	86.993	1.933	0.427	60000.0
150	4.488	147.046	1.802	84.412	1.817	0.454	40000.0
151	4.624	146.765	1.845	83.718	1.889	0.445	40000.0
152	4.366	151.383	1.751	84.589	1.889	0.452	40000.0
153	4.818	150.07	1.882	84.579	1.955	0.437	60000.0
154	4.097	143.132	1.648	81.866	1.818	0.463	0.0
155	4.26	150.471	1.823	84.499	1.967	0.437	40000.0
156	4.569	147.414	1.819	82.391	1.786	0.483	60000.0
157	4.221	143.492	1.628	81.19	1.756	0.5	60000.0
158	5.115	149.139	1.937	84.059	1.966	0.435	40000.0
159	4.832	147.248	1.857	83.861	1.938	0.448	40000.0
160	4.145	143.066	1.699	81.087	1.83	0.503	40000.0
161	4.795	151.828	1.925	85.488	1.866	0.441	40000.0
162	4.011	139.775	1.653	78.822	1.807	0.498	40000.0
163	5.743	142.829	2.153	82.62	1.666	0.498	40000.0
164	4.424	153.49	1.791	85.376	1.94	0.432	60000.0
165	4.853	152.632	1.808	86.002	1.992	0.419	60000.0
166	4.159	146.686	1.659	83.959	1.824	0.456	40000.0
167	4.528	151.664	1.816	85.762	1.998	0.421	40000.0
168	4.767	146.905	1.774	82.47	1.866	0.472	80000.0
169	4.276	138.894	1.68	79.862	1.672	0.505	60000.0
170	4.216	144.295	1.793	83.536	1.807	0.469	40000.0
171	4.208	145.807	1.71	82.177	1.852	0.471	60000.0
172	4.434	149.467	1.77	84.242	1.95	0.446	40000.0
173	5.466	138.062	2.021	80.431	1.695	0.517	80000.0
174	4.431	145.891	1.76	82.228	1.806	0.482	60000.0
