MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H
AC>CA	0.004258739393633065	0.016480671752411098	0.015202757198956078	0.010770748293088559	0.0018482843862697251	0.005037682468018829	0.007616326388540245	0.013255256377882323
AC>CG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
AC>CT	0.00019350238280445352	0.0009772660522507487	0.006411240171163968	0.0069920556587959835	0.010371125815082394	0.01210345340082938	0.01777826896469378	0.01626164805452589
AC>GA	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
AC>GG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
AC>GT	0.0002112803221157211	0.0001634224758553094	0.013575341855021178	0.004565643381928481	0.009813482729134364	0.00844924695834834	0.0140761423542682	0.007234104557436751
AC>TA	5.369486495256263e-07	0.0006792888365809935	0.009647953814101703	0.004576244155096516	0.012423174310668186	0.005046157687456101	0.02169719655381985	0.015797301090534434
AC>TG	0.0053658495377715935	8.641734865172409e-05	0.0025905139110315423	0.0050747461576031595	0.007806236151697232	0.01999679189466378	0.027089906856282778	0.015782649270215623
AC>TT	0.005272141885128256	3.2673118206894003e-06	3.102697477743277e-05	0.0005053000076009084	2.46018889674815e-05	3.135444568442835e-05	3.624474885214113e-05	3.8370302079897555e-05
AT>CA	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
AT>CC	0.00029454802545321847	0.0004284377948058449	0.0043875256125502915	0.01325664103630283	0.003510773096191997	0.017037586059001342	0.0049286276699716325	0.014320031385413472
AT>CG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
AT>GA	0.01573768486760457	2.9434772405356745e-06	2.7540117179114533e-05	0.0011792310454654853	1.9921794740866973e-05	2.7260791018761665e-05	0.00019411162420738038	0.0003492989365193466
AT>GC	0.004947730800387546	3.60471734524026e-06	3.058259507497496e-05	0.0002727775588800796	2.4976083839760576e-05	3.07480141123051e-05	6.857910262965561e-05	0.00030238595622506637
AT>TA	0.00016583507588762813	0.011561772616459638	0.006746196907834411	0.013752091660358456	0.009628531908976078	0.06297671017576664	0.019380462344110616	0.018150914312711226
CC>AA	0.10785893750926334	0.04266508412036973	0.012205506076565087	0.34151218458636357	0.025286018292912694	0.01188239540912486	0.0284508974384627	0.0151632986911113
CC>AG	0.013884693719218268	0.02494930337326224	0.015490847945721444	0.04762126357741494	0.004682087852522759	0.006210033776004238	0.03548747794364346	0.01687222337535559
CC>AT	0.03522663355529176	0.07792409351200547	0.011951869199820844	0.016512964056847764	0.006559296031720639	0.013670502271912138	0.008032891272330478	0.17903008220023395
CC>GA	0.011605658208733551	3.238511549170653e-06	2.91209260535652e-05	0.00039555645573955187	2.1719727410527412e-05	2.865248956823052e-05	9.916343563083352e-05	3.5865912370809385e-05
CC>GG	0.005493362602278467	3.323095145919552e-06	3.078199308447438e-05	0.00029964875009341085	2.4095148693845657e-05	3.1171608450222264e-05	0.00016316015340862579	3.758411440003329e-05
CC>GT	0.005119919399297857	0.014289791619665095	0.0007038436664151959	0.0003102861607686691	2.2779636794325597e-05	2.9550895565080282e-05	3.4353182735458175e-05	0.0026512747260090917
CC>TA	0.01605726658166138	0.025864607450092763	0.00014634592372260612	0.0009009550333661309	0.0001317653459912549	2.4902547679630515e-05	0.0003212177642262759	0.0036373839292360797
CC>TG	0.0054183835548604975	3.543315010592352e-06	3.082214648202353e-05	0.00030980599728877675	2.426286876584527e-05	3.065883417548321e-05	9.988039399331683e-05	0.0002470411777431991
CC>TT	0.014471329598594119	0.0004090412937057251	0.00772361894085537	0.0632026657399988	0.009858832129158295	0.008015080789440344	0.13227784994029831	0.01650545353457524
CG>AT	0.011246090997647649	3.2670850988836264e-06	2.9183489582464974e-05	0.0006494501209738246	2.16848805553127e-05	2.8511495149814435e-05	3.451087770486083e-05	0.00035024128070915595
CG>GC	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
CG>GT	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
CG>TA	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
CG>TC	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
CG>TT	0.015619261441910552	0.02629185102542152	0.000268393442404431	0.0005845509081859745	0.00013123401134464529	2.447676560450418e-05	0.0010585910643203533	0.0033288266485223517
CT>AA	0.10282974810851556	0.3211108388751745	0.007132997828708129	0.02125677897456299	0.017463366831041688	0.010803194250560786	0.018009174721232743	0.024856705116592943
CT>AC	0.18730771834030746	0.05459838903426146	0.00012673149418304774	0.0029997859027741922	0.0004603753813732714	7.585488859058811e-06	0.008548769658747044	0.008990385267259739
CT>AG	0.015087334074603404	0.02889597109599464	0.007443344768225586	0.010092401600807875	0.04287787298002513	0.00994492690905111	0.016979338017582443	0.023922076842353163
CT>GA	0.004466826834530195	3.874529144933803e-06	3.1159801626472475e-05	0.00012885270129004312	2.4975767526029814e-05	3.118914903780024e-05	6.842615269988527e-05	0.00021934444599452262
CT>GC	0.0056732949273092005	3.7609385729098222e-06	3.0982599839717294e-05	0.0004005789895404632	2.4496913072766803e-05	3.101859981597954e-05	3.534686519799379e-05	0.00022062473225247458
CT>GG	7.724678252934725e-05	0.0041166099898833205	0.02119138803558295	0.005663027763582768	0.010430038080093924	0.015218525679588807	0.011233563139237677	0.062170842128349474
CT>TA	0.024209848138796133	0.016016404647749595	0.00014580329812702075	0.0003587441012724923	1.6318616567332355e-05	2.3625518185781402e-05	0.00041089868652761653	0.002023802077744108
CT>TC	0.009740586511679989	0.0007068804091330423	0.04021954662410645	0.05671526806898198	0.012180412448445579	0.035337976427153264	0.026918414723510233	0.07291559579625667
CT>TG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
GC>AA	0.027166025884466764	0.029610062126173283	0.028101806976034104	0.019939133041086424	0.0029597444722465637	0.48732140150401276	0.024169855907010134	0.029255459822403837
GC>AG	0.022849234247436533	1.4557686478266406e-06	0.006178759329552602	0.050950017508494164	0.055617062077621696	0.014694548985486252	0.05215413917205234	0.01663997982738294
GC>AT	1.6439895839409743e-07	0.002723846940355058	0.01475714059926157	0.007953300628432615	0.022439380516332163	0.013627938487417644	0.03915775970438686	0.038916635791788
GC>CA	0.010498034677429473	0.014056011734797664	2.685503309521664e-05	0.0005105229563696412	0.00013443232032159358	2.737009628845044e-05	0.000349268729062544	0.0017317792713674861
GC>CG	0.005178377782656582	3.690297118517094e-06	3.058780343735634e-05	0.00028381104917912125	2.4566584913259247e-05	3.0765732988129456e-05	0.00010050650158177632	3.817422189769104e-05
GC>TA	0.005152025882009497	0.0020406829654813284	0.008453037316526775	0.002924514023454492	0.008292645095576335	0.006518943082718632	0.017870595962054737	0.017855988055667064
TA>AT	5.948351590490119e-07	0.0009886356469894838	0.0029508714175173344	0.0058958546791673516	0.0024878934727396995	0.0329745928360228	0.010543596243338154	0.002981034711849162
TA>CG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TA>CT	0.004834295252727391	0.01556944564962496	0.009276446191908719	0.007534712955150413	0.003028661499680929	0.015821529307770064	0.010817635596024501	0.020561660774845305
TA>GC	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TA>GG	0.0056622165774172116	3.877941943688512e-06	3.08479240379711e-05	0.000147699383987856	2.4545008304812655e-05	3.100899547916924e-05	6.732192194363052e-05	0.00019633194368054774
TA>GT	0.0002940557384291957	0.0003863654275573193	0.00904082690154496	0.004931724100123347	0.05725544972853129	0.004228279544227913	0.007154039885043275	0.014606388193092954
TC>AA	0.03993287695290746	0.06804709548106075	0.632146584764123	0.018911173587725767	0.06420590506831776	0.02622105959761297	0.018732342874929645	0.0497646895690259
TC>AG	0.005598617723180838	0.00014344421930764586	0.02080051311532088	0.006374873984519809	0.0013631033088233524	0.005237130812861324	0.009953776425811611	0.01333534202569183
TC>AT	0.025798411416469335	0.013167333691409731	0.008275647559876365	0.09970945125748525	0.07257571795504779	0.011697840746310799	0.1578827306238032	0.006469762899283213
TC>CA	0.004186408311337395	2.315499964139732e-06	0.0007754873322951994	0.003410374365786879	0.03409186021396238	0.0013836359436072599	0.005147572920448056	0.001988157261479206
TC>CG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TC>CT	0.005502080585363798	0.022123909240677274	0.01654100392467665	0.009688475814194108	0.18234862270992266	0.00924273346736105	0.022355787066869776	0.014308639677301494
TC>GA	0.005494482025696641	3.568323805076545e-06	3.0896951864178844e-05	0.0004119173873220916	2.441422640742985e-05	3.109097054220911e-05	6.867306494882541e-05	0.00011568050102766847
TC>GG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TC>GT	2.6119889243471794e-05	0.0008304412629436131	0.0084930846211861	0.011629698782043462	0.012844954407958253	0.019916375229417277	0.03071716622081958	0.04432508685743437
TG>AA	0.01442942495197002	0.0014853806410746776	0.003246723098652242	0.014666361170694983	0.008402631073077184	0.009279106073330467	0.020789032624279002	0.03137711598014192
TG>AC	5.191403023019348e-07	0.00015621550832939024	0.003411736151919854	0.0022900956165501896	0.0056049493240691375	0.018082795063066134	0.0314156546677995	0.014700764557736274
TG>AT	0.03322044974481287	0.1005330677000984	0.00530204590581576	0.014164769304966853	0.04664711006479877	0.0019681614191734086	0.011864955768274258	0.031194761407841325
TG>CA	0.004670082889467037	0.0002975091871772034	0.010827082858108348	0.014598319541077362	0.09486556664055108	0.010674377727339463	0.025923811995055352	0.027502454878609774
TG>CC	0.0056102141965982	3.16244505590646e-06	3.074202013976901e-05	0.0003327338911049083	2.4730568761697213e-05	3.092589969583059e-05	6.812605843151687e-05	9.130777323832717e-05
TG>CT	0.029248332562219818	0.010768955036482689	0.005083494789402891	0.009454412083107967	0.02400923078671687	0.005997911888776457	0.014973172442544182	0.010381099124225272
TG>GA	0.005164813331573994	0.0007884969616027248	0.005042351110280379	0.009246801694816611	0.006156077317478719	0.017002893057716618	0.019551506369056428	0.018275531241237104
TG>GC	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TG>GT	0.058148860876055156	0.030566597843281043	0.0015437430170115363	0.008847328095434221	0.010396774109559725	0.012745820154434656	0.041769949558555605	0.021548465229021332
TT>AA	0.027269155619529074	0.017369278129614175	0.013821705082261673	0.03364146957711047	0.006980350312908813	0.027153596717599517	0.009116598053186464	0.03134272327669088
TT>AC	0.010575674151019144	2.333132074348043e-06	0.0005809601653334085	0.003954177600124882	0.032434495359857464	0.0014847356380083099	0.006460564235707125	0.0025797512962053306
TT>AG	0.005482690751750283	2.305774654871584e-06	0.0006720716404189323	0.0033511003809334737	0.03001739039996579	0.002199708827452014	0.004859432824823777	0.0010266032531595214
TT>CA	0.005279165389591878	2.666012814600549e-06	0.0002977876665744361	0.002372205094892692	0.02847594639868248	0.0015982492922216806	0.0041027027867710335	0.0012998214227840775
TT>CC	0.004860806469307591	3.2628644399146368e-06	3.064060381575473e-05	0.000514382256137651	2.438194532601301e-05	3.0953187681461714e-05	6.865556504521919e-05	0.00019289741061811582
TT>CG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TT>GA	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TT>GC	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
TT>GG	1.25388933213344e-06	3.7692683265611036e-06	3.2397675170159346e-05	2.6228800300032164e-05	2.782402349168933e-05	3.334509381375028e-05	3.49095023625523e-05	3.8173178062947954e-05
