Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.973	139.254	24.473%	18.251	23.509%	0.06715	0.939
C002	730	0.978	144.617	19.811%	20.024	20.638%	0.03521	0.947
C003	261	0.926	103.052	39.484%	13.722	37.669%	0.16043	0.834
C004	21	0.651	27.617	131.51%	4.115	76.414%	1.2543	0.571
C005	1064	0.98	216.737	20.37%	30.187	20.289%	0.03308	0.957
C006	279	0.945	104.994	37.632%	14.466	33.005%	0.14114	0.904
C007	525	0.978	125.093	23.827%	17.031	21.178%	0.07171	0.961
C008	12	0.823	11.797	98.308%	2.419	60.475%	0.9991	0.812
C009	816	0.978	160.548	19.675%	21.746	21.186%	0.04216	0.934
C010	35	0.716	41.844	119.554%	6.262	71.362%	1.04361	0.664
C010r	63	0.725	59.28	94.095%	8.308	68.994%	0.78341	0.581
C011	54	0.803	47.732	88.393%	6.431	59.71%	0.70931	0.723
C013	86	0.846	56.067	65.194%	8.083	53.298%	0.47313	0.757
C014	132	0.902	68.861	52.167%	8.91	43.373%	0.29053	0.825
F001	139	0.891	71.283	51.283%	9.834	45.506%	0.28394	0.798
F002	66	0.787	49.864	75.552%	7.094	61.745%	0.59747	0.65
F002r	541	0.957	155.589	28.76%	20.418	28.907%	0.08569	0.886
F004	67	0.873	44.228	66.012%	5.964	48.859%	0.46784	0.808
F005	115	0.886	64.902	56.437%	9.54	47.057%	0.3707	0.829
F006	8	0.598	12.202	152.525%	2.337	82.625%	1.53089	0.591
F007	2059	0.995	208.694	10.136%	27.195	10.012%	0.01021	0.988
F008	172	0.903	91.757	53.347%	12.643	43.571%	0.28984	0.848
F010	124	0.867	74.264	59.89%	9.68	49.921%	0.34505	0.754
F011	100	0.883	64.923	64.923%	9.591	48.442%	0.39893	0.847
F012	106	0.851	71.592	67.54%	9.659	52.852%	0.41993	0.765
F013	23	0.678	27.695	120.413%	4.304	74.923%	1.08602	0.623
F014	198	0.941	80.594	40.704%	10.952	34.059%	0.20741	0.9
F015	507	0.973	118.035	23.281%	16.783	23.245%	0.06909	0.943
F016	239	0.934	93.659	39.188%	13.156	35.873%	0.17588	0.879
F017	586	0.962	160.658	27.416%	21.85	27.603%	0.06839	0.91
F018	58	0.851	52.816	91.062%	8.374	54.281%	0.71719	0.828
F019	8	0.334	14.092	176.15%	2.981	94.267%	2.26883	0.221
F020	384	0.947	133.122	34.667%	17.915	32.439%	0.12988	0.891
F021	8	0.412	13.512	168.9%	2.889	91.358%	2.14968	0.339
F022	306	0.939	117.451	38.383%	15.507	34.503%	0.14459	0.881
F023	32	0.779	28.657	89.553%	4.611	62.748%	0.95788	0.714
F024	4	0.395	7.17	179.25%	1.856	92.8%	2.54749	0.383
F026	1396	0.99	192.432	13.785%	24.823	14.035%	0.01719	0.973
F027	31	0.631	37.133	119.784%	5.322	77.629%	1.02787	0.486
F029	328	0.933	133.343	40.653%	17.837	36.593%	0.17738	0.88
F031	650	0.971	157.906	24.293%	22.441	24.059%	0.07238	0.941
F034	129	0.899	67.728	52.502%	8.809	43.881%	0.27587	0.816
F036	736	0.968	181.197	24.619%	24.9	25.122%	0.05745	0.925
F037	9	0.526	14.204	157.822%	2.859	86.202%	1.88105	0.488
F038	176	0.926	76.986	43.742%	10.758	38.131%	0.22197	0.873
