Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F039	150	0.884	80.418	53.612%	10.936	46.802%	0.29706	0.787
F041	703	0.976	158.544	22.552%	22.106	22.27%	0.05724	0.952
F042	349	0.958	107.852	30.903%	14.215	28.902%	0.12424	0.91
F043	260	0.934	93.897	36.114%	12.551	35.729%	0.12833	0.838
F044	67	0.828	50.367	75.175%	6.956	56.607%	0.53839	0.744
F045	306	0.925	119.91	39.186%	16.643	38.022%	0.13934	0.842
F046	28	0.628	33.848	120.886%	4.541	77.878%	1.05996	0.453
F048	28	0.631	33.616	120.057%	5.029	77.599%	1.07302	0.503
F050	7	0.276	12.703	181.471%	2.547	96.268%	2.72682	0.103
F052	44	0.74	41.469	94.248%	5.897	67.643%	0.77015	0.627
F053	125	0.839	76.553	61.242%	10.14	54.592%	0.35738	0.664
F054	41	0.726	39.753	96.959%	6.217	69.078%	0.85798	0.635
F055	1155	0.996	120.285	10.414%	16.94	8.974%	0.01339	0.993
F056	78	0.83	52.235	66.968%	7.144	55.785%	0.44899	0.702
F057	411	0.969	110.776	26.953%	14.728	25.086%	0.08441	0.936
F058	896	0.983	165.904	18.516%	21.667	18.567%	0.03916	0.954
F059	217	0.971	72.073	33.213%	10.437	24.815%	0.15896	0.962
F059r	319	0.982	80.307	25.175%	10.919	19.144%	0.08905	0.973
SJ01	2763	0.999	126.232	4.569%	21.08	3.743%	0.00245	0.999
SJ02	304	0.933	118.924	39.12%	15.193	35.89%	0.1572	0.85
SJ03	470	0.963	140.93	29.985%	19.527	27.205%	0.10276	0.934
SJ04	19	0.706	25.133	132.279%	4.494	73.881%	1.27677	0.691
SJ08	296	0.966	90.497	30.573%	11.417	26.029%	0.12203	0.934
SJ09	133	0.902	68.738	51.683%	9.752	44.465%	0.31105	0.852
SJ10	594	0.967	155.819	26.232%	19.525	25.471%	0.06901	0.91
SJ12	276	0.935	107.759	39.043%	13.842	35.574%	0.17403	0.857
SJ13	126	0.864	79.991	63.485%	10.291	50.578%	0.40929	0.762
SJ14	123	0.859	71.782	58.359%	9.497	51.13%	0.33713	0.72
SJ17	335	0.941	117.325	35.022%	15.455	33.863%	0.12347	0.861
SJ18	156	0.873	76.801	49.231%	11.106	48.797%	0.27299	0.731
SJ19	304	0.944	108.981	35.849%	14.657	33.192%	0.15139	0.886
SJ20	1600	0.99	216.614	13.538%	28.059	14.059%	0.01537	0.97
SJ25	204	0.9	101.664	49.835%	13.266	43.548%	0.25828	0.803
SJ28	1067	0.982	185.128	17.35%	24.703	18.661%	0.02857	0.945
SJ31	124	0.882	78.996	63.706%	11.105	48.42%	0.38809	0.836
SJ32	1063	0.983	173.693	16.34%	24.045	18.197%	0.02464	0.949
SJ33	155	0.874	85.389	55.09%	12.378	48.89%	0.35121	0.785
T135	4916	0.999	175.212	3.564%	26.185	3.491%	0.00119	0.999
