NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	121.25	68.535	18.612	51.824	0.544	0.736	120000.0
2	116.065	68.326	17.237	51.555	0.534	0.737	100000.0
3	116.548	70.348	17.634	52.142	0.562	0.738	80000.0
4	114.491	68.939	16.823	51.627	0.55	0.736	140000.0
5	117.818	69.703	17.641	51.813	0.55	0.738	100000.0
6	117.065	69.247	17.546	51.943	0.552	0.737	60000.0
7	115.503	69.818	17.179	51.819	0.565	0.732	100000.0
8	117.345	69.767	17.655	52.435	0.571	0.725	60000.0
9	119.327	70.724	17.83	52.473	0.568	0.727	100000.0
10	115.57	69.406	17.247	51.991	0.554	0.733	140000.0
11	117.328	69.338	17.379	51.225	0.55	0.739	60000.0
12	121.003	69.872	18.014	52.057	0.553	0.731	80000.0
13	117.733	68.827	17.877	51.771	0.531	0.74	140000.0
14	117.885	68.516	17.565	51.553	0.533	0.743	80000.0
15	116.502	68.174	17.242	51.151	0.534	0.742	120000.0
16	119.874	69.831	18.004	52.063	0.556	0.731	100000.0
17	117.27	69.212	17.517	51.509	0.547	0.74	80000.0
18	116.965	70.113	17.512	52.125	0.565	0.729	100000.0
19	118.072	68.983	17.65	51.858	0.537	0.736	100000.0
20	116.089	69.329	17.466	52.013	0.539	0.734	100000.0
21	118.862	68.869	17.964	51.687	0.536	0.742	60000.0
22	120.052	69.976	17.972	52.456	0.544	0.735	140000.0
23	117.263	70.583	17.673	52.598	0.573	0.724	120000.0
24	116.354	69.148	17.158	51.948	0.538	0.733	100000.0
25	116.161	68.096	17.655	51.839	0.524	0.738	140000.0
26	121.587	70.339	18.856	52.453	0.562	0.728	80000.0
27	117.282	68.965	17.512	51.683	0.544	0.737	100000.0
28	118.47	69.445	17.765	51.73	0.54	0.738	80000.0
29	117.605	70.682	17.558	52.407	0.56	0.728	120000.0
30	115.142	70.774	17.073	52.41	0.572	0.722	100000.0
31	117.436	70.74	17.84	53.257	0.567	0.714	120000.0
32	115.509	68.553	17.547	51.577	0.522	0.745	100000.0
33	117.169	70.175	17.522	52.296	0.558	0.727	100000.0
34	124.052	70.625	19.266	52.989	0.555	0.726	60000.0
35	119.487	70.061	18.018	52.561	0.561	0.729	100000.0
36	116.485	70.244	17.575	52.809	0.554	0.724	80000.0
37	116.614	68.98	17.119	51.972	0.536	0.731	100000.0
38	117.101	69.714	17.57	51.767	0.549	0.736	80000.0
39	116.033	69.392	17.417	52.351	0.551	0.729	240000.0
40	116.955	70.254	17.545	52.488	0.569	0.724	100000.0
41	116.983	68.46	17.509	51.362	0.534	0.743	100000.0
42	117.799	68.627	17.863	52.021	0.532	0.737	100000.0
43	116.817	69.274	17.441	51.76	0.557	0.734	100000.0
44	119.082	69.466	17.715	51.998	0.544	0.734	80000.0
45	117.239	69.412	17.72	51.978	0.544	0.736	80000.0
46	116.712	68.789	17.626	51.7	0.533	0.744	140000.0
47	120.064	69.542	18.1	52.175	0.544	0.736	100000.0
48	116.763	69.882	17.496	52.358	0.56	0.728	80000.0
49	120.105	70.237	18.202	52.404	0.563	0.725	100000.0
50	115.18	68.161	17.127	51.312	0.526	0.741	80000.0
51	115.854	69.348	17.322	51.852	0.563	0.734	80000.0
52	116.004	68.352	17.068	50.92	0.531	0.745	80000.0
53	117.535	70.222	17.694	52.519	0.565	0.729	180000.0
54	113.271	68.855	17.106	52.036	0.533	0.73	80000.0
55	117.875	69.88	17.973	52.552	0.547	0.731	120000.0
56	116.349	70.833	17.42	52.957	0.562	0.72	160000.0
57	117.766	69.274	17.885	52.109	0.55	0.736	160000.0
58	115.27	69.886	17.315	52.03	0.559	0.733	100000.0
59	118.385	68.919	17.645	51.857	0.533	0.741	120000.0
60	114.658	69.134	17.083	51.827	0.559	0.732	120000.0
61	118.276	68.539	17.692	52.114	0.531	0.733	140000.0
62	121.793	69.553	18.061	52.247	0.541	0.731	100000.0
63	116.855	69.179	17.467	51.919	0.549	0.735	120000.0
64	116.355	69.597	17.353	51.971	0.552	0.733	140000.0
65	113.234	68.129	17.131	51.143	0.533	0.743	100000.0
66	116.215	70.229	17.573	52.934	0.554	0.722	120000.0
67	114.473	68.653	17.077	51.305	0.533	0.741	120000.0
68	115.278	68.648	17.206	51.294	0.529	0.749	80000.0
