Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
C001	569	0.97	147.201	25.87%	19.036	24.52%	0.07262	0.935
C002	730	0.977	151.462	20.748%	20.655	21.288%	0.03706	0.943
C003	261	0.919	105.028	40.241%	14.415	39.571%	0.16969	0.815
C004	21	0.628	28.241	134.481%	4.222	78.401%	1.29419	0.542
C005	1064	0.977	228.855	21.509%	32.37	21.756%	0.03694	0.95
C006	279	0.947	102.281	36.66%	14.093	32.154%	0.13439	0.906
C007	525	0.978	123.353	23.496%	17.063	21.218%	0.07047	0.96
C008	12	0.814	12.235	101.958%	2.477	61.925%	1.02904	0.804
C009	816	0.978	160.356	19.651%	21.499	20.945%	0.04139	0.935
C010	35	0.691	42.793	122.266%	6.457	73.584%	1.07756	0.635
C010r	63	0.726	58.64	93.079%	8.291	68.853%	0.76927	0.583
C011	54	0.798	47.979	88.85%	6.501	60.36%	0.71338	0.715
C013	86	0.845	57.106	66.402%	8.099	53.403%	0.48668	0.756
C014	132	0.887	73.412	55.615%	9.493	46.211%	0.31448	0.794
F001	139	0.892	70.201	50.504%	9.771	45.215%	0.27884	0.801
F002	66	0.773	52.28	79.212%	7.302	63.556%	0.62091	0.625
F002r	541	0.952	167.559	30.972%	21.711	30.738%	0.09274	0.871
F004	67	0.869	44.546	66.487%	6.055	49.604%	0.47392	0.802
F005	115	0.883	65.715	57.143%	9.607	47.388%	0.37341	0.823
F006	8	0.596	12.233	152.912%	2.341	82.767%	1.54042	0.589
F007	2059	0.995	198.635	9.647%	26.089	9.604%	0.01006	0.989
F008	172	0.904	92.042	53.513%	12.645	43.578%	0.28759	0.851
F010	124	0.848	78.703	63.47%	10.265	52.938%	0.36427	0.715
F011	100	0.885	62.698	62.698%	9.375	47.351%	0.36848	0.844
F012	106	0.85	70.782	66.775%	9.66	52.857%	0.41222	0.759
F013	23	0.671	27.529	119.691%	4.332	75.41%	1.09635	0.61
F014	198	0.946	77.996	39.392%	10.444	32.479%	0.20389	0.909
F015	507	0.97	122.352	24.133%	17.673	24.477%	0.07507	0.937
F016	239	0.923	102.506	42.89%	14.16	38.61%	0.19052	0.856
F017	586	0.957	169.42	28.911%	22.994	29.048%	0.0755	0.899
F018	58	0.844	52.735	90.922%	8.472	54.916%	0.72281	0.818
F019	8	0.332	14.081	176.012%	2.983	94.331%	2.26009	0.217
F020	384	0.945	140.004	36.459%	18.026	32.64%	0.13119	0.887
F021	8	0.414	13.528	169.1%	2.887	91.295%	2.11846	0.346
F022	306	0.958	97.86	31.98%	12.972	28.862%	0.11611	0.918
F023	32	0.774	29.441	92.003%	4.653	63.319%	0.97661	0.708
F024	4	0.391	7.157	178.925%	1.857	92.85%	2.47874	0.369
F026	1396	0.99	200.739	14.38%	25.706	14.535%	0.01832	0.971
F027	31	0.63	37.139	119.803%	5.326	77.688%	1.03599	0.484
F029	328	0.928	134.005	40.855%	18.386	37.719%	0.18034	0.864
F031	650	0.974	152.35	23.438%	21.268	22.802%	0.06584	0.947
F034	129	0.892	67.535	52.353%	9.093	45.295%	0.28376	0.804
F036	736	0.969	177.715	24.146%	24.591	24.81%	0.05658	0.927
F037	9	0.511	14.27	158.556%	2.882	86.896%	1.88752	0.467
F038	176	0.889	90.524	51.434%	12.983	46.017%	0.27046	0.807
F039	150	0.892	78.006	52.004%	10.541	45.111%	0.27953	0.802
F041	703	0.976	157.56	22.413%	22.183	22.348%	0.05815	0.952
F042	349	0.954	110.624	31.697%	14.751	29.992%	0.13227	0.901
F043	260	0.919	106.387	40.918%	13.851	39.43%	0.14852	0.799
F044	67	0.823	50.494	75.364%	7.031	57.217%	0.53849	0.736
F045	306	0.928	117.505	38.4%	16.296	37.229%	0.13582	0.849
F046	28	0.608	34.952	124.829%	4.632	79.438%	1.10516	0.415
F048	28	0.608	34.098	121.779%	5.149	79.451%	1.10424	0.466
F050	7	0.278	12.706	181.514%	2.545	96.192%	2.7239	0.105
F052	44	0.736	42.676	96.991%	5.938	68.114%	0.7762	0.625
F053	125	0.828	78.877	63.102%	10.462	56.326%	0.37458	0.641
F054	41	0.726	39.792	97.054%	6.213	69.033%	0.87478	0.635
F055	1155	0.996	121.276	10.5%	17.465	9.252%	0.01359	0.993
F056	78	0.823	53.547	68.65%	7.268	56.754%	0.46265	0.69
F057	411	0.966	115.508	28.104%	15.318	26.09%	0.09481	0.93
F058	896	0.982	172.052	19.202%	22.311	19.119%	0.04263	0.952
F059	217	0.972	68.884	31.744%	10.013	23.807%	0.14996	0.962
F059r	319	0.98	82.358	25.818%	11.428	20.037%	0.08989	0.97
SJ01	2763	0.999	115.419	4.177%	20.271	3.599%	0.00183	0.999
