NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	127.617	71.771	19.505	53.364	0.594	0.712	140000.0
2	120.431	69.21	17.846	52.307	0.537	0.733	100000.0
3	120.867	71.837	18.093	53.589	0.581	0.717	160000.0
4	123.271	70.279	18.178	53.024	0.558	0.718	120000.0
5	126.898	72.952	18.902	53.908	0.592	0.711	120000.0
6	123.535	71.678	18.589	53.275	0.575	0.724	80000.0
7	118.988	71.119	17.715	52.635	0.584	0.723	80000.0
8	120.538	71.348	18.001	53.548	0.588	0.714	80000.0
9	125.667	71.611	18.703	53.669	0.577	0.714	60000.0
10	122.549	70.794	18.283	53.232	0.576	0.714	80000.0
11	120.875	71.218	17.841	52.777	0.575	0.725	120000.0
12	124.605	71.236	18.435	53.155	0.565	0.721	80000.0
13	123.039	71.313	18.404	53.353	0.567	0.72	60000.0
14	122.708	70.151	18.515	53.122	0.562	0.724	100000.0
15	124.387	70.622	18.626	52.711	0.558	0.726	80000.0
16	123.015	71.483	18.405	53.06	0.581	0.72	80000.0
17	121.672	71.267	18.227	53.015	0.57	0.721	220000.0
18	128.792	71.668	19.59	53.411	0.572	0.721	80000.0
19	123.216	71.119	18.273	53.419	0.568	0.715	120000.0
20	121.43	71.282	18.133	53.267	0.562	0.722	120000.0
21	124.038	71.096	18.689	52.498	0.567	0.731	80000.0
22	123.874	71.813	18.418	53.593	0.572	0.721	100000.0
23	123.18	72.246	18.533	53.517	0.595	0.716	80000.0
24	124.354	70.451	18.452	53.276	0.55	0.728	100000.0
25	119.599	70.867	17.998	53.211	0.574	0.719	140000.0
26	120.791	70.752	18.225	53.199	0.57	0.72	80000.0
27	119.052	70.757	17.699	52.625	0.566	0.726	80000.0
28	122.298	71.749	18.063	53.37	0.575	0.718	60000.0
29	127.69	72.871	19.358	53.547	0.59	0.716	100000.0
30	121.285	71.982	18.121	53.602	0.591	0.71	100000.0
31	120.606	71.771	17.786	53.529	0.583	0.715	80000.0
32	122.552	70.461	18.238	52.194	0.559	0.737	60000.0
33	121.342	71.205	18.051	53.1	0.56	0.723	80000.0
34	123.01	71.88	18.276	53.654	0.575	0.715	100000.0
35	131.007	71.693	20.171	53.345	0.578	0.727	80000.0
36	121.098	71.742	18.127	53.349	0.573	0.717	100000.0
37	123.959	71.83	18.415	53.641	0.572	0.716	100000.0
38	122.078	71.469	18.314	53.013	0.559	0.726	100000.0
39	119.971	71.221	17.935	53.435	0.584	0.713	80000.0
40	120.704	71.568	17.874	53.202	0.59	0.715	80000.0
41	121.832	70.62	18.045	52.593	0.56	0.73	100000.0
42	122.418	70.345	18.306	52.854	0.554	0.73	100000.0
43	121.167	71.753	18.081	53.214	0.586	0.718	100000.0
44	121.801	72.168	17.976	53.614	0.585	0.713	100000.0
45	123.54	72.724	18.414	53.676	0.591	0.716	80000.0
46	121.391	71.219	18.084	52.85	0.57	0.726	100000.0
47	123.749	70.903	18.536	53.159	0.562	0.726	80000.0
48	121.892	72.933	18.175	54.49	0.601	0.699	100000.0
49	125.57	72.118	18.822	53.555	0.58	0.714	100000.0
50	121.397	71.064	17.936	53.046	0.565	0.717	80000.0
51	122.999	71.09	18.452	53.292	0.576	0.717	140000.0
52	120.636	70.496	17.754	52.358	0.568	0.727	80000.0
53	126.544	71.368	19.354	53.426	0.581	0.718	60000.0
54	119.303	71.101	17.979	53.594	0.564	0.71	180000.0
55	124.971	72.724	18.96	54.18	0.585	0.708	80000.0
56	128.511	72.947	19.82	53.967	0.602	0.706	80000.0
57	122.252	71.7	18.474	53.387	0.582	0.723	120000.0
58	119.952	71.825	17.863	53.174	0.591	0.714	100000.0
59	125.93	71.103	18.733	53.464	0.552	0.723	80000.0
60	122.542	70.839	18.24	53.282	0.578	0.719	140000.0
61	124.02	70.919	18.473	53.466	0.558	0.718	80000.0
62	125.764	71.869	18.869	53.349	0.582	0.715	100000.0
63	122.176	72.202	18.072	53.182	0.593	0.719	80000.0
64	123.266	71.788	18.268	52.972	0.566	0.725	60000.0
65	122.367	71.521	18.409	53.19	0.575	0.717	60000.0
66	121.952	71.634	18.195	53.508	0.578	0.716	300000.0
67	121.572	71.669	17.96	52.978	0.579	0.717	120000.0
68	121.095	71.814	17.992	52.977	0.572	0.726	80000.0
69	125.792	72.018	18.849	53.493	0.576	0.72	100000.0
70	129.304	72.058	19.722	53.589	0.592	0.718	80000.0
71	122.339	72.144	18.373	53.706	0.573	0.715	140000.0
72	125.591	71.307	18.81	53.146	0.564	0.723	100000.0
73	123.447	71.152	18.404	53.213	0.562	0.723	60000.0
74	125.414	71.551	18.949	53.363	0.562	0.722	100000.0
75	125.21	71.871	18.694	53.596	0.57	0.721	80000.0
76	123.256	71.522	18.245	53.087	0.588	0.714	60000.0
77	119.6	70.284	17.785	52.972	0.564	0.721	80000.0
78	120.791	71.424	17.94	53.558	0.586	0.707	80000.0
79	124.977	72.453	18.59	53.747	0.59	0.712	80000.0
80	118.498	70.585	17.694	53.024	0.571	0.718	100000.0
81	123.632	70.474	18.423	52.692	0.564	0.728	140000.0
82	121.488	71.798	18.076	53.599	0.589	0.714	80000.0
83	128.073	70.76	19.613	53.496	0.563	0.718	60000.0
84	123.606	71.304	18.316	54.046	0.574	0.705	80000.0
85	123.576	73.072	18.257	54.454	0.593	0.706	100000.0
86	122.32	71.024	18.222	53.16	0.566	0.719	80000.0
87	121.752	70.74	18.289	53.597	0.57	0.712	100000.0
88	121.841	69.682	18.078	52.363	0.549	0.732	100000.0
89	126.648	72.288	18.865	53.63	0.575	0.716	140000.0
90	121.39	71.294	18.431	53.565	0.59	0.715	100000.0
91	121.684	70.292	18.126	52.641	0.556	0.73	140000.0
92	121.125	69.949	17.999	52.371	0.549	0.733	80000.0
93	120.941	71.616	18.153	53.436	0.582	0.713	80000.0
94	122.648	73.095	18.421	54.296	0.601	0.702	100000.0
95	128.233	71.603	19.621	53.293	0.569	0.724	120000.0
96	120.901	71.164	17.866	52.906	0.57	0.724	100000.0
97	121.498	71.458	18.16	53.909	0.586	0.707	60000.0
98	120.785	72.126	18.439	53.304	0.591	0.717	100000.0
99	119.685	70.749	17.843	53.291	0.574	0.717	120000.0
100	118.757	70.339	17.663	52.59	0.558	0.726	140000.0
